"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|"1277525"|"0.2632100000"|"0.2620050000"|"0.2442510000"|"0.2455520000"|"0.1915820000"|"0.24132"|"3588985.0000"|"10847.0000"|"876941.0000"|"1113500.0000"|"866094.0000"
"04-6941137"|"EMILIO A. & MARY A. DIFELICE SCHOLARSHIP TRUS"|"1277526"|""|""|""|""|""|""|""|""|""|""|""
"04-3340251"|"CITIZENS PROGRAMS CORPORATION"|"1278272"|"6.8336660000"|"13.8378340000"|"18.0345800000"|"12.3929000000"|"6.4992980000"|""|""|""|""|""|""
"04-3466803"|"NORTH EAST ROOFING EDUCATIONAL FOUNDATION, INC."|"1278273"|"0.1031450000"|"0.1659850000"|"0.1548230000"|"0.2091060000"|"0.2917390000"|""|""|""|""|""|""
"01-0549138"|"4:19 FOUNDATION, INC."|"1278281"|"0.1335000000"|"0.1326000000"|"0.0767000000"|"0.0546000000"|"0.1159000000"|""|""|""|""|""|""
"04-3484554"|"SIRAD FOUNDATION INC"|"1278314"|"0.0360600000"|"0.0320500000"|"0.0023800000"|"0.0011100000"|"0.0890200000"|""|""|""|""|""|""
"04-6875253"|"THE FRANK B MAZER FOUNDATION"|"1278315"|""|""|""|""|""|""|""|""|""|""|""
"04-2119492"|"RED ACRE FARM INC DBA RED ACRE FOUNDATION"|"1279265"|"0.0457680000"|"0.0517340000"|"0.0517520000"|"0.0498430000"|"0.0481170000"|""|""|""|""|""|""
"04-2607232"|"THE NANCY LURIE MARKS FAMILY FOUNDATION"|"1279266"|"0.0461390000"|"0.0454420000"|"0.0562210000"|"0.0608480000"|"0.0330110000"|""|""|""|""|""|""
"04-2655735"|"THE CRICKET FOUNDATION GP5057"|"1279267"|"0.0441720000"|"0.0461620000"|"0.0566110000"|"0.0491730000"|"0.0369320000"|""|""|""|""|""|""
"04-3837113"|"THE MILNER FAMILY FOUNDATION"|"1279268"|"0.0504660000"|"0.0504020000"|"0.0501640000"|"0.0187540000"|"0.0305180000"|""|""|""|""|""|""
"04-6006506"|"BOSTON FATHERLESS & WIDOWS SOCIETY"|"1279269"|"0.0477060000"|"0.0562190000"|"0.0622730000"|"0.0605850000"|"0.0564030000"|""|""|""|""|""|""
"04-6040091"|"SCOTS' CHARITABLE SOCIETY OF BOSTON"|"1279270"|""|""|""|""|""|""|""|""|""|""|""
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"1284377"|"1.0325370000"|"0.3935890000"|"1.2544550000"|"2.6503450000"|"0.7995110000"|""|""|""|""|""|""
"03-0373301"|"The Dalkys Foundation"|"1291097"|"0.1464360000"|"0.1597290000"|"0.1255980000"|"0.0823140000"|"0.0841360000"|"0.119643"|"748076.0000"|"294.0000"|"89796.0000"|"107581.0000"|"89502.0000"
"03-0490864"|"THE SWINERTON FOUNDATION"|"1291098"|"0.3576020000"|"0.4014960000"|"0.6269470000"|"0.4925810000"|"0.6373630000"|"0.503198"|"812688.0000"|"252.0000"|"409195.0000"|"333042.0000"|"408943.0000"
"04-2680399"|"RESTORATION HOUSING CORPORATION"|"1291099"|"4.7028780000"|"6.6670630000"|"7.7974170000"|"8.7522270000"|"8.6035940000"|"7.304636"|"189196.0000"|"9.0000"|"1382017.0000"|"1156063.0000"|"1382008.0000"
"04-3365869"|"BERKSHIRE BANK FOUNDATION, INC."|"1291100"|"0.0833770000"|"0.0832600000"|"0.0174330000"|"0.0704900000"|"0.0790980000"|"0.066732"|"15564412.0000"|"10516.0000"|"1049160.0000"|"1229066.0000"|"1038644.0000"
"04-3370400"|"THE ROGER AND MYRNA LANDAY CHARITABLE FOUNDATION"|"1291102"|"0.0544040000"|"0.0541580000"|"0.0533990000"|"0.0552480000"|"0.0541710000"|"0.054276"|"1494057.0000"|"414.0000"|"81505.0000"|"76797.0000"|"81091.0000"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|"1291103"|"0.0446270000"|"0.0397350000"|"0.0244540000"|"0.0252390000"|"0.0879160000"|"0.044394"|"17575599.0000"|"16723.0000"|"796974.0000"|"650982.0000"|"780251.0000"
"04-3542100"|"THE REEDER FOUNDATION"|"1291104"|"0.0822020000"|"0.0715340000"|"0.0577800000"|"0.1017980000"|"0.0957770000"|"0.081818"|"12432766.0000"|"19342.0000"|"1036566.0000"|"1002504.0000"|"1017224.0000"
"04-6017700"|"Eaton Foundation"|"1291105"|""|""|""|""|""|""|""|""|""|""|""
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1291106"|"0.7783370000"|"0.7362110000"|"0.4723350000"|"0.5479510000"|"0.9598210000"|"0.698931"|"1809547.0000"|"16862.0000"|"1281610.0000"|"1049066.0000"|"1264748.0000"
"04-6401501"|"ANNE WENTWORTH BAER SCHOLARSHIP"|"1291107"|"0.0462010000"|"0.0501390000"|"0.0541260000"|"0.0538150000"|"0.0465920000"|"0.050175"|"896071.0000"|"1169.0000"|"46129.0000"|"38795.0000"|"44960.0000"
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1291108"|"0.0516190000"|"0.0475170000"|"0.0583590000"|"0.0564040000"|"0.0468060000"|"0.052141"|"3152771.0000"|"2668.0000"|"167057.0000"|"132112.0000"|"164389.0000"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1291371"|"0.0485080000"|"0.0443240000"|"0.0538850000"|"0.0360060000"|"0.0232620000"|"0.041197"|"521694.0000"|"285.0000"|"21777.0000"|"25882.0000"|"21492.0000"
"01-0705471"|"THE NORWOOD FOUNDATION"|"1291455"|"201.0101430000"|"182.4530710000"|"206.7538900000"|"51.7848970000"|"10.1243830000"|"130.4253"|"17876.0000"|""|"2331482.0000"|"1412221.0000"|"2331482.0000"
"04-2104291"|"Humane Society of the Commonwealth of MA"|"1291456"|"0.0307210000"|"0.0391300000"|"0.0857290000"|"0.0562780000"|"0.0377000000"|"0.049912"|"4595742.0000"|"1209.0000"|"230592.0000"|"187275.0000"|"229383.0000"
"01-0518137"|"The Dunn, Russell, and Jacobs Foundation"|"1291475"|"0.0469980000"|"0.0437450000"|"0.0626480000"|"0.0577220000"|"0.0456140000"|"0.051345"|"2270106.0000"|"797.0000"|"117356.0000"|"111753.0000"|"116559.0000"
"01-0535144"|"Maine Health Access Foundation, Inc."|"1291476"|"0.0444180000"|"0.0493010000"|"0.0550230000"|"0.0527000000"|"0.0494100000"|"0.05017"|"108352220.0000"|"47538.0000"|"5483569.0000"|"5527310.0000"|"5436031.0000"
"01-0726374"|"MAYA RELIEF FOUNDATION"|"1291478"|""|""|""|""|""|""|""|""|""|"973130.0000"|""
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"1291479"|"17.1877730000"|"7.1990240000"|""|""|""|"12.1934"|"376966.0000"|"2.0000"|"4596499.0000"|"3775893.0000"|"4596497.0000"
"01-6009329"|"J.W. Robinson Welfare Trust"|"1291480"|""|""|""|""|""|""|""|""|""|""|""
"02-0467589"|"THE MARSHALL FUND 4738517"|"1291481"|"0.0550900000"|"0.0440300000"|"0.0057260000"|"0.0653650000"|"0.0566350000"|"0.045369"|"1726318.0000"|"952.0000"|"79273.0000"|"92325.0000"|"78321.0000"
"02-0691130"|"LEWIN FAMILY FOUNDATION"|"1291483"|"0.0865360000"|"0.0505830000"|"0.0495950000"|"0.0615490000"|"0.0520320000"|"0.060059"|"4447854.0000"|"683.0000"|"267817.0000"|"240518.0000"|"267134.0000"
"02-0718525"|"KOOK MIN HUR FOUNDATION"|"1291484"|"0.0449590000"|"0.0546270000"|"0.0530410000"|"0.0529830000"|"0.0529140000"|"0.051705"|"525305.0000"|"206.0000"|"27367.0000"|"30500.0000"|"27161.0000"
"03-0435755"|"M W ARMISTEAD III FAMILY FOUNDATION"|"1291485"|"0.0474180000"|"0.0492180000"|"0.0530260000"|"0.0587800000"|"0.0451310000"|"0.050715"|"2369095.0000"|"649.0000"|"120798.0000"|"119543.0000"|"120149.0000"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"1291486"|"0.4527060000"|"0.2953570000"|"0.3177930000"|"0.2679010000"|"0.0967700000"|"0.286105"|"356749.0000"|"177.0000"|"102245.0000"|"147850.0000"|"102068.0000"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION INC."|"1291487"|"0.2018430000"|"0.9176620000"|"0.2237410000"|"0.0529960000"|"0.0738230000"|"0.294013"|"482935.0000"|"0.0000"|"141989.0000"|"73072.0000"|"141989.0000"
"03-0475225"|"HENRIETTA COUNTESS DE HOERNLE FOUNDATION"|"1291488"|"0.1321480000"|"0.0641160000"|"0.0164490000"|"0.3985460000"|"1.8365150000"|"0.489555"|"2038721.0000"|"980.0000"|"999046.0000"|"260960.0000"|"998066.0000"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"1291489"|"0.3810460000"|"0.2292190000"|"0.2401650000"|"0.1317400000"|"0.0564660000"|"0.207727"|"4305431.0000"|"34.0000"|"894388.0000"|"1510332.0000"|"894354.0000"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"1291490"|"0.0496940000"|"0.0463590000"|"0.0598170000"|"0.0676890000"|"0.0564390000"|"0.056"|"17041853.0000"|"14689.0000"|"969033.0000"|"745570.0000"|"954344.0000"
"04-2763837"|"THE FLATLEY FOUNDATION"|"1291491"|"0.0350940000"|"0.0301240000"|"0.0737560000"|"0.0615330000"|"0.0518620000"|"0.050474"|"522166332.0000"|"261205.0000"|"26617028.0000"|"21915033.0000"|"26355823.0000"
"04-2940586"|"RICHARD & SALLY ZECKHAUSER FOUNDATION"|"1291492"|"0.1035510000"|"0.1116660000"|"0.0987470000"|"0.0472320000"|"0.0702750000"|"0.086294"|"1217843.0000"|"760.0000"|"105853.0000"|"97650.0000"|"105093.0000"
"04-2981078"|"THE BARRON FAMILY CHARITABLE FOUNDATION"|"1291493"|"0.0219680000"|"0.0331430000"|"0.0524930000"|"0.2401430000"|"0.1866640000"|"0.106882"|"2430192.0000"|"1499.0000"|"261243.0000"|"84462.0000"|"259744.0000"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION, INC."|"1291494"|"0.0924930000"|"0.0821550000"|"0.0253560000"|"0.0245870000"|"0.0632490000"|"0.057568"|"2761858.0000"|"3232.0000"|"162227.0000"|"48964.0000"|"158995.0000"
"04-3197325"|"Sheehan Family Foundation"|"1291495"|"0.2245320000"|"0.2669160000"|"0.3735730000"|"0.2883580000"|"0.2347600000"|"0.277628"|"2994342.0000"|"2920.0000"|"834233.0000"|"865000.0000"|"831313.0000"
"04-3353589"|"PEARSON FAMILY CHARITABLE FOUNDATION"|"1291499"|"0.0289020000"|"0.0240810000"|"0.0481310000"|"0.0167540000"|"0.0400710000"|"0.031588"|"2559897.0000"|"2276.0000"|"83138.0000"|"318785.0000"|"80862.0000"
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|"1291500"|""|""|""|""|""|""|""|""|""|""|""
"04-3366745"|"THE COMPASS FUND 4737682"|"1291501"|"0.0489080000"|"0.0435170000"|"0.0039990000"|"0.0733590000"|"0.0553530000"|"0.045027"|"1186529.0000"|"758.0000"|"54184.0000"|"55075.0000"|"53426.0000"
"04-3487843"|"PEPPERCORN FOUNDATION"|"1291502"|"0.1624310000"|"0.1104790000"|"0.1155320000"|"0.1267950000"|"0.0906910000"|"0.121186"|"2370766.0000"|"1773.0000"|"289077.0000"|"290000.0000"|"287304.0000"
"04-3535723"|"GANSETT FOUNDATION C/0 O'CONNOR & DREW, PC"|"1291503"|"0.4594790000"|"0.5733510000"|"0.3995860000"|"0.0521260000"|"0.6900100000"|"0.43491"|"1997774.0000"|"50.0000"|"868902.0000"|"100850.0000"|"868852.0000"
"04-3537365"|"Harter Family Charitable Foundation"|"1291504"|"0.0989000000"|"0.0953000000"|"0.0928000000"|"0.0843000000"|"0.0685000000"|"0.088"|"1072785.0000"|"455.0000"|"94860.0000"|"119057.0000"|"94405.0000"
"04-3540363"|"JASON AND MARTHA STONE FAMILY FOUNDATION"|"1291505"|"3.3096760000"|"6.5934700000"|"5.1251940000"|"2.6359650000"|"2.6443650000"|"4.061734"|"22264.0000"|"0.0000"|"90430.0000"|"185036.0000"|"90430.0000"
"04-3584637"|"JEWISH COMMUNITY HOUSING FOR THE ELDERLY VI INC"|"1291506"|""|""|""|""|""|""|"7962158.0000"|"69.0000"|"69.0000"|"0.0000"|""
"04-3778128"|"The Ideker Family Foundation"|"1291507"|""|""|""|""|""|""|""|""|""|""|""
"04-6036556"|"Willard C. Tilson Foundation"|"1291508"|"0.0725580000"|"0.0710540000"|"0.0548530000"|"0.0475170000"|"0.0563760000"|"0.060472"|"4410520.0000"|"5829.0000"|"272542.0000"|"391348.0000"|"266713.0000"
"04-6041597"|"HAROLD RUBENSTEIN FAMILY CHARITABLE FOUNDATION"|"1291509"|"0.0559060000"|"0.0572970000"|"0.0573080000"|"0.0608400000"|"0.0601020000"|"0.058291"|"4415114.0000"|"1620.0000"|"258981.0000"|"248105.0000"|"257361.0000"
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"1291510"|"0.0478900000"|"0.0500380000"|"0.0482700000"|"0.0504500000"|"0.0513600000"|"0.049602"|"2474055.0000"|"1008.0000"|"123726.0000"|"119981.0000"|"122718.0000"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"1291511"|"0.0502100000"|"0.0489120000"|"0.0635870000"|"0.0692600000"|"0.0575050000"|"0.057895"|"21781340.0000"|"17221.0000"|"1278252.0000"|"943533.0000"|"1261031.0000"
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|"1291512"|"0.0908280000"|"0.1040290000"|"0.1303900000"|"0.1083430000"|"0.0727130000"|"0.101261"|"3229260.0000"|"3007.0000"|"330005.0000"|"342139.0000"|"326998.0000"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"1291514"|"0.1092280000"|"0.1283700000"|"0.0974160000"|"0.1131580000"|"0.1549540000"|"0.120625"|"4145717.0000"|"12129.0000"|"512206.0000"|"423352.0000"|"500077.0000"
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|"1291515"|"0.6414710000"|"0.4792940000"|"0.8225350000"|"0.0090330000"|"2.3667540000"|"0.863817"|"72948.0000"|"3.0000"|"63017.0000"|"70065.0000"|"63014.0000"
"04-6660214"|"THE ORCHARD FOUNDATION"|"1291516"|"0.1454590000"|"0.1088090000"|"0.1047170000"|"0.0807980000"|"0.0695550000"|"0.101868"|"11917210.0000"|"3369.0000"|"1217351.0000"|"1016788.0000"|"1213982.0000"
"04-6752868"|"ARGOSY FOUNDATION"|"1291517"|"0.1896290000"|"0.1236340000"|"0.0429290000"|"0.2243770000"|"0.2801600000"|"0.172146"|"15977735.0000"|"52699.0000"|"2803202.0000"|"4972286.0000"|"2750503.0000"
"04-6771029"|"BELL FAMILY FOUNDATION"|"1291518"|"0.0380280000"|"0.0298740000"|"0.0480550000"|"0.0349090000"|"0.0502210000"|"0.040217"|"6268784.0000"|"6628.0000"|"258740.0000"|"332039.0000"|"252112.0000"
"04-6796689"|"JACBEL FOUNDATION"|"1291519"|"0.0435790000"|"0.0502870000"|"0.0558160000"|"0.0518640000"|"0.0441810000"|"0.049145"|"4365987.0000"|"2012.0000"|"216578.0000"|"204142.0000"|"214566.0000"
"01-0637863"|"MYRA & JEAN KENT ANGUS FOUNDATION"|"1292879"|"0.0511550000"|"0.0488130000"|"0.0531900000"|"0.0620650000"|"0.0496780000"|"0.05298"|"3014993.0000"|"1299.0000"|"161033.0000"|"152376.0000"|"159734.0000"
"02-0406826"|"TAMPOSI FOUNDATION"|"1292880"|"0.0595550000"|"0.0430380000"|"0.0574760000"|"0.0544760000"|"0.0549340000"|"0.053896"|"373594.0000"|"438.0000"|"20573.0000"|"25277.0000"|"20135.0000"
"02-6004699"|"GEORGE GARDNER & FANNY WHITING"|"1292882"|"0.0474440000"|"0.0448100000"|"0.0379120000"|"0.0527010000"|"0.0497480000"|"0.046523"|"457282.0000"|"379.0000"|"21653.0000"|"17677.0000"|"21274.0000"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"1292883"|""|""|""|""|""|""|""|""|""|""|""
"04-2624081"|"GRACE C STEBBINS TUA"|"1292884"|"0.0422530000"|"0.0402630000"|"0.0354290000"|"0.0476520000"|""|"0.041399"|"2994881.0000"|"2761.0000"|"126746.0000"|"118725.0000"|"123985.0000"
"04-3298628"|"ROAF MEMORIAL FUND"|"1292885"|"0.0538630000"|"0.0558250000"|"0.0585930000"|"0.0589110000"|""|"0.056798"|"2806588.0000"|"1038.0000"|"160447.0000"|"131029.0000"|"159409.0000"
"04-3341720"|"THE SPILLANE CHARITABLE FOUNDATION"|"1292886"|"0.0520770000"|"0.0520530000"|"0.0302410000"|"0.0359700000"|"0.0529390000"|"0.044656"|"1329055.0000"|"227.0000"|"59577.0000"|"60500.0000"|"59350.0000"
"04-3343529"|"THE ROBERT F STOICO/FIRSTFED CHARITABLE FOUNDATION"|"1292887"|"0.0453810000"|"0.0351840000"|"0.0726170000"|"0.0917560000"|"0.0559780000"|"0.060183"|"14528489.0000"|"21072.0000"|"895440.0000"|"879472.0000"|"874368.0000"
"04-3353896"|"Bangor Savings Bank Foundation"|"1292888"|"0.1654990000"|"0.1605600000"|"0.1641680000"|"0.1507070000"|"0.1508910000"|"0.158365"|"4028769.0000"|"2254.0000"|"640270.0000"|"578500.0000"|"638016.0000"
"04-3356807"|"SOUTH SHORE BANK CHARITABLE FOUNDATION, INC"|"1292889"|"0.0516510000"|"0.0514350000"|"0.0556960000"|"0.0626370000"|"0.0606630000"|"0.056416"|"1640360.0000"|"3268.0000"|"95811.0000"|"85869.0000"|"92543.0000"
"04-3485593"|"THE FRED BERGFORS AND MARGARET SANDBERG FOUNDATION INC"|"1292890"|"0.0227310000"|"0.0239770000"|"0.0348210000"|"0.0317190000"|"0.0310950000"|"0.028869"|"2526525.0000"|"1596.0000"|"74534.0000"|"59000.0000"|"72938.0000"
"04-6039669"|"Albert O Wilson Foundation, Inc"|"1292891"|"0.0601770000"|"0.0579480000"|"0.0494000000"|"0.0487130000"|"0.0492010000"|"0.053088"|"1468905.0000"|"312.0000"|"78293.0000"|"86545.0000"|"77981.0000"
"04-6382377"|"MARY ELIZABETH PEARCE FOUNDATION TRUST"|"1292893"|"0.0265800000"|"0.0457180000"|"0.0481950000"|"0.0589340000"|"0.0432910000"|"0.044544"|"13826151.0000"|"4717.0000"|"620589.0000"|""|"615872.0000"
"04-6731724"|"WARMAN SCHOLARSHIP FUND PFDN 10 - 101160523040"|"1292895"|"0.0296010000"|"0.0471300000"|"0.0561320000"|"0.0252000000"|"0.0477560000"|"0.041164"|"522993.0000"|"356.0000"|"21884.0000"|"27316.0000"|"21528.0000"
"01-0675481"|"CM CHEN FOUNDATION, INC."|"1293184"|"0.0321300000"|"0.0110110000"|"0.0161170000"|"0.2178410000"|"0.2762260000"|"0.110665"|"7217332.0000"|"1749.0000"|"800455.0000"|"411278.0000"|"798706.0000"
"01-0733593"|"TWELVE LABOURS FOUNDATION, INC."|"1293185"|"7.4988500000"|"2.7241200000"|"0.5676680000"|"0.1374450000"|"0.4146760000"|"2.268552"|"40439.0000"|"214.0000"|"91952.0000"|"495746.0000"|"91738.0000"
"04-2104243"|"FULLER TRUST INC"|"1293191"|""|""|""|""|""|""|""|""|""|""|""
"04-2167469"|"ADMIRAL SIR ISAAC COFFIN'S LANCASTERIAN SCHOOL"|"1293192"|"0.0859760000"|"0.0714720000"|"0.0704180000"|"0.0747710000"|"0.0662690000"|"0.073781"|"1084440.0000"|"396.0000"|"80407.0000"|"57657.0000"|"80011.0000"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|"1293193"|"0.0164570000"|"0.0218860000"|"0.0767230000"|"0.0233840000"|"0.7732510000"|"0.18234"|"9069632.0000"|"2298.0000"|"1656055.0000"|"160463.0000"|"1653757.0000"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1293194"|"0.0586210000"|"0.0426010000"|"0.0294960000"|"0.0291830000"|"0.1010790000"|"0.052196"|"760844.0000"|"255.0000"|"39968.0000"|"29355.0000"|"39713.0000"
"04-2794647"|"GORDON FOUNDATION BERNARD M. GORDON ET AL, TRUSTEES"|"1293195"|"14.8797760000"|"18.9127010000"|"7.9907160000"|"9.1984970000"|"6.5184440000"|"11.50003"|"467557.0000"|"127.0000"|"5377045.0000"|"6806534.0000"|"5376918.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"1293197"|"0.0704520000"|"0.1439340000"|"0.1085550000"|"0.1114690000"|"0.1078230000"|"0.108447"|"6046158.0000"|"1916.0000"|"657604.0000"|"850971.0000"|"655688.0000"
"04-3441495"|"The LeBaron Foundation"|"1293199"|"0.0565190000"|"0.0519380000"|"0.0462620000"|"0.0439540000"|"0.0456990000"|"0.048874"|"4886703.0000"|"896.0000"|"239729.0000"|"256500.0000"|"238833.0000"
"04-3523698"|"THE EVANS FAMILY FOUNDATION"|"1293200"|"0.3782730000"|"0.3355240000"|"0.2186620000"|"0.1872510000"|"0.1682990000"|"0.257602"|"3242389.0000"|"228.0000"|"835474.0000"|"1786000.0000"|"835246.0000"
"04-3613060"|"ALLAN LOUIS LOEB FOUNDATION"|"1293201"|"0.0474690000"|"0.0537280000"|"0.0516520000"|"0.0481360000"|"0.0442680000"|"0.049051"|"772108.0000"|"246.0000"|"38119.0000"|"40000.0000"|"37873.0000"
"04-6014290"|"RALPH BRADLEY PRIZES"|"1293202"|"0.0339760000"|"0.0413170000"|"0.0557350000"|"0.0517080000"|"0.0446160000"|"0.04547"|"389470.0000"|"13.0000"|"17722.0000"|"17000.0000"|"17709.0000"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1293203"|"0.0560680000"|"0.0575770000"|"0.0535910000"|"0.0978070000"|"0.0032020000"|"0.053649"|"5668766.0000"|"3630.0000"|"307754.0000"|"299218.0000"|"304124.0000"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|"1293204"|"0.0583000000"|"0.0560310000"|"0.0879990000"|"0.0662770000"|"0.0526280000"|"0.064247"|"1562580.0000"|"551.0000"|"100942.0000"|"91341.0000"|"100391.0000"
"04-6030253"|"Walter S. Quinlan Foundation"|"1293205"|"0.0396710000"|"0.0389280000"|"0.0489640000"|"0.0742900000"|"0.0202690000"|"0.044424"|"6692259.0000"|"40.0000"|"297337.0000"|"281293.0000"|"297297.0000"
"04-6039556"|"THE GOLDBERG FAMILY FOUNDATION"|"1293206"|"0.0085460000"|"0.0147220000"|"0.0674830000"|"0.0925180000"|"0.0796230000"|"0.052578"|"9873114.0000"|"3769.0000"|"522878.0000"|"99308.0000"|"519109.0000"
"04-6043983"|"HAROLD BROOKS FOUNDATION"|"1293207"|"0.0640180000"|"0.0525280000"|"0.0759470000"|"0.0335340000"|"0.0555920000"|"0.056324"|"9364287.0000"|"4539.0000"|"531973.0000"|"494817.0000"|"527434.0000"
"04-6049529"|"The Grass Foundation"|"1293208"|"0.0456760000"|"0.0401980000"|"0.0559080000"|"0.0487410000"|"0.0499420000"|"0.048093"|"19390903.0000"|"4506.0000"|"937073.0000"|"766999.0000"|"932567.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXLIARY BOARD"|"1293209"|""|""|""|""|""|""|""|""|""|""|""
"04-6065605"|"William E Schrafft & Bertha E Schrafft Charitable Trust"|"1293210"|"0.0509250000"|"0.0448330000"|"0.0496620000"|"0.0521250000"|"0.0544890000"|"0.050407"|"30516579.0000"|"15485.0000"|"1553734.0000"|"1450000.0000"|"1538249.0000"
"04-6130871"|"GERONDELIS FOUNDATION INC"|"1293211"|"0.0673440000"|"0.0657650000"|"0.0696980000"|"0.0599180000"|"0.0675030000"|"0.066046"|"8264244.0000"|"6589.0000"|"552409.0000"|"509129.0000"|"545820.0000"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|"1293212"|"0.0420960000"|"0.0458970000"|"0.0518480000"|"0.0879330000"|"0.0878240000"|"0.06312"|"3847077.0000"|"811.0000"|"243639.0000"|"123717.0000"|"242828.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"1293213"|"0.0488900000"|"0.0400100000"|"0.0492150000"|"0.0573220000"|"0.0461560000"|"0.048319"|"1307368.0000"|"240.0000"|"63411.0000"|"64000.0000"|"63171.0000"
"04-6526806"|"E BROOKS-GR BOST COUNCIL ALCOHOL"|"1293214"|"0.0490650000"|"0.0488370000"|"0.0425660000"|"0.0385180000"|"0.0509770000"|"0.045993"|"2073549.0000"|"674.0000"|"96043.0000"|"98345.0000"|"95369.0000"
"04-6561597"|"NORWOTTOCK CHARITABLE TRUST"|"1293215"|"0.1818410000"|"0.1069080000"|"0.1858500000"|"0.1552090000"|"0.1500640000"|"0.155974"|"750863.0000"|"133.0000"|"117248.0000"|"80630.0000"|"117115.0000"
"04-6772198"|"The Mary E Murphy and John F Murphy, Jr Charitable Trust"|"1293216"|"0.0345000000"|"0.0455000000"|"0.0634000000"|"0.0521000000"|"0.0622000000"|"0.0515"|"612365.0000"|"164.0000"|"31701.0000"|"23998.0000"|"31537.0000"
"04-6904482"|"The J Stuart and Elizabeth Moore Charitable Foundation"|"1293218"|"0.0425000000"|"0.0251500000"|"0.3098700000"|""|""|"0.0755"|"4347373.0000"|"37.0000"|"328281.0000"|"82875.0000"|"328244.0000"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"1293219"|"0.0446250000"|"0.0723240000"|"0.0788260000"|"0.0577390000"|"0.0454210000"|"0.059787"|"2608507.0000"|"146.0000"|"156101.0000"|"112703.0000"|"155955.0000"
"01-0441158"|"HAWKES SCHOLARSHIP FUND 10 -101160367540"|"1294384"|"0.0455490000"|"0.0241030000"|"0.0754360000"|"0.0405490000"|"0.0504580000"|"0.047219"|"1185759.0000"|"940.0000"|"56930.0000"|"96344.0000"|"55990.0000"
"01-0469155"|"JOHN SAGE FOUNDATION"|"1294385"|"0.0443790000"|"0.0439290000"|"0.0485760000"|"0.0623360000"|"0.0489880000"|"0.049642"|"654977.0000"|"618.0000"|"33132.0000"|"36747.0000"|"32514.0000"
"01-6007288"|"WING-BENJAMIN TRUST FUND U/W 10 -242000016800"|"1294386"|"0.0490730000"|"0.0491240000"|"0.0512260000"|"0.0716580000"|"0.0333340000"|"0.050883"|"913393.0000"|"841.0000"|"47317.0000"|"38346.0000"|"46476.0000"
"01-6020236"|"WADE F & ISABEL G BRACKETT FDN"|"1294387"|"0.0535730000"|"0.0333830000"|"0.0356970000"|"0.0628990000"|""|"0.046388"|"3114512.0000"|"4129.0000"|"148605.0000"|"134151.0000"|"144476.0000"
"01-6023401"|"IMOGENE MAYBURY T/U/W"|"1294388"|"0.0323790000"|"0.0353930000"|"0.0747580000"|"0.0675580000"|"0.0561030000"|"0.053238"|"3036288.0000"|"2091.0000"|"163737.0000"|"108047.0000"|"161646.0000"
"01-6058647"|"BOYLE MARGARET ST JOHN ST"|"1294389"|"0.0497720000"|"0.0530690000"|"0.0597350000"|"0.0400700000"|"0.0488500000"|"0.050299"|"1274657.0000"|"638.0000"|"64752.0000"|"65331.0000"|"64114.0000"
