"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"COMPENSATION"|"OTHER_SALARIES"|"PENSION_PLANS"|"LEGAL_FEES"|"ACCOUNTING_FEES"|"PROFESSIONAL_FEES"|"INTEREST"|"TAXES"|"DEPRECIATION"|"OCCUPANCY"|"CONFERENCES"|"PRINTING"|"OTHER_EXPENSES"|"TOTAL_OPERATING_EXPENSES"|"CONTRIBUTIONS"|"TOTAL_EXPENSES"|"NET_INVESTMENT_INCOME"|"ADJUSTED_NET_INCOME"|"INTEREST_SAVINGS"|"DIVIDENDS_SECURITIES"|"GROSS_RENTS"|"SALE_ASSETS"|"PROFIT_SALES"|"OTHER_INC"|"TOTAL_INC"|"REV_INVEST_INC"|"COMPENSATION_INV"|"COMPENSATION_DIS"|"OTHER_SALARIES_INV"|"OTHER_SALARIES_DIS"|"PENSION_PLANS_INV"|"PENSION_PLANS_DIS"|"LEGAL_FEES_INV"|"LEGAL_FEES_DIS"|"ACCOUNTING_FEES_INV"|"ACCOUNTING_FEES_DIS"|"PROFESSIONAL_FEES_CBX"|"PROFESSIONAL_FEES_INV"|"PROFESSIONAL_FEES_DIS"|"INTEREST_DIS"|"TAXES_DIS"|"OCCUPANCY_DIS"|"CONFERENCES_DIS"|"PRINTING_DIS"|"OTHER_EXPENSES_CBX"|"OTHER_EXPENSES_DIS"|"TOTAL_OA_EXPENSES_INV"|"TOTAL_OA_EXPENSES_DIS"|"CONTRIBUTIONS_DIS"|"TOTAL_EXPENSES_INV"|"TOTAL_EXPENSES_DIS"|"CONTRIBUTIONS_RCVD"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1337571"|"0.0000"|""|""|""|""|"30835.0000"|""|"125.0000"|""|""|""|""|"46.0000"|"31006.0000"|"790401.0000"|"821407.0000"|"537541.0000"|""|""|"129704.0000"|""|"188103.0000"|""|""|"6686971.0000"|"568422.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"N"|"30835.0000"|"0.0000"|""|"0.0000"|""|""|""|"N"|"0.0000"|"30881.0000"|"0.0000"|"790401.0000"|"30881.0000"|"790401.0000"|"6369164.0000"
"04-6059253"|"PECHET FOUNDATION (FK/A/ MAURICE PECHET FOUNDATION)"|"1337572"|"0.0000"|""|""|"600.0000"|"11027.0000"|"47094.0000"|""|"9115.0000"|""|""|""|""|"35.0000"|"67871.0000"|"254000.0000"|"321871.0000"|"181252.0000"|""|""|"41215.0000"|""|"181797.0000"|""|"26111.0000"|"249123.0000"|"249123.0000"|"0.0000"|"0.0000"|""|""|""|""|"600.0000"|"0.0000"|"11027.0000"|"0.0000"|"Y"|"47094.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"67871.0000"|"0.0000"|"254000.0000"|"67871.0000"|"254000.0000"|""
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|"1337614"|"11480.0000"|""|""|""|"4365.0000"|"145102.0000"|""|"15515.0000"|""|""|"667.0000"|""|"589.0000"|"177718.0000"|"556415.0000"|"734133.0000"|"955940.0000"|""|""|"508817.0000"|""|"610906.0000"|""|""|"1119823.0000"|"1119723.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"4365.0000"|"0.0000"|"Y"|"145102.0000"|"0.0000"|""|"0.0000"|""|"0.0000"|""|"Y"|"0.0000"|"163783.0000"|"0.0000"|"556415.0000"|"163783.0000"|"556415.0000"|"100.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"1348810"|"82628.0000"|""|""|"729.0000"|"8850.0000"|"755.0000"|""|"10377.0000"|""|""|""|""|"26239.0000"|"129578.0000"|"15000.0000"|"144578.0000"|"63703.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|"1348819"|"0.0000"|""|""|"63.0000"|"7570.0000"|"365.0000"|""|"5262.0000"|""|""|""|""|"57797.0000"|"71057.0000"|"359500.0000"|"430557.0000"|"187080.0000"|""|""|"102151.0000"|""|"181687.0000"|""|"-26616.0000"|"257222.0000"|"246075.0000"|""|""|""|""|""|""|""|"63.0000"|""|"7570.0000"|"Y"|""|"365.0000"|""|""|""|""|""|"Y"|"213.0000"|"58995.0000"|"8211.0000"|"359500.0000"|"58995.0000"|"367711.0000"|""
"02-0657534"|"Andre & Katherine Merage Foundation of Nevada"|"1348820"|"0.0000"|""|""|"150.0000"|"2271.0000"|""|""|"260.0000"|""|""|""|""|"127378.0000"|"130059.0000"|"1676555.0000"|"1806614.0000"|"1412925.0000"|""|"168.0000"|"209569.0000"|""|"1255206.0000"|""|"28405.0000"|"1493348.0000"|"1493348.0000"|""|""|""|""|""|""|""|"150.0000"|""|"2271.0000"|"N"|""|""|""|""|""|""|""|"Y"|"455.0000"|"80423.0000"|"2876.0000"|"1676555.0000"|"80423.0000"|"1679431.0000"|""
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"1348821"|"60000.0000"|"70000.0000"|"24286.0000"|"3366.0000"|"9500.0000"|"9000.0000"|""|"12360.0000"|"9562.0000"|"74537.0000"|"51744.0000"|""|"48938.0000"|"373293.0000"|"73700.0000"|"446993.0000"|"0.0000"|""|"139.0000"|"7775.0000"|""|"-148579.0000"|""|"-34.0000"|"-140699.0000"|"7914.0000"|"40000.0000"|"20000.0000"|"0.0000"|"70000.0000"|"0.0000"|"24286.0000"|"0.0000"|"3366.0000"|"4750.0000"|"4750.0000"|"Y"|"0.0000"|"9000.0000"|""|"5355.0000"|"74537.0000"|"37715.0000"|""|"Y"|"32522.0000"|"69344.0000"|"281531.0000"|"73700.0000"|"69344.0000"|"355231.0000"|""
"02-6077231"|"MERRIFIELD WOODIS IRRV TRUST 402726012"|"1348823"|"22541.0000"|""|""|""|"575.0000"|""|""|"751.0000"|"0.0000"|""|""|""|"75.0000"|"23942.0000"|"112951.0000"|"136893.0000"|"39336.0000"|"0.0000"|""|"63014.0000"|""|"-2138.0000"|""|""|"60876.0000"|"63014.0000"|"22541.0000"|""|"0.0000"|"0.0000"|"0.0000"|""|""|"0.0000"|"575.0000"|"0.0000"|"N"|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|"N"|""|"23678.0000"|"0.0000"|"112951.0000"|"23678.0000"|"112951.0000"|""
"03-6100828"|"BILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1348824"|"0.0000"|""|""|""|"1500.0000"|"7500.0000"|"1020.0000"|""|""|""|""|""|""|"10020.0000"|"160922.0000"|"170942.0000"|"1.0000"|"1.0000"|"1.0000"|""|""|"52980.0000"|""|""|"52981.0000"|"1.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"160922.0000"|"0.0000"|"160922.0000"|""
"04-3254694"|"THE HAYNES FAMILY FOUNDATION INC"|"1348825"|"0.0000"|""|""|""|"3390.0000"|""|""|""|""|""|""|""|"7675.0000"|"11065.0000"|"362700.0000"|"373765.0000"|"142288.0000"|""|"26.0000"|"58599.0000"|""|"89063.0000"|""|"2225.0000"|"149913.0000"|"149913.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|""|""|""|""|"N"|"0.0000"|"7625.0000"|"0.0000"|"362700.0000"|"7625.0000"|"362700.0000"|""
"04-3357529"|"TELAKA FOUNDATION"|"1348826"|"0.0000"|""|""|""|"4845.0000"|""|""|"3822.0000"|""|""|""|""|"4245.0000"|"12912.0000"|"94500.0000"|"107412.0000"|"107026.0000"|""|"11.0000"|"73612.0000"|""|"37398.0000"|""|""|"111021.0000"|"111021.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|"0.0000"|""|""|""|"N"|"0.0000"|"3995.0000"|"0.0000"|"94500.0000"|"3995.0000"|"94500.0000"|""
"04-3409527"|"RUNNING DEER FOUNDATION"|"1348827"|"0.0000"|""|""|"30343.0000"|"2000.0000"|""|""|"14194.0000"|""|""|""|""|"51.0000"|"46588.0000"|"303345.0000"|"349933.0000"|"125204.0000"|"0.0000"|""|"102202.0000"|""|"25004.0000"|""|""|"172206.0000"|"127206.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"30343.0000"|"0.0000"|"2000.0000"|"N"|""|""|""|"12208.0000"|""|""|""|"Y"|"0.0000"|"2002.0000"|"44551.0000"|"303345.0000"|"2002.0000"|"347896.0000"|"45000.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1348828"|"0.0000"|""|""|""|""|""|"3294.0000"|"640.0000"|""|""|""|""|"54948.0000"|"58882.0000"|"282567.0000"|"341449.0000"|"312922.0000"|""|"53.0000"|"17648.0000"|""|"86486.0000"|""|"262897.0000"|"367084.0000"|"365204.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|""|"52282.0000"|""|"282567.0000"|"52282.0000"|"282567.0000"|""
"04-3537378"|"TRESORELLE FOUNDATION"|"1348829"|"0.0000"|""|""|""|""|"32193.0000"|""|"607.0000"|""|""|""|""|""|"32800.0000"|"287050.0000"|"319850.0000"|"13908.0000"|"0.0000"|""|"5045.0000"|""|"18942.0000"|""|"-9251.0000"|"14736.0000"|"14736.0000"|""|""|""|""|""|""|""|""|""|""|"Y"|"828.0000"|"31365.0000"|""|""|""|""|""|"N"|""|"828.0000"|"31365.0000"|"287050.0000"|"828.0000"|"318415.0000"|""
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION"|"1348830"|"0.0000"|""|""|""|"1427.0000"|""|""|""|""|""|""|""|"451.0000"|"1878.0000"|"62250.0000"|"64128.0000"|"2.0000"|""|""|"2.0000"|""|""|""|""|"85002.0000"|"2.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|""|""|""|""|"N"|"0.0000"|"0.0000"|"0.0000"|"62250.0000"|"0.0000"|"62250.0000"|"85000.0000"
"04-6041027"|"TR UW MARY W B CURTIS RES CL"|"1348831"|""|""|""|"3000.0000"|"1800.0000"|"25289.0000"|""|"1685.0000"|"0.0000"|""|""|""|"154.0000"|"31928.0000"|"133000.0000"|"164928.0000"|"45517.0000"|"0.0000"|"12.0000"|"67516.0000"|""|"-8692.0000"|""|"947.0000"|"59783.0000"|"68475.0000"|""|""|"0.0000"|"0.0000"|"0.0000"|""|"0.0000"|"3000.0000"|"1620.0000"|"180.0000"|"N"|"20231.0000"|"5058.0000"|"0.0000"|"0.0000"|""|""|""|"N"|""|"22958.0000"|"8238.0000"|"133000.0000"|"22958.0000"|"141238.0000"|""
"04-6466327"|"GRACE B JONES CO TD BANK TAX DEPT"|"1348832"|"6342.0000"|""|""|""|"575.0000"|""|""|"100.0000"|"0.0000"|""|""|""|"35.0000"|"7052.0000"|"35000.0000"|"42052.0000"|"12093.0000"|"0.0000"|""|"10933.0000"|""|"7625.0000"|""|""|"18558.0000"|"18558.0000"|"6342.0000"|""|"0.0000"|"0.0000"|"0.0000"|""|""|"0.0000"|"0.0000"|"575.0000"|"N"|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|"N"|"12.0000"|"6465.0000"|"587.0000"|"35000.0000"|"6465.0000"|"35587.0000"|""
"04-6948994"|"THE MOONEY-REED CHARITABLE FOUNDATION"|"1348833"|"0.0000"|""|""|""|""|"77653.0000"|""|"2947.0000"|""|""|""|""|"31769.0000"|"112369.0000"|"1450000.0000"|"1562369.0000"|"933618.0000"|""|"161101.0000"|"228030.0000"|""|"694003.0000"|""|"-57060.0000"|"9027674.0000"|"1026074.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"Y"|"58240.0000"|"19413.0000"|""|"0.0000"|""|""|""|"Y"|"500.0000"|"92456.0000"|"19913.0000"|"1450000.0000"|"92456.0000"|"1469913.0000"|"8001600.0000"
"01-0499178"|"BROOK FAMILY FOUNDATION"|"1349056"|"17000.0000"|""|""|"160.0000"|"5215.0000"|"12506.0000"|""|"78.0000"|""|""|""|""|"35.0000"|"34994.0000"|"163700.0000"|"198694.0000"|"7788.0000"|""|"8998.0000"|"20590.0000"|""|"6163.0000"|""|"520.0000"|"36271.0000"|"31517.0000"|"8500.0000"|"8500.0000"|""|""|""|""|"80.0000"|"80.0000"|"2608.0000"|"2607.0000"|"N"|"12506.0000"|""|""|""|""|""|""|"N"|""|"23729.0000"|"11187.0000"|"163700.0000"|"23729.0000"|"174887.0000"|""
"03-6048694"|"DOROTHY HASTINGS STUDENT AID FUND 430026013"|"1349057"|"6667.0000"|""|""|""|"575.0000"|""|""|"693.0000"|"0.0000"|""|""|""|"32.0000"|"7967.0000"|"13472.0000"|"21439.0000"|"9923.0000"|"0.0000"|""|"9476.0000"|""|"7815.0000"|""|""|"17291.0000"|"17291.0000"|"6667.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|"0.0000"|"575.0000"|"0.0000"|"N"|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|"N"|""|"7368.0000"|"0.0000"|"13472.0000"|"7368.0000"|"13472.0000"|""
"01-0575520"|"Merck Patient Assistance Proqram, Inc."|"1355867"|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"520507909.0000"|"520507909.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"520507909.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"520507909.0000"|"0.0000"|"520507909.0000"|"520507909.0000"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1355868"|"5000.0000"|""|""|"1661.0000"|"7748.0000"|"32075.0000"|""|"3456.0000"|""|""|""|""|"442.0000"|"50382.0000"|"129032.0000"|"179414.0000"|"69066.0000"|""|"37137.0000"|"38391.0000"|""|"31289.0000"|""|"124.0000"|"106941.0000"|"106817.0000"|"0.0000"|"5000.0000"|""|""|""|""|"830.0000"|"831.0000"|"3874.0000"|"3874.0000"|"Y"|"32075.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"250.0000"|"37751.0000"|"9955.0000"|"129032.0000"|"37751.0000"|"138987.0000"|""
"04-6778721"|"Grimshaw- Gudewicz Chartable Foundation"|"1355870"|"213976.0000"|""|""|""|"15265.0000"|""|""|"45174.0000"|""|""|""|""|"239.0000"|"274654.0000"|"1200000.0000"|"1474654.0000"|"1344902.0000"|""|"66.0000"|"314503.0000"|""|"1069729.0000"|""|"-14414.0000"|"1369884.0000"|"1384345.0000"|"21398.0000"|"192578.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|""|""|""|"0.0000"|""|""|""|"N"|"239.0000"|"39443.0000"|"192817.0000"|"1200000.0000"|"39443.0000"|"1392817.0000"|""
"01-6007198"|"RAY G MARSTON TRUST U/W FBO PINE TREE SOCIETY FOR 10 -101160016280"|"1355953"|"8308.0000"|""|""|""|"750.0000"|""|""|"234.0000"|""|""|""|""|""|"9292.0000"|"15910.0000"|"25202.0000"|"23583.0000"|""|""|"19077.0000"|""|"10767.0000"|""|""|"29844.0000"|"29844.0000"|"6231.0000"|"2077.0000"|""|""|""|""|""|""|""|"750.0000"|"N"|""|""|""|""|""|""|""|"N"|""|"6261.0000"|"2827.0000"|"15910.0000"|"6261.0000"|"18737.0000"|""
"04-6057931"|"TRUST U/W HENRT FARNAM LINDA S. DALBY ET AL TRUSTEES"|"1355954"|"250.0000"|""|""|"1940.0000"|""|"4596.0000"|""|""|""|""|""|""|"145.0000"|"6931.0000"|"17000.0000"|"23931.0000"|"11967.0000"|""|"522.0000"|"9205.0000"|""|"7567.0000"|""|""|"17294.0000"|"16563.0000"|"0.0000"|"250.0000"|""|""|""|""|"0.0000"|"0.0000"|""|""|"Y"|"4596.0000"|"0.0000"|""|""|""|""|""|"Y"|"0.0000"|"4596.0000"|"250.0000"|"17000.0000"|"4596.0000"|"17250.0000"|""
"04-2632222"|"ANTHONY C SIMBOLL CHARITABLE FOUNDATION"|"1357198"|"0.0000"|""|""|""|""|""|""|"765.0000"|""|""|""|""|"7165.0000"|"7930.0000"|"106500.0000"|"114430.0000"|"29984.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1357204"|"0.0000"|""|""|""|"18000.0000"|"197253.0000"|""|"61820.0000"|""|""|""|""|"115661.0000"|"392734.0000"|"9821900.0000"|"10214634.0000"|"4110576.0000"|""|"68923.0000"|"2394309.0000"|""|"1882032.0000"|""|"172669.0000"|"104517933.0000"|"4453510.0000"|""|""|""|""|""|""|""|""|"9000.0000"|"9000.0000"|"N"|"197253.0000"|""|""|""|""|""|""|"Y"|"120.0000"|"342934.0000"|"9120.0000"|"9821900.0000"|"342934.0000"|"9831020.0000"|"100000000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"1357205"|"0.0000"|""|""|""|"2600.0000"|"108223.0000"|""|"15184.0000"|""|""|""|""|"8628.0000"|"134635.0000"|"1562981.0000"|"1697616.0000"|"721599.0000"|""|""|"485355.0000"|""|"237928.0000"|""|""|"7863672.0000"|"723283.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"Y"|"0.0000"|"0.0000"|""|"0.0000"|""|""|""|"Y"|"0.0000"|"1684.0000"|"0.0000"|"1562981.0000"|"1684.0000"|"1562981.0000"|"7140389.0000"
"02-6004322"|"Trust uw Alvin Cross"|"1357206"|"5530.0000"|""|""|""|"1746.0000"|"9775.0000"|""|"840.0000"|""|""|""|""|"2037.0000"|"19928.0000"|"78608.0000"|"98536.0000"|"49281.0000"|"0.0000"|"1.0000"|"35376.0000"|""|"30119.0000"|""|""|"65496.0000"|"65496.0000"|"2765.0000"|"2765.0000"|""|""|""|""|""|""|"873.0000"|"873.0000"|"N"|"9775.0000"|""|""|""|""|""|""|"N"|"75.0000"|"16215.0000"|"3713.0000"|"78608.0000"|"16215.0000"|"82321.0000"|""
"04-3406328"|"East Boston Savings Bank Charitable Foundation Inc"|"1357207"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|"11900.0000"|"11900.0000"|"177755.0000"|"189655.0000"|"81942.0000"|"0.0000"|""|"24403.0000"|""|"59439.0000"|""|""|"83842.0000"|"83842.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|"0.0000"|"1900.0000"|"0.0000"|"177755.0000"|"1900.0000"|"177755.0000"|"0.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1357208"|"0.0000"|""|""|""|""|""|""|"8397.0000"|""|""|""|""|"18220.0000"|"26617.0000"|"225126.0000"|"251743.0000"|"37806.0000"|""|""|"27137.0000"|""|"25295.0000"|""|"1831.0000"|"54263.0000"|"52462.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"4950.0000"|"14656.0000"|"4950.0000"|"225126.0000"|"14656.0000"|"230076.0000"|""
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL. INC."|"1357209"|"0.0000"|"50000.0000"|""|""|"9100.0000"|"25095.0000"|"3886.0000"|"4003.0000"|""|""|""|""|"6313.0000"|"98397.0000"|"100000.0000"|"198397.0000"|"92857.0000"|""|""|"65536.0000"|""|"4345.0000"|""|"57607.0000"|"1128488.0000"|"127422.0000"|"0.0000"|"0.0000"|"0.0000"|"50000.0000"|""|""|""|""|"0.0000"|"0.0000"|"Y"|"25095.0000"|"0.0000"|"0.0000"|"3825.0000"|""|""|""|"Y"|"0.0000"|"34565.0000"|"53825.0000"|"100000.0000"|"34565.0000"|"153825.0000"|"1001000.0000"
"04-6029322"|"GEORGE W. HATHAWAY TR U/D"|"1357361"|"12133.0000"|""|""|""|""|""|""|"2656.0000"|""|""|""|""|"35.0000"|"14824.0000"|"65820.0000"|"80644.0000"|"162923.0000"|""|""|"30613.0000"|""|"140745.0000"|""|"23.0000"|"171381.0000"|"170865.0000"|"7280.0000"|"4853.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"7942.0000"|"4888.0000"|"65820.0000"|"7942.0000"|"70708.0000"|""
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1358628"|"0.0000"|"567392.0000"|""|""|""|""|""|""|""|""|""|""|"1705571.0000"|"2272963.0000"|"1819205.0000"|"4092168.0000"|"8360.0000"|""|"8360.0000"|""|""|""|"2026063.0000"|""|"4088791.0000"|"8360.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"0.0000"|"0.0000"|"0.0000"|"1819205.0000"|"0.0000"|"1819205.0000"|"2054368.0000"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1358629"|"20095.0000"|""|""|"93439.0000"|"151302.0000"|"12415.0000"|""|"341.0000"|""|""|""|""|"15886.0000"|"293478.0000"|"1060793.0000"|"1354271.0000"|"2783631.0000"|""|""|"299115.0000"|""|"1497268.0000"|""|"1067436.0000"|"2863819.0000"|"2863897.0000"|""|"20095.0000"|""|""|""|""|"23360.0000"|"70079.0000"|"37825.0000"|"113476.0000"|"N"|"3104.0000"|"9311.0000"|""|"250.0000"|""|""|""|"Y"|""|"80266.0000"|"213211.0000"|"1060793.0000"|"80266.0000"|"1274004.0000"|""
"04-6112131"|"The Braitmayer Foundation"|"1358630"|"10000.0000"|""|""|""|"3100.0000"|"65332.0000"|""|"5216.0000"|""|""|"12006.0000"|""|"8728.0000"|"104382.0000"|"160800.0000"|"265182.0000"|"158426.0000"|"77121.0000"|""|"110083.0000"|""|"81305.0000"|""|""|"194913.0000"|"191388.0000"|""|"10000.0000"|""|""|""|""|""|""|"3100.0000"|""|"N"|"27112.0000"|"38220.0000"|""|"35.0000"|""|""|""|"N"|""|"32962.0000"|"48255.0000"|"160800.0000"|"32962.0000"|"209055.0000"|"3525.0000"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|"1358631"|"0.0000"|""|""|""|"3000.0000"|""|""|"871.0000"|""|""|""|""|"200.0000"|"4071.0000"|"387080.0000"|"391151.0000"|"145545.0000"|""|"70.0000"|"142874.0000"|""|"-95968.0000"|""|"7988.0000"|"123508.0000"|"147990.0000"|""|""|""|""|""|""|""|""|"1500.0000"|"1500.0000"|"N"|""|""|""|""|""|""|""|"Y"|"125.0000"|"2445.0000"|"1625.0000"|"387080.0000"|"2445.0000"|"388705.0000"|"68544.0000"
"04-2741931"|"JAMES M STONEMAN CHARITABLE FUND"|"1358686"|""|""|""|"72278.0000"|"15140.0000"|"305000.0000"|""|"1214.0000"|""|""|""|""|"51301.0000"|"444933.0000"|"2354613.0000"|"2799546.0000"|"845504.0000"|""|"31533.0000"|"1170810.0000"|""|"-124663.0000"|""|"245422.0000"|"1334460.0000"|"1143893.0000"|""|""|""|""|""|""|""|""|"7570.0000"|""|"Y"|"244000.0000"|""|""|""|""|""|""|"Y"|""|"298389.0000"|""|"2354613.0000"|"298389.0000"|"2354613.0000"|"11358.0000"
"04-3608094"|"LAWRENCE E WHITE FAMILY FOUNDATION"|"1358687"|"0.0000"|""|""|""|""|""|"62696.0000"|""|""|""|""|""|"25.0000"|"62721.0000"|"321000.0000"|"383721.0000"|"31.0000"|"0.0000"|"31.0000"|""|""|""|""|""|"78031.0000"|"31.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"321000.0000"|"0.0000"|"321000.0000"|"78000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1358795"|"0.0000"|""|""|"10.0000"|"5125.0000"|"75765.0000"|"636.0000"|"5645.0000"|""|""|""|""|"98122.0000"|"185303.0000"|"1103230.0000"|"1288533.0000"|"2367208.0000"|""|"1082.0000"|"76384.0000"|""|"3251534.0000"|""|"2197.0000"|"15330605.0000"|"2483579.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"10.0000"|"0.0000"|"5125.0000"|"N"|"15185.0000"|"60580.0000"|"0.0000"|"0.0000"|""|""|""|"N"|"2440.0000"|"116371.0000"|"68155.0000"|"1103230.0000"|"116371.0000"|"1171385.0000"|"11999408.0000"
"01-0559558"|"HUMAN GROWTH FOUNDATION"|"1358796"|""|""|""|""|""|""|""|"44.0000"|""|""|""|""|"5004.0000"|"5048.0000"|"52168.0000"|"57216.0000"|"2821.0000"|"2821.0000"|""|"2821.0000"|""|""|""|"2316.0000"|"5137.0000"|"2821.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"52168.0000"|"0.0000"|"52168.0000"|""
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"1358797"|""|""|""|""|""|""|""|""|""|""|""|""|"1431.0000"|"1431.0000"|"479700.0000"|"481131.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"1431.0000"|"446467.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"479700.0000"|"0.0000"|"479700.0000"|"445036.0000"
"01-0669086"|"THE FRANK &GERTRUDE KAISER FOUNDATION"|"1358800"|"3500.0000"|""|""|""|"6343.0000"|""|""|"540.0000"|""|""|""|""|"258.0000"|"10641.0000"|"119500.0000"|"130141.0000"|"63394.0000"|""|"17506.0000"|"38587.0000"|""|"7301.0000"|""|""|"63394.0000"|"63394.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"119500.0000"|"0.0000"|"119500.0000"|""
"01-0706738"|"The Marshall Mathers Foundati9on"|"1358801"|""|""|""|""|""|""|""|""|""|""|""|""|"180.0000"|"180.0000"|"106950.0000"|"107130.0000"|"150.0000"|"150.0000"|"150.0000"|""|""|""|""|""|"102377.0000"|"150.0000"|""|""|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|""|"0.0000"|"0.0000"|"106950.0000"|"0.0000"|"106950.0000"|"102227.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1358803"|"0.0000"|""|""|""|"2581.0000"|"29357.0000"|""|"26879.0000"|""|""|""|""|""|"58817.0000"|"244413.0000"|"303230.0000"|"140028.0000"|"145016.0000"|""|"168826.0000"|""|"-48544.0000"|""|"559.0000"|"120841.0000"|"169385.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"N"|"29357.0000"|"0.0000"|""|"0.0000"|""|""|""|"N"|""|"29357.0000"|"0.0000"|"244413.0000"|"29357.0000"|"244413.0000"|""
"01-6080444"|"THE RICHARD C PAINE JR AUTOMOBILE COLLECTION CHARITABLE TRUST"|"1358804"|"0.0000"|""|""|""|"175.0000"|"203523.0000"|""|"3603.0000"|""|""|""|""|"62570.0000"|"269871.0000"|"292848.0000"|"562719.0000"|"12450.0000"|"178741.0000"|""|"158438.0000"|""|"63610.0000"|""|"303.0000"|"222351.0000"|"219537.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"175.0000"|"0.0000"|"N"|"200523.0000"|"3000.0000"|""|"1975.0000"|""|""|""|"N"|"57809.0000"|"207087.0000"|"62784.0000"|"292848.0000"|"207087.0000"|"355632.0000"|""
