"C_EIN"|"C_Org_Name"|"activity_id"|"XML_DOCUMENT_ID"|"ACTIVITY"|"EXPENSES"
"04-2103762"|"CONCORD'S HOME FOR THE AGED, INC."|"65560"|"1276989"|"MAINTAINED AND OPERATED A HOME FOR THE ELDERLY"|"0.0000"
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"65561"|"1276990"|"ALL ASSETS ARE USED TO OPERATE BERRYBROOK SCHOOL. THE TRUST OWNS THE PROPERTY ON WHICH THE SCHOOL IS LOCATED."|"180543.0000"
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"65565"|"1277001"|"DIRECT CONTRIBUTION TO CHARITABLE ORGANIZATIONS"|"0.0000"
"01-6011506"|"ROBERT W. BELKNAP, MD, FREE BED FUND"|"65706"|"1277492"|"PAID TO MILES HEALTH CENTER OF DAMARISCOTTA, ME TO PAY PART OF HOSPITAL EXPENSES OF NEEDY PERSONS."|"12000.0000"
"04-3581030"|"Gray Lady Foundation, Inc"|"65707"|"1277510"|"Grant to Univ of Penn Veterinary School Prof Greiger for Canine Health Research"|"50000.0000"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"65708"|"1277516"|"THE FOUNDATION PROVIDES DIRECT SUPPORTIVE CASH RELIEF TO THE POOR & DESERVING WIDOWS IN THE CITY OF BOSTON ON REFERRAL & EVALUATION."|"0.0000"
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|"65709"|"1277525"|"PLEASE NOTE, THE FOUNDATION IS NOT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT, BY CONTRIBUTIONS, OTHER CHARITABLE ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501(C)(3)."|""
"04-2680399"|"RESTORATION HOUSING CORPORATION"|"65940"|"1291099"|"OPERATION OF AN 81-UNIT SUBSIDIZED HOUSING PROJECT FOR LOW AND MODERATE INCOME FAMILIES IN BOSTON, MA"|"1480237.0000"
"01-0535144"|"Maine Health Access Foundation, Inc."|"66039"|"1291476"|"Various direct charitable activities and contracts. The Maine Health Access Foundation (MeHAF) is the state's largest private, 501(c)(3) nonprofit health care foundation with a mission to promote access to quality health care, especially for those who are uninsured and underserved, and improve the health of everyone in Maine."|"1681257.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"66040"|"1291479"|"THE SMA FOUNDATION MAINTAINS AN ACTIVE RESEARCH PROGRAM IN SPINAL MUSCULAR ATROPHY IN ORDER TO ACCOMPLISH ITS PRIMARY MISSION: TO ACCELERATE THE DEVELOPMENT OF A TREATMENT FOR SMA. THESE STUDIES ARE CONDUCTED THROUGH CONTRACT SERVICES WITH INDUSTRY AND ACADEMIC PARTNERS. FOUNDATION STAFF ANALYZE THE RESULTS, PUBLISH THE FINDINGS IN SCIENTIFIC JOURNALS AND PRESENT THEM AT SCIENTIFIC CONFERENCES."|"1277686.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"66041"|"1291479"|"FOR PATIENTS AND THEIR FAMILIES, SMA FOUNDATION PROVIDES GENERAL MATERIALS ON SMA AND SMA BIOLOGY, DOCUMENTS DESCRIBING STANDARDS OF CARE, MATERIALS RELATED TO THE CURRENT STATE OF THERAPEUTICS. MOST OF THESE MATERIALS ARE PREPARED BY THE FOUNDATION'S STAFF. FOR RESEARCH SCIENTISTS, THE FOUNDATION PREPARES SUMMARIES OF RESEARCH FINDINGS AND USEFUL TOOLS FOR SMA RESEARCHERS."|"333114.0000"
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"66042"|"1291479"|"THE SMA FOUNDATION MAINTAINS A WEBSITE WITH GENERAL INFORMATION ABOUT THE FOUNDATIONS'S RESEARCH PROGRAM AND EDUCATIONAL MATERIALS TARGETED TO BOTH PATIENTS AND THEIR FAMILIES AND TO RESEARCHERS. THE FOUNDATION WEBSITE IS CONSTANTLY UPDATED BY THE STAFF. FOR FURTHER INFORMATION, SEE WWW.SMAFOUNDATION.ORG."|"13421.0000"
"04-2763837"|"THE FLATLEY FOUNDATION"|"66043"|"1291491"|"THE FLATLEY DISCOVERY LAB (FORMERLY CFRX LAB) IS A BRANCH OF THE FLATLEY FOUNDATION, CREATED TO CARRY OUT CHARITABLE ACTIVITIES OF THE FLATLEY FOUNDATION. THE FLATLEY DISCOVERY LAB CONDUCTS IN-HOUSE RESEARCH FOR THE PURPOSE OF DISCOVERING A CURE FOR CYSTIC FIBROSIS."|"5282357.0000"
"04-3487843"|"PEPPERCORN FOUNDATION"|"66044"|"1291502"|"Examples of program related work conducted by ""consultant"" acting as Executive Director of the Peppercom Foundation. 1.)Grantmakers for Children, Youth and Families (GCYF), Board member a) Consultant continues to represent the Peppercom Foundation on the Board of Directors of GCYF - a funder network that engages funders across all sectors to continually improve their grantmaking on behalf of children, youth, and families. Consultant serves on the program committee for the Board."|"21000.0000"
"04-3487843"|"PEPPERCORN FOUNDATION"|"66045"|"1291502"|"Grantmakers for Education (GFE), Advisory Committee Member Consultant serves on an advisory committee for GFE's Spring 2013 early learning member briefing. The development of GFE's member briefings are supported by planning advisory committees consisting of education grantmakers who represent Foundations that are GFE member with expertise about the briefing's focus."|"5000.0000"
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|"66046"|"1291512"|"CHARITABLE DONATIONS TO VARIOUS ORGANIZATIONS"|"164286.0000"
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|"66047"|"1291512"|"CHARITABLE DONATIONS TO VARIOUS ORGANIZATIONS"|"177853.0000"
"04-2714713"|"THE GUND ART FOUNDATION"|"66418"|"1297195"|"THE FOUNDATION LOANS ARTWORK FOR PUBLIC DISPLAY AT PUBLIC ART MUSEUMS. THE MUSEUMS WITH WHICH THE FOUNDATION USUALLY LENDS PAINTINGS FOR DISPLAY INCLUDE THE MUSEUM OF FINE ARTS"|"2882.0000"
"04-2714713"|"THE GUND ART FOUNDATION"|"66419"|"1297195"|"IN BOSTON, TH EUNIVERSITY OF NEW HAMPSHIRE ART GALLERY, THE ROSE ART GALLERY AT BRANDEIS UNIVERSITY, AND THE CURRIER GALLERY OF ART IN MANCHESTER, NH. THE FOUNDATION DOES NOT HAVE DATA ON THE NUMBER OF PEOPLE VIEWING THE ARTWORK, BUT ESTIMATES THAT IT HAS BEEN VIEWED BY THOUSANDS OF PEOPLE."|"0.0000"
"04-2943910"|"Stamps Family Charitable Foundation, Inc"|"66420"|"1297196"|"The Stamps Scholars Convention held in February of 2011 brought together approximately 125 students and administrators from ten universities for two days of academic exploration, networking, and fellowship."|"35400.0000"
"02-0406826"|"TAMPOSI FOUNDATION"|"66547"|"1292880"|"SAMUEL A TAMPOSI SR SCHOLARSHIP FUND"|"5000.0000"
"02-0406826"|"TAMPOSI FOUNDATION"|"66548"|"1292880"|"RIVIER UNIVERSITY"|"3000.0000"
"02-0406826"|"TAMPOSI FOUNDATION"|"66549"|"1292880"|"BOYS AND GIRLS CLUB"|"2500.0000"
"02-0406826"|"TAMPOSI FOUNDATION"|"66550"|"1292880"|"YMCA CAMP BELKNAP"|"2500.0000"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"66551"|"1292883"|"SINCE 1946, THE DAVENPORT MEMORIAL FOUNDATION HAS OPERATED AND MAINTAINED A PERPETUAL HOME FOR THE CARE, SUPPORT, AND MAINTENANCE OF COUPLES AND SINGLES, AT LEAST 65 YEARS OF AGE"|"1022342.0000"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"66552"|"1292883"|"AS ITS PRINCIPAL FUNCTIONAL PURPOSE. THE FACILITY, LOCATED AT 70 SALEM STREET, MALDEN MASSACHUSETTS, IS CURRENTLY LICENSED FOR 18 LEVEL IV (SELF CARE) RESIDENTIAL BEDS."|"0.0000"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"66553"|"1292883"|"DURING FISCAL YEAR ENDING MARCH 31, 2013, THE AVERAGE RESIDENT OCCUPANCY WAS 12."|"0.0000"
"04-2306840"|"THE SWAN SOCIETY IN BOSTON, INC."|"66623"|"1301915"|"TO PROVIDE CHARITIBLE ASSISTANCE TO THE POOR, INFIRMED AND AGED WIDOWS AND SINGLE WOMEN AS DETERMINED BY THE ORGANIZATION. NON FINANCIAL AID IS OFFERED BY THE SOCIAL WORKER AS WELL AS FINANCIAL AID."|"280074.0000"
"04-2104243"|"FULLER TRUST INC"|"66643"|"1293191"|"TO PROVIDE LIVING ACCOMMODATIONS FOR THE INDIGENT ELDERLY"|"125492.0000"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|"66644"|"1293193"|"CONSERVATION STORAGE AND CATALOG HISTORICAL COLLECTIONS AND MAINTENANCE OF MUSEUM QUALITY STORAGE FACILITY"|"149307.0000"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"66645"|"1293194"|"SEE ATTACHED SCHEDULE OF DISTRIBUTIONS"|"21535.0000"
"04-3211653"|"EGAN FAMILY FOUNDATION"|"66646"|"1293197"|"THE ORGANIZATION DOES NOT CONDUCT ANY DIRECT CHARITABLE ACTIVITIES. THE FOUNDATION'S ONLY ACTIVITY IS TO MAKE CHARITABLE CONTRIBUTIONS TO APPROVED ORGANIZATIONS."|"0.0000"
"04-6030253"|"Walter S. Quinlan Foundation"|"66647"|"1293205"|"THE FOUNDATION'S PURPOSE IS TO OPERATE EXCLUSIVELY FOR CHARITABLE, SCIENTIFIC, LITERARY OR EDUCATIONAL PURPOSES PER CODE SEC. 170(C) (2). ITS PRINCIPAL ACTIVITY IS TO SUPPORT, FINANCIALLY, CHARITABLE ORGANIZATIONS AND EDUCATIONAL ORGANIZATIONS."|"281293.0000"
"04-6049529"|"The Grass Foundation"|"66648"|"1293208"|"The Grass Fdn seeks to encourage independent research at the Marine Biological Lab by investigators early in their career and increase research opportunities for persons trained for careers in neurobiological investigation The number of fellowships awarded varies annually with a normal tenure of 14 weeks"|"422692.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXLIARY BOARD"|"66649"|"1293209"|"SCHOLARSHIPS AWARDED DIRECTLY TO 10 QUALIFYING STUDENTS"|"12600.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXLIARY BOARD"|"66650"|"1293209"|"CONTRIBUTION TO SCOTS'S CHARITABLE SOCIETY SCHOLARSHIP FUND"|"600.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"66651"|"1293213"|"DONATIONS TO EDUCATIONAL ORGANIZATIONS AND OTHER QUALIFIED CHARITIES"|"0.0000"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"66652"|"1293219"|"BOYS HIGH SCHOOL ATHLETIC INJURIES 29 SCHOOLS/12 VARIOUS SPORTS"|"0.0000"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"66653"|"1293219"|"GIRLS HIGH SCHOOL ATHLETIC INJURIES 24 SCHOOLS/11 VARIOUS SPORTS"|"0.0000"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"66654"|"1293219"|"VARIOUS SCHOLARSHIP AWARDS"|"0.0000"
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"66655"|"1293219"|"OUTSTANDING STUDENT AWARDS (REYNOLDS AWARDS)"|"0.0000"
"02-0471515"|"LYMAN FUND INC"|"67039"|"1294394"|"PROVIDE SCHOLARSHIPS TO INDIVIDUALS FOR EDUCATIONAL PURPOSES"|"35275.0000"
"02-0471515"|"LYMAN FUND INC"|"67040"|"1294394"|"SPONSOR GATHERING TO DISCUSS ACCOMPLISHMENTS WITH PRIOR YEAR'S GRANT RECIPIENTS"|"3102.0000"
"04-3292646"|"Information Research Foundation"|"67042"|"1294407"|"Continued research work on blood flow and pulse modeling, intravascular ultrasound imaging, 3D Visualization of structures"|"16000.0000"
"04-3292646"|"Information Research Foundation"|"67043"|"1294407"|"travel grants for research and amferences, book publication for research work, book grant to Academia Internal"|"11650.0000"
"04-3292646"|"Information Research Foundation"|"67044"|"1294407"|"Contriontims to IEEE Foundation, UMass Scholarship fund, Darem outh College Scholarship, Purdue Univ."|"1325.0000"
"02-6004364"|"ABRAHAM BURTMAN CHARITY TRUST"|"67140"|"1295386"|"SEE ATTACHED LIST OF SCHOLARSHIPS AND GRANTS AWARDED"|"74000.0000"
"03-6047004"|"ARTHUR H SCOTT MEM VOL TRUST-CHITT"|"67144"|"1295397"|"SCHOLARSHIP, AWARDS FOR THE BENEFIT OF STUDENTS GRADUATING FROM CHAMPLAIN VALLEIY UNION HIGH SCHOOL, HINESBURG, VT NORTHFIELD HIGH SCHOOL, NORTHFTELD, VT AND CHELSEA HIGH SCHOOL, CHELSEA, VT"|"66501.0000"
"04-2723441"|"DEMOULAS FOUNDATION"|"67145"|"1295401"|"Hospitals and Health Organizations"|"447500.0000"
"04-2723441"|"DEMOULAS FOUNDATION"|"67146"|"1295401"|"Civic and Cultural Organizations"|"364015.0000"
"04-2723441"|"DEMOULAS FOUNDATION"|"67147"|"1295401"|"Churches, Temples and Religious Organizations"|"321000.0000"
"04-2723441"|"DEMOULAS FOUNDATION"|"67148"|"1295401"|"Schools, Colleges and Universities"|"316000.0000"
"04-2733961"|"DUNKIN BRANDS CHARITABLE TRUST"|"67149"|"1295402"|"Scholarship awards selected by an independent service . Total includes 8 scholarship of $2,000 and $1,800 paid to an outside scholarship service, Scholarship America to screen and administer program."|"17800.0000"
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"67150"|"1295409"|"The Foundation was created to be the charitable vehicle of Old Mutual (US) Holdings Inc. (EIN: 04-2714625)"|""
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"67151"|"1295409"|"The Foundation's directors meet periodically to agree amounts and charitable organization for specific donations to be made from the Foundation."|""
"04-6050419"|"Albert H & Reuben S Stone Fund"|"67156"|"1295442"|"Scholarships granted during the year"|"76973.0000"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"67462"|"1297296"|"DANA FARBER CANCER INST."|"42000.0000"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"67463"|"1297296"|"COMBINED JEWISH PHILANTHROPIES"|"40000.0000"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"67464"|"1297296"|"TRUSTEES OF TUFTS COLLEGE"|"2500.0000"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"67465"|"1297296"|"FOOD ALLERGY INITIATIVE"|"1000.0000"
"02-6012645"|"DEERING FOUNDATION, INC."|"67625"|"1298148"|"COLLEGE SCHOLARSHIPS TO DEERING, HILLSBORO AND WEARE, NEW HAMPSHIRE STUDENTS."|"35500.0000"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"67663"|"1300527"|"THE RONALD TERRILL MEMORIAL FUND, INC. PROVIDES FINANCIAL AID TO STUDENTS SEEKING A POST SECONDARY SCHOOL EDUCATION."|"24000.0000"
"03-0346513"|"THE ORTON FAMILY FOUNDATION, INC."|"67664"|"1300528"|"The Foundation is working with demonstration communities to develop, with the Foundation, an innovative, Heart and Soul Community Planning approach to engagement and community planning and development in small cities and towns in the Northeast and Rocky Mountain West. The Foundation works with consultants to develop discrete pieces of this work."|"1333259.0000"
"03-0346513"|"THE ORTON FAMILY FOUNDATION, INC."|"67665"|"1300528"|"The Foundation works with its demonstration projects to communicate more clearly with its residents. At a higher level, the Foundation seeks to influence the field of land use planning. To this end, it uses its website and social media to broadcast lessons and successes. In 2012, the Foundation held targeted ""convenings"" on discrete topics and evaluates its work for purpose of learning, disseminating case studies, providing training and producing publications."|"786350.0000"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"67666"|"1300531"|"Foundation provided grants in the amount of $384,325."|"384325.0000"
"02-0549409"|"Maine Orthopaedic Foundation"|"67797"|"1301944"|"The Young Men's Christian Association Auburn - Lewiston's stated mission "" is that of a character - building organization dedicated to building strong kids, strong communities that promote a healthy spirit, mind and boby for everyone Every day the Auburn - Lewiston YMCA promotes healthy lifestyles and the development of children, teens and adults They support families and strengthen communities through services and programs that meet local needs"|"6000.0000"
"02-0549409"|"Maine Orthopaedic Foundation"|"67798"|"1301944"|"St Mary's Regional Medical Center's mission is to ""continue the healing ministry of the Catholic Church in the Spririt of St Marguerite D'Youville by providing preventive, curative, restorative, and supportive services with compassion and respect for everyone ""It is an acute care facility that offers preventive services and a whole person approach to meeting the needs of the Androscoggin County area The Maine Orthopaedic Foundation's 2012 donation was part of the Hospital's"|"8333.0000"
"02-0549409"|"Maine Orthopaedic Foundation"|"67799"|"1301944"|"Central Maine Adaptive Sports offers instruction to physically and mentally challenged children and adults in alpine skiing, cross country skiing, snowshoeing, snowboarding, and bi - skiing Their mission is to provide their students the opportunity to participate in outdoor recreation activities and to enhance their ability with independence skiing with one on one support and adaptive equipment They focus on abilities"|"5000.0000"
"02-0549409"|"Maine Orthopaedic Foundation"|"67800"|"1301944"|"The mission of Safe Voices ""is to support and empower those affected by domestic violence and engage the community in creating social change in Androscoggin, Oxford and Franklin Counties"" Their vision is a community without violence where people treat each other with respect In 2012 the Maine Orthopaedic Foundation was a Gold Level sponsor of Safe Voices' annual Walk to End Domestic Violence"|"1000.0000"
"04-2607210"|"LOTTA THEATRICAL FUND"|"67801"|"1301945"|"SEE ATTACHED LIST OF DISTRIBUTIONS"|"10480.0000"
"04-2607227"|"MARY A CRABTREE FUND"|"67802"|"1301946"|"SEE ATTACHED DISTRIBUTIONS"|"20204.0000"
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"67804"|"1301949"|"Levi Heywood Memorial Library Association, Gardner, MA"|"25915.0000"
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"67917"|"1302990"|"GRANTS COLLEGE SCHOLARSHIPS"|"0.0000"
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATION"|"67918"|"1302992"|"FOUNDATION PROVIDES GRANTS TO LOCAL SCHOOLS FOR USE IN APPROVED ACADEMIC PROGRAMS"|"16000.0000"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"67919"|"1302996"|"UNIVERSITY OF MASSACHUSETTS SCHOOL OF AGRICULTURE"|"100000.0000"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"68092"|"1304849"|"THE FOUNDATION'S LARGEST CHARITABLE ACTIVITY INVOLVES MAKING GIFTS, GRANTS, CONTRIBUTIONS AND SCHOLARSHIPS TO VARIOUS CHARITABLE ORGANIZATIONS AND EDUCATIONAL INSTITUTIONS"|"0.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"68093"|"1304855"|"GIFT MADE TO CITY OF NEWBURYPORT FOR PARKS BEAUTIFICATION"|"72630.0000"
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|"68224"|"1305584"|"PER TERMS OF THE TRUST DOCUMENT, DISTRIBUTIONS/AWARDS MADE IN THE FORM OF SCHOLARSHIPS TO COLLEGES FBO WORTHY STUDENTS."|"16200.0000"
"02-0537670"|"The High Q Foundation, Inc."|"68298"|"1308119"|"Medical (neurodegenerative) research performed on contract basis on behalf and at direction of Fndn, plus workshops, conferences, advice, & dissemination of data&info to research community"|"7732535.0000"
"01-0446023"|"The Bank of Maine Charitable Foundation"|"68327"|"1308163"|"Provides community enhancement grants to approximately 250 communities within the state of Maine focusing on education, social services, and the environment."|"230492.0000"
"01-0514175"|"Machias Savings Bank Community Development Foundation"|"68328"|"1308164"|"SEE PART XV"|""
"03-0355842"|"Antonio B and Rita M Pomerleau Foundation Inc"|"68329"|"1308168"|"N/A The organization makes grants primarily to Vermont-based charities which provide charitable capital to support healthy and vital communities and conducts no direct charitable activities itself"|"0.0000"
"04-2670567"|"ISLAND FOUNDATION INC"|"68330"|"1308171"|"THE FOUNDATION'S PRIORITIES FALL WITHIN THREE MAJOR CATEGORIES - ENVIRONMENT, COMMUNITY DEVELOPMENT IN NEW BEDFORD AND ALTERNATIVE EDUCATION"|"0.0000"
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|"68332"|"1308175"|"NPF CAPACITY BUILDING GRANTS - USED TO HELP COMMUNITY BASED NON-PROFIT ORGANIZATIONS BUILD THEIR WORK CAPACITY"|"240000.0000"
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"68334"|"1308182"|"SCHOLARSHIPS AWARDED TO AREA STUDENTS IN THE AMOUNT OF 3500 EACH"|"38500.0000"
"02-0694762"|"J&L FOUNDATION"|"68560"|"1312465"|"PLANNING AND CARRYING OUT GRANT-MAKING TO OTHER UNRELATED CHARITABLE ORGANIZATIONS"|"0.0000"
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"68595"|"1312656"|"THE TESTAMENTARY TRUST PROVIDES FUNDING FOR THE PRIMARY BENEFICIARY, THE EDWIN C. REMICK FOUNDATION"|"66300.0000"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"68682"|"1315880"|"Not Applicable - Non-Operating Private Foundation"|""
"05-0260671"|"BALLOU HOME FOR THE AGED"|"68791"|"1317364"|"THE HOME OPERATES A 43 BED NURSING FACILITY IN 2012, THE HOME PROVIDED 72% OF ITS BEDS TO MEDICAID AND MEDICARE PATIENTS"|"3563832.0000"
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL, INC."|"68838"|"1318468"|"PROVIDE FINANCIAL ASSISTANCE TO THE AMERICAN MEMORIAL HOSPITAL LOCATED IN REIMS, FRANCE"|""
"02-6007487"|"New London Service Organization, Inc."|"68844"|"1318492"|"Educational scholarships, benefiting 8 individuals."|"0.0000"
"02-6007487"|"New London Service Organization, Inc."|"68845"|"1318492"|"Community support, benefiting 6 organizations."|"0.0000"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"68846"|"1318497"|"PROVIDE LOWINCOME HOUSING"|"1747132.0000"
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"68847"|"1318498"|"TO PROVIDE OPPORTUNITIES FOR POST - SECONDARY EDUCATION TO STUDENTS FOR WHO M SUCH EDUCATION WOULD NOT OTHERWISE BE AVAILABLE"|"131024.0000"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"68848"|"1318500"|"PLEASE NOTE, THE FOUNDATION IS NOT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT, BY CONTRIBUTIONS, OTHER CHARITABLE ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501(C)(3)."|""
"04-6112483"|"THE BARUCH FUND"|"68849"|"1318502"|"THE FOUNDATION'S ONLY CHARITABLE ACTIVITY IS FOR GRANTS OF MONEY TO PUBLIC ORGANIZATIONS. IN THIS REGARD, GRANTS WERE MADE TO 150 ORGANIZATIONS."|"898939.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"68850"|"1318504"|"THIS TRUST MAKES GRANTS FOR RELIGIOUS, CHARITABLE, SCIENTIFIC, LITERARY AND EDUCATIONAL PURPOSES AND FOR THE PREVENTION OF CRUELTY TO CHILDREN AND ANIMALS"|"1691150.0000"
"01-0521503"|"WINSLOW-JOHNSON SCHOLARSHIP TRUST"|"68970"|"1319064"|"SCHOLARSHIP AWARDS TO RESIDENTS OF PHIPPSBURG, MAINE"|"21166.0000"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"68971"|"1319068"|"THE FOUNDATION'S SOLE CHARITABLE ACTIVITY DURING THE TAX YEAR WAS TO MAKE CASH CONTRIBUTIONS TO CHARITABLE ORGANIZATIONS, EACH OF WHICH IS AN IRC SEC. 501 (C) (3) ORG."|"0.0000"
"04-6044714"|"Arthur Ashley Williams Foundation"|"68987"|"1322053"|"DISTRIBUTION OF CONTRIBUTIONS TO DESERVING CHARITABLE ORGANIZATIONS"|"168788.0000"
"02-0779716"|"WTC FOUNDATION"|"69105"|"1323115"|"THE FOUNDATION'S CHARITABLE PURPOSE - TO PROVIDE FINANCIAL SUPPORT TO OTHER CHARITABLE ORGANIZATIONS - WAS MET IN 2012 THROUGH THE DONATIONS LISTED IN PART XV AND THROUGH SUPPORT OF THE ANNUAL AMERICAN HEART ASSOCIATION GOLF TOURNAMENT"|"29577.0000"
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"69106"|"1323116"|"WINCHESTER MOUNT VERNON HOUSE OPERATES A HOME FOR AND TO ASSIST THE AGED PEOPLE OF WINCHESTER, MASSACHUSETTS"|"1095829.0000"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"69107"|"1323123"|"THIS IS A PERPETUAL CHARITABLE TRUST. THE BENEFICIARIES ARE PEABODY ESSEX MUSEUM, KINGS CHAPEL AND SALEM HOSPITAL."|"260000.0000"
"01-0471533"|"Maine Education Services"|"69253"|"1325691"|"To assist and promote access to the financing of education for Maine students, by the administration, coordination and marketing of all related activities, including student and parent loans and to assist and work in conjunction with any and all entities similarly engaged."|"931847.0000"
"01-0471533"|"Maine Education Services"|"69254"|"1325691"|"Provide guidance on financial aid products available, including the production and distribution of the ""College Road Map""; and scholarship administration on behalf of other entities."|"162114.0000"
"01-0471533"|"Maine Education Services"|"69255"|"1325691"|"Scholarship awards"|"52250.0000"
"01-0471533"|"Maine Education Services"|"69256"|"1325691"|"Federal Direct Loan Servicing (not for profit program)"|"2411177.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"69257"|"1325698"|"COMMUNITY LEADERSHIP PROGRAMS THE COMMUNITY LEADERSHIP PROGRAMS OFFER NONPROFIT STAFF, VOLUNTEERS, BOARD MEMBERS AND MEMBERS OF THE GREATER NEW HAVEN COMMUNITY OPPORTUNITIES TO LEARN ABOUT AND DISCUSS IMPORTANT ISSUES. THROUGH MEETINGS, FULL DAY SEMINARS, AND YEAR-LONG LEADERSHIP TRAINING, PARTICIPANTS BUILD SKILLS AND DEVELOP A NETWORK OF LEADERS WITHIN THE COMMUNITY, WORKING ON CRITICAL SOCIAL ISSUES."|"302693.0000"
