"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"1260882"|"N"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"RUSSELL, BRIER & CO. LLP"|"TEN POST OFFICE SQUARE, 6TH FLOOR"|""|"BOSTON"|"MA"|"USA"|"02109-4689"|"617-523-7094"|"F"|"27025390.0000"|"3/3/2014 9:19:28 PM"|""|""|""|""|""|""
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"1260893"|"N"|"FOUNDATION FOR SEACOAST HEALTH"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"100 CAMPUS DRIVE"|"1"|"PORTSMOUTH"|"NH"|"USA"|"03801"|"603-422-8204"|"F"|"44348114.0000"|"3/3/2014 10:08:18 PM"|""|""|""|""|""|""
"04-3493830"|"Santos Family Foundation"|"1260895"|"N"|"Santos Family Foundation"|"11/1/2011 12:00:00 AM"|"10/31/2012 12:00:00 AM"|""|"48 Elizabeth Road"|""|"Belmont"|"MA"|"USA"|"02478"|"617-489-2311"|"F"|"3540816.0000"|"3/3/2014 10:08:28 PM"|""|""|""|""|""|""
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"1260897"|"N"|"THE CABOT FAMILY CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"70 FEDERAL STREET"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-451-1744"|"F"|"39034671.0000"|"3/3/2014 10:08:32 PM"|""|""|""|""|""|""
"01-0493311"|"FRANCIS T AND LOUISE T NICHOLS FOUNDATION"|"1260914"|"N"|"FRANCIS T AND LOUISE T NICHOLS FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P.O. BOX 1210"|""|"BANGOR"|"ME"|"USA"|"04402-1210"|"207-947-0111"|"F"|"29686583.0000"|"3/3/2014 10:09:40 PM"|""|""|""|""|""|""
"04-3397500"|"HUNT ALTERNATIVES FUND"|"1260915"|"N"|"HUNT ALTERNATIVES FUND"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"625 MT AUBURN STREET"|""|"CAMBRIDGE"|"MA"|"USA"|"02138"|"617-995-1900"|"F"|"5673257.0000"|"3/3/2014 10:09:44 PM"|""|""|""|""|""|""
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1260916"|"N"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"PO BOX 2779"|""|"DUXBURY"|"MA"|"USA"|"02331"|"781-934-5521"|"F"|"1100277.0000"|"3/3/2014 10:09:48 PM"|""|""|""|""|""|""
"04-3739441"|"THE PROVIDENT BANK FOUNDATION"|"1260962"|"N"|"THE PROVIDENT BANK FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"239 WASHINGTON STREET"|"401 426"|"JERSEY CITY"|"NJ"|"USA"|"07302"|"201-499-0883"|"F"|"19701345.0000"|"3/3/2014 10:14:17 PM"|""|""|""|""|""|""
"04-3412829"|"THE POSS FAMILY FOUNDATION"|"1260990"|"N"|"THE POSS FAMILY FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"DR. ELLEN M. POSS"|"450 WARREN STREET"|""|"BROOKLINE"|"MA"|"USA"|"02445"|"617-566-0119"|"F"|"12666516.0000"|"3/3/2014 11:05:42 PM"|""|""|""|""|""|""
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"1260991"|"N"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"ELTON DREW"|"21 KING STREET"|""|"LYNN"|"MA"|"USA"|"01902"|"781-584-4755"|"F"|"74751557.0000"|"3/3/2014 11:06:30 PM"|""|""|""|""|""|""
"04-3526333"|"THE ASTRA FOUNDATION INC"|"1263720"|"Y"|"THE ASTRA FOUNDATION INC"|"6/1/2011 12:00:00 AM"|"5/31/2012 12:00:00 AM"|""|"524 MAIN STREET"|""|"ACTON"|"MA"|"USA"|"01720-3301"|"978-266-3700"|"F"|"8550159.0000"|"2/28/2014 9:04:30 PM"|""|""|""|""|""|""
"04-6856264"|"THE ROBERT G SEGEL AND JANICE L SHERMAN FAMILY FOUNDATION"|"1263775"|"N"|"THE ROBERT G SEGEL AND JANICE L SHERMAN FAMILY FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"125 HIGH STREET, 23RD FLOOR"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-897-9200"|"F"|"333418.0000"|"2/28/2014 9:09:10 PM"|""|""|""|""|""|""
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"1266688"|"N"|"ARLENE AND DANIEL FISHER FOUNDATION"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"255 EAST 74TH STREET 24A"|""|"NEW YORK"|"NY"|"USA"|"10021"|"212-706-7630"|"F"|"4662946.0000"|"3/6/2014 9:06:59 PM"|""|""|""|""|""|""
"04-6746970"|"DUNIRY FOUNDATION"|"1266689"|"N"|"DUNIRY FOUNDATION"|"10/1/2011 12:00:00 AM"|"9/30/2012 12:00:00 AM"|""|"CHOATE LLP PO BOX 961019"|""|"BOSTON"|"MA"|"USA"|"02196"|"617-248-4760"|"F"|"9259246.0000"|"3/6/2014 9:07:01 PM"|""|""|""|""|""|""
"01-0556625"|"MAAK FOUNDATION"|"1266756"|"N"|"MAAK FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|"FRIEDMAN & HUEY ASSOCIATES, LLP"|"1313 WEST 175TH STREET"|""|"HOMEWOOD"|"IL"|"USA"|"60430"|"708-799-6800"|"F"|"698227.0000"|"3/7/2014 9:04:42 PM"|""|""|""|""|""|""
"04-6183662"|"SHOLES CHARITABLE FOUNDATION"|"1266757"|"N"|"SHOLES CHARITABLE FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"1375 WARWICK AVENUE"|""|"WARWICK"|"RI"|"USA"|"02888"|"401-463-5600"|"F"|"120220.0000"|"3/7/2014 9:04:59 PM"|""|""|""|""|""|""
"04-6824225"|"MICHAEL R. KIDDER FAMILY FOUNDATION"|"1266758"|"N"|"MICHAEL R. KIDDER FAMILY FOUNDATION"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|"FAMILY OFFICE MANAGEMENT SERVICES INC."|"18 COMMERCE WAY"|"2800"|"WOBURN"|"MA"|"USA"|"01801"|"781-376-2016"|"F"|"9609383.0000"|"3/7/2014 9:05:18 PM"|""|""|""|""|""|""
"01-0852699"|"TABAT FAMILY FOUNDATION INC"|"1266929"|"Y"|"TABAT FAMILY FOUNDATION INC"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"CO DAWN TABAT, 4410 S HILLVIEW DRIVE"|""|"NEW BERLIN"|"WI"|"USA"|"53146"|"414-745-6886"|"F"|"448047.0000"|"3/10/2014 9:05:14 PM"|""|""|""|""|""|""
"02-0807885"|"Nova Foundation, Inc."|"1266930"|"N"|"Nova Foundation, Inc."|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"316 California Avenue"|"448"|"Reno"|"NV"|"USA"|"89509"|"775-323-2125"|"F"|"316814.0000"|"3/10/2014 9:05:17 PM"|""|""|""|""|""|""
"03-6112076"|"BOYER FAMILY FOUNDATION"|"1266931"|"N"|"BOYER FAMILY FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"1110 CRESTVIEW CIRCLE"|""|"SALT LAKE CITY"|"UT"|"USA"|"84108"|""|"F"|"457066.0000"|"3/10/2014 9:05:20 PM"|""|""|""|""|""|""
"04-3210639"|"ROBERT E DAVOLI & EILEEN L MCDONAGH CHARITABLE FOUNDATION"|"1266932"|"N"|"ROBERT E DAVOLI & EILEEN L MCDONAGH CHARITABLE FOUNDATION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|""|"6 WINCHELSEA LANE"|""|"LINCOLN"|"MA"|"USA"|"01773-5110"|"617-330-7872"|"F"|"30054.0000"|"3/10/2014 9:05:23 PM"|""|""|""|""|""|""
"04-3447397"|"CECILE HIGGINSON MURPHY GHARITABLE FOUNDATION"|"1266934"|"N"|"CECILE HIGGINSON MURPHY GHARITABLE FOUNDATION"|"7/1/2011 12:00:00 AM"|"6/30/2012 12:00:00 AM"|""|"CHOATE LLP PO BOX 961019"|""|"BOSTON"|"MA"|"USA"|"02196"|"617-248-4760"|"F"|"4805808.0000"|"3/10/2014 9:05:27 PM"|""|""|""|""|""|""
"04-6032773"|"MACK INDUSTRIAL SCHOOL"|"1266935"|"Y"|"MACK INDUSTRIAL SCHOOL"|"9/1/2011 12:00:00 AM"|"8/31/2012 12:00:00 AM"|"CABOT MONEY MANAGEMENT"|"216 ESSEX STREET"|""|"SALEM"|"MA"|"USA"|"01970-3705"|"978-745-9233"|"F"|"437898.0000"|"3/10/2014 9:05:43 PM"|""|""|""|""|""|""
"04-6291053"|"TRUST U/W SARAH A.W. DEVENS"|"1266936"|"N"|"TRUST U/W SARAH A.W. DEVENS"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"RH &B, INC."|"50 CONGRESS STREET"|"900"|"BOSTON"|"MA"|"USA"|"02109"|"617-227-1782"|"F"|"1609298.0000"|"3/10/2014 9:05:45 PM"|""|""|""|""|""|""
"04-6694692"|"THE FOUNDATION FOR AN AMERICAN VISION"|"1266937"|"N"|"THE FOUNDATION FOR AN AMERICAN VISION"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"CHRISTINA DENNIS"|"29 SAWYER ROAD"|""|"WALTHAM"|"MA"|"USA"|"02453"|"781-736-0700"|"F"|"3857551.0000"|"3/10/2014 9:05:47 PM"|""|""|""|""|""|""
"04-2260155"|"THE CHARLES IRWIN TRAVELLI FUND"|"1267103"|"N"|"THE CHARLES IRWIN TRAVELLI FUND"|"12/1/2011 12:00:00 AM"|"11/30/2012 12:00:00 AM"|"TYLER & REYNOLDS"|"77 SUMMER STREET"|""|"BOSTON"|"MA"|"USA"|"02110"|"617-695-9799"|"F"|"1834422.0000"|"3/10/2014 9:10:39 PM"|""|""|""|""|""|""
"04-6015965"|"GRACE T. BLANCHARD TRUST U/W EASTERN BANK, TRUSTEE"|"1267175"|"N"|"GRACE T. BLANCHARD TRUST U/W EASTERN BANK, TRUSTEE"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"605 BROADWAY LF 41"|""|"SAUGUS"|"MA"|"USA"|"01906"|"781-581-4292"|"F"|"220690.0000"|"3/13/2014 9:11:52 PM"|""|""|""|""|""|""
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|"1267206"|"N"|"MORTON-KELLY CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"PO BOX 4510"|""|"PORTLAND"|"ME"|"USA"|"04112"|"207-775-7271"|"F"|"3944124.0000"|"3/13/2014 9:12:47 PM"|""|""|""|""|""|""
"01-0483892"|"HANNAFORD CHARITABLE FOUNDATION"|"1267207"|"N"|"HANNAFORD CHARITABLE FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P.O. BOX 1000"|""|"PORTLAND"|"ME"|"USA"|"04104"|"207-883-2911"|"F"|"1365743.0000"|"3/13/2014 9:13:34 PM"|""|""|""|""|""|""
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1267208"|"N"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 31"|""|"PORTLAND"|"ME"|"USA"|"04112-0031"|"207-772-3761"|"F"|"6850560.0000"|"3/13/2014 9:13:36 PM"|""|""|""|""|""|""
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|"1267209"|"N"|"MARGARET & DONALD MATHESON SCHOL"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"604161.0000"|"3/13/2014 9:13:39 PM"|""|""|""|""|""|""
"01-0518429"|"ATLANTIC RESIDENTIAL RESOURCE"|"1267210"|"N"|"ATLANTIC RESIDENTIAL RESOURCE"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"ALAN J. PETHICK"|"1022 EDINBURGH DRIVE"|""|"KERRVILLE"|"TX"|"USA"|"78028"|"830-895-5744"|"F"|"912823.0000"|"3/13/2014 9:13:41 PM"|""|""|""|""|""|""
"01-0525593"|"DN"|"1267211"|"N"|"DN"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"135 HIGH STREET, P.O. BOX 1100"|""|"ELLSWORTH"|"ME"|"USA"|"04605-1100"|"207-667-3883"|"F"|"1188576.0000"|"3/13/2014 9:14:28 PM"|""|""|""|""|""|""
"01-0547392"|"Kennebunk Savings Bank Foundation"|"1267212"|"N"|"Kennebunk Savings Bank Foundation"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"104 Main Street, P.O. Box 28"|""|"Kennebunk"|"ME"|"USA"|"04043"|"207-985-4903"|"F"|"3651840.0000"|"3/13/2014 9:14:30 PM"|""|""|""|""|""|""
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1267213"|"N"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"11600 PARTRIDGE RUN LANE"|""|"POTOMAC"|"MD"|"USA"|"20854"|"301-280-5105"|"F"|"857956.0000"|"3/13/2014 9:14:32 PM"|""|""|""|""|""|""
"01-0553690"|"THURBER FAMILY FOUNDATION, INC."|"1267214"|"N"|"THURBER FAMILY FOUNDATION, INC."|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"2414 COVEMONT DRIVE"|""|"HUNTSVILLE"|"AL"|"USA"|"35801"|"205-314-6219"|"F"|"1050618.0000"|"3/13/2014 9:14:34 PM"|""|""|""|""|""|""
"01-0617231"|"FORDNEY FOUNDATION"|"1267216"|"N"|"FORDNEY FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"5743 FAIRVIEW PLACE"|""|"AGOURA HILLS"|"CA"|"USA"|"91301-2229"|"818-532-7341"|"F"|"1174734.0000"|"3/13/2014 9:14:39 PM"|""|""|""|""|""|""
"01-0620097"|"THE WARNER FOUNDATION"|"1267217"|"N"|"THE WARNER FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"PAUL GARTNER"|"12 GAREY DRIVE"|""|"CHAPPAQUA"|"NY"|"USA"|"10514"|"914-666-2615"|"F"|"8362124.0000"|"3/13/2014 9:14:41 PM"|""|""|""|""|""|""
"01-0643285"|"MWH CARING FOUNDATION, INC"|"1267219"|"N"|"MWH CARING FOUNDATION, INC"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"380 INTERLOCKEN CRESCENT"|"200"|"BROOMFIELD"|"CO"|"USA"|"80021"|"303-533-1900"|"F"|"137740.0000"|"3/13/2014 9:14:45 PM"|""|""|""|""|""|""
"01-0658759"|"AMERICA FIRST FOUNDATION"|"1267221"|"N"|"AMERICA FIRST FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"1004 FARNAM STREET"|"400"|"OMAHA"|"NE"|"USA"|"68102"|"402-444-1630"|"F"|"1249541.0000"|"3/13/2014 9:14:50 PM"|""|""|""|""|""|""
"01-0671468"|"THE CLYDE WILLIAMS FOUNDATION"|"1267222"|"N"|"THE CLYDE WILLIAMS FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"345 GREENBRIAR DRIVE"|""|"AVON LAKE"|"OH"|"USA"|"44012"|"440-933-4236"|"F"|"897542.0000"|"3/13/2014 9:14:52 PM"|""|""|""|""|""|""
"01-0676696"|"EVERETT TRUST FBO CAYUGA"|"1267223"|"N"|"EVERETT TRUST FBO CAYUGA"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"CO. BANK OF AMERICA, NA, P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-327"|"F"|"540388.0000"|"3/13/2014 9:14:54 PM"|""|""|""|""|""|""
"01-0693374"|"THE RONALD E. & ELEANOR J. HALL FOUNDATION"|"1267224"|"N"|"THE RONALD E. & ELEANOR J. HALL FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"AMERITRUST CORPORATION"|"4506 SOUTH HARVARD"|""|"TULSA"|"OK"|"USA"|"74135"|"918-610-8080"|"F"|"914095.0000"|"3/13/2014 9:14:56 PM"|""|""|""|""|"Y"|""
"01-0720431"|"CHERYL C & BLAIR EFFRON FAMILY FOUNDATION"|"1267225"|"N"|"CHERYL C & BLAIR EFFRON FAMILY FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"B STRAUSS ASSOC LTD, 307 5TH AVE"|"8TH FL"|"NEW YORK"|"NY"|"USA"|"10016-6517"|""|"F"|"5987850.0000"|"3/13/2014 9:14:58 PM"|""|""|""|""|""|""
"01-0724780"|"Foundation For Hope"|"1267226"|"N"|"Foundation For Hope"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"1426 Founding Way Rd"|""|"Bedford"|"VA"|"USA"|"24523"|"540-586-0928"|"F"|"34897.0000"|"3/13/2014 9:15:00 PM"|""|""|""|""|""|""
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUNDATION"|"1267228"|"N"|"ASHNER FAMILY EVERGREEN FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"2 JERICHO PLAZA WING A"|"111"|"JERICHO"|"NY"|"USA"|"11753"|"516-822-0022"|"F"|"3522687.0000"|"3/13/2014 9:15:49 PM"|""|""|""|""|""|""
"01-0852305"|"KALT FAMILY FOUNDATION"|"1267229"|"N"|"KALT FAMILY FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"595 LONGWOOD AVENUE"|""|"GLENCOE"|"IL"|"USA"|"60022-1736"|"847-242-0905"|"F"|"815616.0000"|"3/13/2014 9:15:52 PM"|""|""|""|""|""|""
"01-0936787"|"NARROW GATE FOUNDATION"|"1267231"|"N"|"NARROW GATE FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"98 NUTTAL ROAD"|""|"RIVERSIDE"|"IL"|"USA"|"60546"|"630-546-4463"|"F"|"323904.0000"|"3/13/2014 9:15:56 PM"|""|""|""|""|""|""
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"1267232"|"N"|"Z A MERSEREAU TRUST U/W"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"ABDROSCOGGIN BANK"|"P.O. BOX 1407"|""|"LEWISTON"|"ME"|"USA"|"04243-1407"|"207-777-6658"|"F"|"1420156.0000"|"3/13/2014 9:15:58 PM"|""|""|""|""|""|""
"01-6009246"|"DAVENPORT TRUST FUND"|"1267233"|"N"|"DAVENPORT TRUST FUND"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"65 FRONT STREET"|""|"BATH"|"ME"|"USA"|"04530-2508"|"207-443-3431"|"F"|"6576416.0000"|"3/13/2014 9:16:00 PM"|""|""|""|""|""|""
"01-6010195"|"JOSEPH HOW CHARITABLE TRUST"|"1267234"|"N"|"JOSEPH HOW CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1386305.0000"|"3/13/2014 9:16:03 PM"|""|""|""|""|""|""
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|"1267236"|"N"|"ROSAMOND THAXTER FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 31"|""|"PORTLAND"|"ME"|"USA"|"04112-0031"|"207-772-3761"|"F"|"1156694.0000"|"3/13/2014 9:16:07 PM"|""|""|""|""|""|""
"01-6028898"|"SUMNER O HANCOCK SCHOLARSHIP FUND"|"1267237"|"N"|"SUMNER O HANCOCK SCHOLARSHIP FUND"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"PO BOX 295"|""|"CASCO"|"ME"|"USA"|"04015"|"207-627-7676"|"O"|"104579.0000"|"3/13/2014 9:16:09 PM"|""|""|""|""|""|""
"01-6048187"|"F ROGER MILLER TRUST"|"1267238"|"N"|"F ROGER MILLER TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"749088.0000"|"3/13/2014 9:16:12 PM"|""|""|""|""|""|""
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"1267239"|"N"|"MUHS FLORENCE H IRREV TR"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1654153.0000"|"3/13/2014 9:16:14 PM"|""|""|""|""|""|""
"01-6115166"|"LOIS M. GAUTHEIR CHARITABLE TRUST"|"1267240"|"N"|"LOIS M. GAUTHEIR CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"PO BOX 1210"|""|"BANGOR"|"ME"|"USA"|"04402-1210"|"207-947-0111"|"F"|"392469.0000"|"3/13/2014 9:16:16 PM"|""|""|""|""|""|""
"01-6136971"|"ALBERT H. YOUNG BANGOR SAVINGS BANK TRUSTEE"|"1267242"|"N"|"ALBERT H. YOUNG BANGOR SAVINGS BANK TRUSTEE"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"P.O. BOX 930"|""|"BANGOR"|"ME"|"USA"|"04402-0930"|"207-942-5211"|"F"|"856689.0000"|"3/13/2014 9:16:21 PM"|""|""|""|""|""|""
"01-6145027"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"1267243"|"N"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"ACADIA TRUST, NA"|"511 CONGRESS STREET - NINTH FLOOR"|""|"PORTLAND"|"ME"|"USA"|"04101"|"207-619-8600"|"F"|"1622978.0000"|"3/13/2014 9:16:23 PM"|""|""|""|""|""|""
"01-6161852"|"ELLEN M CROUCHLEY TR FBO RIDGEFIELD LIB & HIST"|"1267244"|"N"|"ELLEN M CROUCHLEY TR FBO RIDGEFIELD LIB & HIST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"135 HIGH STREET, P.O. BOX 1100"|""|"ELLSWORTH"|"ME"|"USA"|"04605-1100"|"207-667-3883"|"F"|"1686812.0000"|"3/13/2014 9:16:25 PM"|""|""|""|""|""|""
"01-6162638"|"KAREN ANNE BOLLWERK BURKE AND WILLIAM A BURKE FAMILY CHARITABLE TRUST"|"1267245"|"N"|"KAREN ANNE BOLLWERK BURKE AND WILLIAM A BURKE FAMILY CHARITABLE TRUST"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"PEOPLE'S UNITED BANK"|"PO BOX 17510"|""|"PORTLAND"|"ME"|"USA"|"17510"|"207-828-3000"|"F"|"776941.0000"|"3/13/2014 9:16:27 PM"|""|""|""|""|""|""
"01-6190683"|"ALICE E & JOSEPH C BLEWETT FOUNDATION"|"1267247"|"N"|"ALICE E & JOSEPH C BLEWETT FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"WELLS FARGO BANK N A - 10 N INDEPDENCE MALL E MACY 1372-062"|""|"PHILADELPHIA"|"PA"|"USA"|"19106-2112"|"888-730-4933"|"F"|"1587558.0000"|"3/13/2014 9:16:32 PM"|""|""|""|""|"Y"|""
"01-6225742"|"CHRIS HESS FOUNDATION"|"1267248"|"N"|"CHRIS HESS FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"JOSEPH N. GOMPERS, CPA"|"117 EDGINGTON LANE"|""|"WHEELING"|"WV"|"USA"|"26003-1534"|"304-242-9300"|"F"|"8969589.0000"|"3/13/2014 9:16:34 PM"|""|""|""|""|""|""
"02-0222148"|"KINGS DAUGHTERS BENEVOLENT ASSN."|"1267249"|"N"|"KINGS DAUGHTERS BENEVOLENT ASSN."|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"52 WOOD STREET"|""|"NASHUA"|"NH"|"USA"|"03064"|"603-883-4387"|"F"|"1606668.0000"|"3/13/2014 9:16:36 PM"|""|""|""|""|""|""
"02-0364166"|"STEPHEN P BELL, TIMOTHY A BELL & TRICIA FLYNN CALEY MEMORIAL SCHOLARSHIP 3035001994"|"1267250"|"N"|"STEPHEN P BELL, TIMOTHY A BELL & TRICIA FLYNN CALEY MEMORIAL SCHOLARSHIP 3035001994"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"10 TRIPPS LANE"|""|"RIVERSIDE"|"RI"|"USA"|"02915-7995"|"603-634-7742"|"F"|"215393.0000"|"3/13/2014 9:16:38 PM"|""|""|""|""|"Y"|""
"02-0366576"|"BLUE HILLS FOUNDATION, INC."|"1267251"|"N"|"BLUE HILLS FOUNDATION, INC."|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"GEORGE LOVEJOY JR"|"2 TIMBER LANE"|""|"EXETER"|"NH"|"USA"|"03833"|"603-658-7096"|"F"|"6263618.0000"|"3/13/2014 9:16:40 PM"|""|""|""|""|""|""
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1267252"|"N"|"BNH CHARITABLE FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|"300 FRANKLIN STREET"|""|"MANCHESTER"|"NH"|"USA"|"03101"|"603-695-3470"|"F"|"111051.0000"|"3/13/2014 9:16:43 PM"|""|""|""|""|""|""
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"1267253"|"N"|"PUMPKIN HILL FOUNDATION"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"FIFTH THIRD"|"P O BOX 630858"|""|"CINCINNATI"|"OH"|"USA"|"45263-0858"|"513-579-5401"|"O"|"899779.0000"|"3/13/2014 9:16:45 PM"|""|""|""|""|""|""
