"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVESTMENTS_GOV_FAIR_MARKET"|"INVESTMENTS_STOCKS_FAIR_MARKET"|"INVESTMENTS_BONDS_FAIR_MARKET"|"INVESTMENTS_DEPRECIATION_FAIR_MARKET"|"INVESTMENTS_LOANS_FAIR_MARKET"|"INVESTMENTS_OTHER_FAIR_MARKET"|"LAND_DEPRECIATION_FAIR_MARKET"|"OTHER_ASSETS_FAIR_MARKET"|"TOTAL_ASSETS_BOOK"|"TOTAL_ASSETS_FAIR_MARKET"|"TOTAL_LIABILITIES"|"CASH_NONINT"|"SAV_TEMPCASH"
"01-0211537"|"OAK GROVE SCHOOL"|"1083584"|""|"1375004.0000"|""|""|""|""|""|"162000.0000"|"1508098.0000"|"1672071.0000"|"38484.0000"|"16702.0000"|"118365.0000"
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"1083588"|""|"3653514.0000"|"361784.0000"|""|""|"1984466.0000"|""|""|"4510953.0000"|"6080412.0000"|"0.0000"|""|"80648.0000"
"01-0626611"|"WALTER PAYNE FOUNDATION"|"1083589"|""|"2708862.0000"|""|""|""|""|""|""|"2318222.0000"|"2801415.0000"|"0.0000"|""|"92553.0000"
"01-6009168"|"KING SPRUCE COMPANY"|"1083590"|""|"4346156.0000"|""|""|""|"1004855.0000"|""|""|"2244691.0000"|"5375034.0000"|"0.0000"|"-5.0000"|"24028.0000"
"01-6128257"|"JAMES JACKSON TRUST 10 -101200051000"|"1083591"|""|""|""|""|""|"1547859.0000"|""|""|"1369890.0000"|"1547859.0000"|""|""|""
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"1083592"|""|"930770.0000"|""|""|""|"667380.0000"|""|""|"1067351.0000"|"1598150.0000"|"0.0000"|""|""
"02-0434037"|"FOUNDATION FOR INFORMED MEDICAL DECISION MAKING, INC."|"1083595"|""|""|""|"85883.0000"|""|"21172433.0000"|""|"35625.0000"|"23221021.0000"|"23221021.0000"|""|"12706.0000"|"173279.0000"
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"1083597"|""|"11950590.0000"|""|""|""|"549453.0000"|""|""|"10496185.0000"|"13566640.0000"|"0.0000"|"1066597.0000"|""
"02-0685568"|"HARPER FAMILY CHARITABLE FOUNDATION INC"|"1083599"|"57672.0000"|"301076.0000"|"847132.0000"|""|"2913159.0000"|"3817350.0000"|""|""|"8104066.0000"|"8104066.0000"|"0.0000"|""|"167677.0000"
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"1083604"|""|"1620338.0000"|"376085.0000"|""|""|"31709.0000"|"1703.0000"|""|"1723780.0000"|"2210993.0000"|"0.0000"|""|"181158.0000"
"04-2104858"|"ROXBURY HOME FOR AGED WOMEN"|"1083609"|""|"6412093.0000"|"3870704.0000"|""|""|"4382980.0000"|"543336.0000"|"813867.0000"|"16154806.0000"|"16154806.0000"|"27905.0000"|"126094.0000"|""
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"1083611"|""|"2930337.0000"|"1498006.0000"|""|""|"12440.0000"|""|""|"3829378.0000"|"4830959.0000"|"11074.0000"|"13808.0000"|"374013.0000"
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"1083612"|""|"634231.0000"|""|""|""|""|""|""|"632057.0000"|"642047.0000"|"8874.0000"|"2802.0000"|"5014.0000"
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"1083624"|""|"5281073.0000"|""|""|""|""|""|""|"1599124.0000"|"5445700.0000"|"0.0000"|""|"164627.0000"
"04-3212098"|"HINDA L & ARTHUR MARCUS FOUNDATION FKA FRED & HINDA SHUMAN FOUNDATION"|"1083625"|"107523.0000"|"151420.0000"|"990155.0000"|""|""|""|""|""|"1590813.0000"|"1632676.0000"|"0.0000"|"15546.0000"|"368032.0000"
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDATION"|"1083626"|""|"2362824.0000"|"1093124.0000"|""|""|"352077.0000"|"0.0000"|""|"3579234.0000"|"3903568.0000"|"0.0000"|""|"94543.0000"
"04-3254104"|"FREDERICK OJ MUZI FOUNDATION"|"1083627"|""|""|""|""|""|""|""|""|"13462.0000"|"13462.0000"|"0.0000"|"13462.0000"|""
"04-3303760"|"WEBSTER FIVE FOUNDATION, INC."|"1083629"|""|""|""|""|""|""|""|""|"38927.0000"|"38927.0000"|"0.0000"|"33921.0000"|"5006.0000"
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"1083631"|""|"2994431.0000"|"942347.0000"|""|""|""|""|""|"3590109.0000"|"4022828.0000"|"0.0000"|"86050.0000"|""
"04-3340127"|"PIECEWORK PARTNERS"|"1083632"|""|""|""|""|""|"5664078.0000"|""|""|"4967896.0000"|"5914091.0000"|"0.0000"|"250013.0000"|""
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"1083638"|"735204.0000"|"2720101.0000"|"1882223.0000"|""|""|""|""|""|"5400581.0000"|"6021190.0000"|"0.0000"|""|"683662.0000"
"04-3542326"|"The Halfway Rock Foundation"|"1083639"|""|""|"111848.0000"|""|""|"4105002.0000"|""|""|"4219614.0000"|"4232815.0000"|"0.0000"|""|"15965.0000"
"04-6044779"|"THE HOPEDALE FOUNDATION"|"1083644"|""|""|""|""|""|"8412520.0000"|""|""|"9526076.0000"|"9526076.0000"|"0.0000"|"1597.0000"|"142875.0000"
"04-6049543"|"GERMAN LADIES AID SOCIETY OF BOSTON, INC"|"1083645"|"112424.0000"|"1122568.0000"|"25649.0000"|""|""|""|""|""|"989889.0000"|"1362510.0000"|"0.0000"|"34329.0000"|"67540.0000"
"04-6057931"|"TRUST U/W HENRY FARNAM LINDA S. DALBY ET AL TRUSTEES"|"1083646"|"20362.0000"|"246740.0000"|""|""|""|"35191.0000"|""|""|"224840.0000"|"363641.0000"|"0.0000"|"289.0000"|"61059.0000"
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|"1083647"|""|"731625.0000"|""|""|""|""|""|""|"516543.0000"|"810929.0000"|""|"9715.0000"|"69589.0000"
"04-6091426"|"FAY EUGENE F TR U/WILL"|"1083649"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1425522.0000"|"0.0000"|"0.0000"|"1270038.0000"|"1479578.0000"|"0.0000"|""|"54056.0000"
"04-6091916"|"KELLY ROBERT H TR U/IND"|"1083650"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"2584531.0000"|"0.0000"|"0.0000"|"2318415.0000"|"2632802.0000"|"0.0000"|""|"48271.0000"
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"1083651"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"4385940.0000"|"0.0000"|"0.0000"|"3938829.0000"|"4475278.0000"|"0.0000"|""|"89338.0000"
"04-6198798"|"The Fisher-Renkert Foundation"|"1083655"|"32685.0000"|"1359819.0000"|"160776.0000"|""|""|""|""|""|"1523999.0000"|"1740551.0000"|"0.0000"|""|"187271.0000"
"04-6768027"|"THE JOSEPH NOVAKOFF CHARITABLE FOUNDATION"|"1083657"|""|"350833.0000"|""|""|""|""|""|""|"242958.0000"|"368501.0000"|"0.0000"|"17668.0000"|""
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"1083658"|""|""|""|""|""|"902500.0000"|""|""|"903880.0000"|"903880.0000"|"0.0000"|""|"1380.0000"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1085247"|""|"2650055.0000"|""|""|""|""|""|""|"3525307.0000"|"3584735.0000"|""|""|"934680.0000"
"01-0683241"|"VOPICKA FAMILY FOUNDATION INC."|"1085334"|""|""|""|""|""|"539555.0000"|""|""|"542225.0000"|"542225.0000"|"0.0000"|""|"2670.0000"
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"1085335"|""|"181252.0000"|""|""|""|""|""|""|"238145.0000"|"245096.0000"|"0.0000"|""|"63844.0000"
"02-6003957"|"RUSSELL T & OLIVE V BARTLETT TRUST"|"1085340"|""|""|""|""|""|"765368.0000"|""|""|"648938.0000"|"769584.0000"|""|""|"4216.0000"
"03-0463941"|"THE A M FOUNDATION F/K/A USHER AND MIRIAM MEISELS FAMILY FOUNDATION"|"1085344"|""|""|""|""|""|"2323266.0000"|""|""|"4345968.0000"|"5209552.0000"|"922.0000"|"1737586.0000"|""
"04-2733957"|"MELVIN S. CUTLER CHARITABLE FOUNDATION"|"1085352"|""|"6751313.0000"|"2275196.0000"|""|""|""|""|""|"8798586.0000"|"9983711.0000"|"4271.0000"|""|"857202.0000"
"04-3348263"|"THE BEHRAKIS FOUNDATION"|"1085360"|""|"899037.0000"|""|""|""|"2376650.0000"|""|""|"3719322.0000"|"3844133.0000"|"0.0000"|""|"568446.0000"
"04-6014549"|"CO-TTEE UW OF C ALICE R BEAN"|"1085364"|"29078.0000"|"945277.0000"|"105849.0000"|""|""|""|""|""|"1052668.0000"|"1134713.0000"|""|""|"54509.0000"
"04-6091346"|"CHICKERING CAROLINE E TR U/WILL"|"1085365"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"4275134.0000"|"0.0000"|"0.0000"|"3854137.0000"|"4366687.0000"|"0.0000"|""|"91553.0000"
"04-6448653"|"FLORA T LITTLE"|"1085367"|""|"1103734.0000"|""|"450000.0000"|""|""|""|""|"1034292.0000"|"1577989.0000"|""|""|"24255.0000"
"01-6180869"|"ALICE A PAXTON CHARITABLE TRUST"|"1086046"|""|"3058486.0000"|""|""|""|""|""|""|"2811999.0000"|"3053289.0000"|""|""|"-5197.0000"
"04-6096075"|"FARNSWORTH CHARLES H CHARITABLE TRUST"|"1086070"|"1900635.0000"|"18495481.0000"|"2602650.0000"|""|""|"144087.0000"|""|""|"20608567.0000"|"25571677.0000"|""|""|"2428824.0000"
"01-0620097"|"THE WARNER FOUNDATION"|"1086679"|"760834.0000"|"4899227.0000"|"1979589.0000"|""|""|""|""|""|"8257551.0000"|"8559604.0000"|"0.0000"|""|"919954.0000"
"01-0739297"|"34-15C046779631 TWO WEST FOUNDATION"|"1086759"|""|""|""|""|""|"310513.0000"|""|""|"261826.0000"|"331411.0000"|""|""|"20898.0000"
"04-6384983"|"GEORGE H & JANE A MIFFLIN MEMORIAL FUND 15005012"|"1086781"|"272988.0000"|"31551232.0000"|""|""|""|""|""|""|"21640890.0000"|"32132948.0000"|"0.0000"|"728.0000"|"308000.0000"
"04-6468598"|"CAREY M FBO CEW GRINNELL FD MED RES"|"1086782"|""|"2507135.0000"|""|""|""|""|""|""|"3172530.0000"|"3237987.0000"|""|""|"730852.0000"
"04-6008578"|"LILLIAN C. MOORE TRUST"|"1089093"|""|"1188278.0000"|""|""|""|"94529.0000"|""|""|"1335336.0000"|"1356159.0000"|""|""|"73352.0000"
"04-6091978"|"CONVERSE M I FBO HAHNEMANN FDN-TR"|"1089094"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"1153948.0000"|"0.0000"|"0.0000"|"1056726.0000"|"1169392.0000"|"0.0000"|""|"15444.0000"
"04-2235130"|"THE HORACE SMITH FUND"|"1117201"|"840021.0000"|"4770271.0000"|"835915.0000"|""|""|""|"12779.0000"|"12613.0000"|"5784003.0000"|"6568392.0000"|"5596.0000"|"12816.0000"|"57016.0000"
"04-2828143"|"BALFOUR GOLD DUSTERS"|"1117202"|""|""|""|""|""|""|""|""|"9701.0000"|"0.0000"|"0.0000"|""|""
"04-6002496"|"EDWARDS SCHOLARSHIP FUND"|"1117223"|"52225.0000"|"5856166.0000"|"845517.0000"|""|""|"452138.0000"|"223.0000"|""|"7488713.0000"|"7488713.0000"|"0.0000"|""|"282444.0000"
"01-0261396"|"Kaler Vaill Memorial Home"|"1117241"|"900127.0000"|"1166778.0000"|"7988.0000"|""|""|""|"825022.0000"|"2515343.0000"|"5816087.0000"|"5816087.0000"|"13185.0000"|"1112.0000"|"397978.0000"
"02-0586953"|"NEW HORIZONS SUPPORT FOUNDATIONINC"|"1117244"|""|""|""|""|""|""|""|""|"7300505.0000"|"7641844.0000"|"3073.0000"|"60151.0000"|"7581693.0000"
"04-2103958"|"THE CAMBRIDGE HOMES"|"1117245"|"3246335.0000"|"12309831.0000"|"2389162.0000"|""|""|"1621857.0000"|"4705485.0000"|"90.0000"|"24597761.0000"|"24597761.0000"|"222700.0000"|"266105.0000"|""
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY INC"|"1117246"|""|"2392256.0000"|""|""|""|""|""|"200.0000"|"1615300.0000"|"2471104.0000"|"17528.0000"|"78648.0000"|""
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"1117247"|""|"8552818.0000"|""|""|""|""|""|"1503428.0000"|"7889615.0000"|"10569838.0000"|"0.0000"|""|"513592.0000"
"04-3336274"|"THE ROY F. COPPEDGE III CHARITABLE FDN"|"1117248"|""|"487117.0000"|"0.0000"|""|""|""|""|""|"568329.0000"|"581526.0000"|"0.0000"|"94409.0000"|""
"04-3444155"|"The Don & Marilyn Rodman Foundation"|"1117249"|"0.0000"|"1495810.0000"|"0.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"1580938.0000"|"1529348.0000"|"0.0000"|"33538.0000"|""
"04-3492753"|"MORTON AND LILLIAN WALDFOGEL CHARITABLE FOUNDATION"|"1117250"|""|"1648214.0000"|"289529.0000"|""|""|""|""|""|"2191645.0000"|"2249068.0000"|"0.0000"|"-4.0000"|"311329.0000"
"04-3493675"|"BARAKAT, INC."|"1117251"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"386595.0000"|"0.0000"|"25868.0000"|"520369.0000"|"520369.0000"|"3112.0000"|"106309.0000"|""
"04-3528495"|"JAMES W. O'BRIEN FOUNDATION, INC."|"1117252"|""|"12831394.0000"|"2234021.0000"|""|""|"-23092.0000"|""|"25947.0000"|"16999956.0000"|"16999956.0000"|"447342.0000"|"48822.0000"|"1882864.0000"
"04-3721096"|"THE BLACK DOG FOUNDATION"|"1117253"|""|""|""|""|""|"1709220.0000"|""|""|"1607384.0000"|"1761298.0000"|"0.0000"|"1266.0000"|"50812.0000"
"04-6002496"|"EDWARDS SCHOLARSHIP FUND"|"1117254"|"0.0000"|"6475856.0000"|"825239.0000"|""|""|"419444.0000"|"134.0000"|""|"7905831.0000"|"7905831.0000"|"3312.0000"|""|"180938.0000"
"04-6034977"|"BOSTON BAPTIST SOCIAL UNION"|"1117255"|"189760.0000"|"12887415.0000"|"2117535.0000"|""|""|"1393137.0000"|""|"1.0000"|"16692109.0000"|"16692109.0000"|"78335.0000"|"9191.0000"|"89256.0000"
"04-6047957"|"HAVERHILL FEMALE BENEVOLENT SOCIETY"|"1117256"|""|"554670.0000"|""|""|""|"53538.0000"|""|""|"296289.0000"|"641470.0000"|"0.0000"|"167.0000"|"33095.0000"
"04-6110988"|"THE COLONIAL SOCIETY OF MASSACHUSETTS THOMAS R APPLETON, TREASURER"|"1117257"|""|"5844031.0000"|""|"112418.0000"|""|"433099.0000"|""|""|"6521040.0000"|"6521040.0000"|"32875.0000"|""|"123992.0000"
"02-0678498"|"Carlton Hill Family Foundation Inc"|"1118950"|""|"8250.0000"|""|""|""|""|""|""|"48308.0000"|"45240.0000"|"0.0000"|"36990.0000"|""
"01-0561393"|"ROBERT HAYWOOD MORRISON FDN"|"1119277"|""|""|""|"8914779.0000"|""|"7895068.0000"|""|""|"17700889.0000"|"17671125.0000"|"0.0000"|""|"861278.0000"
"04-6042910"|"WILLIAM AND CYNTHIA MARCUS FAMILY CHARITABLE TRUST"|"1119278"|""|"204235.0000"|"28000.0000"|""|""|"655644.0000"|""|""|"1134185.0000"|"1158911.0000"|"0.0000"|""|"264744.0000"
"01-0421912"|"Fore River Foundation"|"1120524"|""|"3278135.0000"|"1067244.0000"|""|""|""|""|""|"3668127.0000"|"4565868.0000"|"0.0000"|""|"220489.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD., INC."|"1120525"|""|"5030578.0000"|"9359710.0000"|""|""|"38502697.0000"|"2417192.0000"|"255675.0000"|"71700153.0000"|"71700153.0000"|"368412.0000"|""|"5494037.0000"
"01-0576324"|"STEVAN & CYNTHIA PEARCE CHARITABLE FOUNDATION"|"1120527"|""|""|""|""|""|"1481984.0000"|""|""|"1334228.0000"|"1517305.0000"|"0.0000"|""|"35321.0000"
"01-0912891"|"BROWN ADVISORY CHARITABLE FOUNDATION INC"|"1120528"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"3739.0000"|"3739.0000"|"65.0000"|"3739.0000"|""
"01-6017321"|"KEY BANK-CENTRAL MAINE FDN 10-101230297402"|"1120529"|""|""|""|""|""|"944157.0000"|""|""|"815482.0000"|"944157.0000"|""|""|""
"03-0341004"|"BETTER AND BETTER FOUNDATION"|"1120530"|""|""|""|""|""|""|""|""|"2137481.0000"|"2137481.0000"|"0.0000"|"54228.0000"|"2064919.0000"
"03-6004866"|"Cone Automatic Machine"|"1120531"|""|""|""|""|""|"829804.0000"|""|""|"853506.0000"|"916815.0000"|"0.0000"|"87011.0000"|""
"04-2131745"|"CLINTON HOME FOUNDATION INC"|"1120532"|"28298.0000"|"958329.0000"|"567807.0000"|""|""|"520315.0000"|"0.0000"|""|"1860078.0000"|"2084605.0000"|"0.0000"|"9856.0000"|""
"04-2711822"|"OBERMAYER FOUNDATION INC"|"1120533"|""|""|""|""|""|"3056944.0000"|""|""|"3539115.0000"|"3565040.0000"|"0.0000"|"14192.0000"|"418904.0000"
"04-2752515"|"CHAMBERLAIN FOUNDATION"|"1120535"|""|""|""|""|""|""|""|""|"1438859.0000"|"1438859.0000"|"0.0000"|"379508.0000"|"1059351.0000"
"04-3173231"|"ROBERT AND MOLLY TARR CHARITALBE FOUNDATION"|"1120537"|""|"3286438.0000"|""|""|""|""|""|""|"3154992.0000"|"3471218.0000"|"0.0000"|""|"184780.0000"
"04-3583365"|"HAMPDEN SAVINGS FOUNDATION INC"|"1120538"|""|"433900.0000"|""|""|""|""|""|"3983.0000"|"578146.0000"|"654646.0000"|"50000.0000"|"6191.0000"|"210572.0000"
"04-3727883"|"The Gumbo Foundation"|"1120539"|""|""|""|""|""|"4582809.0000"|""|"15983.0000"|"4364977.0000"|"4599098.0000"|"0.0000"|""|""
"04-6026314"|"ALFRED CHASE CHARITY FDN U/I"|"1120540"|""|"7280086.0000"|"3360.0000"|""|""|"283087.0000"|""|""|"8034529.0000"|"8217402.0000"|""|""|"650869.0000"
"04-6050619"|"ANDOVER HOME FOR AGED PEOPLE"|"1120542"|"270705.0000"|"1406884.0000"|""|""|""|""|""|"50.0000"|"1426387.0000"|"1874719.0000"|"74.0000"|"23256.0000"|"173824.0000"
"04-6079166"|"Elisha V. Ashton Trust U/W"|"1120543"|"0.0000"|"947683.0000"|"421405.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"1124324.0000"|"1484495.0000"|"4802.0000"|"42844.0000"|"72563.0000"
"04-6470644"|"New Balance Foundation"|"1120545"|""|"113432524.0000"|""|""|""|"405192.0000"|""|""|"112387938.0000"|"115984852.0000"|""|"256837.0000"|"1890299.0000"
"04-6552121"|"C.J.L. CHARITABLE FOUNDATION"|"1120546"|""|"24591.0000"|""|""|""|""|""|""|"4684777.0000"|"4683922.0000"|"0.0000"|"331.0000"|"4659000.0000"
"04-6772317"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"1120547"|""|"547791.0000"|""|""|""|""|""|""|"466038.0000"|"551609.0000"|"0.0000"|""|"3818.0000"
"04-2747025"|"HARRY L BRADLEY JR CHARITABLE FUND"|"1121712"|"14496496.0000"|"98104780.0000"|"1710050.0000"|""|""|"20093556.0000"|""|""|"104393482.0000"|"141458385.0000"|""|"0.0000"|"7053503.0000"
"04-2940520"|"The Cornerstone Foundation"|"1121713"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"11179.0000"|"11179.0000"|"0.0000"|"11179.0000"|"0.0000"
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"1121714"|"1037940.0000"|"13639535.0000"|"668667.0000"|""|""|""|""|""|"11818114.0000"|"15658387.0000"|"0.0000"|""|"312245.0000"
"04-6040535"|"TRUSTEES OF THE PUTNAM FREE SCHOOL"|"1121715"|""|"1421325.0000"|""|""|""|""|""|""|"665474.0000"|"1581020.0000"|"17193.0000"|""|"159695.0000"
"04-6646727"|"ALBERT FLEMING INSURANCE TR"|"1121717"|""|"363492.0000"|""|""|""|""|""|""|"303255.0000"|"375832.0000"|""|""|"12340.0000"
"01-0546160"|"Redco Foundation Inc"|"1122603"|""|"2399428.0000"|"1625610.0000"|""|""|"13660.0000"|""|""|"3784941.0000"|"4166565.0000"|"0.0000"|""|"127867.0000"
"01-0632263"|"WHITE LILY FOUNDATION"|"1122604"|""|"744795.0000"|""|""|""|""|""|""|"698178.0000"|"805627.0000"|""|""|"60832.0000"
"02-0241739"|"SCOTT-FARRAR HOME"|"1122605"|"307385.0000"|"2133631.0000"|"1782162.0000"|"480000.0000"|""|""|"1810500.0000"|""|"7365818.0000"|"9197501.0000"|"309.0000"|""|"2683823.0000"
"04-2104767"|"THE PEABODY FOUNDATION INC"|"1122606"|""|"14859710.0000"|"4275583.0000"|""|""|""|""|"20435.0000"|"19630411.0000"|"19630411.0000"|"84571.0000"|""|"474683.0000"
"04-3360241"|"LUCY A COOLEDGE"|"1122607"|""|"1951965.0000"|""|""|""|""|""|""|"2026221.0000"|"2001018.0000"|""|""|"49053.0000"
"04-6044767"|"DOUGLAS & ISABELLE CROCKER FOUNDATION"|"1122608"|"110324.0000"|"1103473.0000"|"548382.0000"|""|""|""|""|""|"1569571.0000"|"1829670.0000"|"0.0000"|"32520.0000"|"34971.0000"
"04-6050139"|"FP Worthen Foundation"|"1122609"|""|""|""|""|""|"0.0000"|""|""|"1152134.0000"|"1152134.0000"|"41182.0000"|""|"1152134.0000"
"01-0265587"|"HIGHER EDUCATION ASSISTANCE FOUNDATION"|"1123359"|""|""|""|""|""|""|""|""|"247702.0000"|"247702.0000"|"0.0000"|""|"247702.0000"
"01-0463183"|"Schiavi Family Foundation"|"1123360"|""|"219909.0000"|""|""|""|"3819174.0000"|""|""|"4450848.0000"|"4450848.0000"|"0.0000"|"201.0000"|"411564.0000"
"02-0512290"|"ENDOWMENT FOR HEALTH, INC."|"1123361"|""|""|""|""|""|"76578258.0000"|"3730.0000"|"1681362.0000"|"78514274.0000"|"78514274.0000"|"1530830.0000"|"45664.0000"|"170592.0000"
"04-3107591"|"HAROLD S. AND ANNA S. ULLIAN CHARITABLE FOUNDATION"|"1123362"|""|"877344.0000"|"690528.0000"|""|""|"1167116.0000"|""|""|"2355633.0000"|"2768443.0000"|"0.0000"|"33455.0000"|""
"04-3293593"|"The Albert and Judith Goldberg Foundation"|"1123363"|""|"11709.0000"|"204252.0000"|""|""|"1089819.0000"|""|""|"1692165.0000"|"1712614.0000"|"0.0000"|""|"406834.0000"
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"1123364"|"1614025.0000"|"16784100.0000"|"4008085.0000"|""|""|"2153396.0000"|""|""|"22546512.0000"|"25022470.0000"|"53954.0000"|""|"462864.0000"
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"1123365"|"342860.0000"|"8089582.0000"|"1303337.0000"|""|""|"1791821.0000"|""|""|"10985060.0000"|"11588014.0000"|"0.0000"|"0.0000"|"60414.0000"
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|"1123366"|""|"1125334.0000"|""|""|""|"89195.0000"|""|""|"1287610.0000"|"1305575.0000"|""|""|"91046.0000"
"04-6111693"|"MORGAN-WORCESTER, INC"|"1123367"|""|""|""|""|""|"1369508.0000"|""|"127347.0000"|"1445372.0000"|"1772184.0000"|""|"2360.0000"|"272969.0000"
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"1124448"|"815111.0000"|"5996262.0000"|"1580152.0000"|""|""|"824540.0000"|""|""|"9405014.0000"|"9405014.0000"|"0.0000"|"56690.0000"|"132259.0000"
"01-0566453"|"THE B Z FOUNDATION"|"1124455"|""|""|""|""|""|""|""|""|"167.0000"|"167.0000"|"84000.0000"|"167.0000"|""
"03-0363251"|"STOWE SWIMMERS FOUNDATION LTD, D/B/A THE SWIMMING HOLE"|"1124456"|""|""|""|"5853142.0000"|""|""|""|""|"6364325.0000"|"6364325.0000"|"42703.0000"|"390149.0000"|"82655.0000"
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"1124457"|"1290218.0000"|"2942270.0000"|"2044794.0000"|""|""|"1744035.0000"|""|""|"9382413.0000"|"10019153.0000"|""|""|"1997836.0000"
"04-2105854"|"WORLD PEACE FOUNDATION"|"1124458"|""|"7312628.0000"|""|""|""|""|"94496.0000"|"9626553.0000"|"17817711.0000"|"17817711.0000"|"4095.0000"|""|"784034.0000"
"04-2944189"|"McLane/Harper Charitable Foundation Inc"|"1124459"|""|"20443706.0000"|""|""|""|"3323587.0000"|""|""|"15471293.0000"|"24467689.0000"|"15471293.0000"|""|"700396.0000"
"04-2947276"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"1124460"|""|"14372.0000"|"2030647.0000"|""|""|"243998.0000"|""|"0.0000"|"2250606.0000"|"2318347.0000"|"42700.0000"|"23353.0000"|"5977.0000"
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"1124461"|""|"1432297.0000"|""|""|""|"150000.0000"|""|""|"1541764.0000"|"1745648.0000"|"0.0000"|""|"163351.0000"
"04-6035480"|"SHERBORN WIDOWS AND ORPHANS BENEVOLENT SOCIETY"|"1124462"|"32993.0000"|"280409.0000"|""|""|""|""|""|""|"332987.0000"|"332987.0000"|"0.0000"|""|"19585.0000"
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|"1125096"|""|""|""|""|""|"13114946.0000"|""|""|"10809931.0000"|"13263842.0000"|"0.0000"|"148896.0000"|""
"01-0212437"|"MCARTHUR HOME FOR AGED PEOPLE ASSN."|"1125099"|"119240.0000"|"2106059.0000"|"508408.0000"|"4406667.0000"|""|""|"0.0000"|""|"5936414.0000"|"7242464.0000"|"0.0000"|"4850.0000"|"97240.0000"
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10 -101230022400"|"1125198"|""|""|""|""|""|"7150962.0000"|""|""|"5341319.0000"|"7150962.0000"|""|""|""
"04-2947391"|"THE C JEAN & MYLES MCDONOUGH CHARITABLE FOUNDATION"|"1125199"|"228990.0000"|"1278051.0000"|"147456.0000"|""|""|"235470.0000"|""|"110.0000"|"6474117.0000"|"2178914.0000"|"0.0000"|""|"288837.0000"
"04-3619122"|"THE SPENCE FAMILY FOUNDATION"|"1125200"|""|""|""|""|""|"568016.0000"|""|""|"576840.0000"|"597066.0000"|"0.0000"|"-6.0000"|"29056.0000"
"04-6046756"|"ROWLAND FOUNDATION"|"1125201"|""|"19105774.0000"|"8333863.0000"|""|""|"774735.0000"|""|""|"26069366.0000"|"29477242.0000"|"1516.0000"|"1232424.0000"|""
"04-6053295"|"LOUIS E WOLFSON FOUNDATION"|"1125202"|""|""|""|""|""|"16564516.0000"|""|""|"18549530.0000"|"16634017.0000"|"44055.0000"|"35717.0000"|"32618.0000"
