"C_EIN"|"C_Org_Name"|"QUAL_DIST_XIII"|"EXCESS_DIST_CORPUS_XIII"|"EXCESS_DIST_CUR_YR_XIII"|"EXCESS_DIST_NEXT_YR_XIII"|"XML_DOCUMENT_ID"
"01-6149204"|"OLIVE A COATES CHARITABLE TRUST"|"91008.0000"|""|""|""|"1473771"
"03-0337672"|"WYMAN EVERETT H. TR B MEM FD 43V189015"|""|""|""|"18365.0000"|"1473772"
"03-0514974"|"THE WARREN & BERNICE HENSEL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"17129.0000"|"1473774"
"03-6047004"|"ARTHUR H. SCOTT MEM VOL TRUST -CHITT 43C039013"|""|"287.0000"|"287.0000"|"13210.0000"|"1473775"
"04-2104372"|"LATHROP HOME"|""|""|""|""|"1473776"
"04-2136910"|"JOSEPHINE G. RUSSELL TRUST"|"395207.0000"|"0.0000"|"0.0000"|"0.0000"|"1473777"
"04-3071209"|"THE ROWE FOUNDATION, INC"|""|""|""|"342132.0000"|"1473778"
"04-3177775"|"Day Pitney, LLP"|""|"6051.0000"|"6051.0000"|"222062.0000"|"1473779"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"0.0000"|"304501.0000"|"304501.0000"|"325616.0000"|"1473780"
"04-3366804"|"Triton Foundation"|""|""|""|""|"1473781"
"04-3370400"|"THE ROGER AND MARNA LANDAY CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"27145.0000"|"1473782"
"04-3397500"|"HUNT ALTERNATIVES FUND"|""|""|""|""|"1473783"
"04-3426100"|"THE GORON E. AND MAY R. CADWGAN CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"40912.0000"|"1473784"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|"48304.0000"|""|""|"0.0000"|"1473785"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"277221.0000"|"1473786"
"04-3542100"|"THE REEDER FOUNDATION"|""|""|""|"2449254.0000"|"1473787"
"04-6017700"|"Eaton Foundation"|""|""|""|"124293.0000"|"1473788"
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|"0.0000"|"0.0000"|"0.0000"|"2989.0000"|"1473789"
"04-6033804"|"GRACE C B STEBBINS TUA"|"97680.0000"|""|""|""|"1473790"
"04-6048472"|"OXFORD FUND INC."|"0.0000"|"0.0000"|"0.0000"|"57486.0000"|"1473791"
"04-6058104"|"William B Rice Aid Fund Inc"|""|""|""|"19581.0000"|"1473792"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|""|""|""|"4734074.0000"|"1473793"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|"77517.0000"|"0.0000"|"0.0000"|"0.0000"|"1473794"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"111392.0000"|""|""|""|"1473795"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1742479.0000"|"1473796"
"04-6883004"|"CLOVELLY CHARITABLE TRUST PHILIP T. CHAPLIN ET AL TRUSTEES"|"40063.0000"|"0.0000"|"0.0000"|"0.0000"|"1473797"
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"54488.0000"|"0.0000"|"0.0000"|"0.0000"|"1473798"
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"24777.0000"|"0.0000"|"0.0000"|"0.0000"|"1474320"
"04-3122206"|"DUSKY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3371260.0000"|"1474322"
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|"13303.0000"|""|""|""|"1474323"
"04-6021172"|"NELSON & GERTRUDE HIBBARD TUA"|"75273.0000"|""|""|""|"1474324"
"04-6033910"|"LEWIS & FRANCIS TIFFT TUA-SPRING"|"102956.0000"|""|""|""|"1474326"
"04-6036706"|"JOHN W BOYNTON FUND"|""|""|""|"52821.0000"|"1474327"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|""|""|""|"360223.0000"|"1474328"
"04-6590209"|"EARLE A GRISWOLD TUA-ST PAUL"|"69209.0000"|""|""|""|"1474329"
"04-6788009"|"ST MARY'S & ROCKESTER METH HOSP"|"52766.0000"|""|""|""|"1474330"
"04-3469581"|"LLH/LHM FOUNDATION MARY & MARGARET BAIRD, TRUSTEES"|"35468.0000"|"0.0000"|"0.0000"|"0.0000"|"1474739"
"01-0421912"|"Fore River Foundation"|""|""|""|"1046909.0000"|"1474867"
"02-0807885"|"Nova foundation, Inc."|"1721.0000"|"0.0000"|"0.0000"|"5223.0000"|"1474868"
"04-2714713"|"THE GUND ART FOUNDATION"|""|""|""|""|"1474869"
"04-3727883"|"THE GUMBO FOUNDATION"|"140187.0000"|""|""|""|"1474870"
"01-0744113"|"MCCULLOUGH FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"101440.0000"|"1475940"
"02-0762912"|"THE GRAGG FOUNDATION"|"99806.0000"|"0.0000"|"0.0000"|"0.0000"|"1475948"
"02-6003982"|"HELEN BLAKE GILE TR"|"109858.0000"|""|""|""|"1475949"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"7312.0000"|""|""|""|"1475951"
"03-6006013"|"THE COPLEY FUND"|"56562.0000"|"0.0000"|"0.0000"|"0.0000"|"1475954"
"04-2121312"|"COOLIDGE HILL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"389523.0000"|"1475957"
"04-3109508"|"Frank R. and Elizabeth Simoni Foundation Inc."|"176153.0000"|"0.0000"|"0.0000"|"0.0000"|"1475965"
"04-3243114"|"THE CREIGHTON NARADA FOUNDATION"|"329480.0000"|"0.0000"|"0.0000"|"0.0000"|"1475966"
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|"0.0000"|"0.0000"|"0.0000"|"3272707.0000"|"1475967"
"04-3368611"|"THE CROZIER FAMILY CHARITABLE FOUNDATION"|"58534.0000"|""|""|""|"1475968"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"82945.0000"|""|""|""|"1475969"
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|"36175.0000"|""|""|"0.0000"|"1475973"
"04-3542811"|"The Tiedemann Foundation"|"4511.0000"|""|""|""|"1475974"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"0.0000"|"6397.0000"|"6397.0000"|"1952.0000"|"1475978"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"41115.0000"|"0.0000"|"0.0000"|"0.0000"|"1475979"
"04-6660214"|"THE ORCHARD FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3264861.0000"|"1475980"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"0.0000"|"18535.0000"|"18535.0000"|"39920.0000"|"1475981"
"04-6896914"|"NOVACK FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"417443.0000"|"1475982"
"03-6112076"|"BOYER FAMILY FOUNDATION"|""|""|""|"24297.0000"|"1478997"
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|""|""|""|"82889.0000"|"1479046"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|""|"37342.0000"|"37342.0000"|"164346.0000"|"1479047"
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|"40380.0000"|""|""|""|"1479048"
"01-0854918"|"Oreggia Family Foundation"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1479049"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"36332.0000"|""|""|""|"1479052"
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|""|""|""|"101528.0000"|"1479053"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"78248.0000"|"0.0000"|"0.0000"|"0.0000"|"1479054"
"02-6175078"|"THISTLE & ROSE FOUNDATION"|"75083.0000"|"0.0000"|"0.0000"|"0.0000"|"1479055"
"03-0466977"|"HEALY FOUNDATION"|"747365.0000"|"0.0000"|"0.0000"|"0.0000"|"1479056"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"794.0000"|"0.0000"|"0.0000"|"0.0000"|"1479059"
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|""|"8280.0000"|"8280.0000"|"17022.0000"|"1479061"
"04-2748787"|"KENDRICK FOUNDATION"|""|""|""|"17906.0000"|"1479062"
"04-2991588"|"Alfred Campanelli Charitable Foundation"|""|""|""|"144272.0000"|"1479063"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|""|"0.0000"|"0.0000"|"35545.0000"|"1479064"
"04-3294086"|"THE KRUPP FOUNDATION"|""|""|""|"874308.0000"|"1479065"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|""|"16198.0000"|"16198.0000"|"2305.0000"|"1479067"
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|""|""|""|"287296.0000"|"1479068"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|""|""|""|""|"1479069"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"11786.0000"|""|""|""|"1479070"
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"458158.0000"|""|""|""|"1479071"
"04-6115419"|"Eastman Charitable Foundation"|"71200.0000"|""|""|""|"1479072"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"25022.0000"|"0.0000"|"0.0000"|"0.0000"|"1479073"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"0.0000"|"0.0000"|"0.0000"|"31732.0000"|"1479074"
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|""|""|""|""|"1479075"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"25645.0000"|""|""|""|"1479076"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"40231.0000"|"1479078"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"93874.0000"|""|""|"0.0000"|"1480566"
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"0.0000"|"2158.0000"|"2158.0000"|"0.0000"|"1480569"
"04-3235379"|"Poduska Family Foundation Inc"|"0.0000"|"0.0000"|"0.0000"|"976350.0000"|"1480570"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|""|""|""|"96304.0000"|"1480571"
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|""|""|""|"81639.0000"|"1480572"
"04-3535723"|"GANSETT FOUNDATION"|"0.0000"|"67646.0000"|"67646.0000"|"1298428.0000"|"1480573"
"04-6067779"|"ANSIN FOUNDATION"|"240808.0000"|"0.0000"|"0.0000"|"0.0000"|"1480574"
"04-6126323"|"CLIOT I AND RUTH SNIDER CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"56205.0000"|"1480575"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"366861.0000"|"0.0000"|"0.0000"|"0.0000"|"1480577"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"761543.0000"|"1480578"
"03-0533223"|"GALANTA FOUNDATION, INC"|"0.0000"|"0.0000"|"0.0000"|"2755561.0000"|"1481874"
"01-0789717"|"THE ANGEL FOUNDATION"|"0.0000"|"301665.0000"|"301665.0000"|"1317572.0000"|"1482226"
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|"56577.0000"|""|""|""|"1482228"
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|"9674.0000"|""|""|""|"1482242"
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"290297.0000"|"0.0000"|"0.0000"|"0.0000"|"1482243"
"01-6010120"|"JAMES A TAYLOR OSTEOPATHIC HOSP"|"42643.0000"|""|""|""|"1482244"
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|""|"4070.0000"|"4070.0000"|"19260.0000"|"1482245"
"01-6048187"|"F ROGER MILLER TRUST"|"32775.0000"|""|""|""|"1482246"
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"6184.0000"|""|""|""|"1482248"
"02-6065480"|"KEITH HENNEY TRUST"|"5196.0000"|""|""|""|"1482249"
"04-3042476"|"RALPH & HELEN KELLEY FDN"|"340227.0000"|""|""|""|"1482253"
"04-3130418"|"NORTON PUBLIC LIBRARY"|"56686.0000"|""|""|""|"1482254"
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"10323921.0000"|"1482255"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|""|""|""|"1018088.0000"|"1482257"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"53233.0000"|""|""|""|"1482259"
"04-6019020"|"T WALTER CARMAN TUW-SHRINERS"|"188012.0000"|""|""|""|"1482260"
"04-6019078"|"BELLE T SMITH TUW"|""|""|""|"127285.0000"|"1482261"
"04-6019079"|"GEORGE WALTER VINCENT SMITH TUW"|""|""|""|"77629.0000"|"1482262"
"04-6019085"|"ETHAN TAYLOR TUW-BENEVOLENT"|""|""|""|"16587.0000"|"1482263"
"04-6019088"|"WILLIAM B WALKER TUW"|"130528.0000"|""|""|""|"1482264"
"04-6019113"|"LOUISE G PEASE B/O BAYSTATE MED"|"90230.0000"|""|""|""|"1482265"
"04-6019184"|"GRACE H NOYES"|"89057.0000"|""|""|"55156.0000"|"1482266"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"56220.0000"|""|""|""|"1482268"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|""|""|""|"69565.0000"|"1482269"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"276417.0000"|""|""|""|"1482270"
"04-6028223"|"JOHN H SANDERSON TUW"|""|""|""|"131431.0000"|"1482271"
"04-6033808"|"HERVEY L SMITH TUA"|"205287.0000"|""|""|""|"1482272"
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|"97147.0000"|""|""|""|"1482273"
"04-6050818"|"EDNA TALBOT FOR NEW ENGLAND HOME"|"308878.0000"|""|""|""|"1482274"
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|""|"3793.0000"|"3793.0000"|"16297.0000"|"1482275"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"30005.0000"|""|""|""|"1482277"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|""|"8658.0000"|"8658.0000"|""|"1482278"
"04-6136011"|"JAMES B CORCORAN TUW"|""|""|""|"131488.0000"|"1482279"
"04-6136421"|"MATILDA L HEYDT TUW"|"158951.0000"|""|""|""|"1482280"
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"54413.0000"|""|""|""|"1482281"
"04-6232521"|"GRACE C JORDAN TUA"|"121745.0000"|""|""|""|"1482282"
"04-6266114"|"WILLIAM HOSIER T/U/W"|"12045.0000"|""|""|""|"1482283"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|""|""|""|""|"1482284"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"231701.0000"|""|""|""|"1482285"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"280358.0000"|""|""|""|"1482286"
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"61957.0000"|""|""|""|"1482287"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"16871.0000"|""|""|""|"1482288"
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"15645.0000"|""|""|""|"1482289"
"04-6427501"|"CHRISTINE L BECK T/U/A"|"145490.0000"|""|""|""|"1482290"
"04-6446179"|"BROOKS GRACE E TRUST"|"90548.0000"|""|""|""|"1482291"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"17611.0000"|""|""|""|"1482292"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"23282.0000"|""|""|""|"1482293"
"04-6643614"|"MILDRED E GATES T/U/W"|"31343.0000"|""|""|""|"1482294"
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|"15734.0000"|""|""|""|"1482295"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"467459.0000"|""|""|""|"1482296"
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|""|"19695.0000"|"19695.0000"|"92826.0000"|"1482298"
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|""|""|""|"501378.0000"|"1484899"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"768731.0000"|""|""|""|"1484926"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|""|""|""|"7649684.0000"|"1484927"
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"0.0000"|"10844.0000"|"10844.0000"|"12553.0000"|"1484928"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"21476.0000"|"1484929"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|""|""|""|""|"1484930"
"04-3133703"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|"0.0000"|"966.0000"|"966.0000"|"69500.0000"|"1484931"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|""|""|""|"205976.0000"|"1484932"
"04-3541108"|"EPKER-SINHA FOUNDATION"|"436443.0000"|""|""|"0.0000"|"1484933"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"0.0000"|"4358.0000"|"4358.0000"|"0.0000"|"1484935"
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3887398.0000"|"1484936"
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"0.0000"|"89319.0000"|"89319.0000"|"4846.0000"|"1487011"
"01-0556625"|"MAAK FOUNDATION"|""|""|""|"623772.0000"|"1487012"
"04-2632222"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"166255.0000"|"1487013"
"04-2670128"|"MELVIN AND RYNA COHEN FOUNDATION"|"0.0000"|"2807.0000"|"2807.0000"|"967.0000"|"1487014"
"04-3602929"|"NORTH CAROLINA SCIENCE, MATHEMATICS, AND TECHNOLOGY EDUCATION CENTER, INC."|""|""|""|"426432.0000"|"1487015"
"01-0525593"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|""|"6848.0000"|""|"134944.0000"|"1487089"
"01-6145027"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"76890.0000"|"0.0000"|"0.0000"|"0.0000"|"1487092"
"02-0573327"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"205101.0000"|"1487094"
"02-6005022"|"MARTIN CHARITABLE MEMORIAL FUND"|"31653.0000"|""|""|""|"1487096"
"02-6060525"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|"46591.0000"|""|""|""|"1487098"
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"9467.0000"|"0.0000"|"0.0000"|"0.0000"|"1487099"
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"121664.0000"|""|""|""|"1487100"
"03-0330527"|"FRANK M. AND OLIVE F. GILMAN FOUNDATION"|"0.0000"|"22256.0000"|"22256.0000"|"628343.0000"|"1487101"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"19490088.0000"|"1487102"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION, INC."|""|""|""|"645288.0000"|"1487103"
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|""|""|""|""|"1487104"
"03-6111428"|"KAUFMAN FAMILY FOUNDATION STACEY GERRISH, JENIFER MATHIEU & CFSG"|""|"8700.0000"|"8700.0000"|"3293.0000"|"1487105"
"04-2121325"|"UNITED FUND & CONCIL OF GREATER LYNN, INC."|""|""|""|"56737.0000"|"1487107"
"04-2716893"|"FOLEY HOAG FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"398101.0000"|"1487108"
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|""|""|""|"24098.0000"|"1487109"
"04-2979426"|"THE BEAUCOURT FOUNDATION, INC"|""|""|""|"708235.0000"|"1487110"
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|"0.0000"|"0.0000"|"0.0000"|"3138498.0000"|"1487112"
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|""|""|""|"288348.0000"|"1487113"
"04-3296725"|"THE ERIC & BARBARA CARLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1314860.0000"|"1487114"
"04-3338927"|"HAZARD FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"129365.0000"|"1487115"
"04-3371223"|"Douglas Drane Charitable Trust"|"0.0000"|"0.0000"|"0.0000"|"140006.0000"|"1487117"
"04-3533126"|"Wechsler Family Foundation"|""|"2383.0000"|"2383.0000"|"133330.0000"|"1487120"
"04-3541593"|"THE DOWNS FOUNDATION"|""|""|""|"1935567.0000"|"1487121"
"04-3551989"|"Barbara Delinsky Charitable Foundation"|""|""|""|"100000.0000"|"1487122"
"04-3560389"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|"16883.0000"|"0.0000"|"0.0000"|"0.0000"|"1487123"
"04-3574891"|"MESSIER-COSTAIN FOUNDATION 43M135018"|"51296.0000"|""|""|""|"1487124"
"04-3778128"|"The Ideker Family Foundation"|"114998.0000"|"0.0000"|"0.0000"|"0.0000"|"1487128"
"04-3801691"|"EISZNER FAMILY FOUNDATION"|"74180.0000"|"0.0000"|"0.0000"|"0.0000"|"1487129"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"54330.0000"|"1487130"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|""|""|""|""|"1487131"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"0.0000"|""|""|"70248.0000"|"1487132"
"04-6050419"|"Albert H & Reuben S Stone Fund"|""|"50704.0000"|"50704.0000"|"136131.0000"|"1487133"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|""|""|""|""|"1487134"
"04-6056824"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|"0.0000"|"161272.0000"|"161272.0000"|"634997.0000"|"1487135"
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"114562.0000"|""|""|""|"1487136"
"04-6079522"|"R ELAINE CROSTON T/U/W"|"17619.0000"|""|""|""|"1487137"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"3180.0000"|"0.0000"|"0.0000"|"2207.0000"|"1487138"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|""|""|""|""|"1487139"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"52338.0000"|""|""|""|"1487140"
"04-6145922"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|"0.0000"|"10745.0000"|"10745.0000"|"30973.0000"|"1487141"
"04-6193022"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|""|"1147.0000"|"1147.0000"|"2162.0000"|"1487142"
"04-6607624"|"LOU H WILLEKE TUW"|"119232.0000"|""|""|""|"1487143"
"04-6771029"|"BELL FAMILY FOUNDATION"|"242935.0000"|"0.0000"|"0.0000"|"0.0000"|"1487144"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"0.0000"|"33183.0000"|"33183.0000"|"207507.0000"|"1487145"
"04-6861522"|"WILSON CARUSO CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"49555.0000"|"1487146"
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUDNATION"|""|""|""|"3514799.0000"|"1489139"
"02-0534833"|"BINZER ISADORE FUND T/A 102-0409642"|""|""|""|"162954.0000"|"1489140"
"03-0326934"|"Carris Corporate Foundation"|""|"0.0000"|"0.0000"|"105857.0000"|"1489141"
"04-6017426"|"A.C. Ratshesky Foundation"|""|"57478.0000"|"57478.0000"|"34981.0000"|"1489148"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"30112.0000"|""|""|""|"1489149"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"41940.0000"|""|""|""|"1489150"
"04-6023194"|"NELSON M BAKER T/U/W"|"8665.0000"|""|""|""|"1489151"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"44463.0000"|""|""|""|"1489152"
"04-6026094"|"GEORGINA B WEST U/W"|"299529.0000"|""|""|""|"1489154"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"0.0000"|"0.0000"|"0.0000"|"213285.0000"|"1489155"
"04-6064025"|"THE ROSS WEBB FUND"|"72475.0000"|""|""|""|"1489157"
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|"16206.0000"|""|""|""|"1489158"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|""|"4045.0000"|"4045.0000"|"31228.0000"|"1489159"
"04-6232529"|"MAY B SADOWSKI TUI"|""|""|""|"108987.0000"|"1489160"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"29061.0000"|""|""|""|"1489161"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"11823.0000"|""|""|""|"1489162"
"04-6555493"|"ANGELO H VERGOBBI T/U/I"|"15085.0000"|""|""|"6369.0000"|"1489164"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"19201.0000"|""|""|""|"1489165"
"04-6678724"|"ANDREWS TR FUND-CHARITABLE SHS"|"10771.0000"|""|""|""|"1489166"
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"384685.0000"|"1489167"
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|""|""|""|"152045.0000"|"1491447"
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|""|"23890.0000"|"23890.0000"|"26300.0000"|"1491448"
"01-0643285"|"MWH CARING FOUNDATION, INC."|"5102.0000"|""|""|"0.0000"|"1491452"
"01-0810723"|"HARRY M MIRIAM C WILL C HORTON F"|"273427.0000"|""|""|""|"1491454"
"02-0497577"|"HNH FOUNDATION, INC."|"1148119.0000"|"0.0000"|"0.0000"|"0.0000"|"1491456"
"02-6005885"|"THE BARKER FOUNDATION INC."|"57219.0000"|"0.0000"|"0.0000"|"0.0000"|"1491458"
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|"0.0000"|"0.0000"|"5157.0000"|"43315.0000"|"1491459"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|"56672.0000"|""|""|""|"1491460"
"03-0536676"|"THE V & L MARX FOUNDATION"|"3367861.0000"|"0.0000"|"0.0000"|"0.0000"|"1491463"
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|""|""|""|"265263.0000"|"1491465"
