"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FMV_NON_CHAR_TOTAL"|"NET_NON_CHAR"|"MIN_INVEST_RETURN"
"01-0553351"|"DANCING TIDES FOUNDATION, INC."|"1444109"|"29615782.0000"|"29171545.0000"|"1458577.0000"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1444194"|"3664617.0000"|"3609648.0000"|"180482.0000"
"04-6635207"|"KENNETH S. DONNELL TRUST"|"1444195"|"554598.0000"|"546279.0000"|"27314.0000"
"01-6017321"|"KEY BANK - CENTRAL MAINE FDN 10-101230297402"|"1444615"|"1015876.0000"|"1000638.0000"|"50032.0000"
"01-6180869"|"ALICE A PAXTON CHARITABLE TRUST"|"1444616"|"3371022.0000"|"3320457.0000"|"166023.0000"
"02-6003957"|"RUSSELL T & OLIVE V BARTLETT TRUST 3020000764"|"1444644"|"778455.0000"|"766778.0000"|"38339.0000"
"03-6010574"|"Lamson Howell Foundation Inc"|"1444680"|"68805.0000"|"67773.0000"|"3389.0000"
"04-2105771"|"THE LOWELL INSTITUTE"|"1444692"|"40515994.0000"|"39908254.0000"|"1995413.0000"
"04-3303760"|"WEBSTER FIVE FOUNDATION, INC."|"1444764"|"33246.0000"|"32747.0000"|"1637.0000"
"04-6012091"|"EARLE P. CHARLTON TRUST"|"1444785"|"2537587.0000"|"2499523.0000"|"124976.0000"
"04-6047957"|"HAVERHILL FEMALE BENEVOLENT SOCIETY"|"1444786"|"641616.0000"|"631992.0000"|"31600.0000"
"04-6171963"|"HORACE C HUNT MEMORIAL FOUNDATION"|"1444800"|"4148369.0000"|"4086143.0000"|"204307.0000"
"04-6384983"|"GEORGE H & JANE A MIFFLIN MEMORIAL FUND 15005012"|"1444801"|"34783972.0000"|"34262212.0000"|"1713111.0000"
"04-6528085"|"LEONARD & HILDA KAPLAN CHARITABLE FOUNDATION"|"1444803"|"12176303.0000"|"11993658.0000"|"599683.0000"
"01-0265587"|"HIGHER EDUCATION ASSISTANCE FOUNDATION"|"1449793"|"245461.0000"|"241779.0000"|"12089.0000"
"01-0485964"|"JANET H & C HARRY KNOWLES FOUNDATION INC A/K/A KNOWLES SCIENCE TEACHING FD INC"|"1449799"|"70037005.0000"|"68986450.0000"|"3449323.0000"
"01-0852699"|"TABAT FAMILY FOUNDATION INC"|"1449810"|"458446.0000"|"451569.0000"|"22578.0000"
"01-6007022"|"LEVEY, A S PERP FOUNDATION 10 -242000367720"|"1449812"|"1066605.0000"|"1050606.0000"|"52530.0000"
"01-6009168"|"KING SPRUCE COMPANY"|"1449813"|"5751306.0000"|"5665036.0000"|"283252.0000"
"03-0363251"|"STOWE SWIMMERS FOUNDATION LTD, D/B/A THE SWIMMING HOLE"|"1449844"|"501686.0000"|"494161.0000"|"24708.0000"
"03-6004866"|"Cone Automatic Machine"|"1449852"|"942258.0000"|"928124.0000"|"46406.0000"
"04-2104694"|"MARBLEHEAD FEMALE HUMANE SOCIETY INC"|"1449858"|"2604801.0000"|"2565729.0000"|"128286.0000"
"04-2752515"|"CHAMBERLAIN FOUNDATION"|"1449882"|"1425419.0000"|"1404038.0000"|"70202.0000"
"04-2947391"|"THE C JEAN & MYLES MCDONOUGH CHARITABLE FOUNDATION"|"1449887"|"2123717.0000"|"2091861.0000"|"104593.0000"
"04-3107591"|"Harold and Anna S. Ullian Charitable Foundation"|"1449892"|"2911307.0000"|"2867637.0000"|"143382.0000"
"04-3134266"|"JOHN & SONIA LINGOS FAMILY FOUNDATION INC"|"1449893"|"5675169.0000"|"5590041.0000"|"279502.0000"
"04-6050139"|"FP Worthen Foundation"|"1449915"|"1121164.0000"|"1104347.0000"|"55217.0000"
"04-6552121"|"C.J.L. CHARITABLE FOUNDATION"|"1449919"|"5149371.0000"|"5072130.0000"|"253607.0000"
"04-6772317"|"LEBLANG CHARITABLE FOUNDATION DAVID B LEBLANG TRUSTEE"|"1449921"|"609052.0000"|"599916.0000"|"29996.0000"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1452467"|"3261091.0000"|"3212175.0000"|"160609.0000"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"1452468"|"2727994.0000"|"2687074.0000"|"134354.0000"
"04-6694692"|"THE POUNDATION FOR AN AMERICAN VISION"|"1452726"|"4154482.0000"|"4092165.0000"|"204608.0000"
"04-6091333"|"BUSIEL FRANK E TR U/WILL"|"1454064"|"1114539.0000"|"1097821.0000"|"54891.0000"
"04-6185933"|"BAILEY FREDERICK A TR U/WILL"|"1454065"|"1522696.0000"|"1499856.0000"|"74993.0000"
"04-2940520"|"The Cornerstone Foundation"|"1454075"|"72872.0000"|"71779.0000"|"3589.0000"
"04-3173231"|"ROBERT AND MOLLY TARR CHARITABLE FOUNDATION"|"1454770"|"3770905.0000"|"3714341.0000"|"185717.0000"
"04-6006506"|"BOSTON FATHERLESS & WIDOS SOCIETY"|"1454822"|"7026010.0000"|"6920620.0000"|"346031.0000"
"04-6046756"|"ROWLAND FOUNDATION INC."|"1454823"|"31044922.0000"|"30579248.0000"|"1528962.0000"
"04-6470644"|"NEW BALANCE FOUNDATION"|"1454839"|"120152503.0000"|"118350215.0000"|"5917511.0000"
"04-6036558"|"Amelia Peabody Foundation"|"1460134"|"158035781.0000"|"155665244.0000"|"7783262.0000"
"04-2103958"|"THE CAMBRIDGE HOMES"|"1460189"|"20737890.0000"|"20426822.0000"|"1021341.0000"
"04-3444155"|"The Don & Manlyn Rodman Foundation"|"1460203"|"1786532.0000"|"1759734.0000"|"87987.0000"
"03-0368595"|"BEN COHEN CHARITABLE TRUST"|"1462965"|"4462311.0000"|"4395376.0000"|"219769.0000"
"01-6027394"|"MARGARET J S KENNEDY TRUST"|"1470851"|"326904.0000"|"322000.0000"|"16100.0000"
"01-0537471"|"Planet Dog Foundation"|"1472533"|"457875.0000"|"451007.0000"|"22550.0000"
"04-3492171"|"The Adi and Jerry Greenberg Foundation"|"1472534"|"8307259.0000"|"8182650.0000"|"409133.0000"
"04-3812871"|"KRUPP FAMILY FOUNDATION"|"1472535"|"3015230.0000"|"2970002.0000"|"148500.0000"
"01-6136971"|"ALBERT H. YOUNG BANGOR SAVINGS BANK TRUSTEE"|"1473198"|"896329.0000"|"882884.0000"|"44144.0000"
"02-0516305"|"LYMAN B POPE JR FOUNDATION"|"1473200"|"446047.0000"|"439356.0000"|"21968.0000"
"02-6004471"|"SAMUEL P. HUNT FOUNDATION"|"1473201"|"11222562.0000"|"11054224.0000"|"552711.0000"
"02-6004971"|"AGNES M. LINDSAY TRUST"|"1473202"|"23571309.0000"|"23217739.0000"|"1160887.0000"
"03-0277007"|"RAYMOND & LORRAINE LETOURNEAU EDUCATIONAL FOUNDATION"|"1473203"|"259626.0000"|"255732.0000"|"12787.0000"
"04-3342405"|"SALEM FIVE CHARITABLE FOUNDATION, INC."|"1473204"|"1392741.0000"|"1371850.0000"|"68593.0000"
"04-6016107"|"MILTON L. WILLIAMS TRUST UW EASTERN BANK TRUSTEE"|"1473206"|"386443.0000"|"380646.0000"|"19032.0000"
"04-6019105"|"FREDERICK H GILLETT TUW-YMCA"|"1473207"|"5332405.0000"|"5252419.0000"|"262621.0000"
"04-6024405"|"WILHELMINA W JACKSON T/U/W"|"1473208"|"8418127.0000"|"8291855.0000"|"414593.0000"
"04-6038871"|"IM WESTFIELD ACADEMY"|"1473209"|"2302484.0000"|"2267947.0000"|"113397.0000"
"04-6139771"|"HOWARD A WEAVER-BEXLEY HALL SEM"|"1473210"|"2172223.0000"|"2139640.0000"|"106982.0000"
"04-6437271"|"NATHANIEL WHEELER T/U/A-WORC"|"1473212"|"1503894.0000"|"1481336.0000"|"74067.0000"
"04-6479105"|"PAGE MILDRED & CHARLES TRUST"|"1473213"|"2012833.0000"|"1982641.0000"|"99132.0000"
"04-6712607"|"ROBERT RIMMELE SCHOLARSHIP FD"|"1473214"|"308807.0000"|"304175.0000"|"15209.0000"
"04-6829607"|"MARION N ROAF T/U/A"|"1473215"|"3181523.0000"|"3133800.0000"|"156690.0000"
"04-3183600"|"Stride Rite Philanthropic Foundation Inc."|"1473720"|"902535.0000"|"888997.0000"|"44450.0000"
"01-6149204"|"OLIVE A COATES CHARITABLE TRUST"|"1473771"|"5013164.0000"|"4937967.0000"|"246898.0000"
"03-0337672"|"WYMAN EVERETT H. TR B MEM FD 43V189015"|"1473772"|"1313818.0000"|"1294111.0000"|"64706.0000"
"03-0514974"|"THE WARREN & BERNICE HENSEL FOUNDATION"|"1473774"|"451982.0000"|"445202.0000"|"22260.0000"
"03-6047004"|"ARTHUR H. SCOTT MEM VOL TRUST -CHITT 43C039013"|"1473775"|"1401398.0000"|"1380377.0000"|"69019.0000"
"04-2104372"|"LATHROP HOME"|"1473776"|"7943134.0000"|"7823987.0000"|"391199.0000"
"04-2136910"|"JOSEPHINE G. RUSSELL TRUST"|"1473777"|"10004585.0000"|"9854516.0000"|"492726.0000"
"04-3071209"|"THE ROWE FOUNDATION, INC"|"1473778"|"843118.0000"|"830471.0000"|"41524.0000"
"04-3177775"|"Day Pitney, LLP"|"1473779"|"2833757.0000"|"2791251.0000"|"139563.0000"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"1473780"|"44157125.0000"|"43494768.0000"|"2174738.0000"
"04-3366804"|"Triton Foundation"|"1473781"|"1309724.0000"|"1290078.0000"|"64504.0000"
"04-3370400"|"THE ROGER AND MARNA LANDAY CHARITABLE FOUNDATION"|"1473782"|"1736081.0000"|"1710040.0000"|"85502.0000"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"1473783"|"2944758.0000"|"2900587.0000"|"145029.0000"
"04-3426100"|"THE GORON E. AND MAY R. CADWGAN CHARITABLE FOUNDATION"|"1473784"|"1981437.0000"|"1951715.0000"|"97586.0000"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|"1473785"|"21360241.0000"|"21039837.0000"|"1051992.0000"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"1473786"|"9146906.0000"|"9009702.0000"|"450485.0000"
"04-3542100"|"THE REEDER FOUNDATION"|"1473787"|"17593478.0000"|"17329576.0000"|"866479.0000"
"04-6017700"|"Eaton Foundation"|"1473788"|"20307.0000"|"1587488.0000"|"79374.0000"
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|"1473789"|"344213.0000"|"339050.0000"|"16953.0000"
"04-6033804"|"GRACE C B STEBBINS TUA"|"1473790"|"2435282.0000"|"2398753.0000"|"119938.0000"
"04-6048472"|"OXFORD FUND INC."|"1473791"|"1447652.0000"|"1425937.0000"|"71297.0000"
"04-6058104"|"William B Rice Aid Fund Inc"|"1473792"|"1059868.0000"|"1043970.0000"|"52199.0000"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|"1473793"|"54207721.0000"|"53394605.0000"|"2669730.0000"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|"1473794"|"1654239.0000"|"1629425.0000"|"81471.0000"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"1473795"|"2675836.0000"|"2635698.0000"|"131785.0000"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"1473796"|"15710448.0000"|"15474791.0000"|"773740.0000"
"04-6883004"|"CLOVELLY CHARITABLE TRUST PHILIP T. CHAPLIN ET AL TRUSTEES"|"1473797"|"1002938.0000"|"987894.0000"|"49395.0000"
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"1473798"|"1251217.0000"|"1232449.0000"|"61622.0000"
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"1474320"|"1476933.0000"|"1454779.0000"|"72739.0000"
"04-3122206"|"DUSKY FOUNDATION"|"1474322"|"2436218.0000"|"2399675.0000"|"119984.0000"
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|"1474323"|"1574299.0000"|"1550685.0000"|"77534.0000"
"04-6021172"|"NELSON & GERTRUDE HIBBARD TUA"|"1474324"|"1886733.0000"|"1858432.0000"|"92922.0000"
"04-6033910"|"LEWIS & FRANCIS TIFFT TUA-SPRING"|"1474326"|"2468985.0000"|"2431950.0000"|"121598.0000"
"04-6036706"|"JOHN W BOYNTON FUND"|"1474327"|"3960278.0000"|"3900874.0000"|"195044.0000"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"1474328"|"3608150.0000"|"3554028.0000"|"177701.0000"
"04-6590209"|"EARLE A GRISWOLD TUA-ST PAUL"|"1474329"|"1709669.0000"|"1684024.0000"|"84201.0000"
"04-6788009"|"ST MARY'S & ROCKESTER METH HOSP"|"1474330"|"3031427.0000"|"2985956.0000"|"149298.0000"
"04-3469581"|"LLH/LHM FOUNDATION MARY & MARGARET BAIRD, TRUSTEES"|"1474739"|"4134441.0000"|"4072424.0000"|"203621.0000"
"01-0421912"|"Fore River Foundation"|"1474867"|"4980901.0000"|"4906187.0000"|"245309.0000"
"02-0807885"|"Nova foundation, Inc."|"1474868"|"367275.0000"|"361766.0000"|"18088.0000"
"04-2714713"|"THE GUND ART FOUNDATION"|"1474869"|"1127874.0000"|"1110956.0000"|"55548.0000"
"04-3727883"|"THE GUMBO FOUNDATION"|"1474870"|"4954505.0000"|"4880187.0000"|"244009.0000"
"01-0744113"|"MCCULLOUGH FOUNDATION"|"1475940"|"1195465.0000"|"1177533.0000"|"58877.0000"
"02-0762912"|"THE GRAGG FOUNDATION"|"1475948"|"2450744.0000"|"2413983.0000"|"120699.0000"
"02-6003982"|"HELEN BLAKE GILE TR"|"1475949"|"2359350.0000"|"2323960.0000"|"116198.0000"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"1475951"|"1535122.0000"|"1512095.0000"|"75605.0000"
"03-6006013"|"THE COPLEY FUND"|"1475954"|"3922911.0000"|"3864067.0000"|"193203.0000"
"04-2121312"|"COOLIDGE HILL FOUNDATION"|"1475957"|"1256660.0000"|"1237810.0000"|"61891.0000"
"04-3109508"|"Frank R. and Elizabeth Simoni Foundation Inc."|"1475965"|"3837501.0000"|"3779938.0000"|"188997.0000"
"04-3243114"|"THE CREIGHTON NARADA FOUNDATION"|"1475966"|"15035149.0000"|"14809622.0000"|"740481.0000"
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|"1475967"|"1452709.0000"|"1430918.0000"|"71546.0000"
"04-3368611"|"THE CROZIER FAMILY CHARITABLE FOUNDATION"|"1475968"|"1326721.0000"|"1306820.0000"|"65341.0000"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"1475969"|"1932970.0000"|"1903975.0000"|"95199.0000"
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|"1475973"|"973501.0000"|"958898.0000"|"47945.0000"
"04-3542811"|"The Tiedemann Foundation"|"1475974"|"851379.0000"|"838608.0000"|"41930.0000"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1475978"|"1715152.0000"|"1689425.0000"|"84471.0000"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1475979"|"1672654.0000"|"1647564.0000"|"82378.0000"
"04-6660214"|"THE ORCHARD FOUNDATION"|"1475980"|"12619273.0000"|"12429984.0000"|"621499.0000"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1475981"|"1237046.0000"|"1218490.0000"|"60925.0000"
"04-6896914"|"NOVACK FAMILY FOUNDATION"|"1475982"|"1505974.0000"|"1483384.0000"|"74169.0000"
"03-6112076"|"BOYER FAMILY FOUNDATION"|"1478997"|"539020.0000"|"530935.0000"|"26547.0000"
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|"1479046"|"4646516.0000"|"4576818.0000"|"228841.0000"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1479047"|"1075663.0000"|"1059528.0000"|"52976.0000"
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|"1479048"|"1599732.0000"|"1575736.0000"|"78787.0000"
"01-0854918"|"Oreggia Family Foundation"|"1479049"|"10520727.0000"|"10362916.0000"|"518146.0000"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"1479052"|"958382.0000"|"944006.0000"|"47200.0000"
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|"1479053"|"1644493.0000"|"1619826.0000"|"80991.0000"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1479054"|"1745770.0000"|"1719583.0000"|"85979.0000"
"02-6175078"|"THISTLE & ROSE FOUNDATION"|"1479055"|"1755399.0000"|"1729068.0000"|"86453.0000"
"03-0466977"|"HEALY FOUNDATION"|"1479056"|"19503863.0000"|"19211305.0000"|"960565.0000"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"1479059"|"1849318.0000"|"1821578.0000"|"91079.0000"
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1479061"|"2381215.0000"|"2345497.0000"|"117275.0000"
"04-2748787"|"KENDRICK FOUNDATION"|"1479062"|"2065819.0000"|"2034832.0000"|"101742.0000"
"04-2991588"|"Alfred Campanelli Charitable Foundation"|"1479063"|"32288.0000"|"31804.0000"|"1590.0000"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|"1479064"|"481377.0000"|"474156.0000"|"23708.0000"
"04-3294086"|"THE KRUPP FOUNDATION"|"1479065"|"4066767.0000"|"4005765.0000"|"200288.0000"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|"1479067"|"2545073.0000"|"2506897.0000"|"125345.0000"
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|"1479068"|"415810.0000"|"409573.0000"|"20479.0000"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"1479069"|"614308.0000"|"605093.0000"|"30255.0000"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"1479070"|"574748.0000"|"566127.0000"|"28306.0000"
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"1479071"|"10426491.0000"|"10270094.0000"|"513505.0000"
"04-6115419"|"Eastman Charitable Foundation"|"1479072"|"2057227.0000"|"2026357.0000"|"101294.0000"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1479073"|"538809.0000"|"530727.0000"|"26536.0000"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"1479074"|"375551.0000"|"369918.0000"|"18496.0000"
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|"1479075"|"1437698.0000"|"1416133.0000"|"70807.0000"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1479076"|"550460.0000"|"542203.0000"|"27110.0000"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1479078"|"3589074.0000"|"3535238.0000"|"176762.0000"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"1480566"|"2105961.0000"|"2074372.0000"|"103719.0000"
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"1480569"|"5083743.0000"|"5007487.0000"|"250374.0000"
"04-3235379"|"Poduska Family Foundation Inc"|"1480570"|"0.0000"|"0.0000"|"0.0000"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|"1480571"|"282246.0000"|"278012.0000"|"13901.0000"
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|"1480572"|"1152884.0000"|"1135591.0000"|"56780.0000"
"04-3535723"|"GANSETT FOUNDATION"|"1480573"|"3699209.0000"|"3643721.0000"|"182186.0000"
"04-6067779"|"ANSIN FOUNDATION"|"1480574"|"5111032.0000"|"5034367.0000"|"251718.0000"
"04-6126323"|"CLIOT I AND RUTH SNIDER CHARITABLE TRUST"|"1480575"|"1005772.0000"|"990685.0000"|"49534.0000"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"1480577"|"9877732.0000"|"9729566.0000"|"486478.0000"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1480578"|"6769846.0000"|"6668298.0000"|"333415.0000"
"03-0533223"|"GALANTA FOUNDATION, INC"|"1481874"|"184745.0000"|"181974.0000"|"9099.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"1482226"|"125969610.0000"|"124080066.0000"|"6204003.0000"
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|"1482228"|"2537493.0000"|"2499431.0000"|"124972.0000"
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|"1482242"|"631568.0000"|"622094.0000"|"31105.0000"
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"1482243"|"6731736.0000"|"6630760.0000"|"331538.0000"
"01-6010120"|"JAMES A TAYLOR OSTEOPATHIC HOSP"|"1482244"|"2364685.0000"|"2329215.0000"|"116461.0000"
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|"1482245"|"1238889.0000"|"1220306.0000"|"61015.0000"
"01-6048187"|"F ROGER MILLER TRUST"|"1482246"|"783963.0000"|"772204.0000"|"38610.0000"
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"1482248"|"1744293.0000"|"1718129.0000"|"85906.0000"
"02-6065480"|"KEITH HENNEY TRUST"|"1482249"|"628394.0000"|"618968.0000"|"30948.0000"
"04-3042476"|"RALPH & HELEN KELLEY FDN"|"1482253"|"11953124.0000"|"11773827.0000"|"588691.0000"
"04-3130418"|"NORTON PUBLIC LIBRARY"|"1482254"|"1305605.0000"|"1286021.0000"|"64301.0000"
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"1482255"|"32739320.0000"|"32248230.0000"|"1612412.0000"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1482257"|"451569.0000"|"444795.0000"|"22240.0000"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1482259"|"1314062.0000"|"1294351.0000"|"64718.0000"
"04-6019020"|"T WALTER CARMAN TUW-SHRINERS"|"1482260"|"4762496.0000"|"4691059.0000"|"234553.0000"
"04-6019078"|"BELLE T SMITH TUW"|"1482261"|"2608583.0000"|"2569454.0000"|"128473.0000"
"04-6019079"|"GEORGE WALTER VINCENT SMITH TUW"|"1482262"|"1306939.0000"|"1287335.0000"|"64367.0000"
"04-6019085"|"ETHAN TAYLOR TUW-BENEVOLENT"|"1482263"|"186416.0000"|"183620.0000"|"9181.0000"
"04-6019088"|"WILLIAM B WALKER TUW"|"1482264"|"4428017.0000"|"4361597.0000"|"218080.0000"
"04-6019113"|"LOUISE G PEASE B/O BAYSTATE MED"|"1482265"|"2399995.0000"|"2363995.0000"|"118200.0000"
"04-6019184"|"GRACE H NOYES"|"1482266"|"1847923.0000"|"1820204.0000"|"91010.0000"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"1482268"|"5713584.0000"|"5627880.0000"|"281394.0000"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"1482269"|"135313.0000"|"133283.0000"|"6664.0000"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"1482270"|"6955919.0000"|"6851580.0000"|"342579.0000"
"04-6028223"|"JOHN H SANDERSON TUW"|"1482271"|"3876749.0000"|"3818598.0000"|"190930.0000"
"04-6033808"|"HERVEY L SMITH TUA"|"1482272"|"5018387.0000"|"4943111.0000"|"247156.0000"
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|"1482273"|"2355716.0000"|"2320380.0000"|"116019.0000"
"04-6050818"|"EDNA TALBOT FOR NEW ENGLAND HOME"|"1482274"|"7437519.0000"|"7325956.0000"|"366298.0000"
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"1482275"|"2551806.0000"|"2513529.0000"|"125676.0000"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"1482277"|"2077441.0000"|"2046279.0000"|"102314.0000"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"1482278"|"1438501.0000"|"1416923.0000"|"70846.0000"
"04-6136011"|"JAMES B CORCORAN TUW"|"1482279"|"1880018.0000"|"1851818.0000"|"92591.0000"
"04-6136421"|"MATILDA L HEYDT TUW"|"1482280"|"6539745.0000"|"6441649.0000"|"322082.0000"
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"1482281"|"1367314.0000"|"1346804.0000"|"67340.0000"
"04-6232521"|"GRACE C JORDAN TUA"|"1482282"|"3122638.0000"|"3075798.0000"|"153790.0000"
"04-6266114"|"WILLIAM HOSIER T/U/W"|"1482283"|"323458.0000"|"318606.0000"|"15930.0000"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1482284"|"7334737.0000"|"7224716.0000"|"361236.0000"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1482285"|"9845318.0000"|"9697638.0000"|"484882.0000"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1482286"|"7380273.0000"|"7269569.0000"|"363478.0000"
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1482287"|"1425570.0000"|"1404186.0000"|"70209.0000"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1482288"|"1162783.0000"|"1145341.0000"|"57267.0000"
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1482289"|"1875833.0000"|"1847696.0000"|"92385.0000"
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1482290"|"3416107.0000"|"3364865.0000"|"168243.0000"
"04-6446179"|"BROOKS GRACE E TRUST"|"1482291"|"2183910.0000"|"2151151.0000"|"107558.0000"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1482292"|"1570525.0000"|"1546967.0000"|"77348.0000"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1482293"|"543218.0000"|"535070.0000"|"26754.0000"
"04-6643614"|"MILDRED E GATES T/U/W"|"1482294"|"839273.0000"|"826684.0000"|"41334.0000"
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|"1482295"|"438585.0000"|"432006.0000"|"21600.0000"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1482296"|"13573733.0000"|"13370127.0000"|"668506.0000"
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|"1482298"|"2152563.0000"|"2120275.0000"|"106014.0000"
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"1484899"|"6346505.0000"|"6251307.0000"|"312565.0000"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"1484926"|"32319667.0000"|"31834872.0000"|"1591744.0000"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1484927"|"1105913.0000"|"1089324.0000"|"54466.0000"
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"1484928"|"261256.0000"|"257337.0000"|"12867.0000"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"1484929"|"1146276.0000"|"1129082.0000"|"56454.0000"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"1484930"|"698677.0000"|"688197.0000"|"34410.0000"
"04-3133703"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|"1484931"|"19611.0000"|"19317.0000"|"966.0000"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1484932"|"1084188.0000"|"1067925.0000"|"53396.0000"
"04-3541108"|"EPKER-SINHA FOUNDATION"|"1484933"|"14442250.0000"|"14225616.0000"|"711281.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"1484935"|"2032973.0000"|"2002478.0000"|"100124.0000"
