"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DISTRIBUTABLE_AMOUNT"|"DIST_MIN_INVEST_RETURN"|"DIST_INVEST_INC_TAX"|"DIST_INC_TAX"|"DIST_INV_INC_TAX"|"DIST_BEFORE_ADJ"|"DIST_RECOV"|"DIST_BEFORE_ADJ_RECOV"|"DIST_DEDUCT"
"04-6136550"|"SAQUISH FOUNDATION"|"1297292"|"843539.0000"|"865383.0000"|"21844.0000"|""|"21844.0000"|"843539.0000"|"0.0000"|"843539.0000"|"0.0000"
"04-6742955"|"EDWARD A BOND FOUNDATION"|"1297293"|"50289.0000"|"51045.0000"|"756.0000"|""|"756.0000"|"50289.0000"|"0.0000"|"50289.0000"|"0.0000"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"1297294"|"148613.0000"|"151107.0000"|"2494.0000"|""|"2494.0000"|"148613.0000"|"0.0000"|"148613.0000"|"0.0000"
"04-6833651"|"JAMES L RUBENSTEIN FAMILY FOUNDATION"|"1297295"|"31214.0000"|"31214.0000"|""|""|"0.0000"|"31214.0000"|"0.0000"|"31214.0000"|"0.0000"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"1297296"|"119775.0000"|"121629.0000"|"1854.0000"|""|"1854.0000"|"119775.0000"|"0.0000"|"119775.0000"|"0.0000"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1297297"|"171709.0000"|"173074.0000"|"1365.0000"|""|"1365.0000"|"171709.0000"|"0.0000"|"171709.0000"|"0.0000"
"04-6914538"|"BROWN CHARITABLE FOUNDATION"|"1297298"|"82942.0000"|"83755.0000"|"813.0000"|""|"813.0000"|"82942.0000"|"0.0000"|"82942.0000"|"0.0000"
"01-6007111"|"CLOVER C CLARK MEMORIAL TR 10 -101230022380"|"1298145"|"108810.0000"|"110112.0000"|"1302.0000"|""|"1302.0000"|"108810.0000"|""|"108810.0000"|""
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10-101230022400"|"1298146"|"354173.0000"|"360475.0000"|"6302.0000"|""|"6302.0000"|"354173.0000"|""|"354173.0000"|""
"02-6012645"|"DEERING FOUNDATION, INC."|"1298148"|"11154.0000"|"11191.0000"|"37.0000"|""|"37.0000"|"11154.0000"|""|"11154.0000"|""
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"1298149"|"203804.0000"|"208024.0000"|"4220.0000"|""|"4220.0000"|"203804.0000"|"0.0000"|"203804.0000"|"0.0000"
"04-6024733"|"TTEE U/W OF CLARK HARWOOD"|"1298150"|"105254.0000"|"105956.0000"|"702.0000"|""|"702.0000"|"105254.0000"|""|"105254.0000"|""
"04-6412350"|"FRED W. WELLS TRUST FUND"|"1298151"|"219037.0000"|"221360.0000"|"2323.0000"|""|"2323.0000"|"219037.0000"|""|"219037.0000"|""
"04-6708737"|"I & E USEN FAMILY CHARITABLE FDN"|"1298152"|"118981.0000"|"121292.0000"|"2311.0000"|""|"2311.0000"|"118981.0000"|""|"118981.0000"|""
"04-6720803"|"HARPLEY FOUNDATION"|"1298153"|"45039.0000"|"45559.0000"|"520.0000"|""|"520.0000"|"45039.0000"|"0.0000"|"45039.0000"|"0.0000"
"05-0467833"|"NICHOLAS CALDARONE FOUNDATION 1030064973"|"1298155"|"37921.0000"|"37976.0000"|"55.0000"|""|"55.0000"|"37921.0000"|""|"37921.0000"|""
"01-0854918"|"Orcqqia Family Foundation"|"1300524"|"734628.0000"|"734628.0000"|"0.0000"|"0.0000"|"0.0000"|"734628.0000"|"0.0000"|"734628.0000"|"0.0000"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"1300526"|"50417.0000"|"50723.0000"|"306.0000"|""|"306.0000"|"50417.0000"|""|"50417.0000"|""
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"1300527"|""|""|""|""|""|""|""|""|""
"03-0346513"|"THE ORTON FAMILY FOUNDATION, INC."|"1300528"|""|""|""|""|""|""|""|""|""
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1300529"|"337292.0000"|"409835.0000"|"72543.0000"|""|"72543.0000"|"337292.0000"|""|"337292.0000"|""
"03-6090117"|"ROBERT AND JUDITH STURGIS FAMILY FOUNDATION TRUST"|"1300530"|"10888.0000"|"10983.0000"|"95.0000"|"0.0000"|"95.0000"|"10888.0000"|"0.0000"|"10888.0000"|""
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"1300531"|"342774.0000"|"347164.0000"|"4390.0000"|""|"4390.0000"|"342774.0000"|""|"342774.0000"|""
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"1300532"|"42229.0000"|"42519.0000"|"290.0000"|""|"290.0000"|"42229.0000"|"0.0000"|"42229.0000"|"0.0000"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|"1300533"|"15005.0000"|"15088.0000"|"83.0000"|""|"83.0000"|"15005.0000"|""|"15005.0000"|""
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1300534"|"29672.0000"|"31630.0000"|"1958.0000"|""|"1958.0000"|"29672.0000"|""|"29672.0000"|""
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1300535"|"35867.0000"|"36217.0000"|"350.0000"|""|"350.0000"|"35867.0000"|""|"35867.0000"|""
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"1300536"|"421397.0000"|"422399.0000"|"1002.0000"|""|"1002.0000"|"421397.0000"|"0.0000"|"421397.0000"|"0.0000"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1300540"|"15691.0000"|"16578.0000"|"887.0000"|""|"887.0000"|"15691.0000"|"0.0000"|"15691.0000"|"0.0000"
"04-6046113"|"ANSIN FOUNDATION"|"1300541"|"1854585.0000"|"1883143.0000"|"28558.0000"|""|"28558.0000"|"1854585.0000"|""|"1854585.0000"|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"1300542"|"119432.0000"|"120409.0000"|"977.0000"|""|"977.0000"|"119432.0000"|""|"119432.0000"|""
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"1300543"|"299484.0000"|"302303.0000"|"2819.0000"|""|"2819.0000"|"299484.0000"|"0.0000"|"299484.0000"|"0.0000"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1300544"|"313746.0000"|"318382.0000"|"4636.0000"|""|"4636.0000"|"313746.0000"|"0.0000"|"313746.0000"|"0.0000"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"1300545"|"31171.0000"|"32380.0000"|"1209.0000"|""|"1209.0000"|"31171.0000"|"0.0000"|"31171.0000"|"0.0000"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1301859"|"218407.0000"|"263487.0000"|"45080.0000"|""|"45080.0000"|"218407.0000"|"0.0000"|"218407.0000"|"0.0000"
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|"1301860"|"136562.0000"|"138810.0000"|"2248.0000"|""|"2248.0000"|"136562.0000"|""|"136562.0000"|""
"04-6232521"|"C JORDON TUA"|"1301861"|"141432.0000"|"145269.0000"|"3837.0000"|""|"3837.0000"|"141432.0000"|""|"141432.0000"|""
"04-6677641"|"JBT CHARITABLE TRUST JH3541"|"1301862"|"172634.0000"|"177658.0000"|"5024.0000"|""|"5024.0000"|"172634.0000"|""|"172634.0000"|""
"04-3222995"|"MILLER UA MOREY & HELEN SCHOL"|"1301911"|"160820.0000"|"159593.0000"|"3273.0000"|""|"3273.0000"|"156320.0000"|"4500.0000"|"160820.0000"|""
"04-2306840"|"THE SWAN SOCIETY IN BOSTON, INC."|"1301915"|""|""|""|""|""|""|""|""|""
"01-0498551"|"John T. Gorman Foundation"|"1301942"|"8594674.0000"|"8630350.0000"|"35676.0000"|""|"35676.0000"|"8594674.0000"|"0.0000"|"8594674.0000"|"0.0000"
"01-0549309"|"THE ROBERTS FOUNDATION"|"1301943"|"93404.0000"|"102737.0000"|"9333.0000"|""|"9333.0000"|"93404.0000"|"0.0000"|"93404.0000"|"0.0000"
"02-0549409"|"Maine Orthopaedic Foundation"|"1301944"|""|""|""|""|""|""|""|""|""
"04-2607210"|"LOTTA THEATRICAL FUND"|"1301945"|"27927.0000"|"28315.0000"|"388.0000"|""|"388.0000"|"27927.0000"|""|"27927.0000"|""
"04-2607227"|"MARY A CRABTREE FUND"|"1301946"|"30359.0000"|"30961.0000"|"602.0000"|""|"602.0000"|"30359.0000"|""|"30359.0000"|""
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1301947"|"7656.0000"|"7656.0000"|""|""|"0.0000"|"7656.0000"|"0.0000"|"7656.0000"|"0.0000"
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"1301949"|"27767.0000"|"28105.0000"|"338.0000"|""|"338.0000"|"27767.0000"|""|"27767.0000"|""
"04-3382001"|"SOMERVILLE HEALTH FOUNDATION"|"1302181"|"28819.0000"|"29247.0000"|"428.0000"|""|"428.0000"|"28819.0000"|""|"28819.0000"|""
"04-3538929"|"BEN E FACTORS FOUNDATION 7565-07560016259"|"1302182"|"58881.0000"|"59633.0000"|"752.0000"|""|"752.0000"|"58881.0000"|"0.0000"|"58881.0000"|"0.0000"
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"1302183"|"185.0000"|"185.0000"|""|""|""|"185.0000"|""|"185.0000"|""
"04-6864140"|"CATHERINE HAWKINS FOUNDATION JOHN I. & ELIZABETH TAYLOR, TTEES"|"1302184"|"279692.0000"|"281622.0000"|"1930.0000"|""|"1930.0000"|"279692.0000"|"0.0000"|"279692.0000"|"0.0000"
"03-0497916"|"THE ANDREW CADER FOUNDATION INC."|"1302946"|"543768.0000"|""|""|""|""|""|""|""|""
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"1302947"|"976501.0000"|""|""|""|""|""|""|""|""
"02-0709426"|"The Foster Family Private Foundation Inc"|"1302987"|"129987.0000"|"134692.0000"|"4705.0000"|""|"4705.0000"|"129987.0000"|""|"129987.0000"|""
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1302988"|"122152.0000"|"122946.0000"|"794.0000"|""|"794.0000"|"122152.0000"|"0.0000"|"122152.0000"|"0.0000"
"02-6010880"|"MARY E ELLIOTT TRUST"|"1302989"|"30318.0000"|"30665.0000"|"347.0000"|""|"347.0000"|"30318.0000"|""|"30318.0000"|""
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"1302990"|"27657.0000"|"28578.0000"|"921.0000"|""|"921.0000"|"27657.0000"|""|"27657.0000"|""
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATION"|"1302992"|"16844.0000"|"16932.0000"|"88.0000"|""|"88.0000"|"16844.0000"|"0.0000"|"16844.0000"|"0.0000"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"1302993"|"42655.0000"|"42807.0000"|"152.0000"|""|"152.0000"|"42655.0000"|"0.0000"|"42655.0000"|"0.0000"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1302994"|"24009.0000"|"24144.0000"|"135.0000"|""|"135.0000"|"24009.0000"|"0.0000"|"24009.0000"|"0.0000"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1302995"|"72180.0000"|"72454.0000"|"274.0000"|""|"274.0000"|"72180.0000"|"0.0000"|"72180.0000"|"0.0000"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"1302996"|"359696.0000"|"137806.0000"|"501.0000"|""|"501.0000"|"137305.0000"|"222391.0000"|"359696.0000"|""
"04-2915665"|"THE DR A EVERETT AND RUTH E ROSEN F ROSEN FOUNDATION"|"1302997"|"208996.0000"|"211596.0000"|"2600.0000"|""|"2600.0000"|"208996.0000"|""|"208996.0000"|""
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"1302998"|"479831.0000"|"492704.0000"|"12873.0000"|""|"12873.0000"|"479831.0000"|"0.0000"|"479831.0000"|"0.0000"
"04-3243059"|"THE OHANIAN FAMILY FOUNDATION, INC."|"1303000"|"49024.0000"|"50073.0000"|"1049.0000"|""|"1049.0000"|"49024.0000"|"0.0000"|"49024.0000"|"0.0000"
"04-3530777"|"AKAMAI FOUNDATION INC"|"1303001"|"93245.0000"|"94469.0000"|"1224.0000"|""|"1224.0000"|"93245.0000"|"0.0000"|"93245.0000"|"0.0000"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1303002"|"65825.0000"|"66307.0000"|"482.0000"|""|"482.0000"|"65825.0000"|"0.0000"|"65825.0000"|"0.0000"
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"1303003"|"2685.0000"|"2685.0000"|""|""|"0.0000"|"2685.0000"|"0.0000"|"2685.0000"|"0.0000"
"04-6010559"|"MARION G JACKSON CHAR TR"|"1303004"|"501918.0000"|"516910.0000"|"14992.0000"|""|"14992.0000"|"501918.0000"|""|"501918.0000"|""
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"1303005"|"55636.0000"|"55820.0000"|"184.0000"|""|"184.0000"|"55636.0000"|"0.0000"|"55636.0000"|"0.0000"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1303006"|"347960.0000"|"352454.0000"|"4494.0000"|""|"4494.0000"|"347960.0000"|"0.0000"|"347960.0000"|"0.0000"
"04-6497465"|"MIRIAM SHAW FUND U/W"|"1303007"|"437714.0000"|"446984.0000"|"9270.0000"|""|"9270.0000"|"437714.0000"|""|"437714.0000"|""
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1303010"|"1176.0000"|"1176.0000"|""|""|"0.0000"|"1176.0000"|"0.0000"|"1176.0000"|"0.0000"
"04-6019494"|"NELLA M GRIMM FOX FOUNDATION"|"1303750"|"540460.0000"|"550422.0000"|"9962.0000"|""|"9962.0000"|"540460.0000"|""|"540460.0000"|""
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"1303752"|"15972.0000"|"14639.0000"|"167.0000"|""|"167.0000"|"14472.0000"|"1500.0000"|"15972.0000"|""
"04-6504871"|"DORIS L. BENZ TRUST"|"1303753"|"443658.0000"|"449053.0000"|"5395.0000"|""|"5395.0000"|"443658.0000"|"0.0000"|"443658.0000"|"0.0000"
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|"1304798"|"21163.0000"|""|""|""|""|""|""|""|""
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"1304799"|"109650.0000"|""|""|""|""|""|""|""|""
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1304800"|"388580.0000"|""|""|""|""|""|""|""|""
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1304849"|"38254.0000"|"38787.0000"|"533.0000"|""|"533.0000"|"38254.0000"|""|"38254.0000"|""
"01-0800004"|"Pierce Family Foundation"|"1304850"|"22215.0000"|"22758.0000"|"543.0000"|""|"543.0000"|"22215.0000"|""|"22215.0000"|""
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1304851"|"17802.0000"|"18001.0000"|"199.0000"|""|"199.0000"|"17802.0000"|"0.0000"|"17802.0000"|"0.0000"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1304852"|"346423.0000"|"348428.0000"|"2005.0000"|""|"2005.0000"|"346423.0000"|"0.0000"|"346423.0000"|"0.0000"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"1304854"|"53987.0000"|"54960.0000"|"973.0000"|""|"973.0000"|"53987.0000"|"0.0000"|"53987.0000"|"0.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1304855"|""|""|""|""|""|""|""|""|""
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1304856"|"26295.0000"|"26716.0000"|"421.0000"|""|"421.0000"|"26295.0000"|"0.0000"|"26295.0000"|"0.0000"
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"1304857"|"84429.0000"|"87330.0000"|"2901.0000"|""|"2901.0000"|"84429.0000"|"0.0000"|"84429.0000"|"0.0000"
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"1304858"|"36455.0000"|"36749.0000"|"294.0000"|""|"294.0000"|"36455.0000"|"0.0000"|"36455.0000"|"0.0000"
"04-3528004"|"POPPLESTONE FOUNDATION"|"1304859"|"2482684.0000"|"2516347.0000"|"33663.0000"|""|"33663.0000"|"2482684.0000"|"0.0000"|"2482684.0000"|"0.0000"
"04-6012784"|"KENWOOD FOUNDATION 7560-07552021240"|"1304860"|"10948.0000"|"11545.0000"|"597.0000"|""|"597.0000"|"10948.0000"|"0.0000"|"10948.0000"|"0.0000"
"04-6029004"|"JAMES C MELVIN TRUST UW FRANCIS L COOLIDGE ET AL TRUSTEES"|"1304861"|"252561.0000"|"254776.0000"|"2215.0000"|""|"2215.0000"|"252561.0000"|"0.0000"|"252561.0000"|"0.0000"
"04-6043096"|"Macpherson Fund Inc"|"1304862"|"70737.0000"|"71861.0000"|"1124.0000"|""|"1124.0000"|"70737.0000"|"0.0000"|"70737.0000"|"0.0000"
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"1304863"|"13465.0000"|"13535.0000"|"70.0000"|""|"70.0000"|"13465.0000"|"0.0000"|"13465.0000"|"0.0000"
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"1304865"|"38020.0000"|"38245.0000"|"225.0000"|""|"225.0000"|"38020.0000"|"0.0000"|"38020.0000"|"0.0000"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRISTEE"|"1304866"|"417.0000"|"658.0000"|"241.0000"|""|"241.0000"|"417.0000"|"0.0000"|"417.0000"|"0.0000"
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"1304867"|"158007.0000"|"159002.0000"|"995.0000"|""|"995.0000"|"158007.0000"|"0.0000"|"158007.0000"|"0.0000"
"04-6668886"|"METANOIA FUND 90151348"|"1304868"|"3648.0000"|"5365.0000"|"1717.0000"|""|"1717.0000"|"3648.0000"|"0.0000"|"3648.0000"|"0.0000"
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"1304869"|"4172.0000"|"4172.0000"|""|""|"0.0000"|"4172.0000"|"0.0000"|"4172.0000"|"0.0000"
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|"1305584"|"12292.0000"|"12532.0000"|"240.0000"|""|"240.0000"|"12292.0000"|""|"12292.0000"|""
"01-6007504"|"JOHN W MANSON TRUST 10-101160039320"|"1305586"|"71358.0000"|"72260.0000"|"902.0000"|""|"902.0000"|"71358.0000"|""|"71358.0000"|""
"02-6008379"|"THE GREENSPAN FOUNDATION"|"1305588"|"122669.0000"|"124658.0000"|"1989.0000"|""|"1989.0000"|"122669.0000"|""|"122669.0000"|""
"03-0341004"|"BETTER AND BETTER FOUNDATION"|"1305589"|"60903.0000"|"60907.0000"|"4.0000"|""|"4.0000"|"60903.0000"|"0.0000"|"60903.0000"|"0.0000"
"03-6070999"|"HARRY WOLFF TRUST"|"1305590"|"74662.0000"|"75486.0000"|"824.0000"|""|"824.0000"|"74662.0000"|""|"74662.0000"|""
"03-6089090"|"BONBRIGHT FAMILY FOUNDATION"|"1305591"|"53068.0000"|"55549.0000"|"2481.0000"|""|"2481.0000"|"53068.0000"|"0.0000"|"53068.0000"|"0.0000"
"04-2613244"|"JAMES G. MARTIN MEMORIAL TRUST"|"1305592"|"147440.0000"|"147440.0000"|""|""|"0.0000"|"147440.0000"|""|"147440.0000"|""
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"1305593"|"291233.0000"|"301462.0000"|"10229.0000"|""|"10229.0000"|"291233.0000"|""|"291233.0000"|""
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"1305594"|"55457.0000"|"55858.0000"|"401.0000"|""|"401.0000"|"55457.0000"|"0.0000"|"55457.0000"|"0.0000"
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"1305595"|"78899.0000"|"79524.0000"|"625.0000"|""|"625.0000"|"78899.0000"|"0.0000"|"78899.0000"|"0.0000"
"04-6191561"|"TRASK JOSEPHINE B IRR TR DTD 7/24/68"|"1305596"|"84403.0000"|"87658.0000"|"3255.0000"|""|"3255.0000"|"84403.0000"|""|"84403.0000"|""
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"1307551"|"0.0000"|""|""|""|""|""|""|""|""
"02-0537670"|"The High Q Foundation, Inc."|"1308119"|"973439.0000"|""|""|""|""|""|""|""|""
"04-3332966"|"BRISTOL COUNTY SAVINGS CHARITABLE FOUNDATION INC"|"1308121"|"332601.0000"|""|""|""|""|""|""|""|""
"01-0446023"|"The Bank of Maine Charitable Foundation"|"1308163"|"75429.0000"|"75607.0000"|"178.0000"|""|"178.0000"|"75429.0000"|"0.0000"|"75429.0000"|"0.0000"
"01-0514175"|"Machias Savings Bank Community Development Foundation"|"1308164"|"49754.0000"|"49990.0000"|"236.0000"|""|"236.0000"|"49754.0000"|"0.0000"|"49754.0000"|"0.0000"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|"1308165"|"33430.0000"|"33916.0000"|"486.0000"|""|"486.0000"|"33430.0000"|""|"33430.0000"|""
"01-6148895"|"The S Douglas and Rita C Sukeforth Charitable Foundation"|"1308166"|"247417.0000"|"250337.0000"|"2920.0000"|""|"2920.0000"|"247417.0000"|"0.0000"|"247417.0000"|"0.0000"
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST PNC BANK NA"|"1308167"|"65961.0000"|"66590.0000"|"629.0000"|""|"629.0000"|"65961.0000"|"0.0000"|"65961.0000"|"0.0000"
"03-0355842"|"Antonio B and Rita M Pomerleau Foundation Inc"|"1308168"|"221156.0000"|"223954.0000"|"2798.0000"|""|"2798.0000"|"221156.0000"|""|"221156.0000"|""
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|"1308169"|"38402.0000"|"38955.0000"|"553.0000"|""|"553.0000"|"38402.0000"|""|"38402.0000"|""
"04-2625173"|"THE LINNELL FOUNDATION"|"1308170"|"297314.0000"|"305000.0000"|"7686.0000"|""|"7686.0000"|"297314.0000"|""|"297314.0000"|""
"04-2670567"|"ISLAND FOUNDATION INC"|"1308171"|"2542762.0000"|"2584111.0000"|"41349.0000"|""|"41349.0000"|"2542762.0000"|"0.0000"|"2542762.0000"|"0.0000"
"04-3422869"|"Florence Savings Charitable Foundation Inc"|"1308173"|"69860.0000"|"71188.0000"|"1328.0000"|""|"1328.0000"|"69860.0000"|""|"69860.0000"|""
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1308174"|"4719399.0000"|"4770750.0000"|"51351.0000"|""|"51351.0000"|"4719399.0000"|"0.0000"|"4719399.0000"|"0.0000"
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|"1308175"|""|""|""|""|""|""|""|""|""
"04-3493460"|"ROSENBAUMSTEINBERG FAMILY FOUNDATION"|"1308176"|"11462.0000"|"11506.0000"|"44.0000"|""|"44.0000"|"11462.0000"|"0.0000"|"11462.0000"|"0.0000"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1308178"|"36847.0000"|"37233.0000"|"386.0000"|""|"386.0000"|"36847.0000"|"0.0000"|"36847.0000"|"0.0000"
"04-6039173"|"WELD FOUNDATION 15007564"|"1308179"|"436872.0000"|"445917.0000"|"9045.0000"|""|"9045.0000"|"436872.0000"|"0.0000"|"436872.0000"|"0.0000"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"1308180"|"188943.0000"|"190180.0000"|"1237.0000"|""|"1237.0000"|"188943.0000"|"0.0000"|"188943.0000"|"0.0000"
"04-6677395"|"MARK & CAROL HYMAN FUND"|"1308181"|"194521.0000"|"196154.0000"|"1633.0000"|""|"1633.0000"|"194521.0000"|"0.0000"|"194521.0000"|"0.0000"
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"1308182"|"32972.0000"|"33613.0000"|"641.0000"|""|"641.0000"|"32972.0000"|"0.0000"|"32972.0000"|"0.0000"
"04-6049261"|"THE JAFFE FOUNDATION"|"1308525"|"12400.0000"|"12706.0000"|"306.0000"|""|"306.0000"|"12400.0000"|""|"12400.0000"|""
"01-0752786"|"Zachary and Lindsey Gund Foundation"|"1308784"|"87848.0000"|"88064.0000"|"216.0000"|""|"216.0000"|"87848.0000"|"0.0000"|"87848.0000"|"0.0000"
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1308785"|"1053109.0000"|"1064026.0000"|"10917.0000"|""|"10917.0000"|"1053109.0000"|"0.0000"|"1053109.0000"|"0.0000"
"04-2104688"|"Managers of Boston Port and Seamen's Aid Society"|"1308786"|"582088.0000"|"585123.0000"|"3035.0000"|""|"3035.0000"|"582088.0000"|"0.0000"|"582088.0000"|"0.0000"
"04-3484588"|"Florence SavingsEasthampton Branch Charitable Foundation Inc"|"1308787"|"33269.0000"|"33435.0000"|"166.0000"|""|"166.0000"|"33269.0000"|""|"33269.0000"|""
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1308788"|"700283.0000"|"795865.0000"|"95582.0000"|""|"95582.0000"|"700283.0000"|""|"700283.0000"|""
"04-6039595"|"SIDNEY & ESTHER RABB CHARITABLE FOUNDATION"|"1308789"|"144157.0000"|"145469.0000"|"1312.0000"|""|"1312.0000"|"144157.0000"|"0.0000"|"144157.0000"|"0.0000"
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"1308908"|"7475.0000"|"7846.0000"|"371.0000"|""|"371.0000"|"7475.0000"|""|"7475.0000"|""
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"1308909"|"274732.0000"|"277767.0000"|"3035.0000"|""|"3035.0000"|"274732.0000"|""|"274732.0000"|""
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"1308911"|"672828.0000"|"689512.0000"|"16684.0000"|""|"16684.0000"|"672828.0000"|""|"672828.0000"|""
"02-0694762"|"J&L FOUNDATION"|"1312465"|"172668.0000"|"173817.0000"|"1149.0000"|""|"1149.0000"|"172668.0000"|"0.0000"|"172668.0000"|"0.0000"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1312466"|"75997.0000"|"76698.0000"|"701.0000"|""|"701.0000"|"75997.0000"|"0.0000"|"75997.0000"|"0.0000"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING TTEES U/A/D 5/19/03"|"1312467"|"33943.0000"|"33943.0000"|"0.0000"|""|"0.0000"|"33943.0000"|""|"33943.0000"|""
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1312468"|"20346.0000"|"20516.0000"|"170.0000"|""|"170.0000"|"20346.0000"|"0.0000"|"20346.0000"|"0.0000"
"04-3310863"|"John C. and Eunice B. Morrison Charitable Foundation"|"1312469"|"567699.0000"|"578544.0000"|"10845.0000"|""|"10845.0000"|"567699.0000"|"0.0000"|"567699.0000"|"0.0000"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1312470"|"3341507.0000"|"3424530.0000"|"83023.0000"|""|"83023.0000"|"3341507.0000"|"0.0000"|"3341507.0000"|"0.0000"
