"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233306"|"1357205"|"Young Men's Chnstian Assoc of Greater STL"|""|""|"USA"|"30000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233307"|"1357205"|"Challenger Learning Ctr"|""|""|"USA"|"15000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233308"|"1357205"|"Magic House"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233309"|"1357205"|"STL Science Ctr"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233310"|"1357205"|"Eagan High School First Robotics Booster Club"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233311"|"1357205"|"City Academy, Inc"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233312"|"1357205"|"Girl Scouts of Eastern MO"|""|""|"USA"|"8917.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233313"|"1357205"|"Higher Education Coordinating Council of Metropolitan STL"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233314"|"1357205"|"College Summit - STL"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233315"|"1357205"|"Blake Foundation"|""|""|"USA"|"2000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233316"|"1357205"|"Eye Care Charity of Mid-America"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233317"|"1357205"|"Vanety the Children's Chanty of STL"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233318"|"1357205"|"SLU School of Public Health"|""|""|"USA"|"75000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233319"|"1357205"|"Arnencan Diabetes Assoc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233320"|"1357205"|"CASA De La Salud"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233321"|"1357205"|"MO Lions Eye Research Foundation"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233322"|"1357205"|"STL Area Food Bank"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233323"|"1357205"|"AZ Diabetes Assoc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233324"|"1357205"|"National Society to Prevent Blindness"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233325"|"1357205"|"Nurses for Newborns Foundation"|""|""|"USA"|"20000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233326"|"1357205"|"St Louis ARC"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233327"|"1357205"|"Give Kids a Smile"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233328"|"1357205"|"Beyond Housing/Neighborhood Housing Services"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233329"|"1357205"|"Wyman Center"|""|""|"USA"|"15000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233330"|"1357205"|"Girl Scouts of MN & WI River Valleys"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233331"|"1357205"|"Big Brothers Big Sisters of the Capital Region, Inc"|""|""|"USA"|"3000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233332"|"1357205"|"AZ Children Assoc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233333"|"1357205"|"Child Cnsis Center"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233334"|"1357205"|"Great Circle"|""|""|"USA"|"7500.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233335"|"1357205"|"National Council of Jewish Women Inc"|""|""|"USA"|"3000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233336"|"1357205"|"St Louis Cnsis Nursery"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233337"|"1357205"|"Ronald McDonald House Chanties of Central PA"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233338"|"1357205"|"Matching Gifts-4Q12"|""|""|"USA"|"10415.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233339"|"1357205"|"Memory Care Home Solutions"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233340"|"1357205"|"Friends of CHARACTERplus"|""|""|"USA"|"26320.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233341"|"1357205"|"Logos Inc"|""|""|"USA"|"50000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233342"|"1357205"|"Ready Readers"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233343"|"1357205"|"Science Buddies"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233344"|"1357205"|"Teach for Amenca"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233345"|"1357205"|"The Works"|""|""|"USA"|"3000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233346"|"1357205"|"Desert Mission Inc"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233347"|"1357205"|"Independence Ctr"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233348"|"1357205"|"Mental Health Amenca of Colorado"|""|""|"USA"|"3500.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233349"|"1357205"|"Missouri Hepatitis C Alliance"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233350"|"1357205"|"Peter & Paul Community Service, Inc"|""|""|"USA"|"10000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233351"|"1357205"|"Pony Bird Inc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233352"|"1357205"|"Safe Haven of Tarrant County"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233353"|"1357205"|"Habitat for Humanity International Inc St Louis"|""|""|"USA"|"20000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233354"|"1357205"|"Institute for Safe Medication Practices"|""|""|"USA"|"70000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233355"|"1357205"|"Arnencan Assoc of Colleges of Pharmacy"|""|""|"USA"|"24000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233356"|"1357205"|"Chnstian Activity Center"|""|""|"USA"|"30000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233357"|"1357205"|"Junior Achievement of Arizona, Inc"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233358"|"1357205"|"Center for Hearing & Speech"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233359"|"1357205"|"Disability Resource Assoc, Inc"|""|""|"USA"|"3000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233360"|"1357205"|"GO! St Louis"|""|""|"USA"|"30000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233361"|"1357205"|"Missoun Energycare Inc"|""|""|"USA"|"2500.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233362"|"1357205"|"Operation Food Search, Inc"|""|""|"USA"|"45000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233363"|"1357205"|"Big Brothers Bug Sisters of Butler County Inc"|""|""|"USA"|"2500.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233364"|"1357205"|"Big Brothers Bug Sisters of the Greater Twin Cities"|""|""|"USA"|"1000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233365"|"1357205"|"Girls on the Run"|""|""|"USA"|"5000.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"233366"|"1357205"|"Young Women's Chnstian Association"|""|""|"USA"|"20000.0000"
"02-6004322"|"Trust uw Alvin Cross"|"233367"|"1357206"|"Wilmot Baptist Church"|"Wilmot"|"NH"|"USA"|"20000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"236797"|"1358795"|"COLBY COLLEGE"|"WATERVILLE"|"ME"|"USA"|"10000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"236798"|"1358795"|"GOVERNOR DUMMER ACADEMY"|"BYFIELD"|"MA"|"USA"|"1600000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"236799"|"1358795"|"HARDY GIRLS HEALTHY WOMEN"|"WATERVILLE"|"ME"|"USA"|"10000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"236800"|"1358795"|"MAINE FILM CENTER"|"WATERVILLE"|"ME"|"USA"|"150000.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"236801"|"1358795"|"CHEWONKI FOUNDATION"|"WISCASSET"|"ME"|"USA"|"107200.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"236802"|"1358797"|"TAMPA MUSEUM OF ART FOUNDATION, INC."|"TAMPA"|"FL"|"USA"|"50000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"236803"|"1358797"|"HILLSBOROUGH EDUCATION FOUNDATION"|"TAMPA"|"FL"|"USA"|"100000.0000"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"236804"|"1358797"|"GLAZER CHILDREN'S MUSEUM OF TAMPA"|"TAMPA"|"FL"|"USA"|"80000.0000"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"236809"|"1358819"|"JEWISH FAMILY SERVICES"|"SEATTLE"|"WA"|"USA"|"50000.0000"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"236810"|"1358819"|"GOD'S LOVE WE DELIVER"|"NEW YORK"|"NY"|"USA"|"150000.0000"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"236811"|"1358819"|"COLLEGE SUCCESS FOUNDATION"|"SAMMAMISH"|"WA"|"USA"|"12500.0000"
"03-0474038"|"B & E gILMAN FAMILY FOUNDATION"|"236812"|"1358819"|"CORNISH COLLEGE OF THE ARTS"|"SEATTLE"|"WA"|"USA"|"20000.0000"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"236813"|"1358847"|"CHANTELLE JONES"|"BOSTON"|"MA"|"USA"|"4700.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236814"|"1358856"|"Susan Blaustein"|"NEW YORK"|"NY"|"USA"|"5000.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236815"|"1358856"|"Roland Moser/parnassus"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236816"|"1358856"|"Hi KyungKim/Chamber Music Society of Minnesota"|"NEW YORK"|"NY"|"USA"|"7500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236817"|"1358856"|"Joan Tower/Omaha Symphony"|"NEW YORK"|"NY"|"USA"|"10000.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236818"|"1358856"|"Oliver Knussen/Philadelphia Orchestra and Pittsburgh Symphony"|"NEW YORK"|"NY"|"USA"|"20000.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236819"|"1358856"|"Sofia Gubaidulina/Contemporary Chamber Players of the University of Chicago"|"NEW YORK"|"NY"|"USA"|"8750.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236820"|"1358856"|"Augusta Read Thomas/Orpheus Chamber Orchestra of New York, Ny"|"NEW YORK"|"NY"|"USA"|"10000.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236821"|"1358856"|"Justin Dello Joio/Bargemusic of Brooklyn, NY"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236822"|"1358856"|"Fang Man/Doice Suono Ensemble of Philadelphia, PA"|"NEW YORK"|"NY"|"USA"|"7500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236823"|"1358856"|"David Felder/SIGNAL of Rochester, NY"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236824"|"1358856"|"Jukka Tiensuu/New Paths in Music of Staten Island, NY"|"NEW YORK"|"NY"|"USA"|"7500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236825"|"1358856"|"John Aylward, Washington Sq Contemporary Music Society"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236826"|"1358856"|"Anthony Cheung, Talea Ensemble"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236827"|"1358856"|"Jason Eckardt, NOVA Chamber Music Series"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236828"|"1358856"|"Augustin Fernandez, Momenta Quartet"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236829"|"1358856"|"Harold Meltzer, San Francisco Chamber Orchestra"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236830"|"1358856"|"Benolt Mernier, Pro arte Quartet"|"NEW YORK"|"NY"|"USA"|"5000.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236831"|"1358856"|"Wang Jie, League of Composers/ISCM"|"NEW YORK"|"NY"|"USA"|"7500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236832"|"1358856"|"Tristan Murail, Yarn Wire"|"NEW YORK"|"NY"|"USA"|"12500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236833"|"1358856"|"Kaija Saariaho, Da Camera of Houston"|"NEW YORK"|"NY"|"USA"|"12500.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236834"|"1358856"|"Ronald Bruce Smith, Del Sol Quartet"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-6128361"|"The Koussevitzky Music Foundation, Inc."|"236835"|"1358856"|"Kate Soper, Alarm Will Sound"|"NEW YORK"|"NY"|"USA"|"6250.0000"
"04-3466878"|"RCB CHARITABLE FOUNDATION, INC."|"238225"|"1361133"|"WINCHESTER HOSPITAL FOUNDATION"|""|""|"USA"|"20000.0000"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"239779"|"1365579"|"TREVOR LUIS PEREIRA"|"TAUNTON"|"MA"|"USA"|"1500.0000"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"239780"|"1365579"|"MEGAN LUSIGNAN"|"TIVERTON"|"RI"|"USA"|"1500.0000"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"239781"|"1365579"|"SUSANA DEANDRADE"|"TIVERTON"|"MA"|"USA"|"1500.0000"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"239782"|"1365579"|"KRYSTAL ARAUJO"|"FALL RIVER"|"MA"|"USA"|"1500.0000"
"04-2722163"|"FUNDACAO BENEFICIENTE FAIALENSE INC"|"239783"|"1365579"|"JASON LEPAGE"|"SEEKONK"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239984"|"1366793"|"LAUREN PETERSON"|"WEST BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239985"|"1366793"|"SHARITA GREGORY"|"WEST BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239986"|"1366793"|"MITCHELL PRICE"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239987"|"1366793"|"CASSANDRA LUCE"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239988"|"1366793"|"SHREEYA KHATIWADA"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239989"|"1366793"|"THAMARE ISME"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239990"|"1366793"|"JOANNA REGIS"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239991"|"1366793"|"SORAIA PINTO"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239992"|"1366793"|"KHALEA JONES"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239993"|"1366793"|"STEPHANIE K GUERRIER"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239994"|"1366793"|"CASIE COSTA"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239995"|"1366793"|"JESSICA ALPHONSE"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239996"|"1366793"|"JESSICA SULLIVAN"|"BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239997"|"1366793"|"MIKALA MURAD"|"BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239998"|"1366793"|"THE TABLE CO FATHER BILL' S & MAINSPRING"|"BROCKTON"|"MA"|"USA"|"1000.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"239999"|"1366793"|"OLD COLONY Y FOR DAVID JON LOUISON CTR"|"BROCKTON"|"MA"|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240000"|"1366933"|"University of Iowa For: Ashley Adamczyk"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240001"|"1366933"|"University of Dayton For: Michaela Eames"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240002"|"1366933"|"Carthage College For: Tony Farella"|""|""|"USA"|"1500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240003"|"1366933"|"Illinois State University"|""|""|"USA"|"750.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240004"|"1366933"|"Loyola University For: Nicole Jarvis"|""|""|"USA"|"1250.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240005"|"1366933"|"Loyola University For: Samantha Jarvis"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240006"|"1366933"|"Southern Methodist University For: Kellie Grace Mory"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240007"|"1366933"|"University of Dayton For: Bridget O'Brien"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240008"|"1366933"|"College of Lake County For: Xavier Thompson"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240009"|"1366933"|"Carroll University For: Brisbia Zavala"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240010"|"1366933"|"University of Illinois For: Matt DeGroot"|""|""|"USA"|"2500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240011"|"1366933"|"University of Iowa For: Brad Drogos"|""|""|"USA"|"1500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240012"|"1366933"|"Ave Maria University For: Eileen Lee"|""|""|"USA"|"1000.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240013"|"1366933"|"College of Lake County For: Andres Avila"|""|""|"USA"|"500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240014"|"1366933"|"College of Lake County For: Victor Castillo"|""|""|"USA"|"500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240015"|"1366933"|"DePauw University For: Will Joseph"|""|""|"USA"|"500.0000"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"240016"|"1366933"|"Xavier University For: Conor O'Brien"|""|""|"USA"|"500.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242383"|"1370908"|"Big Brothers Big Sisters of Massachusetts Bay"|"Boston"|"MA"|"USA"|"50000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242384"|"1370908"|"Trustees of Boston College"|"Chestnut Hill"|"MA"|"USA"|"12000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242385"|"1370908"|"Boston College High School"|"Boston"|"MA"|"USA"|"2000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242386"|"1370908"|"Boston Health Care for the Homeless Program, Inc"|"Boston"|"MA"|"USA"|"50000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242387"|"1370908"|"The Fund for Catholic Schools, Inc"|"Braintree"|"MA"|"USA"|"2500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242388"|"1370908"|"Cathedral High School"|"Boston"|"MA"|"USA"|"500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242389"|"1370908"|"Children's Hospital Corporation"|"Boston"|"MA"|"USA"|"1000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242390"|"1370908"|"Citi Performing Arts Center, Inc"|"Boston"|"MA"|"USA"|"250000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242391"|"1370908"|"Dana-Farber Cancer Institute, Inc"|"Boston"|"MA"|"USA"|"14000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242392"|"1370908"|"David's House, Inc"|"Lebanon"|"NH"|"USA"|"250000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242393"|"1370908"|"Dimock Community Foundation"|"Roxbury"|"MA"|"USA"|"200000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242394"|"1370908"|"Francis Ouimet Scholarship"|"Norton"|"MA"|"USA"|"250000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242395"|"1370908"|"Freedom Trail Foundation, Inc"|"Boston"|"MA"|"USA"|"25000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242396"|"1370908"|"The Home for Little Wanderers"|"Boston"|"MA"|"USA"|"1000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242397"|"1370908"|"Jackie Robinson Foundation"|"New York"|"NY"|"USA"|"1750000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242398"|"1370908"|"Massachusetts General Hospital"|"Boston"|"MA"|"USA"|"100000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242399"|"1370908"|"Museum of Science"|"Boston"|"MA"|"USA"|"10000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242400"|"1370908"|"Nashoba Learning Group"|"Bedford"|"MA"|"USA"|"500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242401"|"1370908"|"National Park Foundation"|"Washington"|"DC"|"USA"|"500000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242402"|"1370908"|"New England Aquarium Corporation"|"Boston"|"MA"|"USA"|"1000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242403"|"1370908"|"New England Baptist Hospital"|"Boston"|"MA"|"USA"|"1000000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242404"|"1370908"|"Project R I G H T , Inc"|"Dorchester"|"MA"|"USA"|"50000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242405"|"1370908"|"The Salvation Army"|"Canton"|"MA"|"USA"|"250000.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242406"|"1370908"|"The Philanthropic Initiative"|"Boston"|"MA"|"USA"|"1147442.0000"
"04-2768239"|"YAWKEY FOUNDATION II"|"242407"|"1370908"|"YMCA Greater Boston"|"Boston"|"MA"|"USA"|"50000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245270"|"1376992"|"ALTERNATIVES FOR COMMUNITY AND EVIROMENT INC"|"ROXBURY"|"MA"|"USA"|"35000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245271"|"1376992"|"BAGLY INC"|"BOSTON"|"MA"|"USA"|"30000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245272"|"1376992"|"BOSTON AFFORDABLE HOUSING COALITION INC"|"JAMAICA PLAIN"|"MA"|"USA"|"45000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245273"|"1376992"|"BOSTON DAY AND EVENING ACADEMY"|"ROXBURY"|"MA"|"USA"|"125000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245274"|"1376992"|"BOSTON PARENT ORGANIZING NETWORK"|"JAMAICA PLAIN"|"MA"|"USA"|"75000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245275"|"1376992"|"BOSTON PRIVATE INSUDSTRY COUNCIL INC"|"BOSTON"|"MA"|"USA"|"40000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245276"|"1376992"|"BOSTON WORKERS ALLIANCE"|"DORCHESTER"|"MA"|"USA"|"40000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245277"|"1376992"|"BRANDEIS UNIVERSITY"|"WALTHAM"|"MA"|"USA"|"67500.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245278"|"1376992"|"BRAZILIAN IMMIGRANT CENTER INC"|"ALLSTON"|"MA"|"USA"|"30000.0000"
"04-6013680"|"THE HYAMS FOUNDATION INC"|"245279"|"1376992"|"CENTER TO SUPPORT IMMIGRANT ORGANIZING"|"BOSTON"|"MA"|"USA"|"40000.0000"
