"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ADJUSTED_QUALIFYING_DISTRIBUTIONS"|"PAID_CHAR_ASSETS"|"CHAR_DIST_TEST"|"QUAL_DIST_XII"|"REDUCED_TAX_RATE"|"CHAR_SUIT_TEST"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1300529"|"4907250.0000"|""|""|"4979793.0000"|"72543.0000"|""
"03-6090117"|"ROBERT AND JUDITH STURGIS FAMILY FOUNDATION TRUST"|"1300530"|"13084.0000"|""|""|"13084.0000"|""|""
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"1300531"|"574744.0000"|""|""|"579134.0000"|"4390.0000"|""
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"1300532"|"43500.0000"|""|""|"43500.0000"|"0.0000"|""
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|"1300533"|"33744.0000"|""|""|"33827.0000"|"83.0000"|""
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1300534"|"92097.0000"|""|""|"94055.0000"|"1958.0000"|""
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1300535"|"183369.0000"|""|""|"183719.0000"|"350.0000"|""
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"1300536"|"512872.0000"|""|""|"513874.0000"|"1002.0000"|""
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1300540"|"14085.0000"|"0.0000"|""|"14085.0000"|""|"0.0000"
"04-6046113"|"ANSIN FOUNDATION"|"1300541"|""|""|""|""|""|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"1300542"|"132520.0000"|""|""|"133497.0000"|"977.0000"|""
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"1300543"|"1105057.0000"|""|""|"1107876.0000"|"2819.0000"|""
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1300544"|"464563.0000"|""|""|"469199.0000"|"4636.0000"|""
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"1300545"|"32791.0000"|""|""|"34000.0000"|"1209.0000"|""
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1301859"|"351641.0000"|""|""|"351641.0000"|"0.0000"|""
"04-2210741"|"DEAN FOUNDATION CHILDREN (IMA)"|"1301860"|"140602.0000"|""|""|"140602.0000"|""|""
"04-6232521"|"C JORDON TUA"|"1301861"|"112461.0000"|""|""|"112461.0000"|""|""
"04-6677641"|"JBT CHARITABLE TRUST JH3541"|"1301862"|"171834.0000"|""|""|"171834.0000"|""|""
"04-3222995"|"MILLER UA MOREY & HELEN SCHOL"|"1301911"|"162966.0000"|""|""|"166239.0000"|"3273.0000"|""
"04-2306840"|"THE SWAN SOCIETY IN BOSTON, INC."|"1301915"|"4824299.0000"|""|""|""|""|""
"01-0498551"|"John T. Gorman Foundation"|"1301942"|"7262106.0000"|""|""|"7297782.0000"|"35676.0000"|""
"01-0549309"|"THE ROBERTS FOUNDATION"|"1301943"|"78578.0000"|""|""|"78578.0000"|"0.0000"|""
"02-0549409"|"Maine Orthopaedic Foundation"|"1301944"|"25218.0000"|""|""|"25218.0000"|"0.0000"|""
"04-2607210"|"LOTTA THEATRICAL FUND"|"1301945"|"21606.0000"|""|""|"21606.0000"|""|""
"04-2607227"|"MARY A CRABTREE FUND"|"1301946"|"25477.0000"|""|""|"25477.0000"|""|""
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1301947"|"156972.0000"|""|""|"156972.0000"|"0.0000"|""
"04-6660300"|"Francis H LeBlanc Charitable Trust"|"1301949"|"26520.0000"|""|""|"26520.0000"|""|""
"04-3382001"|"SOMERVILLE HEALTH FOUNDATION"|"1302181"|"36992.0000"|""|""|"37420.0000"|"428.0000"|""
"04-3538929"|"BEN E FACTORS FOUNDATION 7565-07560016259"|"1302182"|"55654.0000"|"0.0000"|"0.0000"|"55654.0000"|"0.0000"|"0.0000"
"04-6838152"|"ESMOND HARMSWORTH 1997 CHARITABLE FOUNDATION"|"1302183"|"435833.0000"|""|""|"435833.0000"|"0.0000"|""
"04-6864140"|"CATHERINE HAWKINS FOUNDATION JOHN I. & ELIZABETH TAYLOR, TTEES"|"1302184"|"306015.0000"|""|""|"307945.0000"|"1930.0000"|""
"03-0497916"|"THE ANDREW CADER FOUNDATION INC."|"1302946"|"253880.0000"|""|""|""|""|""
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"1302947"|"351896.0000"|""|""|""|""|""
"02-0709426"|"The Foster Family Private Foundation Inc"|"1302987"|"127095.0000"|""|""|"127095.0000"|""|""
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"1302988"|"124255.0000"|"0.0000"|"0.0000"|"124255.0000"|"0.0000"|"0.0000"
"02-6010880"|"MARY E ELLIOTT TRUST"|"1302989"|"31853.0000"|""|""|"31853.0000"|""|""
"02-6019759"|"ACA SCHOLARSHIP TRUST"|"1302990"|""|""|""|""|""|""
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATION"|"1302992"|"18020.0000"|"0.0000"|"0.0000"|"18108.0000"|"88.0000"|"0.0000"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"1302993"|"48598.0000"|"0.0000"|"0.0000"|"48750.0000"|"152.0000"|"0.0000"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1302994"|"21865.0000"|"0.0000"|"0.0000"|"22000.0000"|"135.0000"|"0.0000"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1302995"|"71726.0000"|"0.0000"|"0.0000"|"72000.0000"|"274.0000"|"0.0000"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"1302996"|"462839.0000"|""|""|"463340.0000"|"501.0000"|""
"04-2915665"|"THE DR A EVERETT AND RUTH E ROSEN F ROSEN FOUNDATION"|"1302997"|"231041.0000"|""|""|"233641.0000"|"2600.0000"|""
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"1302998"|"499505.0000"|""|""|"499505.0000"|"0.0000"|""
"04-3243059"|"THE OHANIAN FAMILY FOUNDATION, INC."|"1303000"|"134580.0000"|""|""|"135629.0000"|"1049.0000"|""
"04-3530777"|"AKAMAI FOUNDATION INC"|"1303001"|"370897.0000"|""|""|"372121.0000"|"1224.0000"|""
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1303002"|"51225.0000"|""|""|"51225.0000"|"0.0000"|""
"04-3541069"|"ORISTAGLIO FAMILY FOUNDATION"|"1303003"|"289268.0000"|""|""|"289268.0000"|"0.0000"|""
"04-6010559"|"MARION G JACKSON CHAR TR"|"1303004"|"479218.0000"|""|""|"494210.0000"|"14992.0000"|""
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"1303005"|"65979.0000"|""|""|"66163.0000"|"184.0000"|""
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1303006"|"311491.0000"|""|""|"311491.0000"|"0.0000"|""
"04-6497465"|"MIRIAM SHAW FUND U/W"|"1303007"|"690629.0000"|""|""|"699899.0000"|"9270.0000"|""
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1303010"|"40250.0000"|""|""|"40250.0000"|"0.0000"|""
"04-6019494"|"NELLA M GRIMM FOX FOUNDATION"|"1303750"|"508032.0000"|""|""|"517994.0000"|"9962.0000"|""
"04-6487087"|"HARVEY H & CATHERINE MOSES EDUCATION FUND"|"1303752"|"14037.0000"|""|""|"14037.0000"|""|""
"04-6504871"|"DORIS L. BENZ TRUST"|"1303753"|"385691.0000"|""|""|"385691.0000"|"0.0000"|""
"02-0651698"|"WESTERN VIRGINIA ENVIRONMENTAL AND SOCIAL TRUST FOUNDATION"|"1304798"|"21822.0000"|""|""|""|""|""
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"1304799"|"95155.0000"|""|""|""|""|""
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1304800"|"620254.0000"|""|""|""|""|""
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1304849"|"38000.0000"|""|""|"38000.0000"|""|""
"01-0800004"|"Pierce Family Foundation"|"1304850"|"46750.0000"|""|""|"46750.0000"|""|""
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1304851"|"21381.0000"|""|""|"21580.0000"|"199.0000"|""
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1304852"|"338529.0000"|"0.0000"|"0.0000"|"340534.0000"|"2005.0000"|"0.0000"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"1304854"|"84470.0000"|""|""|"85443.0000"|"973.0000"|""
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1304855"|"75875.0000"|""|""|"75875.0000"|""|""
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1304856"|"137779.0000"|""|""|"138200.0000"|"421.0000"|""
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"1304857"|"207740.0000"|""|""|"207740.0000"|"0.0000"|""
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"1304858"|"183366.0000"|""|""|"183660.0000"|"294.0000"|""
"04-3528004"|"POPPLESTONE FOUNDATION"|"1304859"|"2510625.0000"|""|""|"2510625.0000"|"0.0000"|""
"04-6012784"|"KENWOOD FOUNDATION 7560-07552021240"|"1304860"|"201309.0000"|"0.0000"|"0.0000"|"201906.0000"|"597.0000"|"0.0000"
"04-6029004"|"JAMES C MELVIN TRUST UW FRANCIS L COOLIDGE ET AL TRUSTEES"|"1304861"|"259782.0000"|""|""|"261997.0000"|"2215.0000"|""
"04-6043096"|"Macpherson Fund Inc"|"1304862"|"74876.0000"|""|""|"76000.0000"|"1124.0000"|""
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"1304863"|"88968.0000"|""|""|"89038.0000"|"70.0000"|""
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"1304865"|"53986.0000"|"0.0000"|"0.0000"|"54211.0000"|"225.0000"|"0.0000"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRISTEE"|"1304866"|"53700.0000"|""|""|"53700.0000"|"0.0000"|""
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"1304867"|"175164.0000"|""|""|"176159.0000"|"995.0000"|""
"04-6668886"|"METANOIA FUND 90151348"|"1304868"|"115395.0000"|""|""|"115395.0000"|"0.0000"|""
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"1304869"|"204009.0000"|""|""|"204009.0000"|"0.0000"|""
"01-0371179"|"LONGLEY SCHOLARSHIP FOUNDATION 43M133013"|"1305584"|"16310.0000"|""|""|"16550.0000"|"240.0000"|""
"01-6007504"|"JOHN W MANSON TRUST 10-101160039320"|"1305586"|"74921.0000"|""|""|"74921.0000"|""|""
"02-6008379"|"THE GREENSPAN FOUNDATION"|"1305588"|"107768.0000"|""|""|"107768.0000"|""|""
"03-0341004"|"BETTER AND BETTER FOUNDATION"|"1305589"|"137823.0000"|""|""|"137823.0000"|"0.0000"|""
"03-6070999"|"HARRY WOLFF TRUST"|"1305590"|"74659.0000"|""|""|"75483.0000"|"824.0000"|""
"03-6089090"|"BONBRIGHT FAMILY FOUNDATION"|"1305591"|"48000.0000"|""|""|"48000.0000"|"0.0000"|""
"04-2613244"|"JAMES G. MARTIN MEMORIAL TRUST"|"1305592"|"543862.0000"|""|""|"543862.0000"|""|""
"04-6024320"|"TTEE U/W OF L. GILBERT FBO LANE HOSP"|"1305593"|"232450.0000"|""|""|"232450.0000"|""|""
"04-6044620"|"EASTERN CHARITABLE FOUNDATION"|"1305594"|"96169.0000"|""|""|"96570.0000"|"401.0000"|""
"04-6066081"|"TRAYLOR CHARITABLE FUND"|"1305595"|"84200.0000"|""|""|"84825.0000"|"625.0000"|""
"04-6191561"|"TRASK JOSEPHINE B IRR TR DTD 7/24/68"|"1305596"|"67593.0000"|""|""|"67593.0000"|""|""
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"1307551"|"83691.0000"|""|""|"83691.0000"|""|""
"02-0537670"|"The High Q Foundation, Inc."|"1308119"|"9986286.0000"|""|""|""|""|""
"04-3332966"|"BRISTOL COUNTY SAVINGS CHARITABLE FOUNDATION INC"|"1308121"|"1112376.0000"|""|""|""|""|""
"01-0446023"|"The Bank of Maine Charitable Foundation"|"1308163"|"275859.0000"|""|""|"275859.0000"|"0.0000"|""
"01-0514175"|"Machias Savings Bank Community Development Foundation"|"1308164"|"58764.0000"|"0.0000"|""|"59000.0000"|"236.0000"|""
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|"1308165"|"41194.0000"|""|""|"41680.0000"|"486.0000"|""
"01-6148895"|"The S Douglas and Rita C Sukeforth Charitable Foundation"|"1308166"|"244280.0000"|""|""|"244280.0000"|"0.0000"|""
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST PNC BANK NA"|"1308167"|"65607.0000"|""|""|"65607.0000"|"0.0000"|""
"03-0355842"|"Antonio B and Rita M Pomerleau Foundation Inc"|"1308168"|"1429313.0000"|""|""|"1432111.0000"|"2798.0000"|""
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|"1308169"|""|""|""|""|""|""
"04-2625173"|"THE LINNELL FOUNDATION"|"1308170"|"329842.0000"|""|""|"329842.0000"|""|""
"04-2670567"|"ISLAND FOUNDATION INC"|"1308171"|"2673000.0000"|""|""|"2673000.0000"|"0.0000"|""
"04-3422869"|"Florence Savings Charitable Foundation Inc"|"1308173"|"64540.0000"|"0.0000"|"0.0000"|"64540.0000"|""|"0.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1308174"|"4755832.0000"|""|""|"4755832.0000"|"0.0000"|""
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|"1308175"|"240300.0000"|""|""|"240300.0000"|"0.0000"|""
"04-3493460"|"ROSENBAUMSTEINBERG FAMILY FOUNDATION"|"1308176"|"10206.0000"|""|""|"10250.0000"|"44.0000"|""
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1308178"|"36490.0000"|"0.0000"|"0.0000"|"36876.0000"|"386.0000"|"0.0000"
"04-6039173"|"WELD FOUNDATION 15007564"|"1308179"|"197544.0000"|""|""|"197544.0000"|"0.0000"|""
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"1308180"|"201248.0000"|""|""|"202485.0000"|"1237.0000"|""
"04-6677395"|"MARK & CAROL HYMAN FUND"|"1308181"|"184000.0000"|""|""|"184000.0000"|"0.0000"|""
"04-6707573"|"JAMES N ABBOTT JR TRUST UW ARTICLE 4"|"1308182"|"42078.0000"|""|""|"42078.0000"|"0.0000"|""
"04-6049261"|"THE JAFFE FOUNDATION"|"1308525"|"148323.0000"|""|""|"148629.0000"|"306.0000"|""
"01-0752786"|"Zachary and Lindsey Gund Foundation"|"1308784"|"118430.0000"|""|""|"118430.0000"|"0.0000"|""
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1308785"|"1745170.0000"|""|""|"1756087.0000"|"10917.0000"|""
"04-2104688"|"Managers of Boston Port and Seamen's Aid Society"|"1308786"|"955584.0000"|""|""|"958619.0000"|"3035.0000"|""
"04-3484588"|"Florence SavingsEasthampton Branch Charitable Foundation Inc"|"1308787"|"27353.0000"|"0.0000"|"0.0000"|"27353.0000"|""|"0.0000"
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1308788"|"3647239.0000"|""|""|"3742821.0000"|"95582.0000"|""
"04-6039595"|"SIDNEY & ESTHER RABB CHARITABLE FOUNDATION"|"1308789"|"35699.0000"|""|""|"35699.0000"|"0.0000"|""
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"1308908"|"267693.0000"|""|""|"268064.0000"|"371.0000"|""
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"1308909"|"530538.0000"|""|""|"533573.0000"|"3035.0000"|""
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"1308911"|"637089.0000"|""|""|"637089.0000"|""|""
"02-0694762"|"J&L FOUNDATION"|"1312465"|"179378.0000"|""|""|"180527.0000"|"1149.0000"|""
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"1312466"|"75000.0000"|"0.0000"|"0.0000"|"75000.0000"|"0.0000"|"0.0000"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING TTEES U/A/D 5/19/03"|"1312467"|"550000.0000"|"0.0000"|"0.0000"|"550000.0000"|"0.0000"|"0.0000"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1312468"|"13000.0000"|"0.0000"|"0.0000"|"13000.0000"|"0.0000"|"0.0000"
"04-3310863"|"John C. and Eunice B. Morrison Charitable Foundation"|"1312469"|"446500.0000"|""|""|"446500.0000"|"0.0000"|""
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1312470"|"4043560.0000"|""|""|"4043560.0000"|"0.0000"|""
"04-3489662"|"F.E and A.R. Barstow Charitable Trust"|"1312471"|"269082.0000"|""|""|"270035.0000"|"953.0000"|""
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1312472"|"157700.0000"|""|""|"157700.0000"|"0.0000"|""
"02-6098262"|"EDWIN C. REMICK TESTAMENTARY TRUST"|"1312656"|"695561.0000"|""|""|"705744.0000"|"10183.0000"|""
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"1313217"|"697424.0000"|"0.0000"|"0.0000"|"697424.0000"|"0.0000"|"0.0000"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|"1313218"|"2344695.0000"|""|""|"2344695.0000"|""|""
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"1313219"|"3069642.0000"|""|""|"3069642.0000"|"0.0000"|""
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1313220"|"534813.0000"|""|""|"536983.0000"|"2170.0000"|""
"01-6138763"|"GLADYS F O'NEIL CHARITABLE TRUST"|"1315406"|"140146.0000"|""|""|"142036.0000"|"1890.0000"|""
"04-3133703"|"SOUTH SHORE ANTIQUE AUTO FOUNDATION, INC"|"1315836"|"13500.0000"|""|""|"13500.0000"|""|""
"01-0537471"|"Planet Dog Foundation"|"1315875"|"47424.0000"|""|""|"47424.0000"|"0.0000"|""
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"1315876"|"32077.0000"|""|""|"32077.0000"|"0.0000"|""
"02-0513464"|"HESED FOUNDATION INC."|"1315877"|"50000.0000"|""|""|"50000.0000"|""|""
"02-0659001"|"Edward L Williams and Mary B Williams Foundation"|"1315878"|"252261.0000"|""|""|"252261.0000"|""|""
"02-0738401"|"FOUNDATION - USA INC."|"1315879"|"123025.0000"|""|""|"123025.0000"|"0.0000"|""
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"1315880"|"2216905.0000"|"0.0000"|"0.0000"|"2216996.0000"|"91.0000"|"0.0000"
"03-0460786"|"THE JANE & ALAN CORNELL FOUNDATION INC."|"1315882"|"26945.0000"|""|""|"26945.0000"|"0.0000"|""
"04-3234201"|"WOLF & COMPANY, PC"|"1315883"|"126851.0000"|""|""|"127094.0000"|"243.0000"|""
"04-3371601"|"THE LITTLE OAK HILL FOUNDATION"|"1315884"|"53000.0000"|""|""|"53000.0000"|""|""
"04-6131201"|"FIDELITY FOUNDATION"|"1315885"|"18827191.0000"|""|""|"19164045.0000"|"336854.0000"|""
"04-6139986"|"JOSEPH PERINI MEMORIAL FOUNDATION"|"1315886"|"130412.0000"|""|""|"130790.0000"|"378.0000"|""
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|"1315887"|"231000.0000"|""|""|"231000.0000"|"0.0000"|""
"02-6021464"|"ABBIE M GRIFFIN HOSPITAL FUND"|"1316151"|"11220.0000"|""|""|"11220.0000"|"0.0000"|""
"02-6021465"|"ABBIE M GRIFFIN MEMORIAL FUND"|"1316152"|"17992.0000"|""|""|"18049.0000"|"57.0000"|""
"02-6086871"|"THE STANNARD & DOROTHY DUNN CHARITABLE TRUST"|"1316153"|"223658.0000"|""|""|"223658.0000"|"0.0000"|""
"04-3340270"|"PEMBERTON FAMILY FOUNDATION"|"1316154"|"118131.0000"|""|""|"120035.0000"|"1904.0000"|""
"04-3425071"|"THE ALCES FOUNDATION 7562-07552012606"|"1316155"|"82505.0000"|"0.0000"|"0.0000"|"82505.0000"|"0.0000"|"0.0000"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1317362"|"32153.0000"|""|""|"32157.0000"|"4.0000"|""
"04-6195965"|"Frank Gerrity Charitable Trust"|"1317363"|"184405.0000"|""|""|"184405.0000"|"0.0000"|""
"05-0260671"|"BALLOU HOME FOR THE AGED"|"1317364"|"3519533.0000"|""|""|"3519533.0000"|"0.0000"|""
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL, INC."|"1318468"|"988796.0000"|""|""|""|""|""
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1318486"|"392483.0000"|""|""|"394703.0000"|"2220.0000"|""
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1318488"|"119384.0000"|""|""|"119384.0000"|"0.0000"|""
"01-6085692"|"ROSE M CLARK TRUST"|"1318489"|"152493.0000"|""|""|"152850.0000"|"357.0000"|""
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"1318491"|"1469333.0000"|""|""|"1469333.0000"|""|""
"02-6007487"|"New London Service Organization, Inc."|"1318492"|"18731.0000"|""|""|"19000.0000"|"269.0000"|""
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARK TRUST"|"1318493"|"24370.0000"|"0.0000"|"0.0000"|"24370.0000"|"0.0000"|"0.0000"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"1318494"|"371135.0000"|"0.0000"|"0.0000"|"374653.0000"|"3518.0000"|"0.0000"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|"1318495"|"164700.0000"|""|""|"166479.0000"|"1779.0000"|""
"04-2690883"|"CLIFFORD CHARITABLE FOUNDATION"|"1318496"|"126042.0000"|""|""|"126042.0000"|"0.0000"|""
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1318497"|"431370.0000"|""|""|"431370.0000"|"0.0000"|""
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"1318498"|"130694.0000"|""|""|"131024.0000"|"330.0000"|""
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1318499"|"99474.0000"|""|""|"100000.0000"|"526.0000"|""
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"1318500"|"182438.0000"|""|""|"182438.0000"|"0.0000"|""
"04-3580383"|"The Linda Wisnewski and William Collatos Family Foundation"|"1318501"|"164100.0000"|""|""|"164100.0000"|"0.0000"|""
"04-6112483"|"THE BARUCH FUND"|"1318502"|"893873.0000"|""|""|"898939.0000"|"5066.0000"|""
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1318503"|"31367.0000"|""|""|"31450.0000"|"83.0000"|""
"04-6663582"|"THE LUDCKE FOUNDATION"|"1318504"|"1757920.0000"|""|""|"1757920.0000"|""|""
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1318505"|"217766.0000"|""|""|"218105.0000"|"339.0000"|""
"01-0521503"|"WINSLOW-JOHNSON SCHOLARSHIP TRUST"|"1319064"|"21166.0000"|""|""|"21166.0000"|"0.0000"|""
"01-6017314"|"SYLVIA E ROSS TRUST"|"1319066"|"239541.0000"|""|""|"239541.0000"|""|""
"02-6004792"|"HERBERT G ABBOT TESTAMENTARY TRUST 360090013"|"1319067"|"83620.0000"|"0.0000"|"0.0000"|"84256.0000"|"636.0000"|"0.0000"
"04-3582018"|"BROOKS FAMILY FOUNDATION"|"1319068"|"824592.0000"|""|""|"825500.0000"|"908.0000"|""
"04-6013418"|"ALICE PLIMPTON EDUCATION UNDER WILL 52723467"|"1319069"|"47571.0000"|""|""|"47571.0000"|""|""
"04-6051719"|"CLYDE PARK CHARITABLE FOUNDATION"|"1319070"|"52690.0000"|""|""|"52850.0000"|"160.0000"|""
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"1319071"|"693500.0000"|""|""|"693500.0000"|"0.0000"|""
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"1319072"|"71042.0000"|""|""|"74025.0000"|"2983.0000"|""
"01-0644503"|"MILL PARK FOUNDATION, INC"|"1322051"|"14693572.0000"|""|""|"14713834.0000"|"20262.0000"|""
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1322052"|"321811.0000"|""|""|"321811.0000"|"0.0000"|""
"04-6044714"|"Arthur Ashley Williams Foundation"|"1322053"|"168788.0000"|""|""|"168788.0000"|"0.0000"|""
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1322440"|"120557.0000"|""|""|"120770.0000"|"213.0000"|""
"04-6186166"|"CALDERWOOD CHARITABLE FOUNDATION"|"1322441"|"5682814.0000"|""|""|"5682814.0000"|"0.0000"|""
"01-0516587"|"Saco & Biddeford Savings Charitable Foundation"|"1322706"|"102089.0000"|""|""|"102376.0000"|"287.0000"|""
"04-3294783"|"JULIA CHILD FOUNDATION FOR GASTRONOMY AND THE CULINARY ARTS"|"1322707"|"312202.0000"|""|""|"323702.0000"|"11500.0000"|""
"04-3464581"|"THE ACEESS STRATEGIES FUND"|"1323094"|"527370.0000"|""|""|""|""|""
"01-0566881"|"WENDY & DEREK PEW FOUNDATION, INC."|"1323114"|"55897.0000"|""|""|"55980.0000"|"83.0000"|""
"02-0779716"|"WTC FOUNDATION"|"1323115"|"237749.0000"|""|""|"237750.0000"|"1.0000"|""
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"1323116"|"1095829.0000"|""|""|"1095829.0000"|"0.0000"|""
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1323117"|"2728691.0000"|""|""|"2728691.0000"|"0.0000"|""
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"1323119"|"80156.0000"|"0.0000"|"0.0000"|"80156.0000"|""|"0.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNATION"|"1323120"|"71007.0000"|""|""|"71205.0000"|"198.0000"|""
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC"|"1323121"|"1441871.0000"|""|""|"1441871.0000"|""|""
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1323123"|"261244.0000"|""|""|"262920.0000"|"1676.0000"|""
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1323124"|"2913825.0000"|""|""|"2913825.0000"|""|""
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNATION, INC."|"1323125"|"2804890.0000"|""|""|"2804890.0000"|"0.0000"|""
"04-6055699"|"MADELAINE G. VONWEBER TRUST TODD FAHEY & WILLIAM TUCKER"|"1323126"|"337776.0000"|""|""|"337776.0000"|"0.0000"|""
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"1323127"|"1275530.0000"|""|""|"1283127.0000"|"7597.0000"|""
