"C_EIN"|"C_Org_Name"|"RULING_DATE_XIV"|"XIV_4942_3"|"XIV_4942_5"|"XML_DOCUMENT_ID"
"03-0337672"|"WYMAN EVERETT H. TR B MEM FD 43V189015"|""|""|""|"1473772"
"03-0514974"|"THE WARREN & BERNICE HENSEL FOUNDATION"|""|""|""|"1473774"
"03-6047004"|"ARTHUR H. SCOTT MEM VOL TRUST -CHITT 43C039013"|""|""|""|"1473775"
"04-2104372"|"LATHROP HOME"|""|""|""|"1473776"
"04-2136910"|"JOSEPHINE G. RUSSELL TRUST"|""|""|""|"1473777"
"04-3071209"|"THE ROWE FOUNDATION, INC"|""|""|""|"1473778"
"04-3177775"|"Day Pitney, LLP"|""|""|""|"1473779"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|""|""|""|"1473780"
"04-3366804"|"Triton Foundation"|""|""|""|"1473781"
"04-3370400"|"THE ROGER AND MARNA LANDAY CHARITABLE FOUNDATION"|""|""|""|"1473782"
"04-3397500"|"HUNT ALTERNATIVES FUND"|"6/5/1998 12:00:00 AM"|"Y"|""|"1473783"
"04-3426100"|"THE GORON E. AND MAY R. CADWGAN CHARITABLE FOUNDATION"|""|""|""|"1473784"
"04-3466900"|"THE EDWARD W. KANE & MARTHA J. WALLACE FAMILY FOUNDATION"|""|""|""|"1473785"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|""|""|""|"1473786"
"04-3542100"|"THE REEDER FOUNDATION"|""|""|""|"1473787"
"04-6017700"|"Eaton Foundation"|""|""|""|"1473788"
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|""|""|""|"1473789"
"04-6033804"|"GRACE C B STEBBINS TUA"|""|""|""|"1473790"
"04-6048472"|"OXFORD FUND INC."|""|""|""|"1473791"
"04-6058104"|"William B Rice Aid Fund Inc"|""|""|""|"1473792"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|""|""|""|"1473793"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|""|""|""|"1473794"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|""|""|""|"1473795"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|""|""|""|"1473796"
"04-6883004"|"CLOVELLY CHARITABLE TRUST PHILIP T. CHAPLIN ET AL TRUSTEES"|""|""|""|"1473797"
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|""|""|""|"1473798"
"01-6008575"|"Z A MERSEREAU TRUST U/W"|""|""|""|"1474320"
"04-3122206"|"DUSKY FOUNDATION"|""|""|""|"1474322"
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|""|""|""|"1474323"
"04-6021172"|"NELSON & GERTRUDE HIBBARD TUA"|""|""|""|"1474324"
"04-6033910"|"LEWIS & FRANCIS TIFFT TUA-SPRING"|""|""|""|"1474326"
"04-6036706"|"JOHN W BOYNTON FUND"|""|""|""|"1474327"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|""|""|""|"1474328"
"04-6590209"|"EARLE A GRISWOLD TUA-ST PAUL"|""|""|""|"1474329"
"04-6788009"|"ST MARY'S & ROCKESTER METH HOSP"|""|""|""|"1474330"
"04-3469581"|"LLH/LHM FOUNDATION MARY & MARGARET BAIRD, TRUSTEES"|""|""|""|"1474739"
"01-0421912"|"Fore River Foundation"|""|""|""|"1474867"
"02-0807885"|"Nova foundation, Inc."|""|""|""|"1474868"
"04-2714713"|"THE GUND ART FOUNDATION"|"12/19/1980 12:00:00 AM"|"Y"|""|"1474869"
"04-3727883"|"THE GUMBO FOUNDATION"|""|""|""|"1474870"
"01-0744113"|"MCCULLOUGH FOUNDATION"|""|""|""|"1475940"
"02-0762912"|"THE GRAGG FOUNDATION"|""|""|""|"1475948"
"02-6003982"|"HELEN BLAKE GILE TR"|""|""|""|"1475949"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|""|""|""|"1475951"
"03-6006013"|"THE COPLEY FUND"|""|""|""|"1475954"
"04-2121312"|"COOLIDGE HILL FOUNDATION"|""|""|""|"1475957"
"04-3109508"|"Frank R. and Elizabeth Simoni Foundation Inc."|""|""|""|"1475965"
"04-3243114"|"THE CREIGHTON NARADA FOUNDATION"|""|""|""|"1475966"
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|""|""|""|"1475967"
"04-3368611"|"THE CROZIER FAMILY CHARITABLE FOUNDATION"|""|""|""|"1475968"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|""|""|""|"1475969"
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|""|""|""|"1475973"
"04-3542811"|"The Tiedemann Foundation"|""|""|""|"1475974"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|""|""|""|"1475978"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|""|""|""|"1475979"
"04-6660214"|"THE ORCHARD FOUNDATION"|""|""|""|"1475980"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|""|""|""|"1475981"
"04-6896914"|"NOVACK FAMILY FOUNDATION"|""|""|""|"1475982"
"03-6112076"|"BOYER FAMILY FOUNDATION"|""|""|""|"1478997"
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|""|""|""|"1479046"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|""|""|""|"1479047"
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|""|""|""|"1479048"
"01-0854918"|"Oreggia Family Foundation"|""|""|""|"1479049"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|""|""|""|"1479052"
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|""|""|""|"1479053"
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|""|""|""|"1479054"
"02-6175078"|"THISTLE & ROSE FOUNDATION"|""|""|""|"1479055"
"03-0466977"|"HEALY FOUNDATION"|""|""|""|"1479056"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|""|""|""|"1479059"
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|""|""|""|"1479061"
"04-2748787"|"KENDRICK FOUNDATION"|""|""|""|"1479062"
"04-2991588"|"Alfred Campanelli Charitable Foundation"|""|""|""|"1479063"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|""|""|""|"1479064"
"04-3294086"|"THE KRUPP FOUNDATION"|""|""|""|"1479065"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|""|""|""|"1479067"
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|""|""|""|"1479068"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"9/10/1998 12:00:00 AM"|"Y"|""|"1479069"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|""|""|""|"1479070"
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|""|""|""|"1479071"
"04-6115419"|"Eastman Charitable Foundation"|""|""|""|"1479072"
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|""|""|""|"1479073"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|""|""|""|"1479074"
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|""|""|""|"1479075"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|""|""|""|"1479076"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|""|""|""|"1479078"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|""|""|""|"1480566"
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|""|""|""|"1480569"
"04-3235379"|"Poduska Family Foundation Inc"|""|""|""|"1480570"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|""|""|""|"1480571"
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|""|""|""|"1480572"
"04-3535723"|"GANSETT FOUNDATION"|""|""|""|"1480573"
"04-6067779"|"ANSIN FOUNDATION"|""|""|""|"1480574"
"04-6126323"|"CLIOT I AND RUTH SNIDER CHARITABLE TRUST"|""|""|""|"1480575"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|""|""|""|"1480577"
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|""|""|""|"1480578"
"03-0533223"|"GALANTA FOUNDATION, INC"|""|""|""|"1481874"
"01-0789717"|"THE ANGEL FOUNDATION"|""|""|""|"1482226"
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|""|""|""|"1482228"
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|""|""|""|"1482242"
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|""|""|""|"1482243"
"01-6010120"|"JAMES A TAYLOR OSTEOPATHIC HOSP"|""|""|""|"1482244"
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|""|""|""|"1482245"
"01-6048187"|"F ROGER MILLER TRUST"|""|""|""|"1482246"
"01-6070773"|"MUHS FLORENCE H IRREV TR"|""|""|""|"1482248"
"02-6065480"|"KEITH HENNEY TRUST"|""|""|""|"1482249"
"04-3042476"|"RALPH & HELEN KELLEY FDN"|""|""|""|"1482253"
"04-3130418"|"NORTON PUBLIC LIBRARY"|""|""|""|"1482254"
"04-3293081"|"GERALD R JORDAN FOUNDATION"|""|""|""|"1482255"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|""|""|""|"1482257"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|""|""|""|"1482259"
"04-6019020"|"T WALTER CARMAN TUW-SHRINERS"|""|""|""|"1482260"
"04-6019078"|"BELLE T SMITH TUW"|""|""|""|"1482261"
"04-6019079"|"GEORGE WALTER VINCENT SMITH TUW"|""|""|""|"1482262"
"04-6019085"|"ETHAN TAYLOR TUW-BENEVOLENT"|""|""|""|"1482263"
"04-6019088"|"WILLIAM B WALKER TUW"|""|""|""|"1482264"
"04-6019113"|"LOUISE G PEASE B/O BAYSTATE MED"|""|""|""|"1482265"
"04-6019184"|"GRACE H NOYES"|""|""|""|"1482266"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|""|""|""|"1482268"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|""|""|""|"1482269"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|""|""|""|"1482270"
"04-6028223"|"JOHN H SANDERSON TUW"|""|""|""|"1482271"
"04-6033808"|"HERVEY L SMITH TUA"|""|""|""|"1482272"
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|""|""|""|"1482273"
"04-6050818"|"EDNA TALBOT FOR NEW ENGLAND HOME"|""|""|""|"1482274"
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|""|""|""|"1482275"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|""|""|""|"1482277"
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|""|""|""|"1482278"
"04-6136011"|"JAMES B CORCORAN TUW"|""|""|""|"1482279"
"04-6136421"|"MATILDA L HEYDT TUW"|""|""|""|"1482280"
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|""|""|""|"1482281"
"04-6232521"|"GRACE C JORDAN TUA"|""|""|""|"1482282"
"04-6266114"|"WILLIAM HOSIER T/U/W"|""|""|""|"1482283"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|""|"Y"|"Y"|"1482284"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|""|""|""|"1482285"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|""|""|""|"1482286"
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|""|""|""|"1482287"
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|""|""|""|"1482288"
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|""|""|""|"1482289"
"04-6427501"|"CHRISTINE L BECK T/U/A"|""|""|""|"1482290"
"04-6446179"|"BROOKS GRACE E TRUST"|""|""|""|"1482291"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|""|""|""|"1482292"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|""|""|""|"1482293"
"04-6643614"|"MILDRED E GATES T/U/W"|""|""|""|"1482294"
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|""|""|""|"1482295"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|""|""|""|"1482296"
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|""|""|""|"1482298"
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"11/13/1986 12:00:00 AM"|"Y"|""|"1484899"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|""|""|""|"1484926"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|""|""|""|"1484927"
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|""|""|""|"1484928"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|""|""|""|"1484929"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|""|"Y"|""|"1484930"
"04-3133703"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|""|""|""|"1484931"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|""|""|""|"1484932"
"04-3541108"|"EPKER-SINHA FOUNDATION"|""|""|""|"1484933"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|""|""|""|"1484935"
"04-6614314"|"PATRICK CARNEY FOUNDATION"|""|""|""|"1484936"
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|""|""|""|"1487011"
"01-0556625"|"MAAK FOUNDATION"|""|""|""|"1487012"
"04-2632222"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|""|""|""|"1487013"
"04-2670128"|"MELVIN AND RYNA COHEN FOUNDATION"|""|""|""|"1487014"
"04-3602929"|"NORTH CAROLINA SCIENCE, MATHEMATICS, AND TECHNOLOGY EDUCATION CENTER, INC."|""|""|""|"1487015"
"01-0525593"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|""|""|""|"1487089"
"01-6145027"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|""|""|""|"1487092"
"02-0573327"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|""|""|""|"1487094"
"02-6005022"|"MARTIN CHARITABLE MEMORIAL FUND"|""|""|""|"1487096"
"02-6060525"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|""|""|""|"1487098"
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|""|""|""|"1487099"
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|""|""|""|"1487100"
"03-0330527"|"FRANK M. AND OLIVE F. GILMAN FOUNDATION"|""|""|""|"1487101"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|""|""|"Y"|"1487102"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION, INC."|""|""|""|"1487103"
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|""|""|""|"1487104"
"03-6111428"|"KAUFMAN FAMILY FOUNDATION STACEY GERRISH, JENIFER MATHIEU & CFSG"|""|""|""|"1487105"
"04-2121325"|"UNITED FUND & CONCIL OF GREATER LYNN, INC."|""|""|""|"1487107"
"04-2716893"|"FOLEY HOAG FOUNDATION"|""|""|""|"1487108"
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|""|""|""|"1487109"
"04-2979426"|"THE BEAUCOURT FOUNDATION, INC"|""|""|""|"1487110"
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|""|""|""|"1487112"
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|""|""|""|"1487113"
"04-3296725"|"THE ERIC & BARBARA CARLE FOUNDATION"|""|""|""|"1487114"
"04-3338927"|"HAZARD FAMILY FOUNDATION"|""|""|""|"1487115"
"04-3371223"|"Douglas Drane Charitable Trust"|""|""|""|"1487117"
"04-3533126"|"Wechsler Family Foundation"|""|""|""|"1487120"
"04-3541593"|"THE DOWNS FOUNDATION"|""|""|""|"1487121"
"04-3551989"|"Barbara Delinsky Charitable Foundation"|""|""|""|"1487122"
"04-3560389"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|""|""|""|"1487123"
"04-3574891"|"MESSIER-COSTAIN FOUNDATION 43M135018"|""|""|""|"1487124"
"04-3778128"|"The Ideker Family Foundation"|""|""|""|"1487128"
"04-3801691"|"EISZNER FAMILY FOUNDATION"|""|""|""|"1487129"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|""|""|""|"1487130"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|""|"Y"|""|"1487131"
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|""|""|""|"1487132"
"04-6050419"|"Albert H & Reuben S Stone Fund"|""|""|""|"1487133"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|""|""|""|"1487134"
"04-6056824"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|""|""|""|"1487135"
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|""|""|""|"1487136"
"04-6079522"|"R ELAINE CROSTON T/U/W"|""|""|""|"1487137"
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|""|""|""|"1487138"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|""|""|""|"1487139"
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|""|""|""|"1487140"
"04-6145922"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|""|""|""|"1487141"
"04-6193022"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|""|""|""|"1487142"
"04-6607624"|"LOU H WILLEKE TUW"|""|""|""|"1487143"
"04-6771029"|"BELL FAMILY FOUNDATION"|""|""|""|"1487144"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|""|""|""|"1487145"
"04-6861522"|"WILSON CARUSO CHARITABLE FOUNDATION"|""|""|""|"1487146"
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUDNATION"|""|""|""|"1489139"
"02-0534833"|"BINZER ISADORE FUND T/A 102-0409642"|""|""|""|"1489140"
"03-0326934"|"Carris Corporate Foundation"|""|""|""|"1489141"
"04-6017426"|"A.C. Ratshesky Foundation"|""|""|""|"1489148"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|""|""|""|"1489149"
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|""|""|""|"1489150"
"04-6023194"|"NELSON M BAKER T/U/W"|""|""|""|"1489151"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|""|""|""|"1489152"
"04-6026094"|"GEORGINA B WEST U/W"|""|""|""|"1489154"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|""|""|""|"1489155"
"04-6064025"|"THE ROSS WEBB FUND"|""|""|""|"1489157"
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|""|""|""|"1489158"
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|""|""|""|"1489159"
"04-6232529"|"MAY B SADOWSKI TUI"|""|""|""|"1489160"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|""|""|""|"1489161"
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|""|""|""|"1489162"
"04-6555493"|"ANGELO H VERGOBBI T/U/I"|""|""|""|"1489164"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|""|""|""|"1489165"
"04-6678724"|"ANDREWS TR FUND-CHARITABLE SHS"|""|""|""|"1489166"
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|""|""|""|"1489167"
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|""|""|""|"1491447"
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|""|""|""|"1491448"
"01-0643285"|"MWH CARING FOUNDATION, INC."|""|""|""|"1491452"
"01-0810723"|"HARRY M MIRIAM C WILL C HORTON F"|""|""|""|"1491454"
"02-0497577"|"HNH FOUNDATION, INC."|""|""|""|"1491456"
"02-6005885"|"THE BARKER FOUNDATION INC."|""|""|""|"1491458"
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|""|""|""|"1491459"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|""|""|""|"1491460"
"03-0536676"|"THE V & L MARX FOUNDATION"|""|""|""|"1491463"
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|""|""|""|"1491465"
"04-2946393"|"Sprague Foundation Inc."|""|""|""|"1491467"
"04-3359381"|"Courtney and Victoria Buffum Family Foundation"|""|""|""|"1491470"
"04-3484588"|"FLORENCE SAVINGS/EASTHAMPTON BRANCH CHARITABLE FOUNDATION, INC."|""|""|""|"1491473"
"04-3557888"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|""|""|""|"1491474"
"04-6014290"|"RALPH BRADLEY PRIZES"|""|""|""|"1491477"
"04-6018676"|"EDWARD WALKER TUW"|""|""|""|"1491478"
"04-6036788"|"CHARLES H. HOOD FUND"|""|""|""|"1491480"
"04-6039593"|"THE AARON FOUNDATION"|""|""|""|"1491481"
"04-6044077"|"Shelburne Falls Community House, Inc."|""|""|""|"1491482"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|""|""|""|"1491483"
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|""|""|""|"1491484"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|""|""|""|"1491485"
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|""|""|""|"1491486"
"03-0410199"|"Praise Him Ministries, Inc."|"5/28/2003 12:00:00 AM"|"Y"|""|"1498697"
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|""|""|""|"1498698"
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|""|""|""|"1498699"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|""|""|""|"1498735"
"01-0617231"|"FORDNEY FOUNDATION"|""|""|""|"1498737"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|""|""|""|"1498738"
"01-0676696"|"BANK OF AMERICA NA"|""|""|""|"1498739"
"01-0936787"|"NARROW GATE FOUNDATION"|""|""|""|"1498740"
"01-6010195"|"JOSEPH HOW CHARITABLE TRUST"|""|""|""|"1498741"
"01-6027530"|"ABNER F. MORISON TRUST FUND"|""|""|""|"1498742"
"01-6028898"|"SUMNER O. HANCOCK SCHOLARSHIP FUND"|""|""|""|"1498743"
"01-6124732"|"CAROL AND DAVID HANCOCK CHARITABLE TRUST"|""|""|""|"1498744"
"01-6148895"|"S. Douglas and Rita C. Sukeforth Charitable Foundation"|""|""|""|"1498745"
"02-0762730"|"RALPH S. AND FRANCES R. DWECK FAMILY FOUNDATION, INC."|""|""|""|"1498747"
"02-6006598"|"CONCORD FEMALE CHARITABLE SOCIETY 642093017"|""|""|""|"1498748"
"02-6021132"|"M L BILLINGS TR FBO NH CHARITIES 3035009497"|""|""|""|"1498749"
"03-0122698"|"JOHN J. FLYNN TUW FBO FAHC ETAL 31C025017"|""|""|""|"1498750"
"03-0307532"|"THE PIZZAGALLI FOUNDATION"|""|""|""|"1498751"
"03-0603732"|"MOMS, THE FUND FOR MOTHERS WITH YOUNG CHILDREN, INC"|""|""|""|"1498752"
"03-6009332"|"Charitable Foundation of the Bryant Chucking Grinder Co."|""|""|""|"1498753"
"03-6020099"|"MORTIMER R PROCTOR FOUNDATION 31V120015"|""|""|""|"1498754"
"03-6059731"|"Schultz-Blackwell Trust"|""|""|""|"1498755"
"03-6084732"|"Ferdinand & Sarah Cinelli Charitable Trust"|""|""|""|"1498756"
"04-2680399"|"RESTORATION HOUSING CORPORATION"|""|""|""|"1498757"
"04-2866532"|"DARTHEA MORROW T/U/A"|""|""|""|"1498758"
"04-3166698"|"THE KEEL FOUNDATION"|""|""|""|"1498759"
"04-3407432"|"THE MITCHELL SCHOOL PARENT TEACHER COUNCIL TRUST"|""|""|""|"1498760"
"04-6009430"|"FRANKLIN H PUTNAM T/U/W"|""|""|""|"1498763"
"04-6009796"|"ERVANT SERPOSS T/U/W"|""|""|""|"1498764"
"04-6012597"|"JOHN E SOMERS TRUST 1264001"|""|""|""|"1498765"
"04-6018695"|"MARY L PERKINS TRUST U/W"|""|""|""|"1498766"
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|""|""|""|"1498767"
"04-6019296"|"FOX FOR STATE OF NH"|""|""|""|"1498768"
"04-6019531"|"JOHN DEFERRARI FOUNDATION"|""|""|""|"1498769"
"04-6020498"|"TUCO GEORGE R WRIGHT T/U/W"|""|""|""|"1498770"
"04-6023784"|"THE GEORGE I. ALDEN TRUST"|""|""|""|"1498771"
"04-6024599"|"TTEE U/I OF ELLEN A STONE"|""|""|""|"1498772"
"04-6025499"|"MARY ALICE FITCH T/U/W"|""|""|""|"1498773"
"04-6031995"|"HENRY B. MARTIN FUND, INC."|""|""|""|"1498774"
"04-6036697"|"STEARNS CHARITABLE TRUST"|""|""|""|"1498775"
"04-6040032"|"TRUSTEES OF SEARS AND OTHER FUNDS"|""|""|""|"1498776"
"04-6044998"|"HERBERT FALES DEUCATIONAL TRUST"|""|""|""|"1498777"
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|""|""|""|"1498778"
"04-6095797"|"GOODING G L IND DTD 5 10 50"|""|""|""|"1498779"
"04-6115599"|"URANN FOUNDATION"|""|""|""|"1498780"
"04-6135098"|"S ALICE KNAPP TRUST"|""|""|""|"1498781"
"04-6155695"|"MARY ALICE ARAKELIAN FOUNDATION"|""|""|""|"1498782"
"04-6164232"|"A V REOPELL TUA"|""|""|""|"1498783"
"04-6278297"|"HELEN U KIELY TUW"|""|""|""|"1498784"
"04-6317598"|"FOX FLORA TR U/WILL"|""|""|""|"1498785"
"04-6580695"|"FALLONA RAYMOND AND LAURA CHARITABLE"|""|""|""|"1498786"
"04-6644099"|"TTEE U/W OF C W BOLLIVAR"|""|""|""|"1498787"
"04-6665830"|"THE ULF B. HEIDE AND ELIZABETH C. HEIDE FOUNDATION CHARITABLE TRUST"|""|""|""|"1498788"
"04-6820699"|"JANNA ODDLEIFSON, TRUSTEE"|""|""|""|"1498789"
"04-6880299"|"THE HIGH POINTE FOUNDATION"|""|""|""|"1498790"
"04-6905190"|"THE WATER COVE CHARITABLE FOUNDATION"|""|""|""|"1498791"
"04-6938198"|"DOROTHY S GRANT TRUST"|""|""|""|"1498792"
"04-2122137"|"WILLIAM J ASHTON TUW-SHRINERS"|""|""|""|"1501255"
"04-3237138"|"THE BROMLEY CHARITABLE TRUST"|""|""|""|"1501256"
"04-6019038"|"JAMES P GRAY TUW"|""|""|""|"1501257"
"04-6067737"|"ABRAHAM KAPLAN CHARITABLE FOUNDATION"|""|""|""|"1501258"
"04-6121497"|"GEORGE WALKER MILK FUND"|""|""|""|"1501259"
"04-6533896"|"Elizabeth Whittemore Charitable Trust"|""|""|""|"1501260"
