"EIN"|"ORG_NAME"|"XMLID"
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"1567817"
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC"|"1573263"
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"1574324"
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"1577836"
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"1577995"
"01-6190683"|"BLEWETT, ALICE E AND JOS. C. FOUNDAT"|"1578761"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"1578795"
"04-3619072"|"JILL & KRISCHER FAMILY FOUNDATION INC"|"1589902"
"04-2104861"|"SHAW FUND FOR MARINERS' CHILDREN"|"1630698"
"02-0798199"|"TRUBRADOR FOUNDATION"|"1632109"
"04-2104834"|"PILGRIM FOUNDATION"|"1632166"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1632241"
"04-3762697"|"THE HAVNER FAMILY FOUNDATION"|"1632259"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|"1632277"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1358868"
"01-0522171"|"The Borman Family Foundation"|"1382557"
"04-2129132"|"HOWARD BENEVOLENT SOCIETY"|"1382582"
"04-2700063"|"TAPPER CHARITABLE FOUNDATION"|"1382593"
"04-6091664"|"SMITH TIMOTHY TR U/WILL"|"1382609"
"04-6384106"|"BURROUGHS HARRY F TR U/IND"|"1382616"
"04-6837671"|"THE BOPP FAMILY CHARITABLE TRUST"|"1382618"
"01-0482817"|"THE HUDSON FOUNDATION"|"1404301"
"01-0746539"|"FRANKLIN SQUARE FOUNDATION"|"1404310"
"02-0613293"|"NER TZION FOUNDATION"|"1404324"
"04-3071725"|"Levine Family Charitable Trust"|"1404360"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"1404367"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|"1404369"
"04-3393634"|"THE BERT CONSTANCE & SIDNEY H RABINOWITZ FAMILY FOUNDATION INC"|"1404374"
"04-3512637"|"OUYANG YU FOUNDATION"|"1404383"
"01-6044693"|"H CARVER TR FBO GOODALL HOSP-CARVER"|"1406934"
"04-3371941"|"Messler Family Foundation"|"1407007"
"04-6009170"|"MARGARET M HURLEY RES TR"|"1407016"
"04-6026051"|"CAROLINE FABENS-APPTD FD U/W"|"1407018"
"04-6058434"|"KAUDERS CHARITABLE TRUST"|"1407023"
"04-6078603"|"COCHRAN GIFFORD A TR U/IND"|"1407025"
"04-6747335"|"BEMIS-TRUST IN DIVERSITY THOMAS E. PECKHAM, TRUSTEE"|"1407032"
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"1407034"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1435535"
"01-0211504"|"The Eunice Frye Home Foundation"|"1435569"
"01-0561393"|"ROBERT HAYWOOD MORRISON FDN"|"1435576"
"01-6173503"|"EVELYN E. STRICKLIN SCHOLARSHIP FOUNDATION"|"1435578"
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"1304799"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"1304800"
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1304849"
"01-0800004"|"Pierce Family Foundation"|"1304850"
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"1304865"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRISTEE"|"1304866"
"04-6644020"|"THE IVES FAMILY CHARITABLE TRUST"|"1304867"
"04-6012766"|"AMERICAN MEMORIAL HOSPITAL, INC."|"1318468"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1318486"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1318488"
"04-3580383"|"The Linda Wisnewski and William Collatos Family Foundation"|"1318501"
"04-6112483"|"THE BARUCH FUND"|"1318502"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1318503"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1318504"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"1318505"
"04-6051719"|"CLYDE PARK CHARITABLE FOUNDATION"|"1319070"
"04-6718867"|"KAHN CHARITABLE FOUNDATION"|"1319071"
"04-6815282"|"F ROSCOE & VILA WEBBER CHARITABLE TRUST"|"1319072"
"04-2105774"|"TRUSTEES OF THE HOWARD FUNDS 1993"|"1334613"
"04-2131415"|"SARAH GILLETT SERVICES FOR THE ELDERLY, INC"|"1334614"
"04-3030385"|"RUFFINI CHARITABLE FOUNDATION"|"1334615"
"01-0490113"|"Maine State Troopers Foundation"|"1335332"
"04-3255974"|"SWARTZ FOUNDATION"|"1335334"
"04-3391146"|"EDWARD & ANTOINETTE BANA HURST"|"1335566"
"04-6314384"|"SIDNEY HMARY L GRAY FAMILY SCHOLARSHIP FUND"|"1335567"
"04-6557590"|"WARREN CROSS FOUNDATION"|"1335568"
"04-3613913"|"KITE FOUNDATION"|"1335799"
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|"1335800"
"04-6856820"|"ABRAMS FOUNDATION INC."|"1335801"
"02-6106324"|"ALLAN B ROBY & FRANCES M ROBY CHARITABLE TRUST"|"1361118"
"03-0558277"|"FRAYER CHILD FOUNDATION"|"1361120"
"04-3657039"|"RICHARD & SCARLETT CHANG FAMILY FOUNDATION"|"1361136"
"04-6007979"|"EDWIN J CASTLE TRUST NO 3"|"1361137"
"04-6008578"|"LILLIAN C. MOORE TRUST"|"1361138"
"04-6009000"|"FREDERICK H JONES"|"1365582"
"04-6047689"|"JOHN M THORNE AND ETHEL C THORNE FOUNDATION INC"|"1365583"
"04-6077889"|"SAMUEL C. HOWES TRUST U/W ART 7 #0718585"|"1365584"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"1366135"
"02-0491795"|"THE OXFORD LEAGUE INC"|"1366918"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|"1366921"
"03-0539996"|"CEDAR CREEK INSTITUTE"|"1366934"
"05-0426569"|"THE PAPITTO FOUNDATION"|"1366968"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1379719"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1379738"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1379739"
"04-6097390"|"JOHN CHANY RESIDUARY CL UW"|"1380288"
"01-0557719"|"THE MACNEAL FOUNDATION"|"1381006"
"01-0612073"|"The Kingbeil Family Foundation"|"1381007"
"04-3451161"|"ELEPHANT ROCK FOUNDATION INC"|"1381039"
"04-3527006"|"The Lost and Foundation Inc"|"1381042"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"1381043"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST . 3030007141"|"1267298"
"04-2104012"|"COBURN CHARITABLE SOCIETY, INC"|"1275450"
"04-2598211"|"GARDINOR-PRUNARET FOUNDATION"|"1275451"
"04-2743143"|"THE VANDERBILT FAMILY FOUNDATION"|"1275452"
"04-3190300"|"DR ANTON R FRIED MEMORIAL TRUST"|"1275453"
"01-0387404"|"Elmina B. Sewall Foundation"|"1275717"
"01-0391038"|"Rosscare"|"1275718"
"01-0519446"|"Great Bay Foundation"|"1275719"
"04-2104272"|"HAHNEMANN HOSPITAL"|"1275720"
"04-2670055"|"HAROLD AND JANICE COHEN FOUNDATION"|"1275721"
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"1275852"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"1275853"
"02-0497577"|"HNH FOUNDATION, INC."|"1275854"
"02-6004699"|"GEORGE GARDNER & FANNY WHITING"|"1292882"
"04-2104142"|"DAVENPORT MEMORIAL FOUNDATION"|"1292883"
"04-2624081"|"GRACE C STEBBINS TUA"|"1292884"
"01-6035550"|"EDWARD P CLARK MEMORIAL TR 10-101230022400"|"1298146"
"02-6012645"|"DEERING FOUNDATION, INC."|"1298148"
"04-3335235"|"THE LADD FAMILY FOUNDATION"|"1298149"
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1300535"
"04-3473310"|"THE CRAWFORD IDEMA FAMILY FOUNDATION, INC."|"1300536"
"01-6008389"|"SHAW'S SUPERMARKETS CHAR FOUNDATION"|"1308908"
"02-6005491"|"EDWARD WAGNER & GEORGE HOSSER SCH FUND 3020003262"|"1308909"
"04-6011995"|"CHARLES E & CAROLINE J ADAMS TRUST"|"1308911"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1312468"
"04-3310863"|"John C. and Eunice B. Morrison Charitable Foundation"|"1312469"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1312470"
"04-3489662"|"F.E and A.R. Barstow Charitable Trust"|"1312471"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"1313220"
"02-0513464"|"HESED FOUNDATION INC."|"1315877"
"02-0659001"|"Edward L Williams and Mary B Williams Foundation"|"1315878"
"02-0738401"|"FOUNDATION - USA INC."|"1315879"
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"1315880"
"04-3522053"|"MANNION FAMILY FOUNDATION"|"1337571"
"04-6059253"|"PECHET FOUNDATION (FK/A/ MAURICE PECHET FOUNDATION)"|"1337572"
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|"1348819"
"02-0657534"|"Andre & Katherine Merage Foundation of Nevada"|"1348820"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND, INC."|"1348821"
"04-6778721"|"Grimshaw- Gudewicz Chartable Foundation"|"1355870"
"04-6057931"|"TRUST U/W HENRT FARNAM LINDA S. DALBY ET AL TRUSTEES"|"1355954"
"04-3406328"|"East Boston Savings Bank Charitable Foundation Inc"|"1357207"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1357208"
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL. INC."|"1357209"
"04-6029322"|"GEORGE W. HATHAWAY TR U/D"|"1357361"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1358628"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1358629"
"04-6112131"|"The Braitmayer Foundation"|"1358630"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|"1358631"
"04-6060265"|"RUDNICK CHARITABLE FOUNDATION, INC."|"1368322"
"04-6137368"|"WILLIAM L PULLEN TRUST"|"1368323"
"04-6026648"|"THE STARE FUND"|"1370898"
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1370912"
"02-6006797"|"NUTE CHARITABLE ASSOCIAITON"|"1372202"
"04-2628366"|"Massachusetts Maternity & Foundling Hospital Corp"|"1372217"
"04-3370016"|"The Hayseed Hill Foundation"|"1374172"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1374173"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"1374174"
"01-6042302"|"JOHN B CROCKETT TRUST"|"1409384"
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"1409385"
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"1409386"
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"1409387"
"04-6110988"|"THE COLONIAL SOCIETY OF MASSACHUSETTS THOMAS R APPLETON, TREASURER"|"1409401"
"04-6448653"|"FLORA T LITTLE"|"1409403"
"04-6746970"|"DUNIRY FOUNDATION"|"1409404"
"04-3391926"|"GRAVESTAR FOUNDATION"|"1410303"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1410304"
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1410306"
"04-2659411"|"ROSSE FAMILY CHARITABLE FOUNDATION, INC."|"1443778"
"04-2947276"|"KATZ FAMILY FOUNDATION (F/K/A SPRINGHOUSE FOUNDATION)"|"1443779"
"04-3342111"|"FRANK AND BRINNA SANDS FOUNDATION"|"1443780"
"04-6042910"|"WILLIAM AND CYNTHIA MARCUS FAMILY CHARITABLE TRUST"|"1443781"
"01-6017321"|"KEY BANK - CENTRAL MAINE FDN 10-101230297402"|"1444615"
"01-6180869"|"ALICE A PAXTON CHARITABLE TRUST"|"1444616"
"03-6010574"|"Lamson Howell Foundation Inc"|"1444680"
"04-3303760"|"WEBSTER FIVE FOUNDATION, INC."|"1444764"
"04-6171963"|"HORACE C HUNT MEMORIAL FOUNDATION"|"1444800"
"04-6384983"|"GEORGE H & JANE A MIFFLIN MEMORIAL FUND 15005012"|"1444801"
"01-6007022"|"LEVEY, A S PERP FOUNDATION 10 -242000367720"|"1449812"
"01-6009168"|"KING SPRUCE COMPANY"|"1449813"
"04-6050139"|"FP Worthen Foundation"|"1449915"
"04-3042476"|"RALPH & HELEN KELLEY FDN"|"1482253"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"1482268"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"1482269"
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"1482270"
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1482284"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1482285"
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1482286"
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1482287"
"03-0410199"|"Praise Him Ministries, Inc."|"1498697"
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"1498698"
"01-6148895"|"S. Douglas and Rita C. Sukeforth Charitable Foundation"|"1498745"
"02-0762730"|"RALPH S. AND FRANCES R. DWECK FAMILY FOUNDATION, INC."|"1498747"
"02-6005022"|"MARTIN CHARITABLE MEMORIAL FUND"|"1295388"
"02-6007724"|"JACKMAN CHARLES TRUST"|"1295389"
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|"1295390"
"02-6169513"|"BALDWIN FAMILY FOUNDATION TRUST"|"1295391"
"04-3071209"|"THE ROWE FOUNDATION, INC."|"1295405"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|"1295406"
"04-3109508"|"FRANK R. AND ELIZABETH SIMONI FOUNDATION INC."|"1295407"
"04-3130418"|"NORTON PUBLIC LIBRARY"|"1295408"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"1295422"
"04-3541108"|"EPKER-SINHA FOUNDATION"|"1295423"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"1295424"
"04-3562515"|"GRACE RIVER FOUNDATION JH1361"|"1295425"
"04-6033808"|"HERVEY L SMITH UA"|"1295438"
"04-6033910"|"L & F TIFFT FUND TR UA"|"1295439"
"04-6037423"|"ARONSON FOUNDATION, INC."|"1295440"
"04-6193022"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|"1295455"
"04-6266114"|"WILLIAM HOSIER T/U/W"|"1295456"
"04-6278297"|"HELEN U KIELY UW"|"1295457"
"04-6290902"|"ELIOT D & LOUISE T STETSON T/U/I"|"1295458"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1301859"
"01-0498551"|"John T. Gorman Foundation"|"1301942"
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATION"|"1302992"
"03-6044565"|"E DANTE BOGNI TR 420260010"|"1302993"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1302994"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1302995"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1303010"
"01-0566881"|"WENDY & DEREK PEW FOUNDATION, INC."|"1323114"
"02-0779716"|"WTC FOUNDATION"|"1323115"
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"1323116"
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1323117"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1323131"
"04-6820699"|"MARJORIE HARRIS REYNOLDS FDN JANNA ODDLEIFSON, TRUSTEE"|"1323132"
"04-6906900"|"THE ROBERT F. HIGGINS FOUNDATION"|"1323133"
"01-0756380"|"BANGS FAMILY FOUNDATION"|"1323619"
"01-0471533"|"Maine Education Services"|"1325691"
"01-6102905"|"MARY T. & CURTIS LOVILL TRUST"|"1336100"
"04-6667008"|"HELENE B BLACK CHARITABLE FOUNDATION M SPARROW, N SAMILJAN & R GOLDMAN, TTEES"|"1336101"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1336183"
"04-3212851"|"HOME BUILDERS FOUNDATION OF WESTERN MASS, INC."|"1336184"
"04-3493352"|"CLOUD MOUNTAIN FOUNDATION"|"1336186"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"1336735"
"04-3235379"|"Poduska Family Foundation Inc"|"1336736"
"04-3236375"|"Genzvine Charitable Foundation, Inc."|"1336737"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"1336738"
"02-0631312"|"HANLEY FOUNDATION"|"1362190"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|"1362191"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1363609"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1363611"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1364310"
"04-3409789"|"INAVALE FOUNDATION INC"|"1364329"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1364344"
"04-6965548"|"Howard & Robin Reisman Charitbale Trust"|"1364346"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"1385568"
"04-3424302"|"EAGLEMERE FOUNDATION INC"|"1385586"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1385587"
"04-3555494"|"LOVELL CHARITABLE FOUNDATION"|"1385588"
"04-6041304"|"NEWBURYPORT HOWARD BENEVOLENT SOCIETY"|"1387308"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"1389014"
"04-2670128"|"MELVIN AND RYNA COHEN FOUNDATION"|"1389563"
"01-0511020"|"BARKING FOUNDATION INC"|"1389882"
"01-0530498"|"THE SHERMAN FAMILY FOUNDATION"|"1389883"
"01-0760054"|"RICHARD W HOTES FOUNDATION"|"1389897"
"01-0807686"|"Maria Norbury Foundation"|"1389900"
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1389916"
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1390032"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1390049"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1390051"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|"1390065"
"04-3533712"|"LARSON FAMILY FOUNDATION"|"1390082"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"1390083"
"04-3539095"|"THE GESS FOUNDATION MR GERALD SLAVET"|"1390084"
"04-3668208"|"MORNING GLORY FAMILY FOUNDATION"|"1390100"
"04-3683486"|"BRADLEY D AND DEBORAH R HOWARD FAMILY FOUNDATION"|"1390101"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1390114"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1390116"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1390132"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1390134"
"05-0508471"|"DELPRETE FAMILY FOUNDATION"|"1390151"
"04-6905753"|"THE FISH FAMILY FOUNDATION"|"1419045"
"04-2104384"|"LEND A HAND SOCIETY"|"1419079"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1419080"
"04-6155696"|"THE ART COMPLEX INC"|"1420366"
"04-2111388"|"The Fitch Home, Inc."|"1421383"
"04-6173120"|"TEKULSKY ANNA HARVEY TR U/DECL"|"1421384"
"04-3360241"|"LUCY A COOLEDGE TUA"|"1422303"
"04-6008443"|"BERNARD W DOYLE TRUST"|"1422304"
"04-6022766"|"THE S.S. FORBES TEACHERS FUND"|"1422305"
"04-6049543"|"GERMAN LADIES AID SOCIETY OF BOSTON, INC"|"1422306"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"1479059"
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1479061"
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|"1479075"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1479076"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1479078"
"04-2122137"|"WILLIAM J ASHTON TUW-SHRINERS"|"1501255"
"04-6013075"|"GEORGE H MORRISON TRUST UWILL FBO MORRISON"|"1332776"
"04-6027441"|"MARY E WOOD FOUNDATION MATHANIEL S COOLIDGE ET AL TRUSTEES"|"1332777"
"04-6772532"|"THE MCCANCE FOUNDATION"|"1332790"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1332791"
"04-6863845"|"THE MAURICE AND ANNE MAKEPEACE FAMILY FOUNDATION"|"1332792"
"04-6917944"|"DERTOLON FAMILY FOUNDATION"|"1332794"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1358795"
"01-0559558"|"HUMAN GROWTH FOUNDATION"|"1358796"
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"1358797"
"02-6144776"|"Gladys M Thomas Testamentary Trust Kearns Peter D Trustee"|"1358812"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1358815"
"04-3246547"|"BCLF MANAGED ASSETS CORPORATION"|"1358829"
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|"1358830"
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|"1358831"
"04-3532105"|"MATTHEW A & SUSAN B WEATHERBIE FOUNDATION"|"1358845"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1358847"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1358848"
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|"1358864"
"04-6091865"|"ELY CHARLES C TR U/WILL"|"1382610"
"04-6093374"|"BLANCHARD ARTHUR F TR U/AGREE"|"1382611"
"04-6093518"|"WARREN FRANCES KNOWLES TR U/AGREE"|"1382613"
"04-6154761"|"ELIZABETH TANNATT BUFFUM TUA"|"1382614"
"01-0718240"|"THE FAIRHOLME FOUNDATION"|"1404306"
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1404321"
"02-0581239"|"GOLDSTEIN FAMILY FOUNDATION"|"1404322"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"1404340"
"04-2729951"|"THE HOLLIS FOUNDATION"|"1404354"
"04-3338237"|"ARTHUR GRIFFIN FOUNDATION FOR WINCHESTER"|"1404370"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"1404372"
"04-3632641"|"THE CHILDREN'S INVERSTMENT FUND FOUNDATION"|"1404387"
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"1404403"
"04-2400070"|"LYNN HOME FOR ELDERLY PERSONS"|"1406980"
"01-0523143"|"Oxford Hills Scholarship Foundation"|"1435575"
"04-2104767"|"THE PEABODY FOUNDATION INC"|"1435590"
"04-2111219"|"NEWBURYPORT SOCIETY FOR THE RELIEF OF AGED MEN"|"1435591"
"04-3484554"|"SIRAD FOUNDATION INC"|"1435607"
"04-3525914"|"YOUNG FAMILY FOUNDATION"|"1435608"
"04-6065495"|"NATHANIEL TAYLOR FUND, INC"|"1435622"
"04-6820993"|"M HOLT MASSEY CHARITABLE TRUST 15011602"|"1435624"
"04-6824225"|"MICHAEL R. KIDDER FAMILY FOUNDATION"|"1435625"
"04-3292638"|"JAMES AND BEATRICE SALAH FAMILY FOUNDATION TWN OF CANTON"|"1436660"
"01-0566453"|"THE B Z FOUNDATION"|"1437213"
"01-0739297"|"39-15C046779631 TWO WEST FOUNDATION"|"1437228"
"04-2275506"|"SERVICE CENTER OF GREATER LAWRENCE, INC."|"1437362"
"04-2711822"|"OBERMAYER FOUNDATION INC"|"1437412"
"04-3210639"|"ROBERT E DAVOLI & EILEEN L MCDONAGH CHARITABLE FOUNDATION"|"1437444"
"04-6032773"|"MACK INDUSTRIAL SCHOOL"|"1437494"
"04-6034977"|"BOSTON BAPTIST SOCIAL UNION"|"1437495"
"04-2136910"|"JOSEPHINE G. RUSSELL TRUST"|"1473777"
"04-3071209"|"THE ROWE FOUNDATION, INC"|"1473778"
"04-3177775"|"Day Pitney, LLP"|"1473779"
"04-3340006"|"THE JOSETTA FUND (FORMERLY MARTHA R. GERRY TOWNLEY FOUNDATION)"|"1473780"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|"1473794"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"1473795"
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"1473796"
"04-6883004"|"CLOVELLY CHARITABLE TRUST PHILIP T. CHAPLIN ET AL TRUSTEES"|"1473797"
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"1474328"
"04-6590209"|"EARLE A GRISWOLD TUA-ST PAUL"|"1474329"
"04-6788009"|"ST MARY'S & ROCKESTER METH HOSP"|"1474330"
"02-6003982"|"HELEN BLAKE GILE TR"|"1475949"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"1475951"
"04-3243114"|"THE CREIGHTON NARADA FOUNDATION"|"1475966"
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|"1475967"
"04-3368611"|"THE CROZIER FAMILY CHARITABLE FOUNDATION"|"1475968"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"1475969"
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUDNATION"|"1489139"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"1489152"
"04-6026094"|"GEORGINA B WEST U/W"|"1489154"
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1489155"
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|"1491459"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|"1491460"
"04-6014290"|"RALPH BRADLEY PRIZES"|"1491477"
"04-6018676"|"EDWARD WALKER TUW"|"1491478"
"04-3402936"|"THE WATTS FAMILY FOUNDATION"|"1532789"
"04-3526333"|"THE ASTRA FOUNDATION INC"|"1532790"
"01-0693374"|"THE RONALD E. & ELEANOR J. HALL FOUNDATION"|"1532874"
"02-6004465"|"THE KINGSBURY FUND"|"1532875"
"04-6676539"|"CAROLINE BLANTON THAYER CHARITABLE TRUST $95-114770"|"1532889"
"04-6796689"|"JACBEL FOUNDATION"|"1532891"
"04-6871637"|"FELLOWS CHARITABLE TRUST"|"1532892"
"04-6016303"|"ELISHA V. ASHTON TRUST U/W"|"1535381"
"04-6012742"|"CHARLES A KING U/W-EQUITY"|"1535429"
"04-6026301"|"PERPETUAL TR-UNDESIGNATED"|"1535430"
"04-6153303"|"E.J.CROSSFOUNDATION"|"1535431"
