"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVEST_INC_TAX"|"TAX_DUE"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|"1473793"|"25150.0000"|"2207.0000"
"04-6128210"|"JOSEPH M. HAMILBURG FOUNDATION"|"1473794"|"225.0000"|"225.0000"
"04-6433574"|"ELEANOR E FARRINGTON T/U/W"|"1473795"|"1041.0000"|""
"04-6726873"|"N C DRAPER CHARITABLE FOUNDATION"|"1473796"|"10429.0000"|"4160.0000"
"04-6883004"|"CLOVELLY CHARITABLE TRUST PHILIP T. CHAPLIN ET AL TRUSTEES"|"1473797"|"261.0000"|""
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"1473798"|"1336.0000"|"1351.0000"
"01-6008575"|"Z A MERSEREAU TRUST U/W"|"1474320"|"380.0000"|""
"04-3122206"|"DUSKY FOUNDATION"|"1474322"|"622.0000"|""
"04-6015506"|"TTEE U/W OF OLIVER B QUINBY"|"1474323"|"1096.0000"|""
"04-6021172"|"NELSON & GERTRUDE HIBBARD TUA"|"1474324"|"1575.0000"|""
"04-6033910"|"LEWIS & FRANCIS TIFFT TUA-SPRING"|"1474326"|"1018.0000"|""
"04-6036706"|"JOHN W BOYNTON FUND"|"1474327"|"1531.0000"|""
"04-6046475"|"OLIVE HIGGINS PROUTY FOUNDATION"|"1474328"|"2836.0000"|"704.0000"
"04-6590209"|"EARLE A GRISWOLD TUA-ST PAUL"|"1474329"|"660.0000"|""
"04-6788009"|"ST MARY'S & ROCKESTER METH HOSP"|"1474330"|"1207.0000"|""
"04-3469581"|"LLH/LHM FOUNDATION MARY & MARGARET BAIRD, TRUSTEES"|"1474739"|"2815.0000"|"1815.0000"
"01-0421912"|"Fore River Foundation"|"1474867"|"6739.0000"|"2579.0000"
"02-0807885"|"Nova foundation, Inc."|"1474868"|"32.0000"|"0.0000"
"04-2714713"|"THE GUND ART FOUNDATION"|"1474869"|"9658.0000"|"9876.0000"
"04-3727883"|"THE GUMBO FOUNDATION"|"1474870"|"12495.0000"|"5859.0000"
"01-0744113"|"MCCULLOUGH FOUNDATION"|"1475940"|"1586.0000"|"586.0000"
"02-0762912"|"THE GRAGG FOUNDATION"|"1475948"|"2715.0000"|"1479.0000"
"02-6003982"|"HELEN BLAKE GILE TR"|"1475949"|"2607.0000"|"567.0000"
"02-6013780"|"WILLIAM W. TREAT FOUNDATION"|"1475951"|"332.0000"|""
"03-6006013"|"THE COPLEY FUND"|"1475954"|"3770.0000"|""
"04-2121312"|"COOLIDGE HILL FOUNDATION"|"1475957"|"991.0000"|"191.0000"
"04-3109508"|"Frank R. and Elizabeth Simoni Foundation Inc."|"1475965"|"2348.0000"|"1028.0000"
"04-3243114"|"THE CREIGHTON NARADA FOUNDATION"|"1475966"|"22887.0000"|""
"04-3367614"|"REMILLARD FAMILY FOUNDATION INC. #0737882"|"1475967"|"0.0000"|"0.0000"
"04-3368611"|"THE CROZIER FAMILY CHARITABLE FOUNDATION"|"1475968"|"900.0000"|"923.0000"
"04-3388014"|"SEA BREEZE FOUNDATION-TR"|"1475969"|"1806.0000"|"573.0000"
"04-3494212"|"LAWRENCE & SUSAN DANIELS FAMILY FOUNDATION"|"1475973"|"653.0000"|"201.0000"
"04-3542811"|"The Tiedemann Foundation"|"1475974"|"326.0000"|"326.0000"
"04-6148712"|"CREIGHTON FAMILY FOUNDATION PETER M. SHAPLAND ET AL TRUSTEES"|"1475978"|"1227.0000"|"27.0000"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1475979"|"336.0000"|""
"04-6660214"|"THE ORCHARD FOUNDATION"|"1475980"|"7762.0000"|"768.0000"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1475981"|"1120.0000"|""
"04-6896914"|"NOVACK FAMILY FOUNDATION"|"1475982"|"2394.0000"|"1644.0000"
"03-6112076"|"BOYER FAMILY FOUNDATION"|"1478997"|"95.0000"|""
"01-0222218"|"HATTIE A AND FRED C LYNAM TRUST"|"1479046"|"3619.0000"|"2039.0000"
"01-0551686"|"JOE AND MISSY WALSH FAMILY FOUNDATION"|"1479047"|"573.0000"|""
"01-0555919"|"GADDIS FAMILY FOUNDATION, INC."|"1479048"|"0.0000"|""
"01-0854918"|"Oreggia Family Foundation"|"1479049"|"0.0000"|"0.0000"
"02-0500977"|"PUMPKIN HILL FOUNDATION"|"1479052"|"886.0000"|""
"02-6033716"|"JASON SOMERVILLE TRUST NANCY STEVENSON, TTEE"|"1479053"|"357.0000"|""
"02-6152617"|"THE ALBERT T. QUON CHARITABLE TRUST"|"1479054"|"1041.0000"|"98.0000"
"02-6175078"|"THISTLE & ROSE FOUNDATION"|"1479055"|"1443.0000"|""
"03-0466977"|"HEALY FOUNDATION"|"1479056"|"29450.0000"|"5450.0000"
"03-6075387"|"THE MCCARTHY FAMILY FOUNDATION"|"1479059"|"1733.0000"|"1213.0000"
"04-2642387"|"JOHN T. MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1479061"|"2712.0000"|"1359.0000"
"04-2748787"|"KENDRICK FOUNDATION"|"1479062"|"9269.0000"|"6449.0000"
"04-2991588"|"Alfred Campanelli Charitable Foundation"|"1479063"|"0.0000"|"0.0000"
"04-3078302"|"NORTHEAST CHARITABLE TRUST"|"1479064"|"1030.0000"|""
"04-3294086"|"THE KRUPP FOUNDATION"|"1479065"|"4000.0000"|"1941.0000"
"04-3371817"|"THE DENNIS A. O'TOOLE FAMILY FOUNDA"|"1479067"|"2646.0000"|""
"04-3425084"|"PROKOPIS CHARITABLE FOUNDATION"|"1479068"|"647.0000"|"521.0000"
"04-3425988"|"ROBERT AND IRIS FANGER FAMILY FOUNDATION"|"1479069"|"305.0000"|"68.0000"
"04-3534717"|"CHRISTOPHER & PATRICIA HIGGINS ARNOLD FOUNDATION"|"1479070"|"473.0000"|"333.0000"
"04-6039187"|"EDWIN GINN TR-ART XV (11)"|"1479071"|"10410.0000"|"679.0000"
"04-6115419"|"Eastman Charitable Foundation"|"1479072"|""|""
"04-6183688"|"E MAURAN & J BEALS CHARITABLE TRUST"|"1479073"|"1559.0000"|"1570.0000"
"04-6210177"|"DAVID E. MOESER TR/IND #0709485"|"1479074"|"493.0000"|"493.0000"
"04-6584378"|"RUTH COVO FOUNDATION 852587211"|"1479075"|"3342.0000"|"2439.0000"
"04-6745184"|"JOHN & BARBARA GIUGGIO FDN"|"1479076"|"251.0000"|"47.0000"
"04-6762777"|"KATHLEEN & RONALD J. JACKSON FOUNDATION"|"1479078"|"3685.0000"|"2365.0000"
"03-0370623"|"BERGERON FAMILY FOUNDATION"|"1480566"|"2773.0000"|"399.0000"
"04-2307820"|"BABSON-WEBBER-MUSTARD FUND"|"1480569"|"10658.0000"|"3697.0000"
"04-3235379"|"Poduska Family Foundation Inc"|"1480570"|"0.0000"|"0.0000"
"04-3369620"|"GOESSEL FAMILY FOUNDATION INC"|"1480571"|"1276.0000"|"1192.0000"
"04-3383620"|"C LEROY MILLER CHARITABLE FDN 668019011"|"1480572"|"2357.0000"|"1857.0000"
"04-3535723"|"GANSETT FOUNDATION"|"1480573"|"40.0000"|""
"04-6067779"|"ANSIN FOUNDATION"|"1480574"|"738.0000"|""
"04-6126323"|"CLIOT I AND RUTH SNIDER CHARITABLE TRUST"|"1480575"|"414.0000"|"414.0000"
"04-6744379"|"DAVID P. WHEATLAND CHARITABLE TRUST"|"1480577"|"7874.0000"|""
"04-6820320"|"KINGSBURY ROAD CHARITABLE FOUNDATION"|"1480578"|"4371.0000"|""
"03-0533223"|"GALANTA FOUNDATION, INC"|"1481874"|"0.0000"|"0.0000"
"01-0789717"|"THE ANGEL FOUNDATION"|"1482226"|"113165.0000"|""
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|"1482228"|"879.0000"|"48.0000"
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|"1482242"|"1003.0000"|"518.0000"
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"1482243"|"7709.0000"|"3949.0000"
"01-6010120"|"JAMES A TAYLOR OSTEOPATHIC HOSP"|"1482244"|"1687.0000"|""
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|"1482245"|"1738.0000"|"138.0000"
"01-6048187"|"F ROGER MILLER TRUST"|"1482246"|"343.0000"|""
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"1482248"|"5278.0000"|"2658.0000"
"02-6065480"|"KEITH HENNEY TRUST"|"1482249"|"1780.0000"|"1206.0000"
"04-3042476"|"RALPH & HELEN KELLEY FDN"|"1482253"|"46874.0000"|"28366.0000"
"04-3130418"|"NORTON PUBLIC LIBRARY"|"1482254"|"1632.0000"|"386.0000"
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"1482255"|"104446.0000"|""
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1482257"|"451.0000"|"0.0000"
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1482259"|"526.0000"|""
"04-6019020"|"T WALTER CARMAN TUW-SHRINERS"|"1482260"|"4265.0000"|""
"04-6019078"|"BELLE T SMITH TUW"|"1482261"|"2123.0000"|""
"04-6019079"|"GEORGE WALTER VINCENT SMITH TUW"|"1482262"|"1061.0000"|""
"04-6019085"|"ETHAN TAYLOR TUW-BENEVOLENT"|"1482263"|"265.0000"|"41.0000"
"04-6019088"|"WILLIAM B WALKER TUW"|"1482264"|"7418.0000"|"618.0000"
"04-6019113"|"LOUISE G PEASE B/O BAYSTATE MED"|"1482265"|"1671.0000"|""
"04-6019184"|"GRACE H NOYES"|"1482266"|"1189.0000"|"17.0000"
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"1482268"|"20469.0000"|"15369.0000"
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"1482269"|"94.0000"|""
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"1482270"|"12383.0000"|""
"04-6028223"|"JOHN H SANDERSON TUW"|"1482271"|"2778.0000"|""
"04-6033808"|"HERVEY L SMITH TUA"|"1482272"|"1951.0000"|""
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|"1482273"|"907.0000"|""
"04-6050818"|"EDNA TALBOT FOR NEW ENGLAND HOME"|"1482274"|"2861.0000"|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"1482275"|"6101.0000"|"5362.0000"
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"1482277"|"414.0000"|""
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"1482278"|"1593.0000"|""
"04-6136011"|"JAMES B CORCORAN TUW"|"1482279"|"2195.0000"|""
"04-6136421"|"MATILDA L HEYDT TUW"|"1482280"|"5450.0000"|""
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"1482281"|"2445.0000"|"1819.0000"
"04-6232521"|"GRACE C JORDAN TUA"|"1482282"|"2360.0000"|""
"04-6266114"|"WILLIAM HOSIER T/U/W"|"1482283"|"238.0000"|""
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1482284"|"7108.0000"|"1085.0000"
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1482285"|"5720.0000"|""
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1482286"|"8600.0000"|""
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1482287"|"1123.0000"|""
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1482288"|"557.0000"|""
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1482289"|"3228.0000"|""
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1482290"|"4357.0000"|""
"04-6446179"|"BROOKS GRACE E TRUST"|"1482291"|"2864.0000"|"1364.0000"
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1482292"|"3508.0000"|"2648.0000"
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1482293"|"405.0000"|""
"04-6643614"|"MILDRED E GATES T/U/W"|"1482294"|"1026.0000"|"36.0000"
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|"1482295"|"647.0000"|"67.0000"
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1482296"|"8258.0000"|""
"04-6814621"|"MILES & GERTRUDE HANSON FDN"|"1482298"|"1740.0000"|"339.0000"
"04-2111410"|"THE SETH MANN, 2D, HOME FOR THE AGED AND INFIRM WOMEN"|"1484899"|"0.0000"|"0.0000"
"01-0493311"|"Francis T and Louise T, Nichols Foundation"|"1484926"|""|"0.0000"
"01-0761416"|"HORMEL FOODS CORPORATION CHARITABLE TRUST"|"1484927"|""|""
"01-6011506"|"ROBERT W. BELKNAR, MD, FREE BED FUND"|"1484928"|"59.0000"|"59.0000"
"02-6015114"|"HUBBARD FARMS CHARITABLE FOUNDATION"|"1484929"|"1317.0000"|"1324.0000"
"03-0213310"|"RONALD TERRILL MEMORIAL FUND, INC."|"1484930"|"368.0000"|"368.0000"
"04-3133703"|"SOUTH SHORE ANTIQUE FOUNDATION, INC"|"1484931"|"0.0000"|"0.0000"
"04-3371516"|"AVIDIA CHARITABLE FOUNDATION, INC."|"1484932"|"411.0000"|""
"04-3541108"|"EPKER-SINHA FOUNDATION"|"1484933"|"45831.0000"|"28831.0000"
"04-6035212"|"ESTHER H. HAWKS TRUST #0717116"|"1484935"|"665.0000"|""
"04-6614314"|"PATRICK CARNEY FOUNDATION"|"1484936"|"3092.0000"|""
"01-0537127"|"VIRGINIA HODGKINS SOMERS FOUNDATION, INC"|"1487011"|"6475.0000"|"1485.0000"
"01-0556625"|"MAAK FOUNDATION"|"1487012"|"1304.0000"|"104.0000"
"04-2632222"|"ANTHONY C SIMBOLI CHARITABLE FOUNDATION"|"1487013"|"476.0000"|"476.0000"
"04-2670128"|"MELVIN AND RYNA COHEN FOUNDATION"|"1487014"|"1773.0000"|"1785.0000"
"04-3602929"|"NORTH CAROLINA SCIENCE, MATHEMATICS, AND TECHNOLOGY EDUCATION CENTER, INC."|"1487015"|"7.0000"|"7.0000"
"01-0525593"|"BHBT & JK PETTY TTEES RICHARD S. PETTY CHAR.F DN"|"1487089"|"1394.0000"|"986.0000"
"01-6145027"|"ANNE WHITEMAN RICHARDSON RESIDUARY"|"1487092"|"1367.0000"|"0.0000"
"02-0573327"|"BRUCE E. & DEBRA K. GREWCOCK FOUNDATION"|"1487094"|"3221.0000"|""
"02-6005022"|"MARTIN CHARITABLE MEMORIAL FUND"|"1487096"|"2262.0000"|""
"02-6060525"|"LUCY E MANIX DAWSON CHARITABLE TRUST"|"1487098"|"1365.0000"|"513.0000"
"02-6100725"|"ELIZABETH PARKHILL CHARITABLE TRUST DAVID ROBY & EDWIN CHAMBERLAIN, TRUSTEES"|"1487099"|"432.0000"|"432.0000"
"02-6139129"|"GEORGE A STRBA CHARITABLE TRUST"|"1487100"|"7610.0000"|"2110.0000"
"03-0330527"|"FRANK M. AND OLIVE F. GILMAN FOUNDATION"|"1487101"|"38839.0000"|"25132.0000"
"03-0363118"|"THE JACK AND DOROTHY BYRNE FOUNDATION, INC."|"1487102"|"19410.0000"|"0.0000"
"03-0471427"|"THE SWANTON FAMILY FOUNDATION, INC."|"1487103"|"16666.0000"|"15374.0000"
"03-6071893"|"CASSIDY W.W. & ARMSTRONG M.C. TR 31V130014"|"1487104"|"2592.0000"|"1480.0000"
"03-6111428"|"KAUFMAN FAMILY FOUNDATION STACEY GERRISH, JENIFER MATHIEU & CFSG"|"1487105"|"4217.0000"|""
"04-2121325"|"UNITED FUND & CONCIL OF GREATER LYNN, INC."|"1487107"|"68.0000"|"68.0000"
"04-2716893"|"FOLEY HOAG FOUNDATION"|"1487108"|"46.0000"|"46.0000"
"04-2754324"|"CROCKETT JAMES UNDERWOOD"|"1487109"|"37.0000"|""
"04-2979426"|"THE BEAUCOURT FOUNDATION, INC"|"1487110"|"1402.0000"|""
"04-3005593"|"FRASER FAMILY FOUNDATION, INC."|"1487112"|"42.0000"|""
"04-3221224"|"OLD MUTUAL ASSET MANAGEMENT CHARITABLE FOUNDATION, INC."|"1487113"|""|""
"04-3296725"|"THE ERIC & BARBARA CARLE FOUNDATION"|"1487114"|"5010.0000"|"1930.0000"
"04-3338927"|"HAZARD FAMILY FOUNDATION"|"1487115"|"9356.0000"|"7281.0000"
"04-3371223"|"Douglas Drane Charitable Trust"|"1487117"|"1718.0000"|"1198.0000"
"04-3533126"|"Wechsler Family Foundation"|"1487120"|"38.0000"|"38.0000"
"04-3541593"|"THE DOWNS FOUNDATION"|"1487121"|"1120.0000"|"1120.0000"
"04-3551989"|"Barbara Delinsky Charitable Foundation"|"1487122"|"3.0000"|"3.0000"
"04-3560389"|"JOAN K. SEXTON FOUNDATION DAVID A. RANDALL, TRUSTEE"|"1487123"|"594.0000"|""
"04-3574891"|"MESSIER-COSTAIN FOUNDATION 43M135018"|"1487124"|"639.0000"|"251.0000"
"04-3778128"|"The Ideker Family Foundation"|"1487128"|"1464.0000"|"993.0000"
"04-3801691"|"EISZNER FAMILY FOUNDATION"|"1487129"|"5320.0000"|"4210.0000"
"04-6027026"|"BRADLEY C. HIGGINS FOUNDATION"|"1487130"|"900.0000"|"20.0000"
"04-6027727"|"FANNIE B. PRATT U/W CLAUSE NO. 31"|"1487131"|"857.0000"|""
"04-6038620"|"FLORENCE & ROBERT SPRAGUE FOUNDATION"|"1487132"|"1227.0000"|"1249.0000"
"04-6050419"|"Albert H & Reuben S Stone Fund"|"1487133"|"1360.0000"|"0.0000"
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|"1487134"|"1163.0000"|"163.0000"
"04-6056824"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|"1487135"|"10225.0000"|""
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1487136"|"1791.0000"|"1215.0000"
"04-6079522"|"R ELAINE CROSTON T/U/W"|"1487137"|"380.0000"|""
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"1487138"|"1579.0000"|"1121.0000"
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"1487139"|"199.0000"|""
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"1487140"|"1048.0000"|""
"04-6145922"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|"1487141"|"2367.0000"|"367.0000"
"04-6193022"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|"1487142"|"646.0000"|"266.0000"
"04-6607624"|"LOU H WILLEKE TUW"|"1487143"|"1199.0000"|""
"04-6771029"|"BELL FAMILY FOUNDATION"|"1487144"|"12801.0000"|"6099.0000"
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1487145"|"2649.0000"|"1769.0000"
"04-6861522"|"WILSON CARUSO CHARITABLE FOUNDATION"|"1487146"|"4282.0000"|"4375.0000"
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUDNATION"|"1489139"|"5077.0000"|"1477.0000"
"02-0534833"|"BINZER ISADORE FUND T/A 102-0409642"|"1489140"|"9758.0000"|"4430.0000"
"03-0326934"|"Carris Corporate Foundation"|"1489141"|"0.0000"|"0.0000"
"04-6017426"|"A.C. Ratshesky Foundation"|"1489148"|"8243.0000"|"4539.0000"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"1489149"|"1133.0000"|""
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"1489150"|"486.0000"|""
"04-6023194"|"NELSON M BAKER T/U/W"|"1489151"|"1662.0000"|"299.0000"
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"1489152"|"3670.0000"|"930.0000"
"04-6026094"|"GEORGINA B WEST U/W"|"1489154"|"2582.0000"|""
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1489155"|"2581.0000"|"1061.0000"
"04-6064025"|"THE ROSS WEBB FUND"|"1489157"|"1196.0000"|""
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|"1489158"|"326.0000"|""
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"1489159"|"14138.0000"|"9538.0000"
"04-6232529"|"MAY B SADOWSKI TUI"|"1489160"|"4318.0000"|"978.0000"
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"1489161"|"702.0000"|""
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"1489162"|"472.0000"|""
"04-6555493"|"ANGELO H VERGOBBI T/U/I"|"1489164"|"179.0000"|""
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"1489165"|"685.0000"|"146.0000"
"04-6678724"|"ANDREWS TR FUND-CHARITABLE SHS"|"1489166"|"1576.0000"|""
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1489167"|"2769.0000"|""
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|"1491447"|"22393.0000"|"1100.0000"
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1491448"|"11476.0000"|""
"01-0643285"|"MWH CARING FOUNDATION, INC."|"1491452"|"0.0000"|"0.0000"
"01-0810723"|"HARRY M MIRIAM C WILL C HORTON F"|"1491454"|"6996.0000"|""
"02-0497577"|"HNH FOUNDATION, INC."|"1491456"|"11762.0000"|"1549.0000"
"02-6005885"|"THE BARKER FOUNDATION INC."|"1491458"|"3172.0000"|"228.0000"
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|"1491459"|"47.0000"|"47.0000"
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|"1491460"|"2020.0000"|"936.0000"
"03-0536676"|"THE V & L MARX FOUNDATION"|"1491463"|"26270.0000"|""
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|"1491465"|""|""
"04-2946393"|"Sprague Foundation Inc."|"1491467"|"4427.0000"|"3190.0000"
"04-3359381"|"Courtney and Victoria Buffum Family Foundation"|"1491470"|"426.0000"|"426.0000"
"04-3484588"|"FLORENCE SAVINGS/EASTHAMPTON BRANCH CHARITABLE FOUNDATION, INC."|"1491473"|"654.0000"|""
"04-3557888"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"1491474"|"2278.0000"|"1038.0000"
"04-6014290"|"RALPH BRADLEY PRIZES"|"1491477"|"1013.0000"|"1013.0000"
"04-6018676"|"EDWARD WALKER TUW"|"1491478"|"5735.0000"|""
"04-6036788"|"CHARLES H. HOOD FUND"|"1491480"|"4889.0000"|"3689.0000"
"04-6039593"|"THE AARON FOUNDATION"|"1491481"|"3608.0000"|""
"04-6044077"|"Shelburne Falls Community House, Inc."|"1491482"|"711.0000"|"31.0000"
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1491483"|"1133.0000"|""
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1491484"|"395.0000"|"395.0000"
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"1491485"|"3565.0000"|""
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"1491486"|"2566.0000"|"1954.0000"
"03-0410199"|"Praise Him Ministries, Inc."|"1498697"|"0.0000"|""
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"1498698"|"1922.0000"|""
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|"1498699"|"1179.0000"|"138.0000"
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1498735"|"252.0000"|"104.0000"
"01-0617231"|"FORDNEY FOUNDATION"|"1498737"|"309.0000"|"309.0000"
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1498738"|"2986.0000"|"817.0000"
"01-0676696"|"BANK OF AMERICA NA"|"1498739"|"694.0000"|"522.0000"
"01-0936787"|"NARROW GATE FOUNDATION"|"1498740"|"169.0000"|"169.0000"
"01-6010195"|"JOSEPH HOW CHARITABLE TRUST"|"1498741"|"2500.0000"|"988.0000"
"01-6027530"|"ABNER F. MORISON TRUST FUND"|"1498742"|"448.0000"|""
"01-6028898"|"SUMNER O. HANCOCK SCHOLARSHIP FUND"|"1498743"|"99.0000"|"96.0000"
"01-6124732"|"CAROL AND DAVID HANCOCK CHARITABLE TRUST"|"1498744"|"349.0000"|""
"01-6148895"|"S. Douglas and Rita C. Sukeforth Charitable Foundation"|"1498745"|"11569.0000"|"7889.0000"
"02-0762730"|"RALPH S. AND FRANCES R. DWECK FAMILY FOUNDATION, INC."|"1498747"|"1052.0000"|"326.0000"
"02-6006598"|"CONCORD FEMALE CHARITABLE SOCIETY 642093017"|"1498748"|"562.0000"|"182.0000"
"02-6021132"|"M L BILLINGS TR FBO NH CHARITIES 3035009497"|"1498749"|"981.0000"|""
"03-0122698"|"JOHN J. FLYNN TUW FBO FAHC ETAL 31C025017"|"1498750"|"13784.0000"|"9304.0000"
"03-0307532"|"THE PIZZAGALLI FOUNDATION"|"1498751"|"7406.0000"|"6878.0000"
"03-0603732"|"MOMS, THE FUND FOR MOTHERS WITH YOUNG CHILDREN, INC"|"1498752"|"0.0000"|"0.0000"
"03-6009332"|"Charitable Foundation of the Bryant Chucking Grinder Co."|"1498753"|"307.0000"|"307.0000"
"03-6020099"|"MORTIMER R PROCTOR FOUNDATION 31V120015"|"1498754"|"10794.0000"|"7710.0000"
"03-6059731"|"Schultz-Blackwell Trust"|"1498755"|"467.0000"|""
"03-6084732"|"Ferdinand & Sarah Cinelli Charitable Trust"|"1498756"|"1153.0000"|"284.0000"
"04-2680399"|"RESTORATION HOUSING CORPORATION"|"1498757"|"7.0000"|"7.0000"
"04-2866532"|"DARTHEA MORROW T/U/A"|"1498758"|"3891.0000"|"2805.0000"
"04-3166698"|"THE KEEL FOUNDATION"|"1498759"|"2285.0000"|""
"04-3407432"|"THE MITCHELL SCHOOL PARENT TEACHER COUNCIL TRUST"|"1498760"|"0.0000"|""
"04-6009430"|"FRANKLIN H PUTNAM T/U/W"|"1498763"|"660.0000"|""
"04-6009796"|"ERVANT SERPOSS T/U/W"|"1498764"|"1071.0000"|""
"04-6012597"|"JOHN E SOMERS TRUST 1264001"|"1498765"|"604.0000"|"176.0000"
"04-6018695"|"MARY L PERKINS TRUST U/W"|"1498766"|"3892.0000"|""
"04-6018698"|"HENRIETTA F DEXTER TUW-DEXTER CH"|"1498767"|"16908.0000"|""
"04-6019296"|"FOX FOR STATE OF NH"|"1498768"|"706.0000"|""
"04-6019531"|"JOHN DEFERRARI FOUNDATION"|"1498769"|"13132.0000"|""
"04-6020498"|"TUCO GEORGE R WRIGHT T/U/W"|"1498770"|"2639.0000"|""
"04-6023784"|"THE GEORGE I. ALDEN TRUST"|"1498771"|"185046.0000"|"16689.0000"
"04-6024599"|"TTEE U/I OF ELLEN A STONE"|"1498772"|"689.0000"|""
"04-6025499"|"MARY ALICE FITCH T/U/W"|"1498773"|"11536.0000"|"8316.0000"
"04-6031995"|"HENRY B. MARTIN FUND, INC."|"1498774"|"3278.0000"|"2158.0000"
"04-6036697"|"STEARNS CHARITABLE TRUST"|"1498775"|"3514.0000"|""
"04-6040032"|"TRUSTEES OF SEARS AND OTHER FUNDS"|"1498776"|"1564.0000"|"327.0000"
"04-6044998"|"HERBERT FALES DEUCATIONAL TRUST"|"1498777"|"597.0000"|""
"04-6072097"|"TR U/A E ROBBINS-ROBBINS MEM"|"1498778"|"671.0000"|"188.0000"
