"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FORM_1096"|"W_2G"|"ALL_YEAR_EMPLOYEES"|"UNRELATED_BUSINESS_CBX"|"FORM_990_T_CBX"|"FOREIGN_ACCOUNT_CBX"|"NAME_COUNTRY"|"TAX_SHELTER_CBX"|"SOLICIT_GIFTS_CBX"|"TAX_DEDUCT_CBX"|"FUNDS_PBC_CBX"|"PREMIUMS_PBC_CBX"|"EXCESS_BUSINESS_HOLDINGS_CBX"|"TAXABLE_DIST_4966_CBX"|"DONOR_DIST_CBX"|"SCH_O_V_CBX"|"MULTISTATE_PLANS_CBX"|"RESERVES_REQUIRED_AMT"|"RESERVES_ONHAND_AMT"|"INDOOR_TANNING_CBX"|"FORM_720_CBX"
"01-0263507"|"Central Aroostook ARC"|"902169"|"18"|"0"|"211"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0216837"|"The Maine Sea Coast Mission"|"902671"|"57"|"0"|"114"|"N"|""|"Y"|"VI"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0372829"|"BOOTHBAY RAILWAY VILLAGE"|"902674"|"6"|"0"|"21"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0622507"|"AMERICA IN BLOOM"|"902678"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0793507"|"THE LOWCOUNTRY HOUSING TRUST INC"|"902679"|"3"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6012835"|"ISLANDS COMMUNITY MEDICAL SERVICES"|"902686"|"12"|"0"|"19"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0056837"|"EASTERN MAINE ELECTRIC COOPERATIVE INC"|"905416"|"47"|"0"|"34"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0451441"|"NEW LIFE MISSION"|"905420"|"7"|"0"|"39"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0472641"|"RANGELEY LAKES HERITAGE TRUSTINC"|"905421"|"19"|"0"|"33"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0654140"|"Clark Shores Water Corporation"|"905427"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"0.0000"|"0.0000"|"N"|"N"
"01-0779341"|"CHOICES FOR COMMUNITY LIVING-DELAWARE INC"|"905430"|"4"|"0"|"114"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0461436"|"THE GENESIS FUND"|"907371"|"60"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0243548"|"HAYSTACK MOUNTAIN SCHOOL OF CRAFTS"|"908622"|"70"|"0"|"149"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0329748"|"WALDOBORO PUBLIC LIBRARY"|"908690"|"2"|"0"|"4"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0365454"|"YORK COUNTY FISH & GAME ASSOCIATION INC"|"908691"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0777850"|"OPERATION HOMEFRONT MO & & SOUTHWEST ILL INC"|"908701"|"2"|"0"|"3"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0781452"|"NASHVILLE RBI INC"|"908703"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|"N"|""
"01-0201854"|"AMERICAN LEGION POST # 40"|"910588"|"0"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"910589"|"6"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0595647"|"K-9 PLACEMENT & ASSISTANCE LEAGUE"|"911066"|"7"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0783649"|"Outreach Farm Inc"|"911067"|"0"|"0"|"1"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0212545"|"MAINE STATE SOCIETY FOR THE PROTECTION OF ANIMALS"|"912257"|"27"|"0"|"32"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0271477"|"Maine Maritime Museum"|"913664"|"7"|"0"|"37"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0280483"|"Maine Pulp & Paper Association"|"913665"|"4"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0346779"|"NORRIDGEWOCK HOUSING CORPORATION"|"913666"|"3"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0360869"|"Maine Innkeepers Association, Inc."|"913667"|"0"|"0"|"4"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0380271"|"WESTMAN VILLAGE INC"|"913670"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0541597"|"Maine Traditional Music Association"|"913678"|"41"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|"N"|""
"01-0548371"|"MUSLIM LEGAL FUND OF AMERICA"|"913680"|"34"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"913694"|"0"|"0"|"3"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0793986"|"PROPEL, Inc."|"913695"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0842491"|"Old Rochester Community Television Inc"|"913699"|"3"|"0"|"4"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0863576"|"JANICE BARNETT MINISTRIES INC"|"913701"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0870672"|"El Sol, Jupiter's Neighborhood Resource"|"913702"|"0"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0893778"|"WILLMAR AREA MULTICULTURAL MARKET"|"913704"|"1"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"913706"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0215910"|"Bangor Humane Society"|"918503"|"6"|"0"|"37"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0369255"|"RANGELEY HOUSING DEVELOPMENT CORPORATION"|"918505"|"4"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6019359"|"BOOTHBAY REGION STUDENT AID FUND, INC."|"918510"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"919981"|"1"|"0"|"154"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0238760"|"BRICK STORE MUSEUM INC"|"919982"|"7"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0414169"|"THE WOODLANDS CLUB"|"919983"|"25"|"0"|"237"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0430464"|"NORTHERN NEW ENGLAND CONCRETE PROMOTION ASSOCIATION"|"919987"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0455163"|"SAMOSET FIRE COMPANY OF BRISTOL BRISTOL FIRE AND RESCUE"|"919989"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0504257"|"MUSEUM L-A"|"919991"|"0"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0674962"|"SHINER NURSING & REHAB CENTER INC"|"919994"|"14"|"0"|"100"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0736958"|"Jersey Agility Association of Central New Jersey"|"919995"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0749557"|"SEACOAST GOLF ACADEMY INC"|"919996"|"6"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0206110"|"THE WORKINGMENS RELIEF SOCIETY OF MANCHESTER NH"|"920001"|"0"|"0"|"13"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0671672"|"CNLTV"|"924348"|"3"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"924352"|"3"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0606871"|"The House Next Door Family Foundation"|"925603"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0495974"|"ACADIA WILDLIFE FOUNDATION"|"925876"|"8"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION- PERSISTENCE"|"927223"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0363879"|"Pinewood Manor Inc"|"928315"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"928319"|"0"|"0"|"26"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6162280"|"King-Thomas Scholarship Trust"|"928323"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0211489"|"KATAHDIN AREA COUNCIL BOY SCOUTS OF AMERICA INC"|"930297"|"4"|"0"|"73"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0422885"|"Alternative Health Services"|"930301"|"7"|"0"|"30"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0517984"|"CENTER FOR FURNITURE CRAFTSMANSHIP"|"930302"|"27"|"0"|"39"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"930304"|"33"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0371194"|"WILLOWBROOK AT NEWFIELD RESTORATION VILLAGE"|"931595"|"0"|"0"|"19"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0735690"|"TEXAS CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"931598"|"16"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6004194"|"FERRY BEACH PARK ASSOCIATION"|"931600"|"6"|"0"|"45"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"933174"|"7"|"0"|"12"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0672893"|"CONSTANTINO BRUMIDI LODGE # 2 SONS OF ITALY"|"933186"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0967495"|"HEART OF RESCUE"|"933191"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0493123"|"WALDO COUNTY YMCA"|"939538"|"7"|"0"|"93"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0815503"|"PLYMOUTH BAY HOUSING CORPORATION"|"939539"|"2"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"939541"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"942460"|"117"|"0"|"101"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|""|""
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"942562"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0712524"|"SOUTH CAROLINA EQUALTY"|"942563"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"02-0214113"|"AMERICAN LEGION POST #69"|"942566"|"0"|"0"|"12"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0165110"|"MAINE TOURISM ASSOCIATION"|"943760"|"7"|"0"|"73"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0406611"|"PLEASANT STREET HOUSING INC"|"943763"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0650805"|"KOAL TO DIAMOND"|"944727"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"946568"|"0"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0265231"|"UPLIFT INC"|"947212"|"11"|"0"|"252"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|""|""|""|""|""|"N"|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"947215"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"947755"|"91"|"0"|"13"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0282197"|"GUILFORD DEVELOPMENT CORPORATION"|"947988"|"8"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"947989"|"10"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"947991"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0441229"|"DOWNEAST AIDS NETWORK INC"|"947995"|"3"|"0"|"7"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0360256"|"York Public Library"|"950774"|"5"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0538232"|"Big Rock"|"950780"|"4"|"0"|"64"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"953093"|"11"|"0"|"77"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"953094"|"4"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC"|"954223"|"0"|"0"|"19"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0574137"|"Yuma-Southwest Contractors Association"|"955134"|"0"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0598137"|"The Thelma Gaylord Lyric Theate End"|"955135"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0140290"|"PINE GROVE CEMETERY CORPORATION"|"959379"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0488538"|"Maine Association of Nonprofits"|"959382"|"15"|"0"|"10"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"959383"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"959386"|"27"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"959392"|"5"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"960753"|"29"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0156447"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|"960756"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0416974"|"FRANNIE PEABODY CENTER"|"961778"|"138"|"0"|"30"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"961780"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0353284"|"MATTAWAMKEAG HOUSING CORPORATION"|"963960"|"6"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0357799"|"ORRINGTON HOUSING CORPORATION"|"963961"|"9"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0377559"|"UNITED WAY OF TRI VALLEY AREA"|"963962"|"2"|"0"|"4"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"963969"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"965244"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"966085"|"0"|"0"|"14"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0275159"|"Junior Achievement of Maine Inc"|"967008"|"4"|"0"|"6"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0367582"|"PORT RESOURCES INC"|"967012"|"25"|"0"|"458"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"968473"|"0"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|""|""
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"970591"|"6"|"0"|"13"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"974896"|"0"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"974897"|"29"|"0"|"54"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0370716"|"SPURWINK/RI"|"974899"|"16"|"0"|"170"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0689500"|"San Jose Soccer Complex Foundation"|"974901"|"8"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0796325"|"GLENNWOOD FOUNDATION INC"|"974903"|"1"|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0509802"|"CAFE INC"|"976874"|"8"|"0"|"83"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0287624"|"HOME INC"|"979611"|"26"|"0"|"33"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"984416"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0532938"|"DOWNEAST SALMON FEDERATION"|"984426"|"3"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0452620"|"FRIENDS OF CASCO BAY"|"986603"|"0"|"0"|"10"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0463028"|"PORTLAND TRAILS"|"987959"|"11"|"0"|"6"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"987961"|"4"|"0"|"4"|"N"|""|"Y"|"UK HK"|"N"|"Y"|"Y"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"989819"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0938132"|"7 RIVERS ALLIANCE"|"990228"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0422035"|"TEDFORD HOUSING"|"991063"|"13"|"0"|"31"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0557352"|"CHILDREN'S FELLOWSHIP OF INDIA, INC"|"991955"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0826246"|"CALIFORNIA COUNCIL OF LAND TRUSTS"|"991958"|"4"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0888847"|"BETHEL TOWERS INC"|"991959"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"993142"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"994264"|"2"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"994852"|"11"|"0"|"9"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0349310"|"Treats Falls House, Inc."|"995627"|"9"|"0"|"102"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"995629"|"5"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0391479"|"Maine Community Foundation Inc"|"996449"|"38"|"0"|"27"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
