"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FED_CAMPAIGNS"|"MEMBERSHIP_DUES"|"FUNDRAISING"|"RELATED_ORGS"|"GOV_GRANTS"|"CONTRIB_OTHER"|"CONTRIB_NONCASH"|"CONTRIB_ALL"|"SERVICE_REVENUE"|"INCOME_INVESTMENT"|"INCOME_BONDS"|"ROYALTIES"|"RENTS_REAL"|"RENTS_PERSONAL"|"RENT_EXP_REAL"|"RENT_EXP_PERSONAL"|"RENT_INCOME_REAL"|"RENT_INCOME_PERSONAL"|"NET_RENTAL"|"GROSS_SECURITIES"|"GROSS_OTHER"|"COST_SECURITIES"|"COST_OTHER"|"GAIN_SECURITIES"|"GAIN_OTHER"|"NET_SALES"|"CONTRIBUTIONS"|"GROSS_SPECIAL"|"DIRECT_EXPENSES"|"NET_SPECIAL"|"GAMING_INCOME"|"GAMING_EXPENSES"|"GAMING_NET"|"GROSS_SALES"|"COST_GOODS"|"GROSS_PROFIT"|"REVENUE_OTHER"|"REVENUE_TOTAL"|"SERVICE_DESC_A"|"SERVICE_CODE_A"|"SERVICE_AMT_A"|"SERVICE_DESC_B"|"SERVICE_CODE_B"|"SERVICE_AMT_B"|"SERVICE_DESC_C"|"SERVICE_CODE_C"|"SERVICE_AMT_C"|"SERVICE_DESC_D"|"SERVICE_CODE_D"|"SERVICE_AMT_D"|"SERVICE_DESC_E"|"SERVICE_CODE_E"|"SERVICE_AMT_E"|"SERVICE_DESC_F"|"SERVICE_CODE_F"|"SERVICE_AMT_F"
"01-0222130"|"FAIRVIEW HOSPITAL, INC"|"1111238"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"79903.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|"1609702.0000"|""|"1490224.0000"|""|"119478.0000"|""|"119478.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"199381.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"1111239"|"49800.0000"|""|"70095.0000"|""|""|"130869.0000"|""|"250764.0000"|"577535.0000"|"69395.0000"|""|""|""|""|""|""|""|""|""|"1130365.0000"|"92780.0000"|"1116270.0000"|"183168.0000"|"14095.0000"|"-90388.0000"|"-76293.0000"|"70095.0000"|"78969.0000"|"74030.0000"|"4939.0000"|""|""|""|"5241128.0000"|"2554642.0000"|"2686486.0000"|""|"3512826.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"1111240"|""|""|""|""|""|"2607.0000"|""|"2607.0000"|"563697.0000"|"8983.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"15176.0000"|"1781.0000"|"13395.0000"|""|""|"0.0000"|""|""|"0.0000"|"7221.0000"|"595903.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377246"|"New Hope for Women, Inc."|"1111241"|"50921.0000"|""|""|""|"630462.0000"|"96595.0000"|""|"777978.0000"|"16210.0000"|"1420.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"10953.0000"|"2165.0000"|"8788.0000"|""|""|""|""|""|""|""|"804396.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0563134"|"MANSE SA ALHAMBRA HOUSE INC"|"1111242"|""|""|""|""|""|""|""|""|""|"12.0000"|""|""|"52050.0000"|""|"13314.0000"|""|"38736.0000"|""|"38736.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"38748.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0576704"|"THE FUND FOR PUBLIC ADVOCACY INC"|"1111243"|""|""|""|""|"33339.0000"|"441048.0000"|""|"474387.0000"|""|"532.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"474919.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"1111244"|""|""|""|""|""|"130.0000"|""|"130.0000"|"1642329.0000"|"57.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1642516.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0701608"|"PARTNERSHIP ACADEMY"|"1111245"|""|""|""|""|"3358244.0000"|"45128.0000"|""|"3403372.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"75551.0000"|"3478923.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0748214"|"ARBOR BAY SCHOOL"|"1111246"|""|""|""|""|""|"90062.0000"|""|"90062.0000"|"1673962.0000"|"701.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"1764725.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"1111247"|""|""|""|""|"13419685.0000"|""|""|"13419685.0000"|"825618.0000"|"92.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"14245395.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358141"|"CARING UNLIMITED"|"1112683"|"56060.0000"|""|"34767.0000"|""|"1070295.0000"|"125923.0000"|""|"1287045.0000"|"166599.0000"|"219.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"34767.0000"|"10506.0000"|"4800.0000"|"5706.0000"|"838.0000"|"0.0000"|"838.0000"|""|""|""|""|"1460407.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS"|"1116230"|""|""|"151889.0000"|""|"1402713.0000"|""|"206390.0000"|"1554602.0000"|"2509076.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"151889.0000"|""|""|""|""|""|""|""|""|""|""|"4063678.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"1114633"|""|""|""|""|"2241659.0000"|"204382.0000"|""|"2446041.0000"|"87287884.0000"|"622426.0000"|""|""|"713872.0000"|""|"1199201.0000"|""|"-485329.0000"|""|"-485329.0000"|"3769740.0000"|"20824.0000"|"3622503.0000"|"14293.0000"|"147237.0000"|"6531.0000"|"153768.0000"|""|""|""|""|""|""|""|""|""|""|"1662689.0000"|"91687479.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0405274"|"Home Counselors Inc"|"1114634"|""|""|""|""|""|"3358.0000"|""|"3358.0000"|"2381701.0000"|"479.0000"|""|""|"48078.0000"|""|"33323.0000"|""|"14755.0000"|""|"14755.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"23541.0000"|"2423834.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1114635"|"98000.0000"|""|""|""|"1241563.0000"|"41172.0000"|""|"1380735.0000"|"71869.0000"|"14229.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1466833.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509578"|"WESTBROOK YOUTH CENTER INC"|"1114636"|""|""|""|""|"39930.0000"|"254709.0000"|""|"294639.0000"|""|"674.0000"|""|""|"3950.0000"|""|"3643.0000"|""|"307.0000"|""|"307.0000"|""|""|""|""|""|""|""|""|"9359.0000"|"1194.0000"|"8165.0000"|""|""|""|""|""|""|"267.0000"|"304052.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"1114637"|""|""|""|""|"2350910.0000"|""|""|"2350910.0000"|"40555411.0000"|"276583.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"228759.0000"|"43411663.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"1114638"|""|""|""|""|"841887.0000"|""|""|"841887.0000"|""|"799.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"117.0000"|"842803.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"1114639"|""|""|""|""|""|""|""|""|"507619.0000"|"6305.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"22175.0000"|"16102.0000"|"6073.0000"|""|""|""|""|""|""|"141485.0000"|"661482.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1115343"|""|""|""|""|""|"2000.0000"|""|"2000.0000"|"11950.0000"|"36.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"13986.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0874029"|"POLARIS CHARTER ACADEMY"|"1115344"|""|""|"81163.0000"|""|"2659734.0000"|"54232.0000"|""|"2795129.0000"|"298198.0000"|"1658.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"81163.0000"|"0.0000"|"33552.0000"|"-33552.0000"|""|""|""|""|""|""|"19816.0000"|"3081249.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0198980"|"Northeast Harbor Fleet"|"1115654"|""|"255386.0000"|""|""|""|"435.0000"|""|"255821.0000"|"18980.0000"|"634.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5699.0000"|"5244.0000"|"455.0000"|""|"275890.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211481"|"BANGOR CHILDREN'S HOME"|"1115655"|""|""|""|""|""|"12195.0000"|""|"12195.0000"|"403018.0000"|"55787.0000"|""|""|""|""|""|""|""|""|""|"1108104.0000"|""|"987034.0000"|""|"121070.0000"|""|"121070.0000"|""|""|""|""|""|""|""|""|""|""|"11952.0000"|"604022.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0233280"|"United Way of Mid-Maine"|"1115656"|""|""|"5620.0000"|""|"151627.0000"|"781024.0000"|"14283.0000"|"938271.0000"|""|"4583.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"35.0000"|""|"-35.0000"|"-35.0000"|"5620.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|"942819.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0777856"|"Literacy for Environmental Justice"|"1115657"|""|""|""|""|"177710.0000"|"277763.0000"|""|"455473.0000"|"5800.0000"|""|""|""|""|"4514.0000"|""|"0.0000"|""|"4514.0000"|"4514.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4111.0000"|"4111.0000"|"0.0000"|"4094.0000"|"469881.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0721958"|"B-4 SCHOOL OF FAIRLAWN INC."|"1116171"|""|""|"877.0000"|""|""|""|""|"877.0000"|"258030.0000"|"369.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"259276.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267689"|"KATAHDIN FRIENDS INC"|"1116223"|""|""|""|""|"14116.0000"|"4522.0000"|""|"18638.0000"|"4657164.0000"|"9064.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"4684866.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275156"|"Western Maine Community Action Inc"|"1116224"|""|""|""|""|""|""|""|""|"8602701.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"199436.0000"|"8802137.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1116225"|"23889.0000"|""|""|""|"2068726.0000"|"18382.0000"|""|"2110997.0000"|"6642048.0000"|"1416.0000"|""|""|""|""|""|""|""|""|""|"1579735.0000"|""|"620328.0000"|""|"959407.0000"|""|"959407.0000"|""|""|""|""|""|""|""|""|""|""|"8415.0000"|"9722283.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358090"|"SPRUCE RUN ASSOCIATION"|"1116226"|""|""|""|""|"872662.0000"|"288951.0000"|""|"1161613.0000"|"61045.0000"|"23609.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"19079.0000"|"1265346.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1116227"|""|""|""|""|""|"377.0000"|""|"377.0000"|"1017268.0000"|"310.0000"|""|""|""|""|""|""|""|""|""|""|"27000.0000"|""|"71859.0000"|""|"-44859.0000"|"-44859.0000"|""|""|""|""|""|""|""|""|""|""|"-34629.0000"|"938467.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"1116228"|""|""|""|""|""|"71003.0000"|""|"71003.0000"|"0.0000"|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"71003.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0513301"|"CACER COMMUNITY CENTER"|"1107360"|""|""|"184667.0000"|""|""|"307351.0000"|""|"492018.0000"|"0.0000"|"13475.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|"17139.0000"|""|"15320.0000"|""|"1819.0000"|""|"1819.0000"|"184667.0000"|"130899.0000"|"7241.0000"|"123658.0000"|""|""|"0.0000"|"4393.0000"|"1318.0000"|"3075.0000"|"0.0000"|"634045.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0613583"|"Learning Alternatives, Inc."|"1107361"|""|""|"31354.0000"|""|""|"23114.0000"|""|"54468.0000"|"237049.0000"|"24.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"31354.0000"|"0.0000"|"2010.0000"|"-2010.0000"|""|""|""|""|""|""|""|"289531.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0783081"|"Chinese American Cooperation Council"|"1107362"|""|"300.0000"|""|""|""|"14837.0000"|""|"15137.0000"|"647822.0000"|"17445.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"680404.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"1107363"|""|"29150.0000"|"74542.0000"|""|""|"940372.0000"|"20876.0000"|"1044064.0000"|"101700.0000"|"17817.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"74542.0000"|"15020.0000"|"27498.0000"|"-12478.0000"|""|""|""|""|""|""|"2074.0000"|"1153177.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1116229"|""|"4776.0000"|""|""|""|"8749.0000"|"0.0000"|"13525.0000"|"79484.0000"|"30.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"351714.0000"|"279500.0000"|"72214.0000"|""|""|""|""|""|""|""|"165253.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1117565"|""|""|""|""|"50000.0000"|"2500.0000"|""|"52500.0000"|"7236.0000"|"181.0000"|""|""|""|""|""|""|""|""|""|"13591.0000"|""|""|""|"13591.0000"|""|"13591.0000"|""|""|""|""|""|""|""|""|""|""|""|"73508.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0818965"|"DeMedical Corporation"|"1117566"|""|""|""|""|""|""|""|""|""|"69.0000"|""|""|"746052.0000"|""|""|""|"746052.0000"|""|"746052.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"282.0000"|"746403.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0465754"|"CHILD EVANG ELISM FELLOWSHIP, INC"|"1121152"|""|""|""|""|""|"293336.0000"|""|"293336.0000"|"142202.0000"|""|""|""|"15400.0000"|""|"15400.0000"|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"435538.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0639602"|"KIPP Austin Public Schools Inc"|"1121153"|""|""|""|""|"15261230.0000"|"2508869.0000"|""|"17770099.0000"|"338981.0000"|"1155.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"18110235.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0872726"|"International Spanish Language Academy"|"1121154"|""|""|""|""|"264504.0000"|"316211.0000"|""|"580715.0000"|"1527005.0000"|"19.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2107739.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1117598"|""|""|""|""|""|"82672.0000"|""|"82672.0000"|"97883.0000"|"479.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"181034.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0158948"|"SIGMA KAPPA SORORITY"|"1122837"|""|""|""|""|""|""|""|""|"2453696.0000"|"11534.0000"|""|"142325.0000"|""|""|""|""|""|""|""|"491460.0000"|""|"489535.0000"|""|"1925.0000"|""|"1925.0000"|""|""|""|""|""|""|""|"392113.0000"|"173104.0000"|"219009.0000"|"2644.0000"|"2831133.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0443470"|"Attendant Services Maine, Inc."|"1122838"|""|""|""|""|"1045275.0000"|""|""|"1045275.0000"|"9346708.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"10391983.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0900952"|"PEABODY CHARTER SCHOOL"|"1122839"|""|""|"151701.0000"|""|""|"6134972.0000"|""|"6286673.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"151701.0000"|"90207.0000"|"68188.0000"|"22019.0000"|""|""|""|""|""|""|""|"6308692.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION, INC. F/K/A ALLIANCE FOUNDATION FOR COMMUNITY HEALTH, INC."|"1124779"|""|""|"329812.0000"|""|""|"824078.0000"|""|"1153890.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|"329812.0000"|"82813.0000"|"141641.0000"|"-58828.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"1095062.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION, INC."|"1117667"|""|""|""|""|""|""|""|""|"233248.0000"|"48.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"233296.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482508"|"THE NEXT STEP DOMESTIC VIOLENCE PROJECT"|"1117668"|""|""|"9491.0000"|""|"725357.0000"|"97286.0000"|""|"832134.0000"|"12269.0000"|"680.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9491.0000"|"16321.0000"|"2231.0000"|"14090.0000"|""|""|""|""|""|""|"2943.0000"|"862116.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0530420"|"Jewish Community Alliance of Southern Maine"|"1117670"|""|""|"10507.0000"|""|""|"490966.0000"|""|"501473.0000"|"949608.0000"|"29631.0000"|""|""|""|""|""|""|""|""|""|"494.0000"|""|"0.0000"|"2768.0000"|"494.0000"|"-2768.0000"|"-2274.0000"|"10507.0000"|"5867.0000"|"5867.0000"|"0.0000"|""|""|""|""|""|""|"5106.0000"|"1483544.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1117671"|""|""|"121431.0000"|"10000.0000"|""|"78654.0000"|""|"210085.0000"|""|"45.0000"|""|""|"1939.0000"|""|"0.0000"|""|"1939.0000"|""|"1939.0000"|""|""|""|""|""|""|""|"121431.0000"|"48714.0000"|"142994.0000"|"-94280.0000"|""|""|""|""|""|""|""|"117789.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0880770"|"Community Foundation of Harfo"|"1117672"|""|""|""|""|""|"179746.0000"|""|"179746.0000"|"4570.0000"|"3464.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"617.0000"|"188397.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"1117673"|""|"291822.0000"|""|""|""|"512098.0000"|""|"803920.0000"|""|"1099.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"805019.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1117674"|""|"1709.0000"|""|""|""|"7856.0000"|""|"9565.0000"|""|"5.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"171212.0000"|"100587.0000"|"70625.0000"|"258.0000"|"80453.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1123477"|""|""|""|"483928.0000"|""|"40020.0000"|""|"523948.0000"|"1415402.0000"|"1464.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"18925.0000"|"1959739.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1253 LOCAL"|"1123514"|""|""|""|""|""|""|""|""|"431847.0000"|"795.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"963.0000"|"0.0000"|"963.0000"|"707.0000"|"434312.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0277678"|"Kennebec Valley Community Action Program"|"1123515"|"81351.0000"|""|""|""|"11815057.0000"|"110984.0000"|""|"12007392.0000"|"6946532.0000"|"1479.0000"|""|""|"55492.0000"|""|"54992.0000"|""|"500.0000"|""|"500.0000"|""|"324108.0000"|""|"282594.0000"|""|"41514.0000"|"41514.0000"|""|""|""|""|""|""|""|""|""|""|""|"18997417.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368096"|"Alpha One"|"1123516"|""|""|""|""|"2423829.0000"|"209087.0000"|""|"2632916.0000"|"674721.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3307637.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"1123517"|""|""|""|""|"1127944.0000"|"84250.0000"|""|"1212194.0000"|"259461.0000"|"3816.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"328.0000"|""|"-328.0000"|"-328.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"7542.0000"|"1482685.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0032215"|"BOOTHBAY HARBOR YACHT CLUB"|"1124778"|""|""|""|""|""|"47310.0000"|"28200.0000"|"47310.0000"|"530536.0000"|"154.0000"|""|""|"8140.0000"|""|"3022.0000"|""|"5118.0000"|""|"5118.0000"|""|"3450.0000"|""|"2923.0000"|""|"527.0000"|"527.0000"|""|""|""|""|""|""|""|""|""|""|"155123.0000"|"738768.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594835"|"Oakland Kids First"|"1119463"|""|""|""|""|"143252.0000"|"787701.0000"|""|"930953.0000"|""|"1.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3879.0000"|"934833.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012936"|"MERRILL MEMORIAL LIBRARY"|"1119465"|""|""|""|""|""|"385449.0000"|""|"385449.0000"|"11790.0000"|"14562.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"411801.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1121909"|"77325.0000"|""|""|""|"1224413.0000"|"10811.0000"|""|"1312549.0000"|"4522681.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"76972.0000"|"5912202.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
