"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOT_REV_CURRENT"|"DISCONTINUED_OPS_CBX"|"TOT_VOLUNTEERS"|"TOT_UBR"|"NET_UBR_990T"|"CONTRIB_ALL_PRIOR"|"SERVICE_REVENUE_PRIOR"|"INCOME_INVESTMENT_PRIOR"|"REVENUE_OTHER_PRIOR"|"TOT_REV_PRIOR"|"GRANTS_PRIOR"|"BENEFITS_TOTAL_PRIOR"|"COMP_BENEFITS_PRIOR"|"FUNDRAISING_TOTAL_PRIOR"|"OTHER_EXPENSES_PRIOR"|"EXPENSES_TOTAL_PRIOR"|"REV_EXP_PRIOR"
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1418223"|"492479.0000"|""|"0"|"0.0000"|"0.0000"|"662214.0000"|"0.0000"|"872.0000"|"12439.0000"|"675525.0000"|"122000.0000"|"0.0000"|"0.0000"|"0.0000"|"271056.0000"|"393056.0000"|"282469.0000"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I at Owings Mills I Inc CHAI"|"1419435"|"581273.0000"|""|"15"|"0.0000"|""|"24395.0000"|"561037.0000"|"487.0000"|"0.0000"|"585919.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"772051.0000"|"772051.0000"|"-186132.0000"
"01-0806304"|"PENNSYLVANIA AFFORDABLE HSG CORP"|"1419766"|"267643.0000"|""|"3"|"0.0000"|""|"173171.0000"|"93479.0000"|"633.0000"|""|"267283.0000"|""|""|"45444.0000"|""|"234747.0000"|"280191.0000"|"-12908.0000"
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"1419767"|"13485759.0000"|""|"19"|"0.0000"|""|"17757602.0000"|"709174.0000"|"31001.0000"|"31803.0000"|"18529580.0000"|"1000.0000"|""|"4916138.0000"|""|"3400322.0000"|"8317460.0000"|"10212120.0000"
"01-0531683"|"RESOURCES FIRST FOUNDATION"|"1422136"|"745758.0000"|""|"0"|"0.0000"|"0.0000"|"871010.0000"|"0.0000"|"17506.0000"|"1830.0000"|"890346.0000"|"235993.0000"|"0.0000"|"451198.0000"|"0.0000"|"150462.0000"|"837653.0000"|"52693.0000"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"1422748"|"132927.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"72790.0000"|"0.0000"|"72790.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"256409.0000"|"256409.0000"|"-183619.0000"
"01-0285920"|"EAST GRAND HEALTH CENTER INC."|"1422749"|"376170.0000"|""|"0"|"0.0000"|"0.0000"|"1722.0000"|"342775.0000"|"104.0000"|"1984.0000"|"346585.0000"|"0.0000"|"0.0000"|"243971.0000"|"0.0000"|"118400.0000"|"362371.0000"|"-15786.0000"
"01-0352658"|"SAFE VOICES"|"1422751"|"1342059.0000"|""|"140"|"0.0000"|"0.0000"|"1184663.0000"|"146232.0000"|"3.0000"|"1732.0000"|"1332630.0000"|"0.0000"|"0.0000"|"906307.0000"|"0.0000"|"391596.0000"|"1297903.0000"|"34727.0000"
"01-0359180"|"MAINE COALITION TO END DOMESTIC VIOLENCE"|"1422752"|"1151782.0000"|""|"0"|"0.0000"|"0.0000"|"1079930.0000"|"15300.0000"|"1673.0000"|"0.0000"|"1096903.0000"|"437392.0000"|"0.0000"|"392049.0000"|"0.0000"|"283621.0000"|"1113062.0000"|"-16159.0000"
"01-0370020"|"BANGOR AIRPORT CIVIC DEVELOPMENT CORP"|"1422755"|"505246.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"451225.0000"|"3588.0000"|"94.0000"|"454907.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"458724.0000"|"458724.0000"|"-3817.0000"
"01-0454077"|"WHA, INC."|"1422762"|"64162.0000"|""|""|"0.0000"|"0.0000"|""|"262.0000"|"-15336.0000"|"39850.0000"|"24776.0000"|""|""|""|""|"46516.0000"|"46516.0000"|"-21740.0000"
"01-0596543"|"Ashburn Travel Hockey Inc"|"1422775"|"831113.0000"|""|"30"|"0.0000"|"0.0000"|"0.0000"|"775015.0000"|"0.0000"|"2972.0000"|"777987.0000"|"0.0000"|"0.0000"|"53000.0000"|"0.0000"|"743515.0000"|"796515.0000"|"-18528.0000"
"01-0717030"|"PORTAGE BAY INSURANCE"|"1422782"|"20556096.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"15995000.0000"|"1549434.0000"|"0.0000"|"17544434.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"18082650.0000"|"18082650.0000"|"-538216.0000"
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"1422783"|"521158.0000"|""|"0"|"0.0000"|"0.0000"|"300945.0000"|"0.0000"|"241227.0000"|"0.0000"|"542172.0000"|"236000.0000"|"0.0000"|"0.0000"|"0.0000"|"42858.0000"|"278858.0000"|"263314.0000"
"01-0329300"|"RUMFORD GROUP HOMES INC"|"1429581"|"1403388.0000"|""|"10"|"0.0000"|""|"575820.0000"|"669167.0000"|"92170.0000"|"91546.0000"|"1428703.0000"|""|""|"799275.0000"|""|"480044.0000"|"1279319.0000"|"149384.0000"
"01-0362709"|"OHI"|"1429584"|"12607987.0000"|""|"38"|"0.0000"|"0.0000"|"453611.0000"|"13015548.0000"|"7825.0000"|"17620.0000"|"13494604.0000"|"0.0000"|"0.0000"|"10073421.0000"|"0.0000"|"2614600.0000"|"12688021.0000"|"806583.0000"
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"1429589"|"938808.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"702189.0000"|"-478892.0000"|"0.0000"|"223297.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"520006.0000"|"520006.0000"|"-296709.0000"
"01-0484310"|"MAINE INITIATIVESINC"|"1429591"|"298709.0000"|""|"102"|"0.0000"|""|"243286.0000"|""|"57795.0000"|"31812.0000"|"332893.0000"|"286967.0000"|""|"166451.0000"|""|"113525.0000"|"566943.0000"|"-234050.0000"
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"1429597"|"1003294.0000"|""|""|"0.0000"|""|"1152822.0000"|"1269.0000"|"5387.0000"|"3990.0000"|"1163468.0000"|""|""|"939085.0000"|""|"420156.0000"|"1359241.0000"|"-195773.0000"
"01-0613583"|"Learning Alternatives, Inc."|"1429598"|"456004.0000"|""|"45"|"0.0000"|""|"54468.0000"|"237049.0000"|"24.0000"|"-2010.0000"|"289531.0000"|""|""|"208876.0000"|""|"91553.0000"|"300429.0000"|"-10898.0000"
"02-0244311"|"EXETER DAY SCHOOL"|"1311176"|"429303.0000"|""|""|"0.0000"|""|"50.0000"|"386649.0000"|"67.0000"|"9976.0000"|"396742.0000"|""|""|"355513.0000"|""|"100303.0000"|"455816.0000"|"-59074.0000"
"01-0368070"|"THE WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC"|"1412878"|"3388990.0000"|""|"67"|"533.0000"|""|"1521689.0000"|"487575.0000"|"455520.0000"|"460956.0000"|"2925740.0000"|""|""|"1817919.0000"|""|"1794223.0000"|"3612142.0000"|"-686402.0000"
"01-0883062"|"CHICAGO COMMUNITY LAND TRUST"|"1357416"|"229885.0000"|""|"11"|"0.0000"|"0.0000"|"218142.0000"|"18300.0000"|"0.0000"|"42.0000"|"236484.0000"|"0.0000"|"0.0000"|"191475.0000"|"0.0000"|"31060.0000"|"222535.0000"|"13949.0000"
"01-0805468"|"LIVING BREAD RADIO INC"|"1339793"|"317615.0000"|""|""|"5380.0000"|"0.0000"|"324937.0000"|""|"-3908.0000"|"44275.0000"|"365304.0000"|""|""|"113005.0000"|""|"143738.0000"|"256743.0000"|"108561.0000"
"01-0780934"|"LAKE COUNTY INT CHARTER SCHOOL"|"1339792"|"465812.0000"|""|""|"0.0000"|"0.0000"|"446245.0000"|"0.0000"|"836.0000"|"0.0000"|"447081.0000"|"0.0000"|"0.0000"|"217587.0000"|"0.0000"|"167568.0000"|"385155.0000"|"61926.0000"
"01-0409428"|"SCARBOROUGHECONOMIC DEVCORP"|"1339788"|"176727.0000"|""|""|"0.0000"|""|"257053.0000"|""|"34.0000"|""|"257087.0000"|""|""|"175901.0000"|""|"61286.0000"|"237187.0000"|"19900.0000"
"01-0361328"|"MAINE MOTOR TRANSPORT ASSOCIATION"|"1339787"|"5553764.0000"|""|"0"|"149885.0000"|"50314.0000"|"0.0000"|"4686017.0000"|"23211.0000"|"377033.0000"|"5086261.0000"|"0.0000"|"0.0000"|"434298.0000"|"0.0000"|"4456674.0000"|"4890972.0000"|"195289.0000"
"01-0390443"|"Davis Family Foundation"|"1384451"|"1562545.0000"|""|"2"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1934229.0000"|"0.0000"|"1934229.0000"|"2290648.0000"|"0.0000"|"67497.0000"|"0.0000"|"261187.0000"|"2619332.0000"|"-685103.0000"
"01-0211517"|"Cedars Nursing Care Center"|"1387223"|"11110482.0000"|""|"54"|"0.0000"|"0.0000"|"20000.0000"|"11434634.0000"|"35777.0000"|"0.0000"|"11490411.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"11226403.0000"|"11226403.0000"|"264008.0000"
"01-0280221"|"COMMUNITY LIVING ASSOCIATION"|"1325048"|"8432775.0000"|""|"0"|"0.0000"|"0.0000"|"11454.0000"|"8534445.0000"|"31209.0000"|"6424.0000"|"8583532.0000"|""|""|"6643078.0000"|""|"1720681.0000"|"8363759.0000"|"219773.0000"
"01-0367553"|"SETON VILLAGE"|"1387225"|"1198265.0000"|""|"0"|"0.0000"|"0.0000"|"636894.0000"|"536728.0000"|"1647.0000"|"0.0000"|"1175269.0000"|"0.0000"|"0.0000"|"309907.0000"|"0.0000"|"732891.0000"|"1042798.0000"|"132471.0000"
"01-0858717"|"CHICAGOLAND USBC ASSOCIATION"|"1387233"|"598875.0000"|""|"0"|"0.0000"|""|"469264.0000"|"103256.0000"|"382.0000"|"-9709.0000"|"563193.0000"|""|"264489.0000"|"151123.0000"|""|"191217.0000"|"606829.0000"|"-43636.0000"
"02-0208444"|"AMERICAN LEGION POST 21"|"1411914"|"320272.0000"|""|""|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342515"|"MOTIVATIONAL SERVICES INC"|"1413043"|"9137959.0000"|""|"0"|"0.0000"|"0.0000"|"1266302.0000"|"7856862.0000"|"54684.0000"|"151904.0000"|"9329752.0000"|"0.0000"|"0.0000"|"7175738.0000"|"0.0000"|"2439877.0000"|"9615615.0000"|"-285863.0000"
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"1363995"|"161320.0000"|""|"15"|"0.0000"|"0.0000"|""|"135390.0000"|"2642.0000"|"31258.0000"|"169290.0000"|""|""|"122654.0000"|""|"44162.0000"|"166816.0000"|"2474.0000"
"01-0645482"|"OVERTURE CENTER FOUNDATION INC"|"1378354"|"18286946.0000"|""|"500"|"0.0000"|"0.0000"|"3248237.0000"|"5293909.0000"|"1305.0000"|"0.0000"|"8543451.0000"|"0.0000"|"0.0000"|"2938499.0000"|"0.0000"|"4444054.0000"|"7382553.0000"|"1160898.0000"
"01-0725179"|"THE FLORENCE MELTON ADULT MINI-SCHOOL CORPORATION"|"1378355"|"1117364.0000"|""|"32"|"0.0000"|""|"275615.0000"|"631239.0000"|"112.0000"|"11804.0000"|"918770.0000"|"36800.0000"|""|"584313.0000"|""|"228963.0000"|"850076.0000"|"68694.0000"
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT CORPORATION"|"1378975"|"228778.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368574"|"WENDELL GILLEY MUSEUM OF BIRD CARVING"|"1373666"|"295434.0000"|""|"20"|"0.0000"|"0.0000"|"157245.0000"|"13251.0000"|"109248.0000"|"10678.0000"|"290422.0000"|"0.0000"|"0.0000"|"175849.0000"|"0.0000"|"130877.0000"|"306726.0000"|"-16304.0000"
"01-0436438"|"Northern Oxford Regional Ambulance Service"|"1373667"|"1910325.0000"|""|"20"|"0.0000"|""|"4075.0000"|"1847012.0000"|"243.0000"|""|"1851330.0000"|""|""|"1182576.0000"|""|"562652.0000"|"1745228.0000"|"106102.0000"
"01-0647374"|"NATIONAL INSTITUTE FOR CHILDREN'S HEALTHCARE QUALITY, INC."|"1373669"|"8575000.0000"|""|"0"|"0.0000"|"0.0000"|"7113189.0000"|"0.0000"|"7287.0000"|"3961.0000"|"7124437.0000"|"0.0000"|"0.0000"|"2358105.0000"|"0.0000"|"3795943.0000"|"6154048.0000"|"970389.0000"
"01-0709883"|"NAOMI'S HOUSE"|"1375986"|"407320.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212181"|"OLD ORCHARD BEACH CHAMBER OF COMMERCE"|"1376075"|"218851.0000"|""|"0"|"110565.0000"|"905.0000"|""|"201853.0000"|"59.0000"|"11281.0000"|"213193.0000"|""|""|"108125.0000"|""|"138449.0000"|"246574.0000"|"-33381.0000"
"01-0353275"|"Martin's Point Health Care Inc"|"1376076"|"467602091.0000"|""|"0"|"94139.0000"|"83174.0000"|"0.0000"|"389813655.0000"|"5254704.0000"|"0.0000"|"395068359.0000"|"305744.0000"|"0.0000"|"70596924.0000"|"0.0000"|"314600273.0000"|"385502941.0000"|"9565418.0000"
"01-0384674"|"CONVENTION & VISITORS BUREAU OF GREATER PORTLAND"|"1376077"|"1201921.0000"|""|"35"|"193987.0000"|"0.0000"|"91030.0000"|"332011.0000"|"3.0000"|"721524.0000"|"1144568.0000"|"0.0000"|"0.0000"|"682948.0000"|"0.0000"|"478576.0000"|"1161524.0000"|"-16956.0000"
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"1434184"|"16258632.0000"|""|"10"|"2311373.0000"|"0.0000"|"1264596.0000"|"10885237.0000"|"348277.0000"|"536151.0000"|"13034261.0000"|"0.0000"|"0.0000"|"7721035.0000"|"0.0000"|"6145563.0000"|"13866598.0000"|"-832337.0000"
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP"|"1434185"|"585807.0000"|""|""|"0.0000"|""|""|"542899.0000"|"91.0000"|""|"542990.0000"|""|""|""|""|"579172.0000"|"579172.0000"|"-36182.0000"
"02-0210407"|"BALD PEAK COLONY CLUB"|"1434190"|"4373622.0000"|""|"0"|"354170.0000"|"1388.0000"|"0.0000"|"5622367.0000"|"21182.0000"|"28620.0000"|"5672169.0000"|"0.0000"|"0.0000"|"2252843.0000"|"0.0000"|"1875221.0000"|"4128064.0000"|"1544105.0000"
"01-0219810"|"Maine Insurance Agents Association"|"1434663"|"779417.0000"|""|""|"53945.0000"|"24945.0000"|"170008.0000"|"233527.0000"|"166835.0000"|"186655.0000"|"757025.0000"|""|""|"273772.0000"|""|"441846.0000"|"715618.0000"|"41407.0000"
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"1434668"|"48636995.0000"|""|"54"|"0.0000"|"0.0000"|"387591.0000"|"50423687.0000"|"238843.0000"|"1139740.0000"|"52189861.0000"|"12396.0000"|"0.0000"|"8995980.0000"|"0.0000"|"34027191.0000"|"43035567.0000"|"9154294.0000"
"01-0274725"|"The Opportunity Alliance"|"1435571"|"17489512.0000"|""|"200"|"-69635.0000"|"-69635.0000"|"15332650.0000"|"935776.0000"|"32.0000"|"-311.0000"|"16268147.0000"|"5646364.0000"|"0.0000"|"7371313.0000"|"0.0000"|"2679929.0000"|"15697606.0000"|"570541.0000"
"01-0278623"|"Androscoqqin Valley Council of Governments"|"1435572"|"2199987.0000"|""|"0"|"0.0000"|"0.0000"|"1607241.0000"|"627816.0000"|"190333.0000"|"0.0000"|"2425390.0000"|"0.0000"|"0.0000"|"1515381.0000"|"0.0000"|"1063348.0000"|"2578729.0000"|"-153339.0000"
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1437179"|"37384203.0000"|""|""|"0.0000"|""|"109716.0000"|"19299521.0000"|"7973.0000"|"26335.0000"|"19443545.0000"|""|""|"8330275.0000"|""|"11553622.0000"|"19883897.0000"|"-440352.0000"
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION INC"|"1437185"|"228216.0000"|""|""|"0.0000"|""|""|"233248.0000"|"48.0000"|""|"233296.0000"|""|""|"161873.0000"|""|"78058.0000"|"239931.0000"|"-6635.0000"
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1437190"|"648954.0000"|""|"3"|"0.0000"|"0.0000"|"328759.0000"|"270317.0000"|"27295.0000"|"4827.0000"|"631198.0000"|"0.0000"|"0.0000"|"451798.0000"|"0.0000"|"155905.0000"|"607703.0000"|"23495.0000"
"01-0431293"|"Horizons Unlimited Inc"|"1437193"|"254589.0000"|""|"0"|"0.0000"|"0.0000"|"240388.0000"|"0.0000"|"0.0000"|"0.0000"|"240388.0000"|"204479.0000"|"0.0000"|"30158.0000"|"0.0000"|"4710.0000"|"239347.0000"|"1041.0000"
"01-0438846"|"AMERICA EAST"|"1437195"|"5663739.0000"|""|""|"0.0000"|""|"3379510.0000"|"1208870.0000"|"12912.0000"|""|"4601292.0000"|"1504278.0000"|""|"924696.0000"|""|"2094720.0000"|"4523694.0000"|"77598.0000"
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE INC"|"1437199"|"1045898.0000"|""|"275"|"0.0000"|"0.0000"|"579339.0000"|"419443.0000"|"555.0000"|"91593.0000"|"1090930.0000"|"0.0000"|"0.0000"|"343316.0000"|"0.0000"|"475353.0000"|"818669.0000"|"272261.0000"
"01-0504446"|"Hyde School at South Woodstock Inc"|"1437203"|"10372054.0000"|""|"18"|"0.0000"|"0.0000"|"814127.0000"|"9300908.0000"|"2725.0000"|"0.0000"|"10117760.0000"|"1673942.0000"|"0.0000"|"3271721.0000"|"0.0000"|"5040063.0000"|"9985726.0000"|"132034.0000"
"01-0510768"|"JHA Properties Inc"|"1437205"|"2602381.0000"|""|"5"|"0.0000"|"0.0000"|"0.0000"|"2683346.0000"|"375.0000"|"0.0000"|"2683721.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"2624377.0000"|"2624377.0000"|"59344.0000"
"01-0534293"|"THE CHILDREN'S CENTER"|"1437208"|"934366.0000"|""|"0"|"0.0000"|"0.0000"|"11785.0000"|"851706.0000"|"2484.0000"|"9581.0000"|"875556.0000"|"0.0000"|"0.0000"|"728206.0000"|"0.0000"|"146688.0000"|"874894.0000"|"662.0000"
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1437209"|"509781.0000"|""|""|"0.0000"|""|""|"413401.0000"|"3865.0000"|"60000.0000"|"477266.0000"|""|""|""|""|"328808.0000"|"328808.0000"|"148458.0000"
"01-0684796"|"STEP BY STEP ACADEMY INC"|"1437220"|"11724699.0000"|""|"1"|"0.0000"|"0.0000"|"4597.0000"|"10424243.0000"|"3869.0000"|"0.0000"|"10432709.0000"|"0.0000"|"0.0000"|"7334638.0000"|"0.0000"|"2446988.0000"|"9781626.0000"|"651083.0000"
"01-0795152"|"Christian Friends of New Americans"|"1437231"|"230467.0000"|""|"85"|"0.0000"|"0.0000"|"330055.0000"|""|"1371.0000"|""|"331426.0000"|"60000.0000"|""|"63916.0000"|""|"108467.0000"|"232383.0000"|"99043.0000"
"01-0869799"|"Washingtons National Park Fund"|"1437234"|"509894.0000"|""|"30"|"0.0000"|""|"353277.0000"|""|"161.0000"|"90034.0000"|"443472.0000"|"249383.0000"|""|"132734.0000"|""|"91846.0000"|"473963.0000"|"-30491.0000"
"01-6000787"|"Brunswick Public Library Association"|"1437239"|"1600743.0000"|""|"300"|"0.0000"|"0.0000"|"1431883.0000"|"52911.0000"|"32612.0000"|"0.0000"|"1517406.0000"|"0.0000"|"0.0000"|"1085360.0000"|"0.0000"|"419519.0000"|"1504879.0000"|"12527.0000"
"01-6004444"|"FALMOUTH MEMORIAL LIBRARY ASSOCIATION"|"1437240"|"571128.0000"|""|"0"|"0.0000"|"0.0000"|"625996.0000"|"32837.0000"|"10767.0000"|"0.0000"|"669600.0000"|"0.0000"|"0.0000"|"350244.0000"|"0.0000"|"270207.0000"|"620451.0000"|"49149.0000"
"01-0119385"|"Megunticook Golf Club"|"1444580"|"594362.0000"|""|"32"|"4.0000"|""|"10.0000"|"595801.0000"|"2007.0000"|""|"597818.0000"|""|""|"217765.0000"|""|"344895.0000"|"562660.0000"|"35158.0000"
"01-0223755"|"BERWICK ACADEMY"|"1444583"|"17685898.0000"|""|"200"|"0.0000"|"0.0000"|"1823789.0000"|"14929136.0000"|"16735.0000"|"68536.0000"|"16838196.0000"|"2799701.0000"|"0.0000"|"9316091.0000"|"0.0000"|"4650286.0000"|"16766078.0000"|"72118.0000"
"01-0241767"|"United Way Inc"|"1444585"|"8904401.0000"|""|"3531"|"0.0000"|"0.0000"|"8370907.0000"|"446711.0000"|"265221.0000"|"0.0000"|"9082839.0000"|"6249688.0000"|"0.0000"|"1708214.0000"|"0.0000"|"1007247.0000"|"8965149.0000"|"117690.0000"
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1444593"|"11624889.0000"|""|"17"|"0.0000"|"0.0000"|"31572.0000"|"11140734.0000"|"107799.0000"|"0.0000"|"11280105.0000"|"0.0000"|"0.0000"|"9535262.0000"|"0.0000"|"1888154.0000"|"11423416.0000"|"-143311.0000"
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1444595"|"442260.0000"|""|"92"|"0.0000"|"0.0000"|"73448.0000"|"340708.0000"|"0.0000"|"803.0000"|"414959.0000"|"0.0000"|"0.0000"|"144032.0000"|"0.0000"|"253306.0000"|"397338.0000"|"17621.0000"
"01-0466768"|"American University in Bulgaria"|"1444597"|"3067000.0000"|""|"50"|"0.0000"|"0.0000"|"11057000.0000"|"703000.0000"|"0.0000"|"11000.0000"|"11771000.0000"|"5079000.0000"|"0.0000"|"3144000.0000"|"0.0000"|"805000.0000"|"9028000.0000"|"2743000.0000"
"01-0471985"|"Broadreach Family & Community Services Inc"|"1444598"|"3337548.0000"|""|"50"|"0.0000"|""|"314145.0000"|"2811555.0000"|""|"70574.0000"|"3196274.0000"|""|""|"2585738.0000"|""|"535222.0000"|"3120960.0000"|"75314.0000"
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"1444602"|"1284084.0000"|""|"100"|"0.0000"|""|"861694.0000"|""|"1515.0000"|"48022.0000"|"911231.0000"|""|""|"266533.0000"|""|"819542.0000"|"1086075.0000"|"-174844.0000"
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1444604"|"269446.0000"|""|""|"0.0000"|""|""|"266531.0000"|"366.0000"|"5453.0000"|"272350.0000"|""|""|"239618.0000"|""|"50647.0000"|"290265.0000"|"-17915.0000"
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1444606"|"245638.0000"|""|""|"0.0000"|""|"260020.0000"|"7395.0000"|""|"-1778.0000"|"265637.0000"|"165680.0000"|""|""|""|"108387.0000"|"274067.0000"|"-8430.0000"
"01-0733180"|"THE GLADES INITIATIVE, INC."|"1444607"|"610662.0000"|""|"6"|"0.0000"|"0.0000"|"634940.0000"|""|"763.0000"|""|"635703.0000"|"258.0000"|""|"253796.0000"|""|"198006.0000"|"452060.0000"|"183643.0000"
"01-0846888"|"RESTORATION CENTER INC"|"1444610"|"635109.0000"|""|"0"|"0.0000"|"0.0000"|"46745.0000"|"550100.0000"|""|""|"596845.0000"|""|""|"298226.0000"|""|"300230.0000"|"598456.0000"|"-1611.0000"
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1444613"|"6589690.0000"|""|"30"|"0.0000"|"0.0000"|"1759634.0000"|"37066.0000"|"53069.0000"|"0.0000"|"1849769.0000"|"0.0000"|"0.0000"|"1578708.0000"|"0.0000"|"979773.0000"|"2558481.0000"|"-708712.0000"
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"1444617"|"525226.0000"|""|""|"0.0000"|""|"49142.0000"|"146943.0000"|"145505.0000"|"13189.0000"|"354779.0000"|"15800.0000"|""|"127285.0000"|""|"158319.0000"|"301404.0000"|"53375.0000"
"01-0406624"|"Holocaust Human Rights Center of Maine"|"1449797"|"408494.0000"|""|"14"|"0.0000"|""|"933555.0000"|"3372.0000"|"182.0000"|"628.0000"|"937737.0000"|""|""|"203535.0000"|"8400.0000"|"85587.0000"|"297522.0000"|"640215.0000"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1449800"|"400495.0000"|""|"60"|"0.0000"|""|"91794.0000"|"445340.0000"|"111.0000"|"-11480.0000"|"525765.0000"|""|""|""|""|"586239.0000"|"586239.0000"|"-60474.0000"
"01-0595862"|"ACCESS INSTITUTE FOR PSYCHOLOGICAL SERVICES"|"1449804"|"568725.0000"|""|"75"|"0.0000"|"0.0000"|"398818.0000"|"300589.0000"|"58.0000"|"-34430.0000"|"665035.0000"|""|""|"436917.0000"|""|"126930.0000"|"563847.0000"|"101188.0000"
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1449808"|"74990.0000"|""|"0"|"0.0000"|""|""|"76292.0000"|"27.0000"|""|"76319.0000"|""|""|"20243.0000"|""|"83200.0000"|"103443.0000"|"-27124.0000"
"01-6011501"|"University of Maine Foundation"|"1449815"|"18544142.0000"|""|"50"|"-63316.0000"|"-63316.0000"|"12359605.0000"|"0.0000"|"4472785.0000"|"755734.0000"|"17588124.0000"|"7025572.0000"|"0.0000"|"1400624.0000"|"0.0000"|"1823609.0000"|"10249805.0000"|"7338319.0000"
"01-0221132"|"D A HURD PUBLIC LIBRARY ASSOCIATION"|"1452653"|"312006.0000"|""|"20"|"0.0000"|"0.0000"|"224361.0000"|"11308.0000"|"10321.0000"|"0.0000"|"245990.0000"|"0.0000"|"0.0000"|"125902.0000"|"0.0000"|"85447.0000"|"211349.0000"|"34641.0000"
"01-0409991"|"FAMILY FOCUS"|"1452656"|"1647487.0000"|""|"6"|"0.0000"|"0.0000"|"181969.0000"|"1416099.0000"|"28.0000"|"109386.0000"|"1707482.0000"|"0.0000"|"0.0000"|"1125066.0000"|"0.0000"|"602034.0000"|"1727100.0000"|"-19618.0000"
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1452661"|"174069.0000"|""|"50"|"0.0000"|"0.0000"|"13525.0000"|"79484.0000"|"30.0000"|"72214.0000"|"165253.0000"|""|""|""|""|"135123.0000"|"135123.0000"|"30130.0000"
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1452662"|"3016242.0000"|""|""|"0.0000"|""|"3009007.0000"|"61014.0000"|"220.0000"|"5804.0000"|"3076045.0000"|"2200.0000"|""|"2667633.0000"|""|"225816.0000"|"2895649.0000"|"180396.0000"
"01-0211542"|"Catherine Morrill Day Nursery"|"1454552"|"1305678.0000"|""|""|"0.0000"|""|"400122.0000"|"442656.0000"|"77116.0000"|"1244.0000"|"921138.0000"|""|""|"640696.0000"|""|"253962.0000"|"894658.0000"|"26480.0000"
"01-0267689"|"KATAHDIN FRIENDS INC"|"1454557"|"3676852.0000"|""|""|"0.0000"|""|"18638.0000"|"4657164.0000"|"9064.0000"|""|"4684866.0000"|""|""|"3951156.0000"|""|"766038.0000"|"4717194.0000"|"-32328.0000"
"01-0318051"|"CENTRAL MAINE AREA AGENCY ON AGING INC"|"1454559"|"6242695.0000"|""|"662"|"90413.0000"|"-25989.0000"|"3537423.0000"|"2930894.0000"|"15428.0000"|"117928.0000"|"6601673.0000"|"119854.0000"|"0.0000"|"4187667.0000"|"0.0000"|"1925803.0000"|"6233324.0000"|"368349.0000"
