"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ENDOW_BOY"|"ENDOW_CONTRIB"|"ENDOW_INVESTMENTS"|"ENDOW_GRANTS"|"ENDOW_OTHER_EXPENSES"|"ENDOW_ADMIN_EXPENSES"|"ENDOW_EOY"|"ENDOW_BOARD_DESIGNATED_EOY"|"ENDOW_PERMANENT_EOY"|"ENDOW_TERM_EOY"|"ENDOW_UNRELATED_ORGS_CBX"|"ENDOW_RELATED_ORGS_CBX"|"ENDOW_SCHEDR_CBX"
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"939541"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"942460"|""|""|""|""|""|""|""|"0.00"|"0.00"|"0.00"|""|""|""
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"942562"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0712524"|"SOUTH CAROLINA EQUALTY"|"942563"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"02-0214113"|"AMERICAN LEGION POST #69"|"942566"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0165110"|"MAINE TOURISM ASSOCIATION"|"943760"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0406611"|"PLEASANT STREET HOUSING INC"|"943763"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0650805"|"KOAL TO DIAMOND"|"944727"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"946568"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0265231"|"UPLIFT INC"|"947212"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"947215"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"947755"|"683902.0000"|""|"26095.0000"|""|""|""|"709997.0000"|""|"72.20"|"27.80"|"N"|"N"|""
"01-0282197"|"GUILFORD DEVELOPMENT CORPORATION"|"947988"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"947989"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"947991"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0441229"|"DOWNEAST AIDS NETWORK INC"|"947995"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0360256"|"York Public Library"|"950774"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0538232"|"Big Rock"|"950780"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"953093"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"953094"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369891"|"LANDMARK HUMAN RESOURCES, INC"|"954223"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0574137"|"Yuma-Southwest Contractors Association"|"955134"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0598137"|"The Thelma Gaylord Lyric Theate End"|"955135"|"3459517.0000"|""|"-28484.0000"|""|""|"23270.0000"|"3407763.0000"|""|""|""|"N"|"N"|""
"01-0140290"|"PINE GROVE CEMETERY CORPORATION"|"959379"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0488538"|"Maine Association of Nonprofits"|"959382"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"959383"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"959386"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"959392"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"960753"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0156447"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|"960756"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0416974"|"FRANNIE PEABODY CENTER"|"961778"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"961780"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0353284"|"MATTAWAMKEAG HOUSING CORPORATION"|"963960"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0357799"|"ORRINGTON HOUSING CORPORATION"|"963961"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0377559"|"UNITED WAY OF TRI VALLEY AREA"|"963962"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"963969"|"2726443.0000"|"65787.0000"|"21147.0000"|""|"-117275.0000"|"-9825.0000"|"2686277.0000"|"81.98"|"10.93"|"7.09"|"Y"|"N"|"N"
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"965244"|"1214872.0000"|"55565.0000"|"99641.0000"|"0.0000"|""|"6042.0000"|"1364036.0000"|""|"100.00"|""|"Y"|"N"|""
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"966085"|"1221499.0000"|""|"-15151.0000"|""|"45700.0000"|"7755.0000"|"1152893.0000"|"100.00"|""|""|"N"|"N"|""
"01-0275159"|"Junior Achievement of Maine Inc"|"967008"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367582"|"PORT RESOURCES INC"|"967012"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"968473"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"970591"|"242525.0000"|"2240000.0000"|"109116.0000"|""|"-29250.0000"|"-9452.0000"|"2552939.0000"|"4.63"|"91.43"|"3.94"|"Y"|"N"|"N"
"01-0226382"|"MAINE OSTEOPATHIC ASSOCIATION"|"970763"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0779978"|"CENTER FOR AUTOMOTIVE RESEARCH"|"971016"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"971627"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0635895"|"SHELTER CARE PROVIDERS OF SAN DIEGO INC"|"972580"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"974896"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"974897"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370716"|"SPURWINK/RI"|"974899"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0689500"|"San Jose Soccer Complex Foundation"|"974901"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0796325"|"GLENNWOOD FOUNDATION INC"|"974903"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509802"|"CAFE INC"|"976874"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0287624"|"HOME INC"|"979611"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0224718"|"CUMBERLAND FARMERS CLUB -PREVOST"|"979915"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"983635"|"11447360.0000"|"253540.0000"|"-798127.0000"|""|""|""|"10902773.0000"|"0.77"|"99.23"|""|"N"|"N"|""
"01-0545327"|"Penobscot Valley Hospital"|"984102"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0793127"|"HAPPILY EVER AFTER Educational Programs, Inc."|"984206"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"984416"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0532938"|"DOWNEAST SALMON FEDERATION"|"984426"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0452620"|"FRIENDS OF CASCO BAY"|"986603"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463028"|"PORTLAND TRAILS"|"987959"|"186764.0000"|""|"-992.0000"|""|"4130.0000"|"1586.0000"|"180056.0000"|"100.00"|""|""|"Y"|"N"|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"987961"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"989819"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0938132"|"7 RIVERS ALLIANCE"|"990228"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0422035"|"TEDFORD HOUSING"|"991063"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0557352"|"CHILDREN'S FELLOWSHIP OF INDIA, INC"|"991955"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0826246"|"CALIFORNIA COUNCIL OF LAND TRUSTS"|"991958"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0888847"|"BETHEL TOWERS INC"|"991959"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"993142"|"3036883.0000"|"220085.0000"|"2348.0000"|"171663.0000"|""|"61960.0000"|"3025693.0000"|""|"68.10"|"31.90"|"N"|"N"|"N"
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"994264"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"994852"|"25513.0000"|""|"-467.0000"|""|""|""|"25046.0000"|"2.93"|"97.07"|""|"N"|"N"|""
"01-0349310"|"Treats Falls House, Inc."|"995627"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"995629"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0391479"|"Maine Community Foundation Inc"|"996449"|"95582409.0000"|"11103808.0000"|"-541491.0000"|"6918072.0000"|"61613.0000"|"1138694.0000"|"98026347.0000"|"97.07"|""|"2.93"|"Y"|"N"|""
"01-0492643"|"Mid Coast Hunger Prevention Program"|"996451"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"996452"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"996454"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"998739"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0373341"|"ATLANTIC PARTNERS EMS, INC."|"998740"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0844012"|"The Sun-Times Judge Marovitz Lawyer Lend-A-Hand to Youth Program"|"998744"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1000366"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1000935"|"559918.0000"|"26156.0000"|"53859.0000"|""|"26520.0000"|"5640.0000"|"607773.0000"|"100.00"|""|""|"N"|"N"|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1000939"|""|"256080.0000"|"-1199.0000"|""|""|"2187.0000"|"252694.0000"|"85.81"|"13.85"|"0.34"|"Y"|"N"|""
"01-0547255"|"UAW Local 3999 BIW Dental Benefit Trust Fund"|"1000942"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION INC"|"1000944"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0681969"|"AMERICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1000947"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"1003075"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211513"|"THE JACKSON LABORATORY"|"1004639"|"87452850.0000"|"74725.0000"|"-5827854.0000"|""|"858686.0000"|""|"80841065.0000"|"60.00"|"10.00"|"30.00"|"N"|"N"|""
"01-0211812"|"Bath Area Family YMCA"|"1004640"|"307323.0000"|"69273.0000"|"26688.0000"|""|"84969.0000"|"1996.0000"|"316319.0000"|""|""|""|"N"|"N"|""
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1004641"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1004644"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505456"|"Sail Maine"|"1004647"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1004652"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1004653"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1004656"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010506"|"LOCAL 716 HEALTH & WELFARE TRUST FUND"|"1004660"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"1007734"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0697213"|"HELPING HANDS OUTREACH"|"1007737"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1011448"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0170013"|"Shriners International"|"1014166"|"946651.0000"|"1505.0000"|"-23020.0000"|""|"57786.0000"|"1630.0000"|"865720.0000"|"73.00"|""|"27.00"|"N"|"N"|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1014174"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1014960"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709661"|"UNIVERSAL SCHOOL"|"1014962"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"1018127"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1019055"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722641"|"Sheriffs Memorial & Benevolent Society of Travis County"|"1019056"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0598494"|"TEN CROSS STREET CORPORATION"|"1020038"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"1020039"|"900000.0000"|""|""|""|""|""|"900000.0000"|""|"100.00"|""|"N"|"N"|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1023522"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0348849"|"MAPS"|"1025127"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6013485"|"BANGOR YMCA FOUNDATION"|"1025140"|"987898.0000"|"13938.0000"|"252927.0000"|"59314.0000"|"3686.0000"|""|"1191763.0000"|"97.90"|"2.10"|""|"N"|"N"|""
"01-0213357"|"DOWN EAST CREDIT UNION"|"1028005"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544956"|"Hygeia Foundation"|"1028006"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1028008"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0789358"|"EARTH ANGELS UNITED INC"|"1028011"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0467754"|"The Camden Children's House Montessori School"|"1029015"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0317679"|"Family Planning Association of Maine, Inc."|"1029765"|"2118931.0000"|""|"50827.0000"|""|"50827.0000"|""|"2118931.0000"|""|"100.00"|""|"N"|"N"|""
"01-0571960"|"UECDF CORPORATION"|"1030125"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0468460"|"G & H AMBULANCE SERVICE INC"|"1031032"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0521260"|"RIPPLEFFECT INC"|"1031033"|"77746.0000"|""|""|""|""|"353.0000"|"77393.0000"|"5.68"|"94.32"|""|"N"|"N"|""
"01-0463255"|"Maine Sheriffs' Association"|"1031674"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-3253364"|"SPONTANEOUS CELEBRATIONS INC"|"1031682"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0472964"|"BIDDEFORD-SACO AREA ECONOMIC DEVELOPMENT CORPORATION"|"1032979"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368571"|"The Arts and Recreation Center"|"1033831"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0704374"|"BENDERS LANDING POA CO CHAPARRAL MANAGEMENT"|"1033839"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"1035104"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0916973"|"HUMILITY OF MARY SHELTER INC"|"1035110"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724773"|"AMERICAN FEDERATION OF STATE COUNTY MUNICIPAL EMPLOYEES LOCAL 199"|"1037638"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0564677"|"TEXAS OILMAN'S CHARITY INVITATIONAL FISHING TOURNAMENT INC"|"1038765"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1038767"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0217277"|"MAINE FARM BUREAU ASSOCIATION"|"1039105"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1039374"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0079380"|"cPort Credit Union"|"1039918"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0551879"|"Kids Cancer Foundation Inc"|"1039920"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0248780"|"Maine Audubon Society"|"1040372"|"9054997.0000"|"465712.0000"|"-59413.0000"|""|"356058.0000"|""|"9105238.0000"|"40.00"|"14.00"|"46.00"|"N"|"N"|""
"01-0511583"|"Northern New Center for Financial Training"|"1041209"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0544421"|"Oxford Hills Christian Academy"|"1041610"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0856707"|"MONGIL CORPORATION"|"1041611"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216888"|"WOLVES SOCIAL CLUB"|"1043933"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717788"|"PROVIDING AUTISM LINKS & SUPPORT INC"|"1044909"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0686191"|"4TH STREET BASEMENT BOUTIQUE"|"1045905"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0538121"|"HARDY GIRLS, HEALTHY WOMEN, INC."|"1046492"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215686"|"RICE PUBLIC LIBRARY"|"1047025"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0740393"|"THE RENAISSANCE SCHOOL"|"1048234"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1048500"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0130335"|"NORTHEAST HARBOR TENNIS CLUB"|"1048744"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0693398"|"THE CENTER HELPING OBESITY IN CHILDREN END SUCCESSFULLY INC"|"1053734"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6018086"|"Norway Pine Grove Cemetery Corporation"|"1061281"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0063057"|"FRATERNAL ORDER OF EAGLES #804"|"1061574"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1064522"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1064523"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"1064526"|""|"4228312.0000"|""|""|"1023329.0000"|""|"3204983.0000"|""|"4.80"|"95.19"|"N"|"N"|""
"01-0114035"|"MAINE EDUCATION ASSOCIATION"|"1065620"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211503"|"Franklin Memorial Hospital"|"1065624"|"2341310.0000"|"216215.0000"|"-63416.0000"|""|"169094.0000"|""|"2325015.0000"|"0.00"|"62.00"|"38.00"|"N"|"Y"|"Y"
"01-0211536"|"North Yarmouth Academy"|"1065625"|"3552444.0000"|"17867.0000"|"-138485.0000"|""|"174835.0000"|""|"3256991.0000"|"26.00"|"60.00"|"14.00"|"N"|"N"|""
"01-0349706"|"Onpoint Health Data"|"1065640"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0376664"|"MAINE ELKS ASSOCIATION"|"1065648"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0380763"|"LAUDHOLM TRUST"|"1065649"|"2980999.0000"|"1212467.0000"|"57055.0000"|""|"34281.0000"|""|"4216240.0000"|"27.00"|"73.00"|""|"N"|"N"|""
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"1065651"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"1065670"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0595450"|"VISITATION HOUSE INC"|"1065672"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0620969"|"Slavic Assistance Center, Inc."|"1065676"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"1065683"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0842036"|"LUTHERAN FAMILY SERVICES OF COLORADO FOUNDATION INC"|"1065690"|"714794.0000"|""|"49507.0000"|""|""|""|"764301.0000"|""|"100.00"|""|"Y"|"Y"|"Y"
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"1065694"|"718711.0000"|"26450.0000"|"12642.0000"|""|""|""|"757803.0000"|"100.00"|""|""|"N"|"N"|""
"01-6012053"|"TRUSTEES OF FIRST PARISH IN PORTLAND"|"1065695"|"514023.0000"|""|"67880.0000"|""|""|""|"581903.0000"|"72.00"|"10.00"|"18.00"|"N"|"N"|""
"01-6012710"|"Independent Order of Odd Fellows"|"1065696"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021559"|"Hyde School"|"1065699"|"2298239.0000"|"299447.0000"|"-10394.0000"|""|""|""|"2587292.0000"|"25.27"|"61.93"|"12.80"|"N"|"N"|""
"01-6022815"|"ISLAND MEDICAL CENTER"|"1073997"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0384633"|"CARRABASSETT VALLEY ACADEMY"|"1077877"|"663465.0000"|"1050.0000"|"-10987.0000"|""|"12428.0000"|""|"641100.0000"|"59.35"|"14.03"|"26.62"|"Y"|"N"|"N"
"01-0243254"|"Mornson Center"|"1078602"|"956880.0000"|"30.0000"|"21617.0000"|""|"5395.0000"|""|"973132.0000"|"87.45"|"8.65"|"3.90"|"N"|"N"|"N"
"01-0343953"|"Damanscotta Lake Watershed Assoc"|"1078603"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621733"|"EIZER BACHURIM DMONSEY FRIENDS OF TEENAGERS INC"|"1078607"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1078610"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"02-0229869"|"DUBLIN SCHOOL INC"|"1078614"|"2279807.0000"|"563447.0000"|"-32901.0000"|""|"637651.0000"|""|"2172702.0000"|"13.00"|"85.00"|"2.00"|"N"|"N"|""
"01-0685280"|"THE TIBETAN COMMUNITY OF NEW YORK & NEW JERSEY INC"|"1079761"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1079897"|""|""|""|""|""|""|""|""|""|""|"N"|"N"|"N"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1079898"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1081060"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351782"|"Disability Rights Center"|"1086041"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"1086043"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1086044"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1086045"|"39379879.0000"|""|"-1133824.0000"|"1725850.0000"|""|"98455.0000"|"36421750.0000"|""|"11.62"|"88.38"|"N"|"N"|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"1086757"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"1087348"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"1087354"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1089885"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"1091830"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0440729"|"Kennebec Land Trust"|"1091831"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0499934"|"ALLIES INC"|"1091834"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518534"|"THE SHARING FOUNDATION"|"1091836"|"100000.0000"|""|""|""|""|""|"100000.0000"|""|""|""|"N"|"N"|""
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1091842"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0976638"|"COLORADO ASSOCIATION OF COMMUNITY CENTERS BOARDS"|"1091851"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0820836"|"ARZIONA PHARMACY ALLIANCE, INC"|"1095256"|""|""|""|""|""|""|""|""|""|""|""|""|""
