"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211024"|"1243941"|"Beacon Health, LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|"Accountable care organization"|"ME"|"501(c)(3)"|"11 Type II"|"EMHS"|"Y"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1211025"|"1243941"|"Sebasticook Valley Work Health, LLC"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"45-3359446"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211231"|"1245514"|"Beacon Health LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|"Accountable care organization"|"ME"|"501(C)(3)"|"11 T ype II"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211232"|"1245514"|"Capitol Convenient Care LLC"|"43 Whiting Hill Road Ste 500"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|""|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211233"|"1245514"|"Sebasticook Valley Health Convenient Car"|"447 North Maine Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(C)(3)"|"3"|"SVH"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211234"|"1245514"|"Sebasticook Valley Vamily Practice Assoc"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(C)(3)"|"9"|"SVH"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211235"|"1245514"|"Inland Family Practice Associates LLC"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211236"|"1245514"|"Meadow Wood LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(C)(3)"|"9"|"AHI"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211237"|"1245514"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|""|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211238"|"1245514"|"Rosscare"|"43 Whiting Hill Rd Ste 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(C)(3)"|"PF"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211239"|"1245514"|"Eastern Maine Healthcare Real Estate"|"43 Witing Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(C)(2)"|""|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211240"|"1245514"|"Eastern Maine Medical Center EMMC"|"Po Box 404 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(C)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211241"|"1245514"|"Blue Hill Memorial Hospital"|"57 Waster Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(C)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211242"|"1245514"|"Maine Institute Human Genetics & Health"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(C)(3)"|"9"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211243"|"1245514"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211244"|"1245514"|"Horizons Health Services"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c) (3)"|"3"|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211245"|"1245514"|"TAMC Endowments"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|""|"11, Type I"|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211246"|"1245514"|"TAMC Title Corp"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"me"|"501"|""|"TAMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211247"|"1245514"|"The Aroostook Medical Center TAMC"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211248"|"1245514"|"Sebasticook Valley Health SVH"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|""|""|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211249"|"1245514"|"CA Dean Memorial Hospital"|"Pritham Avenue PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211250"|"1245514"|"Norumbega Medical Sepcialists LTD"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501"|"9"|"EMMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211251"|"1245514"|"EMHS Foundation"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(C)(3)"|""|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211252"|"1245514"|"Acadia Healthcare Inc"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|""|"9"|"AHC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211253"|"1245514"|"Eastern Maine Medical Center Auxiliary"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(C0(3)"|"9"|"EMMC"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211254"|"1245514"|"Acadia Hospital Corp AHC"|""|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare service"|"ME"|"501(c) (3)"|"3"|"EMHS"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211255"|"1245514"|"Rosscare Nursing Homes Inc"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"O peration of nursing homes"|"ME"|"501(c)(3)"|"9"|"ROSSCARE"|"Y"
"01-0421234"|"Lakewood A Continuing Care Center"|"1211256"|"1245514"|"Eastern Maine Healthcare Systems EMHS"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(C)(3)"|"11, Type II"|""|"Y"
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"1211257"|"1245515"|"WAYNE COUNTY COMMUNITY SERVICES ORGANIZATION, INC."|"3609 HUGHES STREET"|"HUNTINGTON"|"WV"|"USA"|"25704"|"55-0632134"|"SOCIAL SERVICES"|"WEST VIRGINIA"|"501(cO(3)"|"7"|"no"|"N"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1211661"|"1246698"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"240 BATES ST"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0540981"|"LOW INCOME HOUSING FINANCING"|"ME"|"501C3"|"7"|""|"N"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1211662"|"1246698"|"LEWISTON AUBURN COMMUNITY HOUSING INC"|"17 MARKET STREET"|"SOUTH PARIS"|"ME"|"USA"|"04281"|"20-2341500"|"LOW INCOME HOUSING FINANCING AND DEVELOPMENT"|"ME"|"501C3"|"7"|""|"N"
"01-0491854"|"EqualityMaine"|"1211663"|"1246699"|"EqualityMaine Foundation"|"P. O. Box 1951"|"Portland"|"ME"|"USA"|"04104"|"01-0515357"|"Organization"|"Maine"|"501(c)(3)"|""|""|"N"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211664"|"1246701"|"Sebasticook Valley Work Health LLC"|"447 North Street"|"Pittsfield"|"ME"|"USA"|"04967"|"45-3359446"|""|""|"501(c) (3)"|"3"|"SVH"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211665"|"1246701"|"Beacon Health LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|""|""|"501(c) (3)"|"11 Type ll"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211666"|"1246701"|"Capitol Convenient Care LLC"|"43 Whiting Hill Rd"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(C)(3)"|""|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211667"|"1246701"|"Sebasticook Valley Hlth Convenient Care"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(C)(3)"|"3"|"SVH"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211668"|"1246701"|"Sebasticook Valley Family Practice Assoc"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211669"|"1246701"|"Inland Family Practice Associates LLC"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|""|"ME"|"501(c)(3)"|"3"|"Inland"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211670"|"1246701"|"Meadow Wood LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(C)(3)"|"9"|"AHI"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211671"|"1246701"|"Blue Hill Memorial Hospital"|"57 Water Street"|"Blue Hill"|"ME"|"USA"|"04614-5231"|"01-0227195"|"Provide healthcare services"|"ME"|"501(C)(3)"|"3"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211672"|"1246701"|"ME Institute for Human Genetics & Health"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research & development"|"ME"|"501(c)(3)"|"9"|"EMHS"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211673"|"1246701"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|""|""|"501C3"|"9"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211674"|"1246701"|"Horizons Health Services"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(C)(3)"|"3"|"TAMC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211675"|"1246701"|"TAMC Endowments"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt orgs"|"ME"|"501(c)(3)"|"11Type I"|"TAMC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211676"|"1246701"|"TAMC Title Corp"|"PO Box 151 140 Academy St"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|""|""|"TAMC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211677"|"1246701"|"The Aroostook Medical Center TAMC"|"PO Box 151 140 Academy St"|"Presque ISLE"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211678"|"1246701"|"Sebasticook Valley Health SVH"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(C)(3)"|"3"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211679"|"1246701"|"CA Dean Memorial Hospital"|"Pritham Avenue PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|""|"ME"|""|"3"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211680"|"1246701"|"Lakewood A Continuing Care Center"|"220 KENNEDY MEMORIAL DRIVE"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide long term nursing care"|"ME"|"501(C)(3)"|"3"|"Inland Hospital"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211681"|"1246701"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|""|"ME"|"501(C)(3)"|"3"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211682"|"1246701"|"Norumbega Medical Specialists LTD"|"43 Whiting Hill Road Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care & education"|"ME"|""|"9"|"EMMC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211683"|"1246701"|"EMHS Foundation"|"43 Whiting Hill Road Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise & manage funds for exempt orgs"|"ME"|"501C3"|"11, Type II"|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211684"|"1246701"|"Acadia Healthcare Inc AHI"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(C)(3)"|"9"|"AHC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211685"|"1246701"|"Eastern Maine Medical Center Auxiliary"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt EMMC"|"ME"|"501(C)(3)"|"9"|"EMMC"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211686"|"1246701"|"Acadia Hospital Corp AHC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|""|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211687"|"1246701"|"Rosscare Nursing Homes Inc"|"43 Whiting Hill Road Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"Operation of nursing homes"|"ME"|"501(c) (3)"|"9"|"Rosscare"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211688"|"1246701"|"Rosscare"|"43 Whiting Hill Road Suite 400"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|""|""|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211689"|"1246701"|"Eastern Maine Healthcare Real Estate"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(C)(2)"|""|"EMHS"|"Y"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1211690"|"1246701"|"Eastern Maine Medical Center EMMC"|"489 State Street PO Box 404"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(C)(3)"|"3"|"Eastern Maine Healthcare Systems EMHS"|"Y"
"01-0790552"|"Theater Arts Group"|"1211691"|"1246702"|"American Cinematheque"|"6712 Hollywood Boulevard"|"Hollywood"|"CA"|"USA"|"90028-4605"|"95-3902004"|"Film Exhibition"|"California"|"501(c)(3)"|"170(b)(1)(A)(vi)"|""|"N"
"01-0515357"|"EqualityMaine Foundation"|"1214028"|"1256091"|"Equality Maine"|"550 Forest Ave"|"Portland"|"ME"|"USA"|"04101"|"01-0491854"|""|""|""|""|""|"N"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215434"|"1260110"|"Sebasticook Valley Work Health LLC"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"45-3359446"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215435"|"1260110"|"Beacon Health LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"45-2967056"|"Accountable care organization"|"ME"|"501(c)(3)"|"11 Type II"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215436"|"1260110"|"Capitol Convenient Care LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-3671960"|"Provide patient care"|"ME"|"501(c)(3)"|"11, Type II"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215437"|"1260110"|"Horizons Health Services"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0504393"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"TAMC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215438"|"1260110"|"TAMC Endowments"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389222"|"Raise funds for exempt organizations"|"ME"|"501(c)(3)"|"11, type I"|"TAMC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215439"|"1260110"|"TAMC Title Corp"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0389226"|"Real estate holding company"|"ME"|"501(c)(3)"|""|"TAMC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215440"|"1260110"|"The Aroostook Medical Center TAMC"|"PO Box 151 140 Academy Street"|"Presque Isle"|"ME"|"USA"|"04769-0151"|"01-0372148"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215441"|"1260110"|"Sebasticook Valley Hlth Convenient Care"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"27-3129791"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"SVH"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215442"|"1260110"|"Sebasticook Valley Family Practice Assoc"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0357854"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"SVH"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215443"|"1260110"|"Sebasticook Valley Health SVH"|"447 North Main Street"|"Pittsfield"|"ME"|"USA"|"04967"|"01-0263628"|"Critical care hospital"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215444"|"1260110"|"Eastern Maine HomeCare"|"PO Box 688"|"Caribou"|"ME"|"USA"|"04736"|"01-0328442"|"Provide home health and hospice services"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215445"|"1260110"|"CA Dean Memorial Hospital"|"Pritham Avenue PO Box 1129"|"Greenville"|"ME"|"USA"|"04441-1129"|"04-3341666"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215446"|"1260110"|"Inland Family Practice Associates LLC"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"27-2942245"|"Provide patient care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215447"|"1260110"|"Lakewood A Continuing Care Center"|"220 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0421234"|"Provide skilled and long-term nursing care"|"ME"|"501(c)(3)"|"3"|"Inland Hospital"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215448"|"1260110"|"Inland Hospital"|"200 Kennedy Memorial Drive"|"Waterville"|"ME"|"USA"|"04901"|"01-0217211"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215449"|"1260110"|"Rosscare Nursing Homes Inc"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0430751"|"Operation of nursing homes"|"ME"|"501(c)(3)"|"9"|"Rosscare"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215450"|"1260110"|"Rosscare"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391038"|"Provide services to elderly"|"ME"|"501(c)(3)"|"PF"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215451"|"1260110"|"ME Institute for Human Genetics and H"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"55-0894346"|"Biomedical research and development"|"ME"|"501(c)(3)"|"9"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215452"|"1260110"|"EMHS Foundation"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-2514163"|"Raise and manage funds for exempt organizations"|"ME"|"501(c)(3)"|"11, type II"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215453"|"1260110"|"Norumbega Medical Specialists LTD"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0465231"|"Provide patient care and education"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215454"|"1260110"|"Eastern Maine Medical Center Auxiliary"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0377901"|"Fund raising for exempt Eastern Maine Medical Center"|"ME"|"501(c)(3)"|"9"|"EMMC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215455"|"1260110"|"Eastern Maine Medical Center EMMC"|"PO Box 404 489 State Street"|"Bangor"|"ME"|"USA"|"04402-0404"|"01-0211501"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215456"|"1260110"|"Meadow Wood LLC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"27-2935243"|"Provide patient care"|"ME"|"501(c)(3)"|"9"|"AHI"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215457"|"1260110"|"Acadia Healthcare Inc AHI"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"22-3183888"|"Provide healthcare services"|"ME"|"501(c)(3)"|"9"|"AHC"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215458"|"1260110"|"Acadia Hospital Corp AHC"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0459837"|"Provide healthcare services"|"ME"|"501(c)(3)"|"3"|"EMHS"|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215459"|"1260110"|"Eastern Maine Healthcare Systems EMHS"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0527066"|"Supporting organization for healthcare affiliates"|"ME"|"501(c)(3)"|"11, Type II"|""|"Y"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1215460"|"1260110"|"Eastern Maine Healthcare Real Estate"|"43 Whiting Hill Road"|"Brewer"|"ME"|"USA"|"04412"|"01-0391036"|"Leases real estate"|"ME"|"501(c)(3)"|""|"EMHS"|"Y"
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1215561"|"1261089"|"FRISBIE FOUNDATION"|"11 WHITEHALL RD"|"ROCHESTER"|"NH"|"USA"|"03867"|"02-0465942"|"Coordinate Funds raised for hospital"|"NH"|"501(C)(3)"|"11"|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1215810"|"1264995"|"MAINEHEALTH"|"110 FREE STREET"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0431680"|"HEALTHCARE"|"ME"|"501C3"|"11C"|""|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1215811"|"1264995"|"MAINE MENTAL HEALTH PARTNERS"|"78 ATLANTIC PLACE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"26-3426990"|"HEALTHCARE"|"ME"|"501C3"|"11C"|"MAINEHLTH"|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1215812"|"1264995"|"SPRING HARBOR COMMUNITY SERVICES"|"78 ATLANTIC PLACE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0524835"|"HEALTHCARE"|"ME"|"501C3"|"9"|"MMHP"|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1215813"|"1264995"|"COMMUNITY COUNSELING CENTER"|"78 ATLANTIC PLACE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0288362"|"HEALTHCARE"|"ME"|"501C3"|"7"|"MMHP"|"N"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1215814"|"1264995"|"COUNSELING SERVICES INC"|"78 ATLANTIC PLACE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0315038"|"HEALTHCARE"|"ME"|"501C3"|"7"|"MMHP"|"N"
