"C_EIN"|"C_Org_Name"|"OTHER_FACILITY_ID"|"XML_DOCUMENT_ID"|"OTHER_FAC_NAME"|"OTHER_FAC_STREET"|"OTHER_FAC_CITY"|"OTHER_FAC_STATE"|"OTHER_FAC_COUNTRY"|"OTHER_FAC_ZIP"|"OTHER_FAC_TYPE"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41688"|"1644094"|"FAMILY PRACTICE & INTERNAL MEDICINE"|"23 NORTH STREET STE 4"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41689"|"1644094"|"NORTH STREET LABORATORY"|"23 NORTH STREET STE 3"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41690"|"1644094"|"TAMC EYE CARE SERVICES"|"140 ACADEMY STREET"|"PRESQUE ISLE"|"ME"|"USA"|"04769"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"41691"|"1644094"|"AROOSTOOK HEALTH CENTER"|"15 HIGHLAND AVENUE"|"MARS HILL"|"ME"|"USA"|"04758"|"OUTPATIENT PHYSICIAN CLINIC"
"01-0153960"|"ST ANDREWS HOSPITAL"|"42051"|"1650954"|"ST ANDREWS HOSPITAL DBA ST ANDREWS VILLAGE"|"145 EMERY LANE"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538"|"LONG-TERM CARE FACILITY"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"42188"|"1674762"|"ARTHUR JEWELL COMMUNITY HEALTH CTR"|"55 REYNOLDS ROAD"|"BROOKS"|"ME"|"USA"|"04921"|"GENERAL MEDICAL"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"42189"|"1674762"|"DONALD S WALKER HEALTH CENTER"|"43 WEST MAIN STREET"|"LIBERTY"|"ME"|"USA"|"04949"|"GENERAL MEDICAL"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"42190"|"1674762"|"LINCOLNVILLE HEALTH CENTER"|"2399 ATLANTIC HIGHWAY"|"LINCOLNVILLE"|"ME"|"USA"|"04849"|"GENERAL MEDICAL"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"42191"|"1674762"|"SEARSPORT HEALTH CENTER"|"37 MORTLAND ROAD"|"SEARSPORT"|"ME"|"USA"|"04974"|"GENERAL MEDICAL"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"42192"|"1674762"|"STOCKTON SPRING REG HEALTH CENTER"|"11 CAPE JELLISON ROAD"|"STOCKTON SPRINGS"|"ME"|"USA"|"04981"|"GENERAL MEDICAL"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42338"|"1683066"|"Blue Hill Cardiovascular Medicine"|"65 Water Street"|"Blue Hill"|"ME"|"USA"|"04614"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42339"|"1683066"|"Island Family Medicine"|"354 Airport Road"|"Stonington"|"ME"|"USA"|"04681"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42340"|"1683066"|"Castine Community Health Services"|"102 Court Street"|"Castine"|"ME"|"USA"|"04421"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42341"|"1683066"|"Bucksport Family Medicine"|"58 Main Street"|"Bucksport"|"ME"|"USA"|"04416"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42342"|"1683066"|"Blue Hill Women's Healthcare"|"65 Water Street"|"Blue Hill"|"ME"|"USA"|"04614"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42343"|"1683066"|"Blue Hill Specialty Services"|"65 Water Street"|"Blue Hill"|"ME"|"USA"|"04614"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42344"|"1683066"|"Blue Hill Orthopedics"|"65 Water Street"|"Blue Hill"|"ME"|"USA"|"04614"|"Physician Offices"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"42345"|"1683066"|"Blue Hill Family Medicine"|"65 Water Street"|"Blue Hill"|"ME"|"USA"|"04614"|"Physician Offices"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43120"|"1713253"|"Miles Memorial Hospital dba LMP General Surgery"|"5 Miles Center Way"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43121"|"1713253"|"Miles Memorial Hospital dba LMP Orthopedics"|"5 Miles Center Way"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43122"|"1713253"|"Miles Memorial Hospital dba The Fam-ily Care Center"|"14 St. Andrews Lane"|"Boothbay Harbor"|"ME"|"USA"|"04538"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43123"|"1713253"|"Miles Momorial Hospital dba LMP Internal Medicine"|"5 Miles Center Way"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43124"|"1713253"|"Miles Momorial Hospital dba LMP Fam-ily Medicine"|"230 Kaler's Corner"|"Waldoboro"|"ME"|"USA"|"04572"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43125"|"1713253"|"Miles Memorial Hospital dba LMP Pediatrics"|"79 Schooner Street"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43126"|"1713253"|"Miles Momnrial Hospital dba LMP Fam-ily Medicine, Van Winkle"|"Medical Building, 79 Schooner Stree"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43127"|"1713253"|"Miles Memorial Hospital dba The Women's Center"|"24 Miles Center Way"|"Damariscotta"|"ME"|"USA"|"04543"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43128"|"1713253"|"Miles Momorial Hospital dba LMP Family Medicine"|"49 Hooper Street"|"Wiscasset"|"ME"|"USA"|"04578"|"Outpatient Clinic"
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"43129"|"1713253"|"Miles Memorial Hospital dba Lincoln Medical Partners"|"42 Belvedere Road"|"Newcastle"|"ME"|"USA"|"04553"|"Administration"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"54818"|"1754550"|"PARKVIEW REHAB & WELLNESS"|"3 HORTON PLACE"|"TOPSHAM"|"ME"|"USA"|"04086"|"OUTPATIENT REHAB & WELLNESS"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"54819"|"1754550"|"PARKVIEW UROLOGY"|"85 BARIBEAU DRIVE"|"BRUNSWICK"|"ME"|"USA"|"04011"|"OUTPATIENT TREATMENT & WELLNESS"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56327"|"1770796"|"HOMECARE AND HOSPICE"|"255 EAST MAIN STREET"|"COLUMBUS"|"OH"|"USA"|"43215"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56328"|"1770796"|"SPRINGFIELD CHILDLAB"|"1644 NORTH LIMESTONE STREET"|"SPRINGFIELD"|"OH"|"USA"|"45503"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56329"|"1770796"|"ZANESVILLE OUTPATIENT CARDIOLOGY SERVICES"|"716 ADAIR AVENUE"|"ZANESVILLE"|"OH"|"USA"|"43701"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56330"|"1770796"|"CLEVEL AND CHILDLAB"|"1139 ROCKSIDE ROAD"|"PARMA"|"OH"|"USA"|"44134"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56331"|"1770796"|"MANSFIELD CLOSE TO HOME CENTER"|"680 PARK AVENUE WEST SUITE GO5"|"MANSFIELD"|"OH"|"USA"|"44906"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56332"|"1770796"|"CHILICOTHE OUTPATIENT CARDIOLOGY SERVICES"|"4437 STATE ROUTE 159 PAVILION SUIT"|"CHILICOTHE"|"OH"|"USA"|"45601"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56333"|"1770796"|"MARION OUTPATIENT CARDIOLOGY SERVICES"|"1040 DELAWARE AVENUE"|"MARION"|"OH"|"USA"|"43302"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56334"|"1770796"|"NEWARK CLOSE TO HOME CENTER"|"75SOUTH TERRACE AVENUE"|"NEWARK"|"OH"|"USA"|"43055"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56335"|"1770796"|"MARIETTA OUTPATIENT CARDIOLOGY SERVICES"|"400 MATTHEW STREET"|"MARIETTA"|"OH"|"USA"|"45750"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56336"|"1770796"|"ASHLAND OUTPATIENT CARDIOLOGY SERVICES"|"1101ST CHRISTOPHER DRIVE SUITE 2"|"ASHLAND"|"KY"|"USA"|"41101"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56337"|"1770796"|"ATHENS OUTPATIENT CARDIOLOGY SERVICES"|"75HOSPITAL DR CASTROP CENTER STE"|"ATHENS"|"OH"|"USA"|"45701"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56338"|"1770796"|"FINDLAY OUTPATIENT CARDIOLOGY SERVICES"|"1900 SOUTH MAIN STREET 2ND FLOOR"|"FINDLAY"|"OH"|"USA"|"45840"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56339"|"1770796"|"PORTSMOUTH CARDIOLOGY SERVICES"|"1805 27TH STREET"|"PORTSMOUTH"|"OH"|"USA"|"45662"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56340"|"1770796"|"MASON CHILDLAB"|"5112 CEDAR VILLAGE DRIVE"|"MASON"|"OH"|"USA"|"45040"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56341"|"1770796"|"ZANESVILLE CHILDLAB"|"1166 MILITARY ROAD SUITE B"|"ZANESVILLE"|"OH"|"USA"|"43701"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56342"|"1770796"|"LIMA CHILDLAB"|"830 WEST HIGH STREET SUITE 375"|"LIMA"|"OH"|"USA"|"45801"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56343"|"1770796"|"MARION CHILDLAB"|"1069 DELAWARE AVENUE"|"MARION"|"OH"|"USA"|"43302"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56344"|"1770796"|"WARREN CHILDLAB"|"321 NILES CORTLAND ROAD NE"|"WARREN"|"OH"|"USA"|"44484"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56345"|"1770796"|"CANTON CHILDLAB"|"4846 HIGBEE AVENUE NW"|"CANTON"|"OH"|"USA"|"44718"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56346"|"1770796"|"IRONTON CHILDLAB & CLOSE TO HOME CENTER"|"2301 SOUTH 7TH STREET"|"IRONTON"|"OH"|"USA"|"45638"|"HOMECARE"
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"56347"|"1770796"|"WESTLAKE CHILDLAB"|"27500 DETROIT ROAD SUITE 102"|"WESTLAKE"|"OH"|"USA"|"44145"|"HOMECARE"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59603"|"1781423"|"THE JANE H BOOKER OP DIALYSIS CENTER"|"2441 HWY 33 FORTUNA TO PLACE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59604"|"1781423"|"OCEAN MEDICAL CENTER DIALYSIS"|"1640 ROUTE 88 SUITE 102"|"BRICK"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59605"|"1781423"|"BOOKER OUT PATIENT DIALYSIS CENTER"|"48 EAST FRONT STREET"|"RED BANK"|"NJ"|"USA"|"07701"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59606"|"1781423"|"OCEAN CARE CENTER"|"1517 RICHMOND AVENUE"|"POINT PLEASANT"|"NJ"|"USA"|"08742"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59607"|"1781423"|"MERIDIAN OP REHABSVCS AT NEPTUNE"|"2100 CORLIES AVENUE SUITE 2"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59608"|"1781423"|"PARK PLACE COMM MENTAL HEALTH CENTER"|"1101 BOND STREET"|"ASBURY PARK"|"NJ"|"USA"|"07712"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59609"|"1781423"|"MERIDIAN LIFE FITNESS AND REHABILITATION"|"801 ARNOLD AVENUE"|"POINT PLEASANT"|"NJ"|"USA"|"08742"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59610"|"1781423"|"JANE H BOOKER FAMILY HEALTH CTR AT JSUMC"|"1828 WEST LAKE AVENUE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59611"|"1781423"|"THE SLEEP CARE CENTER AT JSUMC"|"1809 CORLIES AVENUE SUITE 3"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59612"|"1781423"|"SOMC CLINICSLEEP CTR-NAUTILUS HEALTH"|"53 NAUTILUS DRIVE"|"MANAHAWKIN"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59613"|"1781423"|"RIVERVIEW OUTPATIENT BEHAVIORAL HEALTH"|"661 SHREWSBURY AVENUE"|"SHREWSBURY"|"NJ"|"USA"|"07702"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59614"|"1781423"|"MERIDIAN REHABILITATION AT HOLMDEL"|"100 COMMONS WAY SUITE 120"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59615"|"1781423"|"JSMC OUTPATIENT BEHAVIORAL HEALTH"|"402 RT 35"|"NEPTUNE"|"NJ"|"USA"|"07754"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59616"|"1781423"|"MERIDIAN REHABILITATION AT MANALAPAN"|"195 RT 9 SOUTH"|"MANALAPAN"|"NJ"|"USA"|"07726"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59617"|"1781423"|"OCEAN CLUBFAMILY RESOURCE CENTER"|"ROUTE 9 SOUTH"|"STAFFORD TWP"|"NJ"|"USA"|"08092"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59618"|"1781423"|"JERSEY SHORE OP BEHAVIORAL HEALTH"|"3535 RT 66M SUITE D PARKWAY 100"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59619"|"1781423"|"MERIDIAN REHABILITATION AT FORKED RIVER"|"730 LACEY ROAD"|"FORKED RIVER"|"NJ"|"USA"|"08731"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59620"|"1781423"|"CENTER FOR SLEEP DISORDERS"|"2446 CHURCH ROAD SUITE 3A"|"TOMS RIVER"|"NJ"|"USA"|"08753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59621"|"1781423"|"MERIDIAN REHAB AT LITTLE EGG HARBOR"|"279 MATHISTOWN ROAD"|"LITTLE EGG HARBOR"|"NJ"|"USA"|"08087"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59622"|"1781423"|"TRANSITIONAL MEDICATION SERVICE"|"51 DAVIS AVENUE"|"NEPTUNE"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59623"|"1781423"|"Shore Rehabilitation Institute"|"425 Jack Martin Blvd"|"Brick"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59624"|"1781423"|"Southern Ocean County Dialysis Clinic"|"1301 Rt 72 W"|"Manahawkin"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59625"|"1781423"|"Health Village Imaging LLC"|"1301 Rt 72 W"|"Manahawkin"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59626"|"1781423"|"Child Eval & Learning Disabilities Ctr"|"81 Davis Ave Suite 4"|"Neptune"|"NJ"|"USA"|"07753"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59627"|"1781423"|"OCEAN MEDICAL CTRFAMILY HEALTH CTR"|"1608 RT 88 SUITE 207"|"BRICK"|"NJ"|"USA"|"08724"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59628"|"1781423"|"THE CTR FOR SLEEP MEDICINE AT BAYSHORE"|"678 NORTH BEERS STREET"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59629"|"1781423"|"CENTER FOR WOUND HEALING AT BAYSHORE"|"735 NORTH BEERS STREET"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59630"|"1781423"|"SOUTHERN O CEAN MEDICAL CENTER CLINIC"|"53 NAUTILIS DRIVE"|"MANAHAWKIN"|"NJ"|"USA"|"08050"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59631"|"1781423"|"MERIDIAN FITNESSWELLNESS CTR AT HAZLET"|"1420 RT 36"|"HAZLET"|"NJ"|"USA"|"07730"|"OUTPATIENT DIALYSIS"
"01-0649794"|"MERIDIAN HEALTH SYSTEM INC - SUBORDINATES"|"59632"|"1781423"|"SNORING & SLEEP DISORDER CTR OF HOLMDEL"|"100 COMMONS WAY SUITE 1"|"HOLMDEL"|"NJ"|"USA"|"07733"|"OUTPATIENT DIALYSIS"
