"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_EXPENSES"
"01-0275159"|"Junior Achievement of Maine Inc"|"967008"|"365871.0000"
"01-0347381"|"Sacopee Valley Health Center"|"967009"|"3275651.0000"
"01-0357293"|"HERITAGE COURT INC"|"967010"|"311491.0000"
"01-0364464"|"Vose Library"|"967011"|""
"01-0367582"|"PORT RESOURCES INC"|"967012"|"13054321.0000"
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE"|"967014"|"818669.0000"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"968473"|"518369.0000"
"01-0225267"|"Tarratine Club of Dark Harbor"|"968474"|""
"01-0567777"|"Austin Drive Community Development, Inc."|"968475"|""
"01-0647374"|"NATIONAL INITIATIVE FOR CHILDREN'S HEALTHCARE QUALITYINC"|"968476"|"6154048.0000"
"01-0813672"|"ASIAN FESTIVAL CORP"|"968477"|""
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"969454"|"754175.0000"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"969455"|""
"01-0527277"|"Maine Indoor Air Quality Council"|"969456"|""
"01-6000784"|"AUBURN PUBLIC LIBRARY"|"969458"|"1219560.0000"
"01-0211478"|"UNITED WAY OF EASTERN MAINE"|"970591"|"2180759.0000"
"01-0615880"|"THE CHILDREN'S GARDEN INC"|"970592"|""
"01-0226382"|"MAINE OSTEOPATHIC ASSOCIATION"|"970763"|""
"01-0779978"|"CENTER FOR AUTOMOTIVE RESEARCH"|"971016"|"4644404.0000"
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"971627"|""
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"971628"|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"971774"|""
"01-0558182"|"JCPE INVESTMENTS (NFP)"|"972230"|"2143478.0000"
"01-0481696"|"BIRCH BAY RETIREMENT VILLAGE"|"972566"|"4048319.0000"
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"972579"|"7817571.0000"
"01-0635895"|"SHELTER CARE PROVIDERS OF SAN DIEGO INC"|"972580"|"180166.0000"
"01-0857998"|"Communities In Schools of Southeast"|"972581"|""
"01-6022787"|"Medical Care Development Inc"|"972582"|""
"01-0357595"|"Somerset Humane Society"|"972903"|""
"01-0351795"|"BELDGRADE REGIONAL HEALTH CENTER, INC."|"973824"|""
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"974896"|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"974897"|"5571316.0000"
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"974898"|"1756259.0000"
"01-0370716"|"SPURWINK/RI"|"974899"|""
"01-0689500"|"San Jose Soccer Complex Foundation"|"974901"|"193095.0000"
"01-0730325"|"THE MOUNT KENYA ACADEMY FOUNDATION, INC."|"974902"|""
"01-0796325"|"GLENNWOOD FOUNDATION INC"|"974903"|""
"01-0885325"|"HARRIET TUBMAN CENTER"|"974904"|"404202.0000"
"01-0351501"|"Community Partners Inc"|"976873"|""
"01-0509802"|"CAFE INC"|"976874"|""
"01-0659217"|"DONATE LIFE NORTH CAROLINA"|"976876"|""
"01-0702102"|"UNIVEST FOUNDATION"|"976877"|"777099.0000"
"01-0851915"|"PROJECT FAITH FOUNDATION INC."|"976878"|""
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"976879"|""
"02-0103715"|"THE NEW HAMPSHIRE DEPARTMENT OF THE AMERICAN LEGION"|"976880"|"366828.0000"
"01-0215915"|"HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS"|"978102"|""
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"978103"|""
"01-0724516"|"ORGANIZACION DE IGUALDAD DE DERECHOS"|"978104"|""
"01-0224214"|"UNION FAIR SOCIETY"|"978688"|""
"01-0406214"|"NAMI MAINE"|"978689"|"9814.0000"
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"978691"|"5572550.0000"
"01-0401717"|"The Ark"|"979188"|""
"01-0858717"|"CHICAGOLAND USBC ASSOCIATION"|"979308"|""
"01-0803117"|"ATRIUS HEALTH INC"|"979405"|"20032914.0000"
"01-0287624"|"HOME INC"|"979611"|""
"01-0810218"|"LITTLE RIVER CHAMBER OF COMMERCE AND VIS"|"979612"|""
"01-0224718"|"CUMBERLAND FARMERS CLUB -PREVOST"|"979915"|""
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"980699"|"4916874.0000"
"01-0473116"|"Peregrine Corporation"|"981693"|"4928538.0000"
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"982049"|"720959.0000"
"01-0317317"|"FRATERNAL ORDER OF EAGLES AERIE NO. 3177"|"982732"|"1593017.0000"
"01-0713126"|"NORTH RIVER CARE INC"|"982948"|""
"01-0798626"|"Harrison Center for the Arts Inc"|"982949"|""
"01-0913226"|"Americas Agenda Health Care for Kids"|"982950"|""
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"983635"|""
"01-0927327"|"ELECTRIFICATION COALITION FOUNDATION"|"983905"|"741599.0000"
"01-0498427"|"Pleasant River Ambulance Service"|"984006"|""
"01-0545327"|"Penobscot Valley Hospital"|"984102"|""
"01-0793127"|"HAPPILY EVER AFTER Educational Programs, Inc."|"984206"|""
"01-0127336"|"NEW AUBURN SOCIAL CLUB INC"|"984411"|""
"01-0131335"|"Oak Grove Cemetery Association"|"984412"|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"984413"|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"984414"|"1127790.0000"
"01-0317232"|"UNITED SOCIETY OF SHAKERS SABBATHDAY LAKE INC"|"984415"|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"984416"|""
"01-0356733"|"Yarmouth Chamber of Commerce"|"984417"|""
"01-0377623"|"CASTINE HISTORICAL SOCIETY INC."|"984418"|"192284.0000"
"01-0424837"|"GEORGES RIVER LAND TRUST"|"984419"|""
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION, INC."|"984420"|""
"01-0445336"|"Humane Society of Knox County"|"984421"|""
"01-0493230"|"PROJECT SHARE"|"984424"|"537886.0000"
"01-0523819"|"Mary's Walk"|"984425"|""
"01-0532938"|"DOWNEAST SALMON FEDERATION"|"984426"|""
"01-0633520"|"PINK RIBBONS PROJECT"|"984427"|"1441483.0000"
"01-0773533"|"FIRST BAPTIST CHILDREN'S ACADEMY, INC."|"984428"|""
"01-0796181"|"LITTLE LAMBS DAYCARE INC"|"984429"|""
"02-0196520"|"Bellwether Community Credit Union"|"984432"|"14570740.0000"
"01-0315931"|"Coastal Opportunities"|"986601"|"3834140.0000"
"01-0322532"|"DAY ONE"|"986602"|"2766035.0000"
"01-0452620"|"FRIENDS OF CASCO BAY"|"986603"|""
"01-0490620"|"HOME RESOURCES OF MAINE INC"|"986604"|"7977530.0000"
"01-0520531"|"SOUTHERN MAINE COMMUNITY COLLEGE FOUNDATION"|"986605"|"203544.0000"
"01-0545335"|"United Ambulance Service"|"986606"|"8560647.0000"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"986607"|""
"02-0202220"|"THE CHESHIRE HEALTH FOUNDATION"|"986608"|""
"02-0218036"|"Veterans of Foreign Wars Post 8546"|"986609"|""
"01-0216328"|"EVERGREEN CREDIT UNION"|"987958"|""
"01-0463028"|"PORTLAND TRAILS"|"987959"|""
"01-0532229"|"NEW ENGLAND RURAL HEALTH ROUNDTABLE"|"987960"|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"987961"|""
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"987962"|"4096677.0000"
"02-0161920"|"GREATER MANCHESTER CHAMBER OF COMMERCE"|"987963"|"1015226.0000"
"01-0456521"|"MAINE HOSPICE COUNCIL AND CENTER FOR ENC"|"988674"|""
"01-0548823"|"PRINCE AVENUE CHRISTIAN SCHOOL INC"|"988675"|""
"01-0372429"|"Falmouth Conservation Trust"|"989106"|""
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"989107"|""
"01-0532230"|"Schoodic Arts For All"|"989108"|""
"01-0595129"|"CALIFORNIA ISSUES FORUM"|"989109"|""
"01-0712431"|"HILLSIDE FOOD OUTREACH INC"|"989110"|"519632.0000"
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"989819"|""
"01-0466131"|"LA PUBLIC THEATER INC"|"989820"|"629369.0000"
"02-0147630"|"HOLDERNESS SCHOOL"|"989821"|"13483874.0000"
"01-0564933"|"AUSTIN HINDU TEMPLE AND COMMUNITY CENTER"|"990225"|""
"01-0736732"|"MOUNT ST MARY'S HDFC INC"|"990226"|"392355.0000"
"01-0741733"|"INTERNATIONAL PARTNERSHIP FOR MICROBICIDES INC"|"990227"|"39421217.0000"
"01-0938132"|"7 RIVERS ALLIANCE"|"990228"|""
"01-0358732"|"MOBIUS INC"|"990539"|"5336648.0000"
"01-0918435"|"BASEL ACTION NETWORK"|"990748"|""
"01-0281533"|"Green Valley Association"|"991062"|"2018053.0000"
"01-0422035"|"TEDFORD HOUSING"|"991063"|"1347554.0000"
"01-0532835"|"SAFE PASSAGE"|"991064"|""
"01-6024421"|"Town of Mount Desert Medical Center"|"991066"|"51320.0000"
"01-0244035"|"PARKVIEW ADVENTIST MEDICAL CENTER"|"991950"|"36179248.0000"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"991951"|"4565368.0000"
"01-0367846"|"HERMON ELDERLY PROJECT"|"991952"|"186501.0000"
"01-0379054"|"JACKSON MEMORIAL LIBRARY"|"991953"|""
"01-0557352"|"CHILDREN'S FELLOWSHIP OF INDIA, INC"|"991955"|""
"01-0657646"|"International Apostolic Missions"|"991956"|""
"01-0778873"|"EASTON MOUNTAIN, INC."|"991957"|"644294.0000"
"01-0826246"|"CALIFORNIA COUNCIL OF LAND TRUSTS"|"991958"|""
"01-0888847"|"BETHEL TOWERS INC"|"991959"|"1418985.0000"
"01-6254546"|"SEIU Healthcare PA Training & Education Fund"|"991960"|"723150.0000"
"01-0385303"|"EASTERN MAINE COMMUNITY COLLEGE FOUNDATION"|"993141"|""
"01-0471173"|"KENNEBEC VALLEY COMMUNITY COLLEGE FOUNDATION"|"993142"|"287336.0000"
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"993143"|"1587430.0000"
"01-0817571"|"Pepperwood Foundation"|"993144"|"1835250.0000"
"01-0902152"|"Orange County Mormon Choral Organization"|"993145"|""
"01-6015247"|"NAPLES PUBLIC LIBRARY"|"993146"|""
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"994264"|""
"01-0791603"|"CALIFORNIA STATE FAIR MEMORIAL PLAZA FOUNDATION"|"994265"|""
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"994852"|"1478697.0000"
"01-0686634"|"DREAM CENTER OF LAKELAND, INC"|"994855"|"277716.0000"
"01-0739765"|"Charleston Academy of Music"|"994856"|""
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"994858"|""
"01-0219810"|"MAINE INSURANCE AGENTS ASSOCIATION"|"995625"|"715618.0000"
"01-0314110"|"AMICUS"|"995626"|"5007680.0000"
"01-0349310"|"Treats Falls House, Inc."|"995627"|""
"01-0698010"|"HSC NO5 HOUSING DEVELOPMENT FUND COMPANY INC"|"995628"|"697340.0000"
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"995629"|"190000.0000"
"01-0265648"|"NEW ENGLAND MUSIC CAMP ASSOCIATION"|"996445"|""
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"996446"|"227716.0000"
"01-0360077"|"New Beginnings, Inc"|"996447"|"2605986.0000"
"01-0391479"|"Maine Community Foundation Inc"|"996449"|"21096452.0000"
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"996450"|""
"01-0492643"|"Mid Coast Hunger Prevention Program"|"996451"|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"996452"|""
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"996454"|""
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|"996455"|"3572.0000"
"01-0606353"|"MIDWEST REGION LABORERS'-EMPLOYERS' COOPERATION & EDUCATION TRUST"|"996456"|"928754.0000"
"01-0608944"|"Roofing Contractors Association of South Florida, Inc."|"996457"|""
"01-0637743"|"MOST VALUABLE KIDS, INC."|"996459"|""
"01-0651843"|"IRANIAN AMERICAN JEWISH FEDERATION OF NEW YORK INC"|"996460"|"2623496.0000"
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"996462"|""
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"996463"|"168804.0000"
"01-0804043"|"SALMON OF AMERICAS, INC"|"996464"|"239135.0000"
"01-0921490"|"IDignity, Inc."|"996467"|"231269.0000"
"01-6004404"|"United Way of Kennebec Valley"|"996469"|"1353436.0000"
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"996470"|"707608.0000"
"01-0245341"|"CORNELIA WARREN COMMUNITY ASSOCIATION"|"998737"|""
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"998739"|""
"01-0373341"|"ATLANTIC PARTNERS EMS, INC."|"998740"|""
"01-0544448"|"UNIVERSITY OF MAINE SCHOOL OF LAW FOUNDATION"|"998741"|"221441.0000"
"01-0694632"|"SEYMOUR OSMAN COMMUNITY CENTER AND YOUTH HAVEN"|"998742"|""
"01-0844012"|"The Sun-Times Judge Marovitz Lawyer Lend-A-Hand to Youth Program"|"998744"|""
"01-0246804"|"VNA HOME HEALTH & HOSPICE"|"1000365"|"10730848.0000"
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1000366"|""
"01-0687133"|"GOLISANO CHILDREN'S MUSEUM OF NAPLES INC"|"1000367"|"1564158.0000"
"01-0275130"|"Unity College"|"1000593"|"12551205.0000"
"01-0211486"|"MOUNT DESERT ISLAND YMCA"|"1000934"|"1399886.0000"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1000935"|""
"01-0332278"|"BRADFORD HOUSING CORP"|"1000936"|"190246.0000"
"01-0347068"|"POLAND SPRING PRESERVATION SOCIETY"|"1000937"|""
"01-0366667"|"MAINE OPTOMETRIC ASSOCIATION"|"1000938"|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1000939"|"536302.0000"
"01-0436739"|"Eastport Arts Center"|"1000940"|""
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1000941"|""
"01-0547255"|"UAW Local 3999 BIW Dental Benefit Trust Fund"|"1000942"|"387354.0000"
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"1000943"|"819405.0000"
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION INC"|"1000944"|""
"01-0596305"|"RESCUEGROUPS.ORG, INC"|"1000946"|""
"01-0681969"|"AMERICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1000947"|""
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1000948"|""
"01-0279587"|"Waban Projects Inc"|"1003072"|"12773252.0000"
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"1003074"|""
"01-0581489"|"NEIGHBORHOOD LENDING PARTNERS, INC."|"1003075"|"111676.0000"
"01-0746157"|"AM DAWG INC."|"1003076"|""
"01-0211513"|"THE JACKSON LABORATORY"|"1004639"|"110579902.0000"
"01-0211812"|"Bath Area Family YMCA"|"1004640"|"2473705.0000"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1004641"|""
"01-0345195"|"SACOPEE RESCUE UNIT INC"|"1004642"|""
"01-0357895"|"FIFTH MAINE REGIMENT MUSEUM"|"1004643"|""
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1004644"|""
"01-0455007"|"MARINE ENVIRONMENTAL RESEARCH INSTITUTE, INC."|"1004645"|"871111.0000"
"01-0505456"|"Sail Maine"|"1004647"|""
"01-0596561"|"LIBERTY LODGE INC"|"1004648"|""
"01-0608595"|"AMERICAN CARIBBEAN EXPERIENCE INC"|"1004649"|""
"01-0621493"|"ALS THERAPY ALLIANCE INC."|"1004650"|"2113955.0000"
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1004651"|""
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1004652"|"5081401.0000"
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1004653"|"1164398.0000"
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1004656"|"14083054.0000"
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1004657"|""
"01-0867393"|"CR JRS CHIP"|"1004659"|"517600.0000"
"01-6010506"|"LOCAL 716 HEALTH & WELFARE TRUST FUND"|"1004660"|"2655394.0000"
"01-6011483"|"PORTLAND FIREFIGHTERS' UNION LOCAL #740"|"1004661"|""
"01-6021794"|"CHARLOTTE HOBBS MEMORIAL LIBRARY"|"1004662"|""
"01-0211509"|"GOULD ACADEMY"|"1007727"|"10957418.0000"
"01-0248668"|"HUBBARD FREE LIBRARY"|"1007728"|""
"01-0370896"|"Maine Association of Retirees, Inc."|"1007732"|""
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"1007734"|""
"01-0439009"|"AUBURN RESIDENTIAL DEVELOPMENT CORP"|"1007735"|""
"01-0633672"|"EARLY CHILDHOOD COUNCIL OF LARIMER COUNTY, INC"|"1007736"|"654962.0000"
"01-0697213"|"HELPING HANDS OUTREACH"|"1007737"|""
"01-0765884"|"NORTH CLACKAMAS CHRISTIAN SCHOOL"|"1007738"|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1007740"|""
"01-0930709"|"Glenwood Family Ministries"|"1007741"|""
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1010938"|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NORTHERN NEW ENGLAND"|"1011447"|""
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1011448"|"802812.0000"
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1011449"|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1011450"|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1011898"|""
"01-0170013"|"Shriners International"|"1014166"|""
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1014168"|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1014169"|""
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1014170"|""
"01-0659863"|"RAW INSPIRATION, INC"|"1014171"|""
"01-0740113"|"KHMER ARTS ACADEMY"|"1014172"|"383670.0000"
"01-0781234"|"The Moore Free Care Clinic Inc"|"1014173"|"5334261.0000"
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1014174"|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1014960"|""
"01-0709661"|"UNIVERSAL SCHOOL"|"1014962"|""
"01-0365436"|"Maine Administrators of Services For Children With Disabilities"|"1015984"|"669976.0000"
"01-0724403"|"Wild Waterways Conservancy Inc"|"1016079"|""
"01-0462738"|"UA LOCAL 716 APPRENTICESHIP & TRAINING"|"1016781"|"255273.0000"
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1016783"|"784585.0000"
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1016784"|""
"01-0974537"|"BRING CHANGE 2 MIND"|"1016785"|""
"01-0974882"|"Faith & Dreams Academy Inc."|"1016786"|""
"01-0364237"|"Good Neighbors Inc"|"1018126"|"3482783.0000"
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"1018127"|"597200.0000"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1018128"|"993580.0000"
"01-0124841"|"MT PLEASANT CEMETERY CORPORATION"|"1019050"|""
"01-0286541"|"Maine Dental Service Corporation"|"1019051"|"53644650.0000"
"01-0436841"|"Bangor Hydro Electric Company VEBA TRUST"|"1019053"|""
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministries"|"1019054"|""
"01-0634942"|"OHIO CAPITAL FINANCE CORPORATION"|"1019055"|""
"01-0722641"|"Sheriffs Memorial & Benevolent Society of Travis County"|"1019056"|""
"01-6029461"|"LOCAL 1253 HEALTH & WELFARE FUND"|"1019057"|"1943761.0000"
"01-0598494"|"TEN CROSS STREET CORPORATION"|"1020038"|"79175.0000"
"01-0816065"|"CFNV CHARITABLE REAL ESTATE FUND"|"1020039"|""
"01-0211546"|"Community Health and Nursing Services"|"1020650"|"8661471.0000"
"01-0496745"|"CHOICES"|"1020651"|""
"01-0766844"|"FURKIDS INC"|"1020654"|""
"01-0229448"|"WASHINGTON ACADEMY"|"1021769"|"6306503.0000"
"01-0538045"|"TEEN AND YOUNG PARENT PROGRAM OF KNOX COUNTY"|"1021771"|""
"01-0451745"|"ST CROIX INTERNATIONAL WATERWAY COMMISSION"|"1022463"|"248753.0000"
"01-0471151"|"Regulatory Assistance Project"|"1022464"|"8604876.0000"
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1022466"|"370959.0000"
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1022467"|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORP"|"1022468"|""
"01-0729151"|"HEALTHPLUS PARTNERS INC"|"1022469"|""
"01-6017053"|"MAINE MEDICAL EDUCATION FOUNDATION"|"1022471"|""
"01-0243451"|"SPEDNIC CLUB INC"|"1023520"|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1023522"|"533883.0000"
"01-0431574"|"Berwick Library Association"|"1024286"|""
"01-0824477"|"JESUS TEAM MINISTRIES, INC."|"1024455"|""
"01-0153128"|"Greater Rumford Community Center"|"1025123"|""
"01-0228297"|"SKIDOMPHA LIBRARY ASSOCIATION"|"1025124"|""
"01-0275447"|"Children's Center Early Intervention & Family Support"|"1025125"|"2918067.0000"
"01-0280221"|"COMMUNITY LIVING ASSOCIATION"|"1025126"|"8363759.0000"
"01-0348849"|"MAPS"|"1025127"|"5794186.0000"
"01-0351077"|"Maine Cancer Foundation"|"1025128"|"1963760.0000"
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1025130"|""
"01-0385020"|"HOSPICE VOLUNTEERS OF HANCOCK COUNTY"|"1025132"|"257086.0000"
"01-0409428"|"SCARBOROUGH ECONOMIC DEV. CORP"|"1025133"|""
"01-0443774"|"HANCOCK COUNTY HABITAT FOR HUMANITY"|"1025134"|"194368.0000"
"01-0656674"|"BRUNSWICK SENIOR RESOURCES. INC."|"1025136"|"0.0000"
"01-0805468"|"LIVING BREAD RADIO INC"|"1025137"|""
"01-0825719"|"Vision Rescue International"|"1025138"|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC"|"1025139"|"96379.0000"
"01-6013485"|"BANGOR YMCA FOUNDATION"|"1025140"|""
"01-6123853"|"BC&T, LOCAL # 334"|"1025141"|"876759.0000"
"02-0211966"|"VETERANS OF FOREIGN WARS - POST 1670"|"1025143"|""
"01-0213357"|"DOWN EAST CREDIT UNION"|"1028005"|""
"01-0544956"|"Hygeia Foundation"|"1028006"|""
"01-0598053"|"SEARS BRAZOS RETIREMENT CORPORATION"|"1028007"|""
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1028008"|""
"01-0717158"|"GEORGETOWN COMMUNITY RESOURCE CENTER"|"1028010"|""
"01-0789358"|"EARTH ANGELS UNITED INC"|"1028011"|""
"01-0803956"|"SHEPHERDS HEART MINISTRIES"|"1028012"|""
"01-0964759"|"Ho'okipaipai LLC"|"1028013"|""
"01-0342859"|"SPORTS PROJECTS INC"|"1029014"|""
"01-0467754"|"The Camden Children's House Montessori School"|"1029015"|""
"02-0104256"|"GRAND LODGE OF NEW HAMPSHIRE FREE & ACCEPTED MASONS"|"1029016"|"301404.0000"
"01-0231382"|"SPRINGVALE PUBLIC LIBRARY ASSOCIATION"|"1029764"|""
"01-0317679"|"Family Planning Association of Maine, Inc."|"1029765"|"5886204.0000"
"01-0440182"|"ST. XAVIER'S HOME"|"1029767"|"216094.0000"
"01-0228578"|"SPRINGVALE SOCIAL CLUB"|"1030123"|""
"01-0558961"|"HARRISBURG CULTURAL & SOCIAL SERVIC"|"1030124"|""
"01-0571960"|"UECDF CORPORATION"|"1030125"|""
"01-0734062"|"AUTOMOTIVE INDUSTRY TRUST"|"1030126"|"4621599.0000"
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1030128"|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"1030129"|""
"01-0796859"|"MONTEFIORE NORTH AMBULATORY CARE CENTER, INC."|"1030130"|"5402695.0000"
"01-0801061"|"Fort Worth HOPE Center"|"1030131"|""
"01-0369660"|"Work First Inc"|"1031030"|"1835396.0000"
"01-0468460"|"G & H AMBULANCE SERVICE INC"|"1031032"|""
"01-0521260"|"RIPPLEFFECT INC"|"1031033"|""
"01-0202467"|"MOUNT DESERT ISLAND BIOLOGICAL LABORATORY"|"1031672"|"10188098.0000"
"01-0309364"|"DEERING MEMORIAL POST 6859"|"1031673"|""
"01-0463255"|"Maine Sheriffs' Association"|"1031674"|""
"01-0593565"|"THE ONE CAMPAIGN"|"1031676"|""
"01-0646166"|"INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL INC"|"1031677"|""
"01-0736063"|"Mc Closkey Family Foundation Inc"|"1031678"|""
"01-0773957"|"GIFTS OF LOVE INTERNATIONAL"|"1031679"|""
"01-0813367"|"HOUSING WITH HEART INC"|"1031681"|"1805648.0000"
"01-3253364"|"SPONTANEOUS CELEBRATIONS INC"|"1031682"|"299545.0000"
"01-0368153"|"THE PROGRESS CENTER INC"|"1032977"|"3337211.0000"
"01-0466967"|"OXFORD COUNTY MENTAL HEALTH SERVICES"|"1032978"|""
"01-0472964"|"BIDDEFORD-SACO AREA ECONOMIC DEVELOPMENT CORPORATION"|"1032979"|"440006.0000"
"01-0762655"|"O A.C.B.H A. Foundation"|"1032981"|"528224.0000"
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1032983"|"9080743.0000"
"01-0368571"|"The Arts and Recreation Center"|"1033831"|""
"01-0368574"|"WENDELL GILLEY MUSEUM OF BIRD CARVING"|"1033832"|""
"01-0512570"|"FAIRFIELD POLICE ATHLETIC LEAGUE"|"1033835"|""
"01-0533472"|"Tanglewood Camp and Learning Center"|"1033836"|""
"01-0565671"|"The San Diego River Park Foundation"|"1033837"|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1033838"|"361657.0000"
"01-0704374"|"BENDERS LANDING POA CO CHAPARRAL MANAGEMENT"|"1033839"|""
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1033840"|"265357.0000"
