"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0833582"|"ALLIANCE HUNTINGTON PARK COLLEGE-READY ACADEMY HIGH SCHOOL"|"1221730"|"0"
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"1221731"|"0"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1221732"|""
"02-0114695"|"CAMP TECUMSEH INC"|"1221733"|""
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"1221734"|"29"
"02-0222182"|"SAINT ANSELM COLLEGE"|"1221735"|"5"
"02-0242389"|"GREAT BAY SERVICES INC"|"1221737"|""
"01-0116390"|"SHRINERS INTERNATIONAL"|"1224767"|""
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"1224768"|"0"
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"1224769"|"0"
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1224770"|"2"
"01-0376890"|"Pines Health Services"|"1224771"|"3"
"01-0478281"|"FRIENDS OF FORT KNOX"|"1224772"|""
"01-0562689"|"Triangle Lightning"|"1224773"|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1224774"|"0"
"01-0670794"|"Together Enhancing Autism Awareness in Mississippi"|"1224775"|"0"
"01-0686191"|"4th Street Basement Boutique"|"1224776"|"0"
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1224777"|"0"
"01-0953997"|"Beacon of Hope"|"1224778"|"0"
"01-6162280"|"King-Thomas Scholarship Trust"|"1224779"|"0"
"02-0211990"|"AMERICAN LEGION CLUB WHITEMAN-DAVIDSON POST 49"|"1224781"|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1224782"|"0"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"1226617"|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"1226619"|""
"01-0961799"|"HOPE BUILDERS INTERNATIONAL"|"1226885"|""
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC"|"1227102"|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1227499"|"0"
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1227546"|"0"
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1227547"|"0"
"01-0206603"|"COMMUNITY CREDIT UNION"|"1227768"|"0"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"1227769"|"0"
"01-0317602"|"Oceanview Manor Inc"|"1227770"|"0"
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"1227771"|"0"
"01-0434603"|"WOMEN UNLIMITED"|"1227772"|""
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"1227773"|"0"
"01-0654320"|"The Lio Mission Inc."|"1227774"|""
"01-0659307"|"Jefferson Park Ministries, Inc"|"1227775"|"0"
"01-0808707"|"ISLAMIC ORGANIZATION OF NORTH AMERICA"|"1227776"|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"1227777"|"0"
"01-0750822"|"TMG FOUNDATION"|"1237240"|""
"01-0227132"|"LE PARESSEUX INC"|"1237523"|""
"01-0273431"|"Centerboard Yacht Club"|"1237562"|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1237564"|"0"
"01-0391208"|"LA ARTS"|"1237565"|"0"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1237566"|"3"
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS, INC."|"1237825"|"0"
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1237826"|"0"
"01-0237912"|"Boothbay Region YMCA"|"1237827"|"1"
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"1237828"|""
"01-0357213"|"FREEPORT CONSERVATION TRUST"|"1237829"|"0"
"01-0425010"|"Camp Runoia Alumnae Organization"|"1237830"|"0"
"01-0528014"|"MAINE FARMLAND TRUST"|"1237831"|"0"
"01-0566111"|"SCHENECTADY COMMUNITY HOME INC"|"1237832"|"0"
"01-0570609"|"Camp Smile Foundation Inc"|"1237833"|""
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1237834"|"0"
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"1237835"|""
"01-0773533"|"FIRST BAPTIST CHILDREN'S ACADEMY INC"|"1237837"|""
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1237839"|"0"
"01-0932008"|"A A PLUS"|"1237843"|"0"
"01-0939609"|"POOO OF LIFE OUTREACH MINISTRlES INC"|"1237844"|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1237845"|""
"01-0052260"|"Cumberland Club"|"1239610"|"0"
"01-0061310"|"Fraternal Order of Eagles"|"1239612"|"0"
"01-0211533"|"MCARTHUR LIBRARY ASSOCIATION"|"1239613"|"0"
"01-0345660"|"BOOTHBAY REGION AMBULANCE SERVICE"|"1239614"|"0"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1240159"|"0"
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"1240304"|"0"
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"1240712"|""
"01-0861643"|"PUTNAM LAND CONSERVANCY,INC"|"1240892"|""
"01-0502563"|"CAMP BEECH CLIFF"|"1241170"|"0"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1241171"|"0"
"02-0222123"|"Capital Region Health Care Corporation"|"1241172"|"0"
"01-0029480"|"BIDDEFORD-SACO CHAMBER OF COMMERCE"|"1241393"|""
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"1241394"|"0"
"01-0323915"|"Ambulance Service Inc"|"1241395"|"0"
"01-0366464"|"KATAHDIN SHARED SERVICES"|"1241396"|""
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"1241397"|"0"
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1241399"|"0"
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"1241400"|"0"
"01-0565782"|"The China Training Networks"|"1241402"|"0"
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"1241403"|"0"
"01-0629345"|"VOLUNTEER CHRISTIAN TELEVISION INC"|"1241405"|""
"01-0716364"|"Branch Brook Park Alliance,Inc."|"1241406"|"0"
"01-0769341"|"PARENTS OF AUTISTIC CHILDREN OF NORTHERN VIRGINIA"|"1241407"|""
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1241408"|""
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"1241410"|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT"|"1241411"|"0"
"01-0414441"|"Maine Migrant Health Program, Inc."|"1243144"|"0"
"01-0547918"|"MAIN STREET MOBILE TREATMENT ASSOC"|"1243146"|"3"
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1243569"|"0"
"01-0838125"|"S.A.F.E. FAMILY MINISTRIES"|"1243636"|""
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1243941"|"0"
"01-0735034"|"REED ACADEMY"|"1243942"|"1"
"01-6020406"|"York County Community Action Corporation"|"1243943"|"3"
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1244173"|"3"
"01-0557881"|"GRANDIN THEATRE FOUNDATION, INC."|"1244174"|"0"
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"1244175"|"2"
"01-0596305"|"RESCUEGROUPSORG INC"|"1244176"|""
"01-0597551"|"THE CRADDOCK CENTER INC"|"1244177"|""
"01-0628727"|"SUNSET WOODS ASSOCIATION"|"1244178"|"0"
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1244179"|""
"01-0705428"|"Unkrainian Ministry, Inc."|"1244180"|"0"
"01-0890941"|"LAHAK HANOCHOS INC"|"1244181"|"0"
"02-0103705"|"HENRY J SWEENEY POST NO 2, NEW HAMPSHIRE"|"1244182"|""
"01-0421234"|"Lakewood A Continuing Care Center"|"1245514"|"5"
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"1245515"|"0"
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"1245614"|"0"
"01-0309364"|"DEERING MEMORIAL POST 6859, VFW"|"1245615"|"0"
"01-0444245"|"MAINESHARE"|"1245616"|""
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITED"|"1245617"|"0"
"01-0697940"|"WOMEN IN PROGRESS INC"|"1246334"|"0"
"01-0730818"|"CIUDAD DE ANGELES INC"|"1246335"|""
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1246600"|"0"
"01-0328376"|"EASTERN AREA AGENCY ON AGING"|"1246697"|""
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1246698"|"11"
"01-0491854"|"EqualityMaine"|"1246699"|"0"
"01-0493897"|"Sunrise County Economic Council"|"1246700"|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1246701"|"26"
"01-0790552"|"Theater Arts Group"|"1246702"|"0"
"01-0211798"|"Mount Desert Nursing Association"|"1247311"|"0"
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"1247313"|"0"
"01-0278130"|"MEMORIAL AMBULANCE CORPS"|"1247314"|"0"
"01-0313050"|"FIRST PARISH CEMETERY ASSOC-YORK"|"1247315"|"0"
"01-0317899"|"DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION"|"1247316"|""
"01-0332278"|"BRADFORD HOUSING CORP"|"1247317"|""
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"1247318"|"6"
"01-0353284"|"MATTAWAMKEAG HOUSING CORPORATION"|"1247319"|""
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1247320"|"0"
"01-0357595"|"Somerset Humane Society"|"1247321"|"0"
"01-0357799"|"ORRINGTON HOUSING CORPORATION"|"1247322"|""
"01-0360077"|"New Beginnings, Inc."|"1247323"|"0"
"01-0505695"|"BOSSOV BALLET THEATRE"|"1247324"|""
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1247326"|"0"
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"1247327"|"0"
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1247328"|"1"
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"1247329"|"0"
"01-0597067"|"THE GARRISON INSTITUTE, INC."|"1247330"|"1"
"01-0697869"|"ATZUM, INC"|"1247331"|"0"
"01-0711547"|"CROSS-GENERATION DBA CONNECTED FAMILIES"|"1247332"|"0"
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1247333"|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1247334"|"0"
"01-0788484"|"WINDMOOR FOUNDATION, INC."|"1247335"|"0"
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1247336"|""
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"1247337"|""
"01-6016350"|"SOMERSET WOODS TRUSTEES"|"1247338"|"0"
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1247339"|""
"02-0216783"|"NEW HAMPSHIRE LODGING AND RESTAURANT ASSOCIATION"|"1247341"|"0"
"01-0229448"|"WASHINGTON ACADEMY"|"1251071"|"0"
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT COP"|"1251072"|"0"
"01-0378598"|"FRIENDS OF THE KOTZSCHMAR ORGAN, INC."|"1251073"|"0"
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"1251074"|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1251076"|"0"
"01-0542376"|"CHALLENGER LEARNING CENTER OF MAINE"|"1251077"|""
"01-0779978"|"Center for Automotive Research"|"1251079"|"0"
"01-6010284"|"Scarborough Public Library"|"1251082"|"0"
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1251084"|"3"
"01-0833397"|"Global Refuge International"|"1252036"|""
"01-0471985"|"Broadreach Family & Community Services, Inc."|"1252194"|"0"
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1252287"|""
"01-0363879"|"Pinewood Manor Inc"|"1252288"|"0"
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1252290"|""
"01-0536785"|"UNITY FOUNDATION"|"1252291"|"0"
"01-0547336"|"NORTHERN LIGHTHOUSE"|"1252292"|""
"01-0656156"|"American College of Bankruptcy Foundation"|"1252293"|"0"
"01-0282768"|"CHI DELTA PHI HOUSE CORP"|"1253121"|"0"
"01-0371037"|"UNION COUNTRY CLUB INC"|"1253443"|"0"
"01-0416936"|"Vinalhaven Land Trust Inc"|"1253444"|"0"
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"1253445"|"0"
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"1253446"|"1"
"01-0661535"|"SD PROPERTIES INC"|"1253447"|"0"
"01-0461436"|"The Genesis Fund"|"1253884"|""
"01-0056837"|"EASTERN MAINE ELECTRIC COOPERATIVE INC"|"1254250"|"3"
"01-0523789"|"PARK STREET HOME"|"1254251"|""
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1254252"|"0"
"01-0515357"|"EqualityMaine Foundation"|"1256091"|"0"
"01-0923793"|"Camp Ten Trees"|"1256092"|"0"
"01-0162690"|"Sorrento Village Improvement Association"|"1256600"|""
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"1256601"|""
"01-0211558"|"ST MARY'S D'YOUVILLE PAVILION"|"1256602"|"3"
"01-0267392"|"Maine Children's Home for Little Wanderers"|"1256603"|"0"
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1256604"|"0"
"01-0419157"|"Eastport Youth Association"|"1256606"|""
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"1256607"|"0"
"01-0496258"|"Maine Life Care Retirement Community Inc"|"1256608"|"7"
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1256609"|"0"
"01-0554139"|"Baton Rouge Capital Conflict Office Inc"|"1256610"|"0"
"01-0667694"|"Family Health Center of Southern Oklahoma, Inc."|"1256611"|"0"
"01-0671672"|"CNLTV"|"1256612"|"0"
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1256613"|"0"
"01-0736958"|"Jersey Agility Association of Central New Jersey"|"1256614"|"0"
"01-0772839"|"Homes of Hope Inc"|"1256615"|"0"
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1256616"|"0"
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"1256618"|"0"
"01-0063057"|"Fraternal Order of Eagles 804"|"1259318"|""
"01-0211488"|"Trustees of Bloomfield Academy"|"1259319"|"1"
"01-0270690"|"NATURAL RESOURCES COUNCIL OF MAINE INC"|"1259321"|"0"
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"1259323"|"0"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1260110"|"5"
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1260126"|"27"
"01-0531223"|"JORDAN BAY PLACE"|"1260182"|"0"
"01-0341134"|"LAKE ARROWHEAD COMMUNITY INC"|"1260362"|"0"
"01-0211811"|"Kennebec Valley YMCA"|"1260532"|"0"
"01-0779814"|"Leadership Transformations Inc"|"1260533"|"0"
"01-0963014"|"Coastal Marin Fund"|"1260534"|""
"01-0545125"|"Trustees of Monmouth Academy"|"1261010"|"0"
"01-0553431"|"AMERICAN FRIENDS OF YESHIVAT HESDER SDEROT,INC"|"1261088"|"0"
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1261089"|"29"
"01-0212545"|"MAINE STATE SOCIETY FOR THE PROTECTION OF ANIMALS"|"1261207"|"0"
"01-0279387"|"Pine Tree Legal Assistance, Inc."|"1261208"|"0"
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1261209"|""
"01-0531224"|"FIVE GRAHAM STREET"|"1261210"|"0"
"01-0538200"|"EDGECOMB WOODS CO AVESTA HOUSING"|"1261211"|"0"
"01-0638224"|"Council For Educational Change Inc."|"1261212"|"0"
"01-0690242"|"PORTER'S CALL"|"1261213"|"0"
"01-0724403"|"Wild Waterways Conservancy Inc"|"1261214"|"0"
"01-0736732"|"MOUNT ST MARY'S HDFC INC"|"1261215"|"0"
"01-0795543"|"NALLS FOUNDATION"|"1261217"|""
"01-0796325"|"Glennwood Foundation Inc."|"1261218"|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"1261219"|"0"
"01-0211539"|"PATTEN FREE LIBRARY"|"1262216"|""
"01-0224627"|"BOOTHBAY HARBOR MEMORIAL LIBRARY ASSOCIATION"|"1262217"|"0"
"01-0416939"|"Northern Maine Community College Education Foundation"|"1262220"|""
"01-0868717"|"H.E.L.P. MINISTRIES , INC."|"1262221"|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1262223"|""
"01-0452749"|"i FISH RIVER RURAL HEALTH"|"1263456"|"0"
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"1263835"|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1263910"|"0"
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"1263911"|""
"01-0342859"|"SPORTS PROJECTS INC"|"1264450"|"0"
"01-0370896"|"Maine Association of Retirees, Inc."|"1264451"|"0"
"01-0469196"|"University of Maine at Fort Kent Foundation"|"1264452"|""
"01-0824858"|"ANIMAL CARE TRUST"|"1264453"|"0"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1264995"|"3"
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"1265068"|"0"
"01-0377559"|"UNITED WAY OF TRI VALLEY AREA"|"1265148"|"0"
"01-0490882"|"FRATERNAL ORDER OF EAGLES #4330"|"1265572"|""
"01-0315296"|"AVESTA HOUSING DEVELOPMENT CORPORTAION"|"1266020"|"5"
"01-0360869"|"Maine Innkeepers Association, Inc."|"1266021"|""
"01-6022787"|"Medical Care Development Inc"|"1266023"|"1"
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"1266309"|"0"
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1266701"|"43"
"01-0217211"|"INLAND HOSPITAL"|"1266702"|"19"
"01-0459837"|"Acadia Hospital Corporation"|"1266703"|"4"
"01-0471151"|"Regulatory Assistance Project"|"1276548"|"18"
"02-0222215"|"ST JOSEPH HOSPITAL"|"1278304"|"5"
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"1278338"|"0"
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"1278374"|"0"
"01-0365191"|"ASSOCIATION OF SMALL BUSINESS DEV. CENTR"|"1278375"|"0"
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"1278376"|"0"
"01-0689500"|"San Jose Soccer Complex Foundation"|"1278377"|"0"
"01-0810218"|"LITTLE RIVER CHAMBER OF COMMERCE AND VISITORS CENT"|"1278378"|""
"01-0955391"|"LITTLE BEANS PRESCHOOL CORPORATION"|"1278379"|"0"
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"1278887"|"0"
"01-0263507"|"Central Aroostook Association"|"1278888"|"0"
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1279527"|""
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYS"""|"1279528"|"0"
"01-0389222"|"TAMC ENDOWMENTS"|"1279529"|"0"
"01-0389226"|"TAMC TITLE CORPORATION"|"1279530"|"0"
"01-0484310"|"MAINE INITIATIVESINC"|"1279531"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1279533"|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"1279951"|"0"
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1279952"|"0"
"01-0449907"|"Safe Abortions For Everyone"|"1279953"|"0"
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"1279954"|"0"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"1279955"|""
"01-0503126"|"Maine Philanthropy Center"|"1279956"|"0"
"01-0520715"|"CARLISLE CHARITABLE FOUNDATION (FORMERLY EQUEST FOUNDATION)"|"1279957"|"0"
"01-0541597"|"Maine Traditional Music Association"|"1279958"|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1279959"|"3"
"01-0713126"|"NORTH RIVER CARE INC"|"1279960"|""
"01-0972999"|"LEGACY CONNECTIONS"|"1279962"|"0"
"01-0092600"|"HOPE CEMETERY CORPORATION"|"1282360"|""
"01-0262323"|"Northern Maine General"|"1282363"|"0"
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"1282368"|""
"01-0525615"|"Maine Winter Sports Center"|"1282371"|"0"
"01-0562891"|"Atlantic Cape Family Support Organization, Inc."|"1282372"|"0"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1282373"|"0"
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"1282375"|"0"
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1282376"|"0"
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"1282377"|"0"
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"1282380"|"0"
"02-0239801"|"POPE MEMORIAL SPCA OF CONCORD-MERRIMACK COUNTY"|"1282383"|"0"
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1284234"|"0"
"01-0215911"|"Mid Coast Hospital"|"1284519"|"22"
"01-0328442"|"Eastern Maine Homecare"|"1284520"|"3"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1284521"|"1"
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1284606"|"0"
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"1284607"|""
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1284608"|"0"
"01-0598889"|"A LITTLE HOPE INC"|"1284609"|"1"
"01-0633520"|"PINK RIBBONS PROJECT"|"1284610"|"0"
"01-0768932"|"BROKEN WALLS INTERNATIONAL INC"|"1284611"|""
"01-0804043"|"SALMON OF AMERICAS, INC."|"1284612"|""
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1284613"|"0"
"01-0371234"|"ELLSWORTH AREA CHAMBER OF COMMERCE"|"1285381"|"0"
"01-0601606"|"American Int'l School of Bamako Foundation"|"1285383"|"0"
"01-0733041"|"SARASOTA CREW, INC"|"1285384"|"0"
"01-0756141"|"CHRISTIAN YOUTH THEATER DENVER, INC"|"1286018"|""
"01-0547055"|"Marine Community Action Association"|"1286044"|"1"
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1286045"|"0"
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"1286046"|"0"
"01-0186375"|"YORK HARBOR READING ROOM"|"1286244"|"0"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1286245"|"0"
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1286246"|"0"
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC"|"1286247"|"0"
"01-0472430"|"ROYAL RIVER CONSERVATION TRUST"|"1286248"|""
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1286249"|"0"
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1286250"|"0"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1286251"|""
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"1286253"|""
"01-0566082"|"OROMO CULTURAL CENTER"|"1286254"|"0"
"01-0595647"|"K-9 PLACEMENT AND ASSISTANCE LEAGUE INC"|"1286256"|"0"
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1286257"|"0"
"01-0643676"|"International Cultural Exchange Org Inc"|"1286258"|""
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1286259"|"0"
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1286260"|"0"
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1286261"|""
"01-0781452"|"NASHVILLE RBI, INC."|"1286262"|""
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1286263"|""
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1286264"|"0"
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1286265"|"0"
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1286266"|""
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1286267"|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1286268"|"3"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1286269"|""
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"1289036"|"0"
"01-0245261"|"ERSKINE ACADEMY"|"1289037"|"0"
"01-0351077"|"Maine Cancer Foundation"|"1289038"|"0"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"1289039"|"0"
"01-0388637"|"New England Baptist Bible College"|"1289040"|"0"
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION- PERSISTENCE"|"1289041"|"0"
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"1289042"|"0"
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"1289043"|"0"
"01-0422035"|"TEDFORD HOUSING"|"1289044"|"0"
"01-0467869"|"MAINE AOUACULTURE INNOVATION CENTER"|"1289045"|"0"
"01-0488464"|"GREAT POND MOUNTAIN CONSERVATION TRUST"|"1289046"|"0"
"01-0516247"|"CARLETON PROJECT"|"1289048"|"0"
"01-0538683"|"EMC AFFORDABLE HOUSING PRESERVATION CORP"|"1289049"|"0"
"01-0589882"|"JARED C. BRUCE ACADEMY"|"1289050"|"0"
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"1289051"|"1"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"1289053"|"0"
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"1289055"|"0"
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"1289056"|"0"
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"1289059"|""
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"1298332"|"5"
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1298386"|"0"
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"1298388"|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1298389"|"1"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1298390"|"0"
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1298695"|"0"
