"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CLOTH_CBX"|"CLOTH_NON_CASH_CONTRIB"|"CLOTH_NON_CASH_METHOD"|"SEC_PUB_CBX"|"SEC_PUB_NUM_CONTRIB"|"SEC_PUB_NON_CASH_CONTRIB"|"SEC_PUB_NON_CASH_METHOD"|"SEC_STOCK_CBX"|"SEC_STOCK_NUM_CONTRIB"|"SEC_STOCK_NON_CASH_CONTRIB"|"SEC_STOCK_NON_CASH_METHOD"|"SEC_TRUST_CBX"|"SEC_TRUST_NUM_CONTRIB"|"SEC_TRUST_NON_CASH_CONTRIB"|"SEC_TRUST_NON_CASH_METHOD"|"SEC_MISC_CBX"|"SEC_MISC_NUM_CONTRIB"|"SEC_MISC_NON_CASH_CONTRIB"|"SEC_MISC_NON_CASH_METHOD"|"FOOD_CBX"|"FOOD_NUM_CONTRIB"|"FOOD_NON_CASH_CONTRIB"|"FOOD_NON_CASH_METHOD"|"DRUG_CBX"|"DRUG_NUM_CONTRIB"|"DRUG_NON_CASH_CONTRIB"|"DRUG_NON_CASH_METHOD"
"01-0672424"|"NASHOBA LEARNING GROUP INC"|"1422781"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0717030"|"PORTAGE BAY INSURANCE"|"1422782"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724451"|"ASPEN CENTER FOR ENVIRONMENTAL STUDIES ENDOWMENT FUND INC"|"1422783"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0793953"|"LAKE BOWEN BAPTIST CHURCH CHILDCARE"|"1422784"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0824559"|"PUPPY CREEK FIRE DEPARTMENT INC"|"1422786"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0869176"|"MOREHOUSE SENIOR APARTMENTS, INC."|"1422788"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"1422789"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0911124"|"STEPHEN J PONZILLO JR MEMORIAL LIBRARY & MUSEUM OF THE GRAND LODGE OF MARYLAND"|"1422790"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6024421"|"TOWN OF MOUNT DESERT MEDICAL CENTER"|"1422791"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490422"|"PERSONAL ONSITE DEVELOPMENT"|"1427743"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1428062"|""|""|""|"Y"|"104"|"1027215.0000"|"Exchange Traded Securities"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0355212"|"MAINE STATE MUSIC THEATRE"|"1428063"|""|""|""|"Y"|"2"|"6116.0000"|"FMV"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0976638"|"COLORADO ASSOCIATION OF COMMUNITY CENTERED BOARDS"|"1428064"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004776"|"COUNCIL OF INDEPENDENT COLLEGES"|"1428065"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0495250"|"Ingraham Housing Corporation"|"1428760"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0744024"|"ARABIAN HORSE ASSOCIATION"|"1428761"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0114110"|"MAINE WATER UTILITIES ASSN"|"1429577"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219829"|"Sarah Frye Home"|"1429579"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0315000"|"Portland Electrical Joint Apprenticeship & Training Fund"|"1429580"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0329300"|"RUMFORD GROUP HOMES INC"|"1429581"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"1429582"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0346260"|"PORTLAND EDUCATION ASSOCIATION"|"1429583"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0362709"|"OHI"|"1429584"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1429585"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0391208"|"LA ARTS"|"1429587"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0449761"|"FREEPORT HOUSING TRUST INC"|"1429589"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482628"|"Jobs for Mame's Graduates Inc"|"1429590"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484310"|"MAINE INITIATIVESINC"|"1429591"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0490195"|"COMMUNITY HOUSING OF MAINE INC"|"1429592"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0572406"|"RADCLIFT INC"|"1429595"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0586306"|"BARCEDA FAMILIES"|"1429596"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0607900"|"MOUND STREET HEALTH CAREERS ACADEMY"|"1429597"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0613583"|"Learning Alternatives, Inc."|"1429598"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"1429599"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0702442"|"NC IDEA"|"1429600"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0746157"|"AM DAWG INC."|"1429601"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779327"|"ISAIAH'S PLACE"|"1429602"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0866698"|"COMPREHENSIVE SENIOR CARE CORPORATION"|"1429603"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0019705"|"Ancient Free and Accepted Masons of Maine Grand Lodge"|"1434183"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211505"|"THE TRUSTEES OF FRYEBURG ACADEMY"|"1434184"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482400"|"COURTYARD AFFORDABLE HOUSING CORP"|"1434185"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0538121"|"HARDY GIRLS HEALTHY WOMEN INC"|"1434186"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"1434187"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION, INC."|"1434188"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6000802"|"PORTLAND PUBLIC LIBRARY"|"1434189"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0210407"|"BALD PEAK COLONY CLUB"|"1434190"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219810"|"Maine Insurance Agents Association"|"1434663"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0314110"|"AMICUS"|"1434664"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1434665"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0392413"|"Fraternal Order of Eagles Aerie #4030"|"1434666"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0482508"|"THE NEXT STEP DOMESTIC VIOLENCE PROJECT"|"1434667"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0554709"|"FLORIDA PROTON THERAPY INSTITUTE INC"|"1434668"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0790110"|"EXCELLENCE ACADEMIES FOUNDATION INC"|"1434669"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012710"|"Independent Order of Odd Fellows"|"1434670"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1435570"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0274725"|"The Opportunity Alliance"|"1435571"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0278623"|"Androscoqqin Valley Council of Governments"|"1435572"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0349310"|"INDEPENDENCE ADVOCATES OF MAINE INC"|"1435573"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0370827"|"THE BAY SCHOOL"|"1435574"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0563874"|"JEWISH ALLIANCE FOR LAW AND SOCIAL ACTION, INC."|"1436973"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0114035"|"Maine Education Association"|"1437170"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1437171"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0243548"|"Haystack Mountain School of Crafts"|"1437174"|""|""|""|"Y"|"9"|"41866.0000"|"Mean Value"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0266289"|"Maine Hospital Association Inc"|"1437175"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1437176"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275545"|"LONESOME PINE TRAILS INC"|"1437177"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0310087"|"Hancock County Planning Commission"|"1437178"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1437179"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0343943"|"SEXUAL ASSAULT RESPONSE SERVICES OF SOUTHERN MAINE"|"1437180"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0353371"|"SALT, INC ."|"1437181"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0355649"|"ST JOHN VALLEY ASSOCIATES INC"|"1437182"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1437183"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION INC"|"1437185"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1437186"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369793"|"Facilities Inc"|"1437188"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371245"|"GROUP MAIN STREAM INCORPORATED"|"1437189"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1437190"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1437191"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"1437192"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0431293"|"Horizons Unlimited Inc"|"1437193"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1437194"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0438846"|"AMERICA EAST"|"1437195"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0440729"|"Kennebec Land Trust"|"1437196"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0449192"|"BUCKSPORT AREA CHILD CARE CENTER 339"|"1437198"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0460969"|"HABITAT FOR HUMANITY 7 RIVERS MAINE INC"|"1437199"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0475146"|"Big Brothers Big Sisters of Southern ME"|"1437200"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"1437201"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504446"|"Hyde School at South Woodstock Inc"|"1437203"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"1437204"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0510768"|"JHA Properties Inc"|"1437205"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518534"|"THE SHARING FOUNDATION"|"1437206"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520045"|"Aroostook Council to Prevent Child Abuse"|"1437207"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0534293"|"THE CHILDREN'S CENTER"|"1437208"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1437209"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1437210"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552793"|"LATINAS UNIDAS POR UN NUEVO AMANECER"|"1437211"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0558393"|"DREAMLAND PRESCHOOL INC"|"1437212"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0594835"|"Oakland Kids First"|"1437217"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0684796"|"STEP BY STEP ACADEMY INC"|"1437220"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0684986"|"AMERICAN SOCIETY OFTRANSPORTATION AND LOGISTICS, INC."|"1437221"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0713045"|"METHODIST FAMILY CENTER PRESCHOOL"|"1437222"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1437223"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0726348"|"SOUTHWEST WASHINGTON WORKFORCE DEVELOPMENT COUNCIL"|"1437225"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"1437226"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0732696"|"FAMILY SUPPORT ORGANIZATION OF UNION COUNTY INC"|"1437227"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"1437229"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0757566"|"ACCESS HEALTH, INC"|"1437230"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0795152"|"Christian Friends of New Americans"|"1437231"|"Y"|"18000.0000"|"FMV"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"1000"|"13000.0000"|"FMV"|""|""|""|""
"01-0839874"|"NORTH GRAND NEIGHBORHOOD SERVICES"|"1437232"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0865446"|"Cosby High School Athletic Boosters"|"1437233"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0869799"|"Washingtons National Park Fund"|"1437234"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0902152"|"MILLENNIAL MUSIC (FKA ORANGE COUNTY MORMON CHORAL ORGANIZATION)"|"1437235"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6000787"|"Brunswick Public Library Association"|"1437239"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6004444"|"FALMOUTH MEMORIAL LIBRARY ASSOCIATION"|"1437240"|""|""|""|"Y"|"2"|"25025.0000"|"MARKET VALUE"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012053"|"Trustees of First Pansh in Portland"|"1437242"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021559"|"Hyde School"|"1437243"|""|""|""|"Y"|"1"|"100000.0000"|"FMV"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6047288"|"MOUNT DESERT NURSERY SCHOOL"|"1437244"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"1444398"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0681969"|"AMRRICAN FRIENDS OF YESHIVA ZICHRON DAVID"|"1444399"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0119385"|"Megunticook Golf Club"|"1444580"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0143485"|"PORTLAND YACHT CLUB"|"1444581"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0196359"|"THE IRIS NETWORK"|"1444582"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223755"|"BERWICK ACADEMY"|"1444583"|""|""|""|"Y"|"7"|"79609.0000"|"FAIR MARKET VALUE"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223879"|"SKOWHEGAN STATE FAIR"|"1444584"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0241767"|"United Way Inc"|"1444585"|""|""|""|"Y"|"61"|"214648.0000"|"Stock exchange price"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1444586"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0283794"|"Maine Health Care Association"|"1444587"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0286071"|"KAPPA DELTA PHI INC"|"1444588"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351782"|"Disability Rights Center"|"1444590"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1444591"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1444592"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1444593"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371971"|"MIDTOWN ATHLETIC CLUB"|"1444594"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0372997"|"PORTLAND SCHOOL OF BALLET"|"1444595"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0380763"|"LAUDHOLM TRUST"|"1444596"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0466768"|"American University in Bulgaria"|"1444597"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0471985"|"Broadreach Family & Community Services Inc"|"1444598"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0473057"|"Crossroads for Women Inc"|"1444599"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"1444602"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"1"|"568570.0000"|""
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"1444603"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1444604"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1444606"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0733180"|"THE GLADES INITIATIVE, INC."|"1444607"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0783081"|"Chinese American Cooperation Council"|"1444608"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0846888"|"RESTORATION CENTER INC"|"1444610"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1444612"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1444613"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
