"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"DBA"|"PHONE"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PERIOD_BEGIN"|"PERIOD_END"|"CHANGE_ADDR_CBX"|"CHANGE_NAME_CBX"|"INIT_RET_CBX"|"FINAL_RET_CBX"|"APP_PEND_CBX"|"PRINCIPAL_NAME"|"RECEIPT_TOT"|"TYPE"|"WEB"|"ORG_TYPE_CORPORATION_CBX"|"ORG_TYPE_TRUST_CBX"|"ORG_TYPE_ASSOCIATION_CBX"|"ORG_TYPE_OTHER_CBX"|"ORG_TYPE"|"FORMATION_YEAR"|"LEGAL_DOM"|"GROUP_RET_STATUS_CBX"|"GROUP_RET_ALL_AFFIL_CBX"|"GROUP_RET_GEN"|"LAST_MODIFIED"|"Prefix"|"FirstName"|"MiddleName"|"LastName"|"Suffix"|"Gender"|"ParseNameFlag"
"01-0226382"|"MAINE OSTEOPATHIC ASSOCIATION"|"1136841"|"N"|"MAINE OSTEOPATHIC ASSOCIATION"|""|"207-623-1101"|""|"128 STATE STREET"|""|"AUGUSTA"|"ME"|"USA"|"04330"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"ANGELA COLE-WESTHOFF"|"543662.0000"|"06"|"WWW.MAINEDO.ORG"|"Y"|""|""|""|""|"1912"|"ME"|"N"|""|""|"12/21/2013 8:18:06 AM"|""|"Angela"|""|"Cole-Westhoff"|""|"Female"|"True"
"01-0280430"|"Fort Kent Housing, Inc"|"1136842"|"N"|"Fort Kent Housing, Inc"|""|"207-834-6725"|""|"PO Box 466"|""|"Fort Kent"|"ME"|"USA"|"04743"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Frances Labrie"|"379613.0000"|"04"|""|"Y"|""|""|""|""|"1969"|"ME"|"N"|""|""|"12/21/2013 8:18:40 AM"|""|"Frances"|""|"Labrie"|""|"Female"|"True"
"01-0332352"|"PATTEN HOUSING CORPORATION"|"1136844"|"N"|"PATTEN HOUSING CORPORATION"|""|"207-528-2333"|""|"PO BOX 417"|""|"PATTEN"|"ME"|"USA"|"04765"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"PATTEN HOUSING CORPORATION"|"255383.0000"|"04"|""|""|""|""|""|""|""|""|"N"|""|""|"12/21/2013 8:19:15 AM"|"Patten ho"|"Patten"|"housing"|"Corporation"|""|"Unknown"|"True"
"01-0363316"|"OAKFIELD HOUSING CORPORATION"|"1136845"|"N"|"OAKFIELD HOUSING CORPORATION"|""|"207-528-2333"|""|"PO BOX 417"|""|"PATTEN"|"ME"|"USA"|"04765"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"OAKFIELD HOUSING CORPORATION"|"337076.0000"|"04"|""|"Y"|""|""|""|""|"1975"|"ME"|"N"|""|""|"12/21/2013 8:19:22 AM"|"Oakfield "|"Oakfield"|"housing"|"Corporation"|""|"Unknown"|"True"
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"1136846"|"N"|"ISLAND FALLS HOUSING CORPORATION"|""|"207-528-2333"|""|"PO BOX 417"|""|"PATTEN"|"ME"|"USA"|"04765"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"ISLAND FALLS HOUSING CORPORATION"|"237028.0000"|"04"|""|"Y"|""|""|""|""|"1980"|"ME"|"N"|""|""|"12/21/2013 8:20:04 AM"|"Island"|"Falls"|"housing"|"Corporation"|""|"Unknown"|"False"
"01-0375377"|"ALLAGASH DEVELOPMENT CORPORATION"|"1136847"|"N"|"ALLAGASH DEVELOPMENT CORPORATION"|""|"207-834-6725"|""|"PO BOX 466"|""|"PORT KENT"|"ME"|"USA"|"04743"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"DANIEL PELLETIER"|"137938.0000"|"04"|""|"Y"|""|""|""|""|"1972"|"ME"|"N"|""|""|"12/21/2013 8:20:41 AM"|""|"Daniel"|""|"Pelletier"|""|"Male"|"True"
"01-0412221"|"Maine Council of Self Insurers"|"1136848"|"N"|"Maine Council of Self Insurers"|""|"207-774-7000"|""|"415 Congress Street"|"5th floor"|"Portland"|"ME"|"USA"|"04101"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|""|"03"|""|""|""|""|"Y"|""|""|""|"N"|""|""|"12/21/2013 8:21:10 AM"|""|""|""|""|""|""|""
"01-0440702"|"Aroundell Cemetery Corp."|"1136849"|"N"|"Aroundell Cemetery Corp."|"Running a cemetery"|"207-967-3813"|""|"Po Box 11"|""|"Kennebunkport"|"ME"|"USA"|"04046-0011"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Cecil Bondon, Jr."|"61783.0000"|"13"|""|"Y"|""|""|""|""|"1988"|"ME"|"N"|""|""|"12/21/2013 8:21:45 AM"|""|"Cecil"|""|"Bondon"|"Jr       "|"Unknown"|"True"
"01-0561114"|"POST TRANSPLANT FOUNDATION"|"1136851"|"N"|"POST TRANSPLANT FOUNDATION"|""|"408-378-2784"|""|"1072 S DE ANZA BLVD."|"A107"|"SAN JOSE"|"CA"|"USA"|"95129"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"VICKY S LYLES"|"1700.0000"|"03"|"WWW.POST-TRANSPLANT.ORG"|"Y"|""|""|""|""|"2003"|"CA"|"N"|""|""|"12/21/2013 8:22:38 AM"|""|"Vicky"|"S"|"Lyles"|""|"Female"|"True"
"01-0582371"|"SUNSHINE SOCIAL SERVICES, INC"|"1136853"|"N"|"SUNSHINE SOCIAL SERVICES, INC"|"SUNSERVE"|"954-764-5150"|""|"2312 WILTON DRIVE"|""|"WILTON MANORS"|"FL"|"USA"|"33304"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"PREWITT J COLEMAN"|"751533.0000"|"03"|"WWW.SUNSERVE.ORG"|"Y"|""|""|""|""|"2002"|"FL"|"N"|""|""|"12/21/2013 8:23:29 AM"|""|"Prewitt"|"J"|"Coleman"|""|"Male"|"True"
"01-0590995"|"Animal Advocates of Moore County INC"|"1136854"|"N"|"Animal Advocates of Moore County INC"|""|"910-673-2918"|""|"PO BOX 3399"|""|"Pinehurst"|"NC"|"USA"|"28374"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"93469.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"NC"|"N"|""|""|"12/21/2013 8:23:56 AM"|""|""|""|""|""|""|""
"01-0621026"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|"1136855"|"N"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|""|"916-455-7613"|""|"4300 STOCKTON BLVD"|""|"SACRAMENTO"|"CA"|"USA"|"95820"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"YOLANDA RAMOS"|"124903.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"CA"|"N"|""|""|"12/21/2013 8:24:14 AM"|""|"Yolanda"|""|"Ramos"|""|"Female"|"True"
"01-0642220"|"4 S FOUNDATION INC"|"1136856"|"N"|"4 S FOUNDATION INC"|""|"301-839-5883"|""|"9501 POTOMAC DRIVE"|""|"FORT WASHINGTON"|"MD"|"USA"|"20744"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"SHEELA NAYAK"|"11256.0000"|"03"|""|"Y"|""|""|""|""|""|""|"N"|""|""|"12/21/2013 8:24:57 AM"|""|"Sheela"|""|"Nayak"|""|"Female"|"True"
"01-0651449"|"Serene Light Inc"|"1136857"|"N"|"Serene Light Inc"|""|"334-657-7657"|""|"1216 Bibb Street"|""|"Tuskegee Institute"|"AL"|"USA"|"36088"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"June C Samuel"|"6855.0000"|"03"|"www.serenelight.org"|"Y"|""|""|""|""|"2002"|"AL"|"N"|""|""|"12/21/2013 8:25:16 AM"|""|"June"|"C"|"Samuel"|""|"Female"|"True"
"01-0651516"|"MOUNTAIN MISSIONS DEVELOPMENT CORPO"|"1136858"|"N"|"MOUNTAIN MISSIONS DEVELOPMENT CORPO"|"MORRIS NORFLEET"|"606-636-6772"|""|"PO BOX 106"|""|"NANCY"|"KY"|"USA"|"42544"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"DAVID SALISBURY"|"11668.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"KY"|"N"|""|""|"12/21/2013 8:25:50 AM"|""|"David"|""|"Salisbury"|""|"Male"|"True"
"01-0693025"|"GILLOURY INSTITUTE"|"1136859"|"N"|"GILLOURY INSTITUTE"|"SILK ROAD RISING"|"312-857-1234"|"JAMIL KHOURY"|"680 SOUTH FEDERAL STREET"|"301"|"CHICAGO"|"IL"|"USA"|"60605"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"645445.0000"|"03"|"www.silkroadrising.org"|"Y"|""|""|""|""|"2002"|"IL"|"N"|""|""|"12/21/2013 8:26:12 AM"|""|""|""|""|""|""|""
"01-0709830"|"EDUCATIONAL RESEARCH GROUP"|"1136860"|"N"|"EDUCATIONAL RESEARCH GROUP"|""|""|""|"9159 SNOW HILL COURT"|""|"CHARLOTTE"|"NC"|"USA"|""|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|""|"03"|""|"Y"|""|""|""|""|""|""|""|""|""|"12/21/2013 8:26:53 AM"|""|""|""|""|""|""|""
"01-0782731"|"HOME SWEETS HOME YOUTH SERVICES, INC"|"1136862"|"N"|"HOME SWEETS HOME YOUTH SERVICES, INC"|""|"323-750-7035"|""|"1512 SLAUSON AVE"|""|"LOS ANGELES"|"CA"|"USA"|"90047"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|""|"03"|""|"Y"|""|""|""|""|""|""|"N"|""|""|"12/21/2013 8:27:41 AM"|""|""|""|""|""|""|""
"01-0884285"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"1136865"|"N"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"CLAWS"|"970-210-3721"|""|"559 CASA RIO CT"|""|"Grand Junction"|"CO"|"USA"|"81503"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"VALERIE MAZRIN"|"118241.0000"|"03"|""|"Y"|""|""|""|""|"2009"|"CO"|"N"|""|""|"12/21/2013 8:29:14 AM"|""|"Valerie"|""|"Mazrin"|""|"Female"|"True"
"01-0966602"|"JESUS AND MARY HOPE MINISTRY"|"1136866"|"N"|"JESUS AND MARY HOPE MINISTRY"|""|"215-816-7931"|""|"P O BOX 19064"|""|"Philadelphia"|"PA"|"USA"|"19138"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"DEACON BROUYCIE ISLEY"|"30629.0000"|"03"|""|"Y"|""|""|""|""|"2010"|"PA"|"N"|""|""|"12/21/2013 8:29:31 AM"|""|"Deacon"|"Brouycie"|"Isley"|""|"Unknown"|"True"
"01-6016268"|"Tardiff Belanger Post #39, The American Legion"|"1136867"|"N"|"Tardiff Belanger Post #39, The American Legion"|""|"207-635-2051"|""|"PO Box 144"|""|"Madison"|"ME"|"USA"|"04950"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"H Ralph Withee"|"238192.0000"|"19"|"www.maninepost39.com"|"Y"|""|""|""|""|"1948"|"ME"|"N"|"Y"|""|"12/21/2013 8:29:47 AM"|""|"Ralph"|"H"|"Withee"|""|"Male"|"True"
"01-6029434"|"MAINE CHIROPRACTIC ASSOCIATION, INC."|"1136868"|"N"|"MAINE CHIROPRACTIC ASSOCIATION, INC."|""|"207-622-5421"|""|"104 ALBEE RD"|""|"AUGUSTA"|"ME"|"USA"|"04330"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"ANDRE NADEAU, D.C."|"373175.0000"|"06"|""|"Y"|""|""|""|""|"1922"|"ME"|"N"|""|""|"12/21/2013 8:30:23 AM"|""|"Andre"|"nadeau,"|"D.c."|""|"Unknown"|"True"
"01-6157155"|"SANFORD SPRINGVALE MOUSAMWAY LAND TRUST"|"1136869"|"N"|"SANFORD SPRINGVALE MOUSAMWAY LAND TRUST"|""|"207-324-5609"|""|"917 MAIN ST."|"B"|"SANFORD"|"ME"|"USA"|"04073"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"GORDON JOHNSTON"|"19553.0000"|"03"|""|"Y"|""|""|""|""|""|""|""|""|""|"12/21/2013 8:30:46 AM"|""|"Gordon"|""|"Johnston"|""|"Male"|"True"
"02-0213403"|"VETERANS OF FOREIGN WARS OF THE US VFS-NH"|"1136871"|"N"|"VETERANS OF FOREIGN WARS OF THE US VFS-NH"|""|"603-673-9817"|""|"PO BOX 71"|""|"MILFORD"|"NH"|"USA"|"03055"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"KIMBALL DAVIS"|"350907.0000"|"03"|""|""|""|""|""|"501(C)"|"1942"|"NH"|"N"|""|""|"12/21/2013 8:31:42 AM"|""|"Kimball"|""|"Davis"|""|"Male"|"True"
"01-0207850"|"AMERICAN LEGION GROVER EINCKLEY POST 14"|"1139794"|"N"|"AMERICAN LEGION GROVER EINCKLEY POST 14"|""|"207-453-2567"|""|"PO BOX 312"|""|"Fairfield"|"ME"|"USA"|"04937"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"GENE COOMBS"|"224715.0000"|"04"|""|"Y"|""|""|""|""|"1946"|"ME"|"N"|""|""|"12/21/2013 10:30:12 PM"|""|"Gene"|""|"Coombs"|""|"Unknown"|"True"
"01-0227132"|"LE PARESSEUX INC."|"1139795"|"N"|"LE PARESSEUX INC."|""|"207-364-7214"|""|"227 WALDO ROAD"|""|"RUMFORD"|"MA"|"USA"|"04276"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"ELSIE SICOTTE"|"295948.0000"|"07"|""|"Y"|""|""|""|""|""|""|"N"|""|"0102"|"12/21/2013 10:30:48 PM"|""|"Elsie"|""|"Sicotte"|""|"Female"|"True"
"01-0266549"|"KENNEBEC VALLEY HUMANE SOCIETY"|"1139796"|"N"|"KENNEBEC VALLEY HUMANE SOCIETY"|""|"207-626-3491"|""|"10 PET HAVEN LANE"|""|"Augusta"|"ME"|"USA"|"04330"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"510545.0000"|"03"|"WWW.PETHAVENLANE.ORG"|"Y"|""|""|""|""|"1927"|"ME"|"N"|""|""|"12/21/2013 10:31:28 PM"|""|""|""|""|""|""|""
"01-0313213"|"York Golf & Tennis Club"|"1139797"|"N"|"York Golf & Tennis Club"|""|"207-363-0130"|""|"62 Organug Road"|""|"York"|"ME"|"USA"|"03909"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Doug Hawkins"|"2256958.0000"|"07"|"WWW.yorkgolfand.tennis.com"|"Y"|""|""|""|""|"1900"|"ME"|"N"|"N"|""|"12/20/2013 12:52:58 PM"|""|"Doug"|""|"Hawkins"|""|"Male"|"True"
"01-0317698"|"CALAIS METHODIST HOME, INC"|"1139798"|"N"|"CALAIS METHODIST HOME, INC"|""|"207-454-7196"|""|"116 PALMER STREET"|""|"CALAIS"|"ME"|"USA"|"04619"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"DAVID DAGGETT"|"823243.0000"|"03"|""|"Y"|""|""|""|""|"1972"|"ME"|"N"|""|""|"12/21/2013 10:32:03 PM"|""|"David"|""|"Daggett"|""|"Male"|"True"
"01-0367791"|"UNITED PEJEPSCOT HOUSING. INC"|"1139799"|"N"|"UNITED PEJEPSCOT HOUSING. INC"|""|"207-729-8006"|""|"36 PEJEPSCOT TERRACE"|""|"BRUNSWICK"|"ME"|"USA"|"04011"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|"Y"|""|""|""|""|"03"|"WWW.PE.IEPSCOTTERRACE.COM"|"Y"|""|""|""|""|"1977"|""|"N"|"N"|""|"12/21/2013 10:32:09 PM"|""|""|""|""|""|""|""
"01-0377632"|"Maine Hamess Horsemen.s Association"|"1139800"|"N"|"Maine Hamess Horsemen.s Association"|"MHHA"|"207-623-6442"|""|"PO BOX 436"|""|"Augusta Kennebec County"|"ME"|"USA"|"04332-0436"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"219966.0000"|"06"|"www.maineHHA.com"|"Y"|""|""|""|""|""|""|"N"|""|""|"12/21/2013 10:32:15 PM"|""|""|""|""|""|""|""
"01-0494342"|"Woodie Wheaton Land Trust"|"1139802"|"N"|"Woodie Wheaton Land Trust"|""|"207-448-3250"|""|"2 Grove Road"|""|"Forest City"|"ME"|"USA"|"04413"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Elbridge G. Cleaves, President"|"301345.0000"|"03"|"www.woodiewheatonlandtrust.org"|"Y"|""|""|""|""|"1994"|"ME"|"N"|""|""|"12/21/2013 10:32:21 PM"|"Elbridge"|"G."|"cleaves,"|"President"|""|"Unknown"|"False"
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"1139803"|"N"|"CMP DEATH BENFIT VEBA TRUST"|""|"888-866-3275"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"SAME AS ABOVE"|"1417212.0000"|"09"|""|""|"Y"|""|""|""|"1997"|"ME"|"N"|""|""|"12/21/2013 10:32:54 PM"|"Same as a"|"Same"|"as"|"Above"|""|"Unknown"|"True"
"01-0517029"|"CMP PRM UNION VEBA TRUST"|"1139804"|"N"|"CMP PRM UNION VEBA TRUST"|""|"888-866-3275"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"CMP PRM UNION VEBA TRUST"|"18504918.0000"|"09"|""|""|"Y"|""|""|""|"1997"|"ME"|"N"|""|""|"12/21/2013 10:33:28 PM"|"Cmp"|"Prm"|"Union"|"Veba"|"Trust"|"Unknown"|"True"
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"1139805"|"N"|"CMP PRM NON-UNION VEBA TRUST"|""|"888-866-3275"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"CMP PRM NON-UNION VEBA TRUST"|"8948289.0000"|"09"|""|""|"Y"|""|""|""|"1997"|"ME"|"N"|""|""|"12/20/2013 12:54:08 PM"|"Cmp"|"Prm"|"Non-Union"|"Veba"|"Trust"|"Unknown"|"True"
"01-0528754"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|"1139806"|"N"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|""|"207-633-6855"|""|"P.O. BOX 800"|""|"BOOTHBAY HARBOR"|"ME"|"USA"|"04580"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"SUSAN BRACKETT, ""SAME AS C ABOVE"""|"330110.0000"|"03"|"www.boothbayoperahouse.org"|"Y"|""|""|""|""|"2000"|"ME"|"N"|""|""|"12/21/2013 10:33:35 PM"|"Susan"|"Brackett"|"""same"|"As"|"C above"""|"Unknown"|"False"
"01-0558388"|"The Link"|"1139807"|"N"|"The Link"|""|"720-292-2811"|""|"8461 Delaware Street"|""|"Thornton"|"CO"|"USA"|"80260"|"10/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"The Link A Community Assessment & Resource Center"|"198180.0000"|"03"|"www.thelinkcolorado.org"|"Y"|""|""|""|""|"2001"|"CO"|"N"|""|""|"12/21/2013 10:33:41 PM"|"The"|"Link"|"A"|"Community"|"Assessment &resourcecenter"|"Unknown"|"False"
"01-0583485"|"South Martin Conservation Alliance, Inc"|"1139808"|"N"|"South Martin Conservation Alliance, Inc"|""|"772-545-7135"|""|"PO Box 909"|""|"Hobe Sound"|"FL"|"USA"|"33475"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Marshall Field"|"0.0000"|"03"|""|"Y"|""|""|""|""|"2001"|"FL"|"N"|""|""|"12/21/2013 10:33:47 PM"|""|"Marshall"|""|"Field"|""|"Male"|"True"
"01-0654140"|"Clark Shores Water Corporation"|"1139809"|"N"|"Clark Shores Water Corporation"|""|"508-763-4702"|""|"PO Box 1122"|""|"Lakeville"|"MA"|"USA"|"02347"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"55957.0000"|"12"|""|"Y"|""|""|""|""|""|""|"N"|""|""|"12/20/2013 12:54:52 PM"|""|""|""|""|""|""|""
"01-0764731"|"Texas County Museum of Art and History"|"1139811"|"N"|"Texas County Museum of Art and History"|""|"573-674-4799"|""|"P.O. Box 344"|""|"Licking"|"MO"|"USA"|"65542"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Brian Friend"|"0.0000"|"03"|""|"Y"|""|""|""|""|"2002"|"MO"|"N"|""|""|"12/21/2013 10:33:58 PM"|""|"Brian"|""|"Friend"|""|"Male"|"True"
"01-0774338"|"North Ridgeville Amateur Soccer League"|"1139812"|"N"|"North Ridgeville Amateur Soccer League"|""|"440-353-1759"|""|"34612 Deer Run Drive"|""|"North Ridgeville"|"OH"|"USA"|"44039"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Jeff Jedlicka"|""|"03"|"www.nrasl.com"|"Y"|""|""|""|""|"2004"|"OH"|"N"|""|""|"12/21/2013 10:34:13 PM"|""|"Jeff"|""|"Jedlicka"|""|"Male"|"True"
"01-0783423"|"VISION COMMUNICATIONS INTERNATIONAL"|"1139813"|"N"|"VISION COMMUNICATIONS INTERNATIONAL"|""|"214-827-0620"|""|"414 MILLS STREET"|""|"FORT WORTH"|"TX"|"USA"|"76102"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"414 MILLS STREET, FT WORTH, TX 76102"|"629201.0000"|"03"|"WWW.VISIONCOMMUNICATIONS.ORG"|"Y"|""|""|""|""|"2003"|"TX"|"N"|""|""|"12/20/2013 12:55:30 PM"|"414"|"Mills"|"Street"|"Ft"|"Worth tx76102"|"Unknown"|"False"
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"1139814"|"N"|"SECKMAN ICE HOCKEY CLUB"|"SECKMAN ICE HOCKEY CLUB"|"636-461-6072"|""|"P.O. BOX 375"|""|"IMPERIAL"|"MO"|"USA"|"63052"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|""|"03"|""|"Y"|""|""|""|""|"2003"|"MO"|"N"|"Y"|""|"12/21/2013 10:34:27 PM"|""|""|""|""|""|""|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"1139815"|"N"|"Middle Tennessee Mission Outreach, Inc"|""|"615-376-7283"|""|"3539 Cross Plams Road"|""|"White House"|"TN"|"USA"|"37188"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Pat Harrell"|"84463.0000"|"03"|""|"Y"|""|""|""|""|"2003"|"TN"|"N"|"Y"|""|"12/21/2013 10:34:37 PM"|""|"Pat"|""|"Harrell"|""|"Unknown"|"True"
"01-0957572"|"Marginal Way Preservation Fund"|"1139819"|"N"|"Marginal Way Preservation Fund"|""|"207-604-4884"|""|"PO Box 1455"|""|"Ogunquit"|"ME"|"USA"|"03907"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"Paul Breen"|"191869.0000"|"03"|"www.margmalwayfund.org"|"Y"|""|""|""|""|"2010"|"ME"|"N"|""|""|"12/21/2013 10:35:49 PM"|""|"Paul"|""|"Breen"|""|"Male"|"True"
"01-0959193"|"International Union, Uaw Local 2121"|"1139820"|"N"|"International Union, Uaw Local 2121"|"UAW LOCAL 2121"|"860-892-9191"|""|"2 CLIFF ST, 2ND FL"|""|"NORWICH"|"CT"|"USA"|"06360"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"MARY JOHNSON"|"915154.0000"|"05"|"www.uawatfoxwoods.org"|""|""|"Y"|""|""|"2009"|"CT"|"N"|""|"0427"|"12/21/2013 10:36:27 PM"|""|"Mary"|""|"Johnson"|""|"Female"|"True"
"01-0966281"|"IGLESIA CRISTIANA DEL DIOS VIVIENTE"|"1139821"|"N"|"IGLESIA CRISTIANA DEL DIOS VIVIENTE"|""|"831-707-4059"|""|"213 ALVARADO ST"|""|"WATSONVILLE"|"CA"|"USA"|"95076"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|"Y"|""|""|""|""|"GAMALIEL ASCENCIO"|"20090.0000"|"03"|""|"Y"|""|""|""|""|"2010"|"CA"|"N"|"N"|""|"12/20/2013 12:56:32 PM"|""|"Gamaliel"|""|"Ascencio"|""|"Male"|"True"
"01-6010461"|"OCEAN VIEW CEMETERY"|"1139823"|"N"|"OCEAN VIEW CEMETERY"|""|""|""|"PO BOX 11"|""|"WELLS"|"ME"|"USA"|"04090"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|""|"221277.0000"|"13"|""|"Y"|""|""|""|""|""|""|"N"|""|""|"12/21/2013 10:37:33 PM"|""|""|""|""|""|""|""
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"1139824"|"N"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|""|"207-883-3902"|""|"PO BOX 246"|""|"SCARBOROUGH"|"ME"|"USA"|"04070-0246"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"DAVID DOLLOFF"|"406486.0000"|"01"|""|"Y"|""|""|""|""|"1965"|"ME"|"N"|""|""|"12/21/2013 10:37:47 PM"|""|"David"|""|"Dolloff"|""|"Male"|"True"
"01-0203708"|"AMERICAN LEGION POST 1"|"1143212"|"N"|"AMERICAN LEGION POST 1"|""|"207-594-2901"|""|"P.O. BOX 582"|""|"ROCKLAND"|"ME"|"USA"|"04841"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"ALLAN FREDRIC WIG"|"506860.0000"|"19"|""|"Y"|""|""|""|""|"1919"|"ME"|"N"|""|""|"12/22/2013 10:10:59 PM"|""|"Allan"|"Fredric"|"Wig"|""|"Male"|"True"
