"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FUNDRAISING_MAIL_CBX"|"FUNDRAISING_EMAIL_CBX"|"FUNDRAISING_PHONE_CBX"|"FUNDRAISING_PERSON_CBX"|"FUNDRAISING_NON_GOV_GRANTS_CBX"|"FUNDRAISING_GOV_GRANTS_CBX"|"FUNDRAISING_SPECIAL_EVENTS_CBX"|"FUNDRAISING_PROF_CBX"|"FUNDRAISING_TOTAL_GROSS_RECEIPTS"|"TOTAL_PAID_TO_FUNDRAISER"|"FUNDRAISING_TOTAL_PAID_ORG"
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1247336"|""|""|""|""|""|""|""|""|""|""|""
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"1247337"|""|""|""|""|""|""|""|""|""|""|""
"01-6016350"|"SOMERSET WOODS TRUSTEES"|"1247338"|""|""|""|""|""|""|""|""|""|""|""
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1247339"|""|""|""|""|""|""|""|""|""|""|""
"02-0216783"|"NEW HAMPSHIRE LODGING AND RESTAURANT ASSOCIATION"|"1247341"|""|""|""|""|""|""|""|""|""|""|""
"01-0229448"|"WASHINGTON ACADEMY"|"1251071"|""|""|""|""|""|""|""|""|""|""|""
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT COP"|"1251072"|""|""|""|""|""|""|""|""|""|""|""
"01-0378598"|"FRIENDS OF THE KOTZSCHMAR ORGAN, INC."|"1251073"|""|""|""|""|""|""|""|""|""|""|""
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"1251074"|""|""|""|""|""|""|""|""|""|""|""
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1251076"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0542376"|"CHALLENGER LEARNING CENTER OF MAINE"|"1251077"|""|""|""|""|""|""|""|""|""|""|""
"01-0779978"|"Center for Automotive Research"|"1251079"|""|""|""|""|""|""|""|""|""|""|""
"01-6010284"|"Scarborough Public Library"|"1251082"|""|""|""|""|""|""|""|""|""|""|""
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1251084"|""|""|""|""|""|""|""|""|""|""|""
"01-0833397"|"Global Refuge International"|"1252036"|""|""|""|""|""|""|""|""|""|""|""
"01-0471985"|"Broadreach Family & Community Services, Inc."|"1252194"|"Y"|"Y"|""|""|"Y"|"Y"|"Y"|"N"|""|""|"0.0000"
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1252287"|""|""|""|""|""|""|""|""|""|""|""
"01-0363879"|"Pinewood Manor Inc"|"1252288"|""|""|""|""|""|""|""|""|""|""|""
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1252290"|""|""|""|""|""|""|""|""|""|""|""
"01-0536785"|"UNITY FOUNDATION"|"1252291"|""|""|""|""|""|""|""|""|""|""|""
"01-0547336"|"NORTHERN LIGHTHOUSE"|"1252292"|""|""|""|""|""|""|""|""|""|""|""
"01-0656156"|"American College of Bankruptcy Foundation"|"1252293"|""|""|""|""|""|""|""|""|""|""|""
"01-0282768"|"CHI DELTA PHI HOUSE CORP"|"1253121"|""|""|""|""|""|""|""|""|""|""|""
"01-0371037"|"UNION COUNTRY CLUB INC"|"1253443"|""|""|""|""|""|""|""|""|""|""|""
"01-0416936"|"Vinalhaven Land Trust Inc"|"1253444"|""|""|""|""|""|""|""|""|""|""|""
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"1253445"|""|""|""|""|""|""|""|""|""|""|""
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"1253446"|""|""|""|""|""|""|""|""|""|""|""
"01-0661535"|"SD PROPERTIES INC"|"1253447"|""|""|""|""|""|""|""|""|""|""|""
"01-0461436"|"The Genesis Fund"|"1253884"|""|""|""|""|""|""|""|""|""|""|""
"01-0056837"|"EASTERN MAINE ELECTRIC COOPERATIVE INC"|"1254250"|""|""|""|""|""|""|""|""|""|""|""
"01-0523789"|"PARK STREET HOME"|"1254251"|""|""|""|""|""|""|""|""|""|""|""
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1254252"|""|""|""|""|""|""|""|""|""|""|""
"01-0515357"|"EqualityMaine Foundation"|"1256091"|""|""|""|""|""|""|""|""|""|""|""
"01-0923793"|"Camp Ten Trees"|"1256092"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0162690"|"Sorrento Village Improvement Association"|"1256600"|""|""|""|""|""|""|""|""|""|""|""
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"1256601"|""|""|""|""|""|""|""|""|""|""|""
"01-0211558"|"ST MARY'S D'YOUVILLE PAVILION"|"1256602"|""|""|""|""|""|""|""|""|""|""|""
"01-0267392"|"Maine Children's Home for Little Wanderers"|"1256603"|""|""|""|""|""|""|""|""|""|""|""
"01-0363873"|"NATIONAL RURAL HEALTH ASSOCIATION"|"1256604"|""|""|""|""|""|""|""|""|""|""|""
"01-0419157"|"Eastport Youth Association"|"1256606"|""|""|""|""|""|""|""|""|""|""|""
"01-0421974"|"ORR'S AND BAILEY ISLANDS FIRE DEPARTMENT"|"1256607"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"01-0496258"|"Maine Life Care Retirement Community Inc"|"1256608"|""|""|""|""|""|""|""|""|""|""|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1256609"|""|""|""|""|""|""|"Y"|"N"|""|""|"0.0000"
"01-0554139"|"Baton Rouge Capital Conflict Office Inc"|"1256610"|""|""|""|""|""|""|""|""|""|""|""
"01-0667694"|"Family Health Center of Southern Oklahoma, Inc."|"1256611"|""|""|""|""|""|""|""|""|""|""|""
"01-0671672"|"CNLTV"|"1256612"|""|""|""|""|""|""|""|""|""|""|""
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1256613"|""|""|""|""|""|""|""|""|""|""|""
"01-0736958"|"Jersey Agility Association of Central New Jersey"|"1256614"|""|""|""|""|""|""|""|""|""|""|""
"01-0772839"|"Homes of Hope Inc"|"1256615"|""|""|""|""|""|""|""|""|""|""|""
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1256616"|""|""|""|""|""|""|""|""|""|""|""
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"1256618"|""|""|""|""|""|""|""|""|""|""|""
"01-0063057"|"Fraternal Order of Eagles 804"|"1259318"|""|""|""|""|""|""|""|""|""|""|""
"01-0211488"|"Trustees of Bloomfield Academy"|"1259319"|""|""|""|""|""|""|""|""|""|""|""
"01-0270690"|"NATURAL RESOURCES COUNCIL OF MAINE INC"|"1259321"|""|""|""|""|""|""|""|""|""|""|""
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"1259323"|""|""|""|""|""|""|""|""|""|""|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1260110"|""|""|""|""|""|""|""|""|""|""|""
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1260126"|""|""|""|""|""|""|""|""|""|""|""
"01-0531223"|"JORDAN BAY PLACE"|"1260182"|""|""|""|""|""|""|""|""|""|""|""
"01-0341134"|"LAKE ARROWHEAD COMMUNITY INC"|"1260362"|""|""|""|""|""|""|""|""|""|""|""
"01-0211811"|"Kennebec Valley YMCA"|"1260532"|""|""|""|""|""|""|""|""|""|""|""
"01-0779814"|"Leadership Transformations Inc"|"1260533"|""|""|""|""|""|""|""|""|""|""|""
"01-0963014"|"Coastal Marin Fund"|"1260534"|""|""|""|""|""|""|""|""|""|""|""
"01-0545125"|"Trustees of Monmouth Academy"|"1261010"|""|""|""|""|""|""|""|""|""|""|""
"01-0553431"|"AMERICAN FRIENDS OF YESHIVAT HESDER SDEROT,INC"|"1261088"|""|""|""|""|""|""|""|""|""|""|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1261089"|""|""|""|""|""|""|""|""|""|""|""
"01-0212545"|"MAINE STATE SOCIETY FOR THE PROTECTION OF ANIMALS"|"1261207"|""|""|""|""|""|""|""|""|""|""|""
"01-0279387"|"Pine Tree Legal Assistance, Inc."|"1261208"|""|""|""|""|""|""|""|""|""|""|""
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1261209"|""|""|""|""|""|""|""|""|""|""|""
"01-0531224"|"FIVE GRAHAM STREET"|"1261210"|""|""|""|""|""|""|""|""|""|""|""
"01-0538200"|"EDGECOMB WOODS CO AVESTA HOUSING"|"1261211"|""|""|""|""|""|""|""|""|""|""|""
"01-0638224"|"Council For Educational Change Inc."|"1261212"|""|""|""|""|""|""|""|""|""|""|""
"01-0690242"|"PORTER'S CALL"|"1261213"|""|""|""|""|""|""|""|""|""|""|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1261214"|""|""|""|""|""|""|""|""|""|""|""
"01-0736732"|"MOUNT ST MARY'S HDFC INC"|"1261215"|""|""|""|""|""|""|""|""|""|""|""
"01-0795543"|"NALLS FOUNDATION"|"1261217"|""|""|""|""|""|""|""|""|""|""|""
"01-0796325"|"Glennwood Foundation Inc."|"1261218"|""|""|""|""|""|""|""|""|""|""|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"1261219"|""|""|""|""|""|""|""|""|""|""|""
"01-0211539"|"PATTEN FREE LIBRARY"|"1262216"|""|""|""|""|""|""|""|""|""|""|""
"01-0224627"|"BOOTHBAY HARBOR MEMORIAL LIBRARY ASSOCIATION"|"1262217"|""|""|""|""|""|""|""|""|""|""|""
"01-0416939"|"Northern Maine Community College Education Foundation"|"1262220"|""|""|""|""|""|""|""|""|""|""|""
"01-0868717"|"H.E.L.P. MINISTRIES , INC."|"1262221"|""|""|""|""|""|""|""|""|""|""|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1262223"|""|""|""|""|""|""|""|""|""|""|""
"01-0452749"|"i FISH RIVER RURAL HEALTH"|"1263456"|""|""|""|""|""|""|""|""|""|""|""
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"1263835"|""|""|""|""|""|""|""|""|""|""|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1263910"|""|""|""|""|""|""|""|""|""|""|""
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"1263911"|""|""|""|""|""|""|""|""|""|""|""
"01-0342859"|"SPORTS PROJECTS INC"|"1264450"|""|""|""|""|""|""|""|""|""|""|""
"01-0370896"|"Maine Association of Retirees, Inc."|"1264451"|""|""|""|""|""|""|""|""|""|""|""
"01-0469196"|"University of Maine at Fort Kent Foundation"|"1264452"|""|""|""|""|""|""|""|""|""|""|""
"01-0824858"|"ANIMAL CARE TRUST"|"1264453"|""|""|""|""|""|""|""|""|""|""|""
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1264995"|""|""|""|""|""|""|""|""|""|""|""
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"1265068"|""|""|""|""|""|""|""|""|""|""|""
"01-0377559"|"UNITED WAY OF TRI VALLEY AREA"|"1265148"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0490882"|"FRATERNAL ORDER OF EAGLES #4330"|"1265572"|""|""|""|""|""|""|""|""|""|""|""
"01-0315296"|"AVESTA HOUSING DEVELOPMENT CORPORTAION"|"1266020"|""|""|""|""|""|""|""|""|""|""|""
"01-0360869"|"Maine Innkeepers Association, Inc."|"1266021"|""|""|""|""|""|""|""|""|""|""|""
"01-6022787"|"Medical Care Development Inc"|"1266023"|""|""|""|""|""|""|""|""|""|""|""
"01-0535175"|"WINTERKIDS EDUCATION FOUNDATION"|"1266309"|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1266701"|""|""|""|""|""|""|""|""|""|""|""
"01-0217211"|"INLAND HOSPITAL"|"1266702"|""|""|""|""|""|""|""|""|""|""|""
"01-0459837"|"Acadia Hospital Corporation"|"1266703"|""|""|""|""|""|""|""|""|""|""|""
"01-0471151"|"Regulatory Assistance Project"|"1276548"|""|""|""|""|""|""|""|""|""|""|""
"02-0222215"|"ST JOSEPH HOSPITAL"|"1278304"|""|""|""|""|""|""|""|""|""|""|""
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"1278338"|""|""|""|""|""|""|""|""|""|""|""
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"1278374"|""|""|""|""|""|""|""|""|""|""|""
"01-0365191"|"ASSOCIATION OF SMALL BUSINESS DEV. CENTR"|"1278375"|""|""|""|""|""|""|""|""|""|""|""
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"1278376"|""|""|""|""|""|""|""|""|""|""|""
"01-0689500"|"San Jose Soccer Complex Foundation"|"1278377"|""|""|""|""|""|""|""|""|""|""|""
"01-0810218"|"LITTLE RIVER CHAMBER OF COMMERCE AND VISITORS CENT"|"1278378"|""|""|""|""|""|""|""|""|""|""|""
"01-0955391"|"LITTLE BEANS PRESCHOOL CORPORATION"|"1278379"|""|""|""|""|""|""|""|""|""|""|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"1278887"|""|""|""|""|""|""|""|""|""|""|""
"01-0263507"|"Central Aroostook Association"|"1278888"|""|""|""|""|""|""|""|""|""|""|""
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1279527"|""|""|""|""|""|""|""|""|""|""|""
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYS"""|"1279528"|""|""|""|""|""|""|""|""|""|""|""
"01-0389222"|"TAMC ENDOWMENTS"|"1279529"|""|""|""|""|""|""|""|""|""|""|""
"01-0389226"|"TAMC TITLE CORPORATION"|"1279530"|""|""|""|""|""|""|""|""|""|""|""
"01-0484310"|"MAINE INITIATIVESINC"|"1279531"|""|""|""|""|""|""|""|""|""|""|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1279533"|""|""|""|""|""|""|""|""|""|""|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"1279951"|""|""|""|""|""|""|""|""|""|""|""
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1279952"|""|""|""|""|""|""|""|""|""|""|""
"01-0449907"|"Safe Abortions For Everyone"|"1279953"|""|""|""|""|""|""|""|""|""|""|""
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"1279954"|""|""|""|""|""|""|""|""|""|""|""
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"1279955"|""|""|""|""|""|""|""|""|""|""|""
"01-0503126"|"Maine Philanthropy Center"|"1279956"|""|""|""|""|""|""|""|""|""|""|""
"01-0520715"|"CARLISLE CHARITABLE FOUNDATION (FORMERLY EQUEST FOUNDATION)"|"1279957"|""|""|""|""|""|""|""|""|""|""|""
"01-0541597"|"Maine Traditional Music Association"|"1279958"|""|""|""|""|""|""|""|""|""|""|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1279959"|""|""|""|""|""|""|"Y"|"Y"|""|""|""
"01-0713126"|"NORTH RIVER CARE INC"|"1279960"|""|""|""|""|""|""|""|""|""|""|""
"01-0972999"|"LEGACY CONNECTIONS"|"1279962"|""|""|""|"Y"|""|""|"Y"|"Y"|""|"22500.0000"|""
"01-0092600"|"HOPE CEMETERY CORPORATION"|"1282360"|""|""|""|""|""|""|""|""|""|""|""
"01-0262323"|"Northern Maine General"|"1282363"|""|""|""|""|""|""|""|""|""|""|""
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"1282368"|""|""|""|""|""|""|""|""|""|""|""
"01-0525615"|"Maine Winter Sports Center"|"1282371"|""|""|""|""|""|""|""|""|""|""|""
"01-0562891"|"Atlantic Cape Family Support Organization, Inc."|"1282372"|""|""|""|""|""|""|""|""|""|""|""
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1282373"|""|""|""|""|""|""|""|""|""|""|""
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"1282375"|""|""|""|""|""|""|""|""|""|""|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1282376"|""|""|""|""|""|""|""|""|""|""|""
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"1282377"|""|""|""|""|""|""|""|""|""|""|""
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"1282380"|""|""|""|""|""|""|""|""|""|""|""
"02-0239801"|"POPE MEMORIAL SPCA OF CONCORD-MERRIMACK COUNTY"|"1282383"|""|""|""|""|""|""|""|""|""|""|""
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1284234"|""|""|""|""|""|""|""|""|""|""|""
"01-0215911"|"Mid Coast Hospital"|"1284519"|""|""|""|""|""|""|""|""|""|""|""
"01-0328442"|"Eastern Maine Homecare"|"1284520"|""|""|""|""|""|""|""|""|""|""|""
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1284521"|""|""|""|""|""|""|""|""|""|""|""
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1284606"|""|""|""|""|""|""|""|""|""|""|""
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"1284607"|""|""|""|""|""|""|""|""|""|""|""
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1284608"|""|""|""|""|""|""|""|""|""|""|""
"01-0598889"|"A LITTLE HOPE INC"|"1284609"|""|""|""|""|""|""|""|""|""|""|""
"01-0633520"|"PINK RIBBONS PROJECT"|"1284610"|""|""|""|""|""|""|""|""|""|""|""
"01-0768932"|"BROKEN WALLS INTERNATIONAL INC"|"1284611"|""|""|""|""|""|""|""|""|""|""|""
"01-0804043"|"SALMON OF AMERICAS, INC."|"1284612"|""|""|""|""|""|""|""|""|""|""|""
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1284613"|""|""|""|""|""|""|""|""|""|""|""
"01-0371234"|"ELLSWORTH AREA CHAMBER OF COMMERCE"|"1285381"|""|""|""|""|""|""|""|""|""|""|""
"01-0601606"|"American Int'l School of Bamako Foundation"|"1285383"|""|""|""|""|""|""|""|""|""|""|""
"01-0733041"|"SARASOTA CREW, INC"|"1285384"|""|""|""|""|""|""|""|""|""|""|""
"01-0756141"|"CHRISTIAN YOUTH THEATER DENVER, INC"|"1286018"|""|""|""|""|""|""|""|""|""|""|""
"01-0547055"|"Marine Community Action Association"|"1286044"|""|""|""|""|""|""|""|""|""|""|""
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1286045"|""|""|""|""|""|""|""|""|""|""|""
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"1286046"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"01-0186375"|"YORK HARBOR READING ROOM"|"1286244"|""|""|""|""|""|""|""|""|""|""|""
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1286245"|""|""|""|""|""|""|""|""|""|""|""
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1286246"|""|""|""|""|""|""|""|""|""|""|""
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC"|"1286247"|""|""|""|""|""|""|""|""|""|""|""
"01-0472430"|"ROYAL RIVER CONSERVATION TRUST"|"1286248"|""|""|""|""|""|""|""|""|""|""|""
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1286249"|""|""|""|""|""|""|""|""|""|""|""
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1286250"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1286251"|""|""|""|""|""|""|""|""|""|""|""
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"1286253"|""|""|""|""|""|""|""|""|""|""|""
"01-0566082"|"OROMO CULTURAL CENTER"|"1286254"|""|""|""|""|""|""|""|""|""|""|""
"01-0595647"|"K-9 PLACEMENT AND ASSISTANCE LEAGUE INC"|"1286256"|""|""|""|""|""|""|""|""|""|""|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1286257"|""|""|""|""|""|""|""|""|""|""|""
"01-0643676"|"International Cultural Exchange Org Inc"|"1286258"|""|""|""|""|""|""|""|""|""|""|""
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1286259"|""|""|""|""|""|""|""|""|""|""|""
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1286260"|""|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1286261"|""|""|""|""|""|""|""|""|""|""|""
"01-0781452"|"NASHVILLE RBI, INC."|"1286262"|""|""|""|""|""|""|""|""|""|""|""
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1286263"|""|""|""|""|""|""|""|""|""|""|""
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1286264"|""|""|""|""|""|""|""|""|""|""|""
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1286265"|""|""|""|""|""|""|""|""|""|""|""
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1286266"|""|""|""|""|""|""|""|""|""|""|""
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1286267"|""|""|""|""|""|""|""|""|""|""|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1286268"|"Y"|"Y"|""|""|""|""|""|"Y"|"1429407.0000"|"151530.0000"|"1277877.0000"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1286269"|""|""|""|""|""|""|""|""|""|""|""
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"1289036"|""|""|""|""|""|""|""|""|""|""|""
"01-0245261"|"ERSKINE ACADEMY"|"1289037"|""|""|""|""|""|""|""|""|""|""|""
"01-0351077"|"Maine Cancer Foundation"|"1289038"|""|""|""|""|""|""|"Y"|"Y"|"372824.0000"|"25000.0000"|"347824.0000"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"1289039"|""|""|""|""|""|""|""|""|""|""|""
"01-0388637"|"New England Baptist Bible College"|"1289040"|""|""|""|""|""|""|""|""|""|""|""
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION- PERSISTENCE"|"1289041"|""|""|""|""|""|""|""|""|""|""|""
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"1289042"|""|""|""|""|""|""|""|""|""|""|""
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"1289043"|""|""|""|""|""|""|""|""|""|""|""
"01-0422035"|"TEDFORD HOUSING"|"1289044"|""|""|""|""|""|""|""|""|""|""|""
"01-0467869"|"MAINE AOUACULTURE INNOVATION CENTER"|"1289045"|""|""|""|""|""|""|""|""|""|""|""
"01-0488464"|"GREAT POND MOUNTAIN CONSERVATION TRUST"|"1289046"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"37784.0000"|""
"01-0516247"|"CARLETON PROJECT"|"1289048"|""|""|""|""|""|""|""|""|""|""|""
"01-0538683"|"EMC AFFORDABLE HOUSING PRESERVATION CORP"|"1289049"|""|""|""|""|""|""|""|""|""|""|""
"01-0589882"|"JARED C. BRUCE ACADEMY"|"1289050"|""|""|""|""|""|""|""|""|""|""|""
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"1289051"|""|""|""|""|""|""|""|""|""|""|""
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"1289053"|""|""|""|""|""|""|""|""|""|""|""
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"1289055"|""|""|""|""|""|""|""|""|""|""|""
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"1289056"|""|""|""|""|""|""|""|""|""|""|""
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"1289059"|""|""|""|""|""|""|""|""|""|""|""
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"1298332"|""|""|""|""|""|""|""|""|""|""|""
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1298386"|""|""|""|""|""|""|""|""|""|""|""
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"1298388"|""|""|""|""|""|""|""|""|""|""|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1298389"|""|""|""|""|""|""|""|""|""|""|""
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1298390"|""|""|""|""|""|""|""|""|""|""|""
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1298695"|""|""|""|""|""|""|""|""|""|""|""
"01-0145138"|"PROUTS NECK YACHT CLUB"|"1298696"|""|""|""|""|""|""|""|""|""|""|""
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1298697"|""|""|""|""|""|""|""|""|""|""|""
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1298698"|""|""|""|""|""|""|""|""|""|""|""
"01-0557352"|"CHI LDREN S FELLOASHI P CF I NDI A, INC."|"1298699"|""|""|""|""|""|""|""|""|""|""|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1298703"|""|""|""|""|""|""|""|""|""|""|""
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"1298704"|""|""|""|""|""|""|""|""|""|""|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"1299772"|""|""|""|""|""|""|""|""|""|""|""
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"1299773"|""|""|""|""|""|""|""|""|""|""|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"1299775"|""|""|""|""|""|""|""|""|""|""|""
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"1299776"|""|""|""|""|""|""|""|""|""|""|""
"01-0792334"|"GAMA INTERNATIONAL"|"1299778"|""|""|""|""|""|""|""|""|""|""|""
"01-0793127"|"Happily Ever After Educational Programs, Inc."|"1299779"|""|""|""|""|""|""|""|""|""|""|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1299780"|""|""|""|""|""|""|""|""|""|""|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1299781"|""|""|""|""|""|""|""|""|""|""|""
"01-6015247"|"NAPLES PUBLIC LIBRARY"|"1299782"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"02-0136438"|"Fraternal Order of Eagles # 1464"|"1299783"|""|""|""|""|""|""|""|""|""|""|""
"01-0422885"|"Alternative Health Services"|"1300877"|""|""|""|""|""|""|""|""|""|""|""
"01-6012127"|"Bridgton Scholarship Foundation"|"1301046"|""|""|""|""|""|""|""|""|""|""|""
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1301355"|""|""|""|""|""|""|""|""|""|""|""
"01-0794834"|"International Society for Autism Research"|"1301397"|""|""|""|""|""|""|""|""|""|""|""
"01-0344605"|"WATERVILLE AREA BOYS & GIRLS CLUB"|"1301614"|""|""|""|""|""|""|""|""|""|""|""
"01-0283465"|"WATERVILLE AREA YMCA"|"1301664"|""|""|""|""|""|""|""|""|""|""|""
