"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_OFFICERS"|"VOTING_MEMBERS"|"RELATIONS_CBX"|"DELEGATE_CONTROL_CBX"|"DOC_CHANGES_CBX"|"ASSET_DIVISION_CBX"|"STOCKHOLDERS_CBX"|"GOVERNING_BODY_CBX"|"SUBJECT_APPROVAL_CBX"|"DOCUMENT_MEETINGS_CBX"|"DOCUMENT_COMMITTEE_CBX"|"LOCAL_CHAPTERS_CBX"|"WRITTEN_POLICIES_CBX"|"REVIEW_990_CBX"|"OFFICERS_AT_ORG_ADDESSS_CBX"|"CONFLICT_OF_INTEREST_CBX"|"OFFICERS_DISCLOSE_INTEREST_CBX"|"ENFORCE_COMPLIANCE_CBX"|"WHISTLEBLOWER_POLICY_CBX"|"DOCUMENT_DESTRUCTION_CBX"|"CEO_SALARY_APPROVAL_CBX"|"OFFICERS_SALARY_APPROVAL_CBX"|"JOINT_VENTURE_CBX"|"ENSURE_EXEMPT_STATUS_CBX"|"OWN_WEBSITE_CBX"|"ANOTHER_WEBSITE_CBX"|"UPON_REQUEST_CBX"|"FILING_EXCEPTION"|"STATES_FILED_TEXT"|"SCH_O_VI_CBX"|"OTHER_CBX"
"01-0349706"|"Onpoint Health Data"|"721182"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0856707"|"MONGIL CORPORATION"|"721186"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"723242"|"8"|"8"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"NJ"|"Y"|""
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"723244"|"33"|"33"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|"Y"|"None"|"CA"|"Y"|""
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"724484"|"10"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0720150"|"Idaho Virtual Academy LEA No 452"|"724487"|"5"|"5"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"725851"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"725854"|"7"|"7"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"725856"|"14"|"14"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"725857"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"725867"|"8"|"0"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0391208"|"LA ARTS"|"725875"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"725877"|"15"|"15"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|""|"Y"|"None"|""|"Y"|""
"01-0420232"|"MAINE COALITION AGAINST SEXUAL ASSAULT"|"725879"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0492876"|"OAKLEAF HOUSING TRUST INC"|"725884"|"12"|"12"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0518534"|"THE SHARING FOUNDATION"|"725887"|"17"|"17"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0665300"|"BARTRAM TRAIL CDC INC"|"725891"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"GA"|"Y"|""
"01-0756367"|"LONG ISLAND SCHOOL OF THE ARTS FOUNDATION INC"|"725896"|"5"|"2"|"Y"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"NY"|"Y"|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"725910"|"12"|"12"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"NH"|"Y"|""
"01-0477749"|"PORTLAND VOA ELDERLY HOUSING INC BAYVIEW HEIGHTS"|"733971"|"19"|"13"|"Y"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"733980"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NY"|"Y"|""
"01-0211565"|"WAYNFLETE SCHOOL"|"734859"|"18"|"18"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0248780"|"Maine Audubon Society"|"734860"|"26"|"26"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0349310"|"Treats Falls House, Inc."|"734863"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES, INC."|"734867"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"N"|""|""|"Y"|"N"|"N"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0376239"|"STELLA MARIS HOUSING DEVELOPMENT CORP"|"734870"|"9"|"9"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0451663"|"JHA SERVICES"|"734874"|"9"|"8"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0467073"|"St Croix Regional Family Health Center"|"734876"|"8"|"8"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0565752"|"CANOPY: TREES FOR PALO ALTO"|"734884"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"CA"|"Y"|""
"01-0631183"|"ANDOVER HUSKIES YOUTH HOCKEY ASSOCIATION"|"734885"|"19"|"18"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"Y"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"MN"|"Y"|""
"01-0887021"|"WESTSIDE COMMUNITY SCHOOL OF THE ARTS"|"734888"|"6"|"6"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|"OH"|"Y"|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM, INC."|"734889"|"10"|"9"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MA"|"Y"|""
"01-0927505"|"STOCKTON HINDU CULTURAL & COMMUNITY"|"734890"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0110903"|"American Legion Frank E. Booma Post #6"|"734894"|"792"|""|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|""|""|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|""|""|"N"|""|""|""|"Y"|"None"|"NH"|""|""
"01-0620969"|"Slavic Assistance Center, Inc."|"739380"|"5"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|""|""
"01-0562526"|"ASSOC OF COMMUNITY PHARMACISTS, INC"|"741106"|"9"|"9"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0783423"|"VISION COMUNICATIONS INTERNATIONAL"|"741108"|"3"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"TX"|"Y"|""
"01-0805301"|"Hobby Radio Inc"|"741109"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"OH"|"Y"|""
"01-0317103"|"SeniorsPlus"|"743435"|"12"|"12"|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0697213"|"HELPING HANDS OUTREACH"|"743450"|"12"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|""|"None"|"MN"|"Y"|""
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"743459"|"8"|"8"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"743462"|"3"|"3"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0266549"|"KENNEBEC VBALLEY HUMANE SOCIETY"|"747439"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0343289"|"Maine State Troopers Association"|"747440"|"6"|"0"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0376143"|"MAINE AVENUE MANOR,INC"|"747443"|"9"|"9"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0590995"|"Animal Advocates of Moore County INC"|"747446"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NC"|"Y"|""
"01-0642220"|"4 S FOUNDATION INC"|"747448"|"3"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|""|""
"01-0762333"|"RITA PROJECT, INC."|"747449"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|""|"None"|""|"Y"|""
"01-0861042"|"Windal Walker Evengelistic Ministry, Inc."|"747450"|"4"|"4"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|"Y"|""
"01-0884285"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"747451"|"3"|"3"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|"CO"|"Y"|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"747797"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"747805"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0820836"|"ARIZONA PHARMACY ALLIANCE, INC"|"747811"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"AZ"|"Y"|""
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"747813"|"1"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|"Y"|""
"01-0233280"|"United Way of Mid-Maine"|"749422"|"22"|"22"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"None"|"ME"|"Y"|""
"01-0500860"|"Amistad, Inc."|"749441"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0513859"|"BRIDGTON ICE ARENA INC"|"749444"|"5"|"5"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0612697"|"Farmington Youth Basketball Association"|"749459"|"10"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|"MN"|"Y"|""
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"749469"|"18"|"18"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"754978"|"20"|"20"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"755741"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"755743"|"18"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"755749"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|"NH"|"Y"|""
"01-0211798"|"Mount Desert Nursing Association"|"758141"|"19"|"19"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0587702"|"BODIOGRAPHY CONTEMPORARY BALLET"|"758350"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"PA"|"Y"|""
"02-0213403"|"VETERANS OF FOREIGN WARS OF THE US VFS-NH"|"758369"|"6"|"0"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0247002"|"GEORGE STEVENS ACADEMY"|"739173"|"18"|"18"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0271210"|"Husson University"|"758501"|"30"|"28"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0765907"|"GREAT RIVER SHAKESPEARE FESTIVAL"|"758515"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MN"|"Y"|""
"01-6018086"|"Norway Pine Grove Cemetery"|"762097"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|""|""
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"768237"|""|"20"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|""|""
"01-0376664"|"MAINE ELKS ASSOCIATION"|"768844"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"768913"|"12"|"12"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"768916"|"3"|"0"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0217277"|"MAINE FARM BUREAU ASSOCIATION"|"776586"|"0"|"1409"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"776606"|"3"|"0"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0136438"|"Fraternal Order of Eagles #1464"|"776614"|"5"|"0"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|""|""
"01-0692354"|"International Collegiate Licensing Association"|"777615"|"13"|"13"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"Y"|""|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0317679"|"Family Planning Association of Maine, Inc."|"778858"|"17"|"17"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"Y"|"Y"|"None"|""|"Y"|""
"01-0406611"|"PLEASANT STREET HOUSING INC"|"778866"|"14"|"14"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0530955"|"SKYLINE FARM"|"778880"|"15"|"13"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0563134"|"MANRESA ALHAMBRA HOUSE INC"|"778887"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0595450"|"VISITATION HOUSE, INC."|"778890"|"9"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MA"|"Y"|""
"01-0777856"|"Literacy for Environmental Justice"|"778914"|"8"|"8"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|"CA"|"Y"|""
"01-6023748"|"Penguis C.A.P., Inc."|"778928"|"15"|"15"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"Y"|"None"|""|"Y"|""
"02-0156447"|"FRATERNAL ORDER OF EAGLES"|"780810"|"107"|"107"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|""|""
