"C_EIN"|"C_Org_Name"|"GOV_GRANT_ID"|"XML_DOCUMENT_ID"|"ORG_NAME"|"STREET"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"EIN"|"SECTION"|"ORG_CASH"|"ORG_NON_CASH"|"ORG_METHOD_VALUE"|"ORG_DESCR_NON_CASH"|"GRANT_PURPOSE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796547"|"1860547"|"RIGHT TO PLAY"|"49 WEST 27TH STREET SUITE 930"|"NEW YORK"|"NY"|"USA"|"10001"|"13-4045245"|"501(C)(3)"|"335320.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796548"|"1860547"|"GLIDE FOUNDATION"|"330 ELLIS STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-1156481"|"501(C)(3)"|"332030.0000"|""|""|""|"HUMAN SERVICES NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796549"|"1860547"|"FRIENDS OF THE SAN FRANCISCO PUBLIC LIBRARY"|"710 VAN NESS AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-6085452"|"501(C)(3)"|"330141.0000"|""|""|""|"LIBRARIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796550"|"1860547"|"SAN FRANCISCO BALLET"|"455 FRANKLIN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-1415298"|"501(C)(3)"|"326700.0000"|""|""|""|"BALLET"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796551"|"1860547"|"SFJAZZ"|"201 FRANKLIN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-2990335"|"501(C)(3)"|"323500.0000"|""|""|""|"MUSIC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796552"|"1860547"|"PRINCETON UNIVERSITY ATHLETICS"|"PO BOX 5357"|"PRINCETON"|"NJ"|"USA"|"08543-5357"|"21-0634501"|"501(C)(3)"|"322454.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796553"|"1860547"|"JEWISH VOCATIONAL SERVICES"|"225 BUSH STREET SUITE 400"|"SAN FRANCISCO"|"CA"|"USA"|"94104"|"94-2213100"|"501(C)(3)"|"297750.0000"|""|""|""|"VOCATIONAL COUNSELING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796554"|"1860547"|"THE TIDES CENTER"|"655 13TH STREET SUITE 100"|"OAKLAND"|"CA"|"USA"|"94612"|"94-3213100"|"501(C)(3)"|"290750.0000"|""|""|""|"PUBLIC & SOCIETAL BENEFIT N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796555"|"1860547"|"EARTH ISLAND INSTITUTE"|"436 14TH STREET SUITE 1216"|"OAKLAND"|"CA"|"USA"|"94612"|"94-2889684"|"501(C)(3)"|"285923.0000"|""|""|""|"ENVIRONMENTAL QUALITY, PROTECTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796556"|"1860547"|"CAMP TREETOPSNCS NORTH COUNTRY SCHOOL"|"4382 CASCADE ROAD"|"LAKE PLACID"|"NY"|"USA"|"12946"|"14-1430542"|"501(C)(3)"|"285000.0000"|""|""|""|"EDUCATION NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796557"|"1860547"|"PHILANTHROPIC VENTURES FOUNDATION"|"1222 PRESERVATION PARK WAY"|"OAKLAND"|"CA"|"USA"|"94612"|"94-3136771"|"501(C)(3)"|"284500.0000"|""|""|""|"PHILANTHROPY, CHARITY & VOLUNTARISM PROMOTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796558"|"1860547"|"GRAMEEN AMERICA"|"1460 BROADWAY 8TH FLOOR"|"NEW YORK"|"NY"|"USA"|"10036"|"20-8497991"|"501(C)(3)"|"272450.0000"|""|""|""|"ECONOMIC DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796559"|"1860547"|"SILICON VALLEY COMMUNITY FOUNDATION"|"2440 WEST EL CAMINO REAL"|"MOUNTAIN VIEW"|"CA"|"USA"|"94040"|"20-5205488"|"501(C)(3)"|"262250.0000"|""|""|""|"COMMUNITY FOUNDATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796560"|"1860547"|"LUCILE PACKARD FOUNDATION FOR CHILDREN'S HEALTH"|"400 HAMILTON AVENUE SUITE 340"|"PALO ALTO"|"CA"|"USA"|"94301"|"77-0440090"|"501(C)(3)"|"262000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796561"|"1860547"|"COLUMBIA UNIVERSITY"|"622 WEST 113TH STREET MC 4524"|"NEW YORK"|"NY"|"USA"|"10025"|"13-5598093"|"501(C)(3)"|"260800.0000"|""|""|""|"HIGHER EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796562"|"1860547"|"SAN FRANCISCO OPERA ASSOCIATION"|"301 VAN NESS AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94102-4509"|"94-0836240"|"501(C)(3)"|"258999.0000"|""|""|""|"OPERA"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796563"|"1860547"|"UC BERKELEY UNIVERSITY RELATIONS"|"2080 ADDISON MC 4200"|"BERKELEY"|"CA"|"USA"|"94720"|"94-6090626"|"501(C)(3)"|"258000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796564"|"1860547"|"SKIRBALL CULTURAL CENTER"|"2701 NORTH SEPULVEDA BOULEVARD"|"LOS ANGELES"|"CA"|"USA"|"90049-6833"|"31-0537067"|"501(C)(3)"|"257000.0000"|""|""|""|"JEWISH"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796565"|"1860547"|"PERALTA COMMUNITY COLLEGE DISTRICT"|"900 FALLON STREET"|"OAKLAND"|"CA"|"USA"|"94607"|"23-7091547"|"501(C)(3)"|"254075.0000"|""|""|""|"GOVERNMENT & PUBLIC ADMINISTRATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796566"|"1860547"|"PERALTA COMMUNITY COLLEGES FOUNDATION"|"333 EAST 8TH STREET"|"OAKLAND"|"CA"|"USA"|"94606"|"23-7091547"|"501(C)(3)"|"250000.0000"|""|""|""|"UNDERGRADUATE COLLEGES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796567"|"1860547"|"SAN FRANCISCO GENERAL HOSPITAL FOUNDATION"|"2789 25TH STREET SUITE 2028"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-3189424"|"501(C)(3)"|"234142.0000"|""|""|""|"HOSPITALS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796568"|"1860547"|"PACIFIC UNIVERSITY"|"2043 COLLEGE WAY"|"FOREST GROVE"|"OR"|"USA"|"97116"|"93-0386892"|"501(C)(3)"|"233795.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796569"|"1860547"|"HOSPICE OF THE EAST BAY"|"3470 BUSKIRK AVENUE"|"PLEASANT HILL"|"CA"|"USA"|"94523"|"94-2515405"|"501(C)(3)"|"230000.0000"|""|""|""|"HOSPICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796570"|"1860547"|"SAN FRANCISCO UNIVERSITY HIGH SCHOOL"|"3065 JACKSON STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94115"|"23-7313754"|"501(C)(3)"|"229750.0000"|""|""|""|"SECONDARY & HIGH SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796571"|"1860547"|"YALE UNIVERSITY LAW SCHOOL"|"PO BOX 208341"|"NEW HAVEN"|"CT"|"USA"|"06520-8341"|"06-0646973"|"501(C)(3)"|"229000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796572"|"1860547"|"GREENBELT ALLIANCE"|"312 SUTTER STREET SUITE 510"|"SAN FRANCISCO"|"CA"|"USA"|"94108"|"94-1676747"|"501(C)(3)"|"223750.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796573"|"1860547"|"BAYVIEW HUNTERS POINT YMCA"|"2111 JENNINGS STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94124-3224"|"94-0997140"|"501(C)(3)"|"221000.0000"|""|""|""|"HUMAN SERVICE ORGANIZATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796574"|"1860547"|"CHRONICLE SEASON OF SHARING FUND"|"P O BOX 44740"|"SAN FRANCISCO"|"CA"|"USA"|"94144"|"94-3019992"|"501(C)(3)"|"219500.0000"|""|""|""|"FOOD BANKS & PANTRIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796575"|"1860547"|"NORTHWESTERN UNIVERSITY"|"1201 DAVIS STREET RM 1-400"|"EVANSTON"|"IL"|"USA"|"60208"|"36-2167817"|"501(C)(3)"|"218490.0000"|""|""|""|"RECREATIONAL CLUBS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796576"|"1860547"|"RED TAB FOUNDATION"|"1155 BATTERY STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94111"|"94-2779937"|"501(C)(3)"|"218000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796577"|"1860547"|"AMERICAN CONSERVATORY THEATER"|"30 GRANT AVENUE 6TH FLOOR"|"SAN FRANCISCO"|"CA"|"USA"|"94108-5800"|"94-6135772"|"501(C)(3)"|"212185.0000"|""|""|""|"THEATER"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796578"|"1860547"|"CENTER FOR THE ART OF TRANSLATION"|"582 MARKET ST SUITE 700"|"SAN FRANCISCO"|"CA"|"USA"|"94104"|"91-2037187"|"501(C)(3)"|"205000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796579"|"1860547"|"SAN FRANCISCO UNIFIED SCHOOL DISTRICT"|"555 FRANKLIN STREET THIRD FLOOR"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|""|"PUBLIC SCHOOL"|"205000.0000"|""|""|""|"STUDENT SERVICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796580"|"1860547"|"MERCY HOUSING CALIFORNIA"|"1360 MISSION STREET SUITE 300"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"94-3081666"|"501(C)(3)"|"202500.0000"|""|""|""|"HOUSING DEVELOPMENT, CONSTRUCTION & MANAGEMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796581"|"1860547"|"BAY AREA PEACEKEEPERS INC"|"1169 23RD STREET"|"SAN PABLO"|"CA"|"USA"|"94804"|"32-0251246"|"501(C)(3)"|"202000.0000"|""|""|""|"CIVIL RIGHTS, SOCIAL ACTION & ADVOCACY NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796582"|"1860547"|"JOHNS HOPKINS UNIVERSITY"|"12529 COLLECTIONS CENTER DRIVE"|"CHICAGO"|"IL"|"USA"|"60693"|"52-0595110"|"501(C)(3)"|"200000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796583"|"1860547"|"UC BERKELEY OFFICE OF THE CHANCELLOR"|"200 CALIFORNIA HALL 1500"|"BERKELEY"|"CA"|"USA"|"94720"|"95-1652906"|"501(C)(3)"|"200000.0000"|""|""|""|"FAMILY VIOLENCE SHELTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796584"|"1860547"|"RAPHAEL HOUSE"|"1065 SUTTER STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94109-5817"|"94-3141608"|"501(C)(3)"|"195124.0000"|""|""|""|"HOMELESS SHELTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796585"|"1860547"|"ASIAN ART MUSEUM FOUNDATION"|"200 LARKIN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-1704765"|"501(C)(3)"|"190950.0000"|""|""|""|"ART MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796586"|"1860547"|"SAN FRANCISCO FREE CLINIC"|"4900 CALIFORNIA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94118"|"94-3186248"|"501(C)(3)"|"188750.0000"|""|""|""|"COMMUNITY HEALTH SYSTEMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796587"|"1860547"|"THE BASIC FUND"|"268 BUSH STREET NO 2717"|"SAN FRANCISCO"|"CA"|"USA"|"94104"|"94-3290699"|"501(C)(3)"|"180000.0000"|""|""|""|"SCHOLARSHIPS & STUDENT FINANCIAL AID"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796588"|"1860547"|"PROSTATE CANCER FOUNDATION"|"1250 FOURTH STREET"|"SANTA MONICA"|"CA"|"USA"|"90401"|"95-4418411"|"501(C)(3)"|"175000.0000"|""|""|""|"CANCER"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796589"|"1860547"|"URBAN HABITAT"|"1212 BROADWAY SUITE 500"|"OAKLAND"|"CA"|"USA"|"94612"|"20-0275424"|"501(C)(3)"|"170000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796590"|"1860547"|"JEWISH FAMILY AND CHILDREN'S SERVICES"|"2150 POST STREET"|"SAN FRANCISCO"|"CA"|"94115"|"94115"|"94-1156528"|"501(C)(3)"|"167933.0000"|""|""|""|"HUMAN SERVICE ORGANIZATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796591"|"1860547"|"DARTMOUTH COLLEGE"|"6066 FLEET BUILDING"|"HANOVER"|"NH"|"USA"|"03755-3515"|"02-0503701"|"501(C)(3)"|"167250.0000"|""|""|""|"ALUMNI ASSOCIATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796592"|"1860547"|"URBAN STRATEGIES INC"|"720 OLIVE STREET SUITE 2600"|"ST LOUIS"|"MO"|"USA"|"63101"|"43-1141027"|"501(C)(3)"|"165000.0000"|""|""|""|"CENTERSTO SUPPORT THE INDEPENDENCE OF SPECIFIC POPULATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796593"|"1860547"|"SAN FRANCISCO FILM SOCIETY"|"39 MESA STREET SUITE 110"|"SAN FRANCISCO"|"CA"|"USA"|"94129"|"94-2663216"|"501(C)(3)"|"162600.0000"|""|""|""|"FILM &VIDEO"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796594"|"1860547"|"JEWISH COMMUNITY FEDERATION OF SAN FRANCISCO"|"121 STEUART STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|""|"501(C)(3)"|"161253.0000"|""|""|""|"FEDERATED GIVING PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796595"|"1860547"|"TOWN SCHOOL FOR BOYS"|"2750 JACKSON STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94115"|"94-1170412"|"501(C)(3)"|"160910.0000"|""|""|""|"PRIMARY & ELEMENTARY SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796596"|"1860547"|"MOVEMENT STRATEGY CENTER"|"436 14TH STREET 5TH FLOOR"|"OAKLAND"|"CA"|"USA"|"94612"|"20-1037643"|"501(C)(3)"|"155344.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796597"|"1860547"|"SF-MARIN FOOD BANK"|"900 PENNSYLVANIA AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94107"|"94-3041517"|"501(C)(3)"|"154360.0000"|""|""|""|"HUMAN SERVICE ORGANIZATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796598"|"1860547"|"SAN FRANCISCO SCHOOL ALLIANCE"|"131 STEUART STREET SUITE 501"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"94-3222869"|"501(C)(3)"|"150500.0000"|""|""|""|"EDUCATION NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796599"|"1860547"|"FRITZ INSTITUTE"|"PO BOX 389"|"GRATON"|"CA"|"USA"|"95444"|"74-3026536"|"501(C)(3)"|"150000.0000"|""|""|""|"INTERNATIONAL RELIEF"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796600"|"1860547"|"NARAL PRO-CHOICE AMERICA FOUNDATION"|"1156 15TH STREET NW - SUITE 700"|"WASHINGTON"|"DC"|"USA"|"20005"|"52-1100361"|"501(C)(3)"|"144000.0000"|""|""|""|"REPRODUCTIVE RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796601"|"1860547"|"FIRST GRADUATE"|"3130 20TH STREET SUITE 275"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-3381171"|"501(C)(3)"|"140716.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796602"|"1860547"|"INTERNATIONAL RESCUE COMMITTEE NEW YORK"|"PO BOX 6068"|"ALBERT LEA"|"MN"|"USA"|"56007"|"13-5660870"|"501(C)(3)"|"140500.0000"|""|""|""|"INTERNATIONAL RELIEF"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796603"|"1860547"|"UC REGENTS"|"2080 ADDISON ST 4200"|"BERKELEY"|"CA"|"USA"|"94720-4200"|"94-6002123"|"501(C)(3)"|"138476.0000"|""|""|""|"GRADUATE, PROFESSIONAL (SEPARATE ENTITIES)"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796604"|"1860547"|"GRACE CATHEDRAL"|"1100 CALIFORNIA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94108"|"94-1156846"|"501(C)(3)"|"138380.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796605"|"1860547"|"ST ANTHONY FOUNDATION"|"150 GOLDEN GATE AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-1513140"|"501(C)(3)"|"137397.0000"|""|""|""|"HOMELESS CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796606"|"1860547"|"YALE UNIVERSITY OFFICE OF DEVELOPMENT"|"PO BOX 2038"|"NEW HAVEN"|"CT"|"USA"|"06521-2038"|"06-0646973"|"501(C)(3)"|"135500.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796607"|"1860547"|"SAN FRANCISCO CHILD ABUSE PREVENTION CENTER"|"1757 WALLER STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94117"|"94-2455072"|"501(C)(3)"|"134500.0000"|""|""|""|"CHILDREN & YOUTH SERVICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796608"|"1860547"|"UC DAVISONE SHIELDS AVENUE"|"ONE SHIELDS AVENUE"|"DAVIS"|"CA"|"USA"|"95616"|"94-6036494"|"501(C)(3)"|"133500.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796609"|"1860547"|"LIVE OAK SCHOOL"|"1555 MARIPOSA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94107"|"94-2153158"|"501(C)(3)"|"133166.0000"|""|""|""|"EDUCATIONAL SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796610"|"1860547"|"KATHERINE DELMAR BURKE SCHOOL"|"7070 CALIFORNIA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94121"|"94-1156256"|"501(C)(3)"|"131250.0000"|""|""|""|"PRIMARY & ELEMENTARY SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796611"|"1860547"|"CENTER FOR ECOLITERACY"|"2150 ALLSTON WAY"|"BERKELEY"|"CA"|"USA"|"94704-1377"|"94-2911417"|"501(C)(3)"|"130300.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796612"|"1860547"|"SAN FRANCISCO PARKS ALLIANCE"|"PO BOX 170160"|"SAN FRANCISCO"|"CA"|"USA"|"94117-0160"|"23-7131784"|"501(C)(3)"|"125750.0000"|""|""|""|"PARKS & PLAYGROUNDS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796613"|"1860547"|"MUSEUM OF THE AFRICAN DIASPORA"|"685 MISSION STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"94-3338239"|"501(C)(3)"|"125000.0000"|""|""|""|"MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796614"|"1860547"|"COACHING CORPS"|"310 8TH STREET SUITE 300"|"OAKLAND"|"CA"|"USA"|"94607"|"94-3310845"|"501(C)(3)"|"123500.0000"|""|""|""|"RECREATION & SPORTS N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796615"|"1860547"|"CALIFORNIA ACADEMY OF SCIENCES"|"55 MUSIC CONCOURSE DRIVE"|"SAN FRANCISCO"|"CA"|"USA"|"94118"|"94-1156258"|"501(C)(3)"|"123150.0000"|""|""|""|"GENERAL SCIENCE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796616"|"1860547"|"PHILHARMONIA BAROQUE ORCHESTRA"|"414 MASON STREET SUITE 606"|"SAN FRANCISCO"|"CA"|"USA"|"94102"|"94-2848318"|"501(C)(3)"|"122550.0000"|""|""|""|"SYMPHONY ORCHESTRAS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796617"|"1860547"|"BLOCK ISLAND CLUB"|"PO BOX 147"|"BLOCK ISLAND"|"RI"|"USA"|"02807"|"05-0508662"|"501(C)(3)"|"122500.0000"|""|""|""|"SPORTS TRAINING FACILITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796618"|"1860547"|"THE CONTEMPORARY JEWISH MUSEUM"|"736 MISSION STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"47-0920831"|"501(C)(3)"|"122250.0000"|""|""|""|"HISTORY MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796619"|"1860547"|"NEUROFIT NETWORKS INC"|"3849 E BROADWAY BLVD"|"TUCSON"|"AZ"|"USA"|"85716"|"27-3309190"|"501(C)(3)"|"120000.0000"|""|""|""|"COMMUNITY HEALTH SYSTEMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796620"|"1860547"|"BOYS AND GIRLS CLUBS OF SAN FRANCISCO"|"55 HAWTHORNE STREET SUITE 600"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"94-1156608"|"501(C)(3)"|"119972.0000"|""|""|""|"CHILDREN & YOUTH SERVICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796621"|"1860547"|"CORPORATION OF THE FINE ARTS MUSEUMS OF SAN FRANCISCO"|"50 HAGIWARA TEA GARDEN DRIVE"|"SAN FRANCISCO"|"CA"|"USA"|"94118-4501"|"94-3045948"|"501(C)(3)"|"119650.0000"|""|""|""|"ART MUSEUMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796622"|"1860547"|"UC DAVIS SCHOOL OF VETERINARY MEDICINE"|"1 SHIELDS AVENUE"|"DAVIS"|"CA"|"USA"|"95616"|"94-6036494"|"501(C)(3)"|"119161.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796623"|"1860547"|"BAY AREA BLACK UNITED FUND"|"PO BOX 2528"|"BERKELEY"|"CA"|"USA"|"94702"|"94-2602958"|"501(C)(3)"|"119000.0000"|""|""|""|"IMMIGRANTS' RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796624"|"1860547"|"AIM HIGH"|"P O BOX 410715"|"SAN FRANCISCO"|"CA"|"USA"|"94141"|"94-3296338"|"501(C)(3)"|"116000.0000"|""|""|""|"EDUCATIONAL SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796625"|"1860547"|"THE HILL SCHOOL"|"717 EAST HIGH STREET"|"POTTSTOWN"|"PA"|"USA"|"19464-5791"|"23-1352647"|"501(C)(3)"|"115000.0000"|""|""|""|"SECONDARY & HIGH SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796626"|"1860547"|"THE SCHWAB FUND FOR CHARITABLE GIVING SAN FRANCISCO OFFICE"|"211 MAIN STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94105"|"31-1640316"|"501(C)(3)"|"114943.0000"|""|""|""|"PHILANTHROPY, VOLUNTARISM & GRANTMAKING FOUNDATIONS NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796627"|"1860547"|"SAVE THE REDWOODS LEAGUE"|"114 SANSOME STREET ROOM 1200"|"SAN FRANCISCO"|"CA"|"USA"|"94104-3814"|"94-0843915"|"501(C)(3)"|"114757.0000"|""|""|""|"NATURAL RESOURCES CONSERVATION & PROTECTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796628"|"1860547"|"SEMPERVIRENS FUND"|"419 SOUTH SAN ANTONIO ROAD"|"LOS ALTOS"|"CA"|"USA"|"94022"|"94-2155097"|"501(C)(3)"|"113065.0000"|""|""|""|"FOREST CONSERVATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796629"|"1860547"|"WOMEN'S INITIATIVE FOR SELF EMPLOYMENT"|"1814 FRANKLIN STREET SUITE 200"|"OAKLAND"|"CA"|"USA"|"94612"|"94-3081525"|"501(C)(3)"|"113000.0000"|""|""|""|"SMALL BUSINESS DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796630"|"1860547"|"SAN FRANCISCO ORGANIZING PROJECT"|"3215 CESAR CHAVEZ STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"94-2716470"|"501(C)(3)"|"110100.0000"|""|""|""|"COMMUNITY COALITIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796631"|"1860547"|"ACCORDIA GLOBAL HEALTH FOUNDATION"|"1101 14TH STREET NW SUITE 801"|"WASHINGTON"|"DC"|"USA"|"20005"|"04-3774897"|"501(C)(3)"|"110000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796632"|"1860547"|"USC OFFICE OF ANNUAL GIVING"|"1150 SOUTH OLIVE STREET SUITE 2500"|"LOS ANGELES"|"CA"|"USA"|"90015"|"95-1642394"|"501(C)(3)"|"110000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796633"|"1860547"|"CALIFORNIA PACIFIC MEDICAL CENTER FOUNDATION"|"2015 STEINER ST"|"SAN FRANCISCO"|"CA"|"USA"|"94115"|"94-2728423"|"501(C)(3)"|"109425.0000"|""|""|""|"HEALTH CARE NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"796634"|"1860547"|"COMMUNITY PARTNERS"|"508 2ND STREET SUITE 206"|"DAVIS"|"CA"|"USA"|"95616"|"95-4302067"|"501(C)(3)"|"107838.0000"|""|""|""|"COMMUNITY IMPROVEMENT & CAPACITY BUILDING NEC"
