"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -101160023840"|"1217826"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0412269"|"Downeast Family Young Men's Christian Association"|"1219892"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0414169"|"THE WOODLANDS CLUB"|"1219893"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0508465"|"HOSPICE REGATTA OF MAINE"|"1219894"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1219896"|"Y"|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0523162"|"PSH PROPERTIES II"|"1219897"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0671151"|"American Friends of Lucerne Festivatl"|"1219899"|""|"C"|"Y"|"Y"|"N"|""|""|""|"S"|"S"
"01-0674962"|"SHINER NURSING & REHAB CENTER INC"|"1219900"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0717802"|"GLOBAL VISION CITADELLE MINISTRIES INC"|"1219901"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1219902"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"B"|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1219903"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0813672"|"ASIAN FESTIVAL CORP"|"1219904"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0897461"|"United African Organization"|"1219905"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"C"|""
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"1219906"|""|"C"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1219907"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1219908"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"1221712"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0224898"|"Hebron Academy Incorporated"|"1221713"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0272879"|"Skills Inc"|"1221714"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1221715"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1221716"|""|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"1221717"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0487091"|"COASTAL MEDICAL CARE"|"1221719"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1221720"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0553478"|"EAST MOUNTAIN HOSPITAL INC"|"1221721"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"1221722"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0631375"|"COMMUNITY BASED CARE OF CENTRAL FLORIDAINC"|"1221723"|"Y"|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1221725"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1221726"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"1221727"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0728178"|"ALVEOLI CORPORATION"|"1221728"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1221729"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0833582"|"ALLIANCE HUNTINGTON PARK COLLEGE-READY ACADEMY HIGH SCHOOL"|"1221730"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"1221731"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1221732"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0114695"|"CAMP TECUMSEH INC"|"1221733"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"1221734"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"1221735"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"02-0242389"|"GREAT BAY SERVICES INC"|"1221737"|"Y"|"A"|"N"|"N"|""|""|"Y"|"N"|""|""
"01-0116390"|"SHRINERS INTERNATIONAL"|"1224767"|""|"A"|"N"|"Y"|"Y"|""|""|""|""|"S"
"01-0210495"|"American Legion Post 0015 Henry Pratt"|"1224768"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"1224769"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1224770"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0376890"|"Pines Health Services"|"1224771"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0478281"|"FRIENDS OF FORT KNOX"|"1224772"|""|"A"|"Y"|"N"|""|""|"N"|"N"|"C"|""
"01-0562689"|"Triangle Lightning"|"1224773"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1224774"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0670794"|"Together Enhancing Autism Awareness in Mississippi"|"1224775"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0686191"|"4th Street Basement Boutique"|"1224776"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1224777"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0953997"|"Beacon of Hope"|"1224778"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-6162280"|"King-Thomas Scholarship Trust"|"1224779"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"02-0211990"|"AMERICAN LEGION CLUB WHITEMAN-DAVIDSON POST 49"|"1224781"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1224782"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0496076"|"FRATERNAL ORDER OF EAGLES #4352"|"1226617"|""|""|"Y"|"Y"|"Y"|""|"N"|""|""|""
"02-0130185"|"ROCHESTER LODGE OF ELKS #1393"|"1226619"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0961799"|"HOPE BUILDERS INTERNATIONAL"|"1226885"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0781066"|"LONG ISLAND LIBERTY LACROSSE INC"|"1227102"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1227499"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1227546"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1227547"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0206603"|"COMMUNITY CREDIT UNION"|"1227768"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"1227769"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0317602"|"Oceanview Manor Inc"|"1227770"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"1227771"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0434603"|"WOMEN UNLIMITED"|"1227772"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"1227773"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0654320"|"The Lio Mission Inc."|"1227774"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0659307"|"Jefferson Park Ministries, Inc"|"1227775"|""|"A"|"Y"|"N"|""|""|"N"|""|"S"|""
"01-0808707"|"ISLAMIC ORGANIZATION OF NORTH AMERICA"|"1227776"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"1227777"|""|"A"|"Y"|"Y"|"N"|""|"N"|""|"S"|"S"
"01-0750822"|"TMG FOUNDATION"|"1237240"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0227132"|"LE PARESSEUX INC"|"1237523"|""|""|"N"|"N"|""|""|"N"|""|""|""
"01-0273431"|"Centerboard Yacht Club"|"1237562"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1237564"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0391208"|"LA ARTS"|"1237565"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1237566"|""|"A"|"N"|"Y"|"Y"|"C"|""|""|""|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS, INC."|"1237825"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1237826"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0237912"|"Boothbay Region YMCA"|"1237827"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"1237828"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0357213"|"FREEPORT CONSERVATION TRUST"|"1237829"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0425010"|"Camp Runoia Alumnae Organization"|"1237830"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0528014"|"MAINE FARMLAND TRUST"|"1237831"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0566111"|"SCHENECTADY COMMUNITY HOME INC"|"1237832"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0570609"|"Camp Smile Foundation Inc"|"1237833"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0649812"|"TWINSBURG YOUTH SOFTBALL LEAGUE INC"|"1237834"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"1237835"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0773533"|"FIRST BAPTIST CHILDREN'S ACADEMY INC"|"1237837"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1237839"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0932008"|"A A PLUS"|"1237843"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0939609"|"POOO OF LIFE OUTREACH MINISTRlES INC"|"1237844"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1237845"|""|"C"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0052260"|"Cumberland Club"|"1239610"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0061310"|"Fraternal Order of Eagles"|"1239612"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0211533"|"MCARTHUR LIBRARY ASSOCIATION"|"1239613"|""|"C"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0345660"|"BOOTHBAY REGION AMBULANCE SERVICE"|"1239614"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0465231"|"Norumbega Medical Specialists LTD"|"1240159"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"1240304"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0339631"|"BIDDEFORD YOUTH HOCKEY ASSOCIATION"|"1240712"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0861643"|"PUTNAM LAND CONSERVANCY,INC"|"1240892"|""|"C"|"Y"|"N"|"Y"|""|""|""|"S"|""
"01-0502563"|"CAMP BEECH CLIFF"|"1241170"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1241171"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"02-0222123"|"Capital Region Health Care Corporation"|"1241172"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0029480"|"BIDDEFORD-SACO CHAMBER OF COMMERCE"|"1241393"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"1241394"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0323915"|"Ambulance Service Inc"|"1241395"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0366464"|"KATAHDIN SHARED SERVICES"|"1241396"|"Y"|"A"|"Y"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"1241397"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1241399"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0448263"|"Ronald McDonald House Charities of Maine, Inc."|"1241400"|"Y"|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0565782"|"The China Training Networks"|"1241402"|""|"C"|"N"|""|""|""|"N"|""|""|""
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"1241403"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0629345"|"VOLUNTEER CHRISTIAN TELEVISION INC"|"1241405"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0716364"|"Branch Brook Park Alliance,Inc."|"1241406"|""|"A"|"N"|"Y"|"Y"|""|"N"|"Y"|""|"S"
"01-0769341"|"PARENTS OF AUTISTIC CHILDREN OF NORTHERN VIRGINIA"|"1241407"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1241408"|""|"C"|"Y"|"N"|""|""|""|""|"S"|""
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"1241410"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT"|"1241411"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0414441"|"Maine Migrant Health Program, Inc."|"1243144"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0547918"|"MAIN STREET MOBILE TREATMENT ASSOC"|"1243146"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1243569"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"N"|""|""|""
"01-0838125"|"S.A.F.E. FAMILY MINISTRIES"|"1243636"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"C"|""
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1243941"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0735034"|"REED ACADEMY"|"1243942"|""|"A"|"N"|"Y"|"N"|"S"|"N"|"N"|""|""
"01-6020406"|"York County Community Action Corporation"|"1243943"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1244173"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0557881"|"GRANDIN THEATRE FOUNDATION, INC."|"1244174"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"1244175"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0596305"|"RESCUEGROUPSORG INC"|"1244176"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0597551"|"THE CRADDOCK CENTER INC"|"1244177"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0628727"|"SUNSET WOODS ASSOCIATION"|"1244178"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1244179"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0705428"|"Unkrainian Ministry, Inc."|"1244180"|""|"C"|"N"|""|""|""|"N"|""|""|""
"01-0890941"|"LAHAK HANOCHOS INC"|"1244181"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0103705"|"HENRY J SWEENEY POST NO 2, NEW HAMPSHIRE"|"1244182"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0421234"|"Lakewood A Continuing Care Center"|"1245514"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|"N"|""|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"1245515"|""|"A"|"N"|"Y"|"Y"|"S"|"Y"|"Y"|""|""
"01-0276862"|"UNITED WAY OF YORK COUNTY"|"1245614"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0309364"|"DEERING MEMORIAL POST 6859, VFW"|"1245615"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0444245"|"MAINESHARE"|"1245616"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0939141"|"RESTAURANT OPPORTUNITIES CENTERS UNITED"|"1245617"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|"S"|"S"
"01-0697940"|"WOMEN IN PROGRESS INC"|"1246334"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"1246335"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1246600"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0328376"|"EASTERN AREA AGENCY ON AGING"|"1246697"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|""
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1246698"|"Y"|"A"|"N"|"Y"|"Y"|"B"|"Y"|"Y"|""|""
"01-0491854"|"EqualityMaine"|"1246699"|"Y"|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0493897"|"Sunrise County Economic Council"|"1246700"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1246701"|""|"A"|"N"|"Y"|"Y"|"C"|"Y"|"Y"|""|""
"01-0790552"|"Theater Arts Group"|"1246702"|""|"A"|"N"|"Y"|"Y"|"C"|"N"|""|""|""
"01-0211798"|"Mount Desert Nursing Association"|"1247311"|"Y"|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"1247313"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0278130"|"MEMORIAL AMBULANCE CORPS"|"1247314"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0313050"|"FIRST PARISH CEMETERY ASSOC-YORK"|"1247315"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0317899"|"DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION"|"1247316"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0332278"|"BRADFORD HOUSING CORP"|"1247317"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"1247318"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0353284"|"MATTAWAMKEAG HOUSING CORPORATION"|"1247319"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1247320"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0357595"|"Somerset Humane Society"|"1247321"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0357799"|"ORRINGTON HOUSING CORPORATION"|"1247322"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0360077"|"New Beginnings, Inc."|"1247323"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0505695"|"BOSSOV BALLET THEATRE"|"1247324"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1247326"|""|""|""|""|""|""|""|""|""|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"1247327"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1247328"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"1247329"|""|"C"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0597067"|"THE GARRISON INSTITUTE, INC."|"1247330"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0697869"|"ATZUM, INC"|"1247331"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0711547"|"CROSS-GENERATION DBA CONNECTED FAMILIES"|"1247332"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0747396"|"VOUGHT AIRCRAFT HERITAGE FOUNDATION"|"1247333"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1247334"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0788484"|"WINDMOOR FOUNDATION, INC."|"1247335"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1247336"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"1247337"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-6016350"|"SOMERSET WOODS TRUSTEES"|"1247338"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6045966"|"SOUTH PORTLAND HISTORICAL SOCIETY"|"1247339"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0216783"|"NEW HAMPSHIRE LODGING AND RESTAURANT ASSOCIATION"|"1247341"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0229448"|"WASHINGTON ACADEMY"|"1251071"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0285449"|"SOUTHERN KENNEBEC CHILD DEVELOPMENT COP"|"1251072"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|"S"|""
"01-0378598"|"FRIENDS OF THE KOTZSCHMAR ORGAN, INC."|"1251073"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0380150"|"MECHANIC FALLS DEVELOPMENT COMMISSION"|"1251074"|""|"C"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1251076"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0542376"|"CHALLENGER LEARNING CENTER OF MAINE"|"1251077"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0779978"|"Center for Automotive Research"|"1251079"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-6010284"|"Scarborough Public Library"|"1251082"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1251084"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0833397"|"Global Refuge International"|"1252036"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|"S"
"01-0471985"|"Broadreach Family & Community Services, Inc."|"1252194"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1252287"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0363879"|"Pinewood Manor Inc"|"1252288"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0508136"|"FRIENDS OF THE KENNEBEC RIVER RAIL TRAIL INC"|"1252290"|""|"C"|"Y"|"Y"|""|""|"N"|""|"S"|"S"
"01-0536785"|"UNITY FOUNDATION"|"1252291"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0547336"|"NORTHERN LIGHTHOUSE"|"1252292"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0656156"|"American College of Bankruptcy Foundation"|"1252293"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0282768"|"CHI DELTA PHI HOUSE CORP"|"1253121"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0371037"|"UNION COUNTRY CLUB INC"|"1253443"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0416936"|"Vinalhaven Land Trust Inc"|"1253444"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"1253445"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
