"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FIRM_NAME"|"FIRM_STREET"|"FIRM_CITY"|"FIRM_STATE"|"FIRM_COUNTRY"|"FIRM_ZIP"|"FIRM_EIN"|"FIRM_PHONE"|"DISCUSS_WITH_PREPARER_CBX"|"PREP_SELF_EMP_CBX"
"01-0315847"|"HALFWAY HOUSE INC"|"1096119"|"Keirstead & Fox PA"|"2 Church Street"|"Westbrook"|"ME"|"USA"|"04092"|"01-0433621"|"207-854-1811"|"Y"|""
"01-0506148"|"BREWER YOUTH HOCKEY ASSOCIATION"|"1096120"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|"01-0271013"|"207-945-5695"|"Y"|""
"01-0536445"|"FRANCO-AMERICAN HERITAGE CENTER AT ST MARY'S"|"1096121"|"AUSTIN ASSOCIATES PA CPA'S"|"PO BOX 3400"|"AUBURN"|"ME"|"USA"|"04212-3400"|"01-0371550"|"207-783-9111"|"Y"|""
"01-0694045"|"Florida Breast Cancer Coalition Research Foundation Inc"|"1096122"|"BDO USA LLP"|"1111 BRICKELL AVENUE SUITE 2801"|"MIAMI"|"FL"|"USA"|"33131"|""|"305-381-8000"|"Y"|""
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"1096124"|"John G Burk & Associates CPAS"|"56 Court Street PO Box 705"|"Keene"|"NH"|"USA"|"03431"|"02-0438962"|"603-357-4882"|""|""
"01-0728746"|"UGLY DUCKLING PRESSE LTD"|"1096125"|"ALL STAR BOOKKEEPING & TAX SERVICE INC"|"PO BOX 829"|"ONEONTA"|"NY"|"USA"|"13820"|"46-1229485"|"607-267-4542"|"Y"|""
"01-0738748"|"SECOND IMPRESSIONS"|"1096126"|"YEO & YEO PC"|"710 E MILHAM AVE"|"KALAMAZOO"|"MI"|"USA"|"49002-1494"|""|"269-329-7007"|"Y"|""
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"1096128"|"CBIZ MHM LLC"|"11440 TOMAHAWK CREEK PARKWAY"|"LEAWOOD"|"KS"|"USA"|"66211"|"34-1874260"|"913-234-1000"|"Y"|""
"01-0318051"|"Central Maine Area Agency on Aging Inc"|"1097206"|"Macpage LLC"|"One Market Square"|"Augusta"|"ME"|"USA"|"04330"|""|"207-774-5701"|"Y"|""
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"1097207"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|"207-947-4575"|""|""
"01-0052260"|"Cumberland Club"|"1097618"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0451663"|"JHA Services"|"1097619"|"BAKER NEWMAN & NOYES"|"PO BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|""|""
"01-0666441"|"CORI'S PLACE"|"1097622"|"ZAVADA & ASSOCIATES"|"1089 WYOMING AVE"|"FORTY FORT"|"PA"|"USA"|"18704-4002"|"23-2544708"|""|"Y"|""
"01-6015647"|"Penobscot Marine Museum"|"1097623"|"Berry Dunn McNeil & Parker LLC"|"36 Pleasant Street"|"Bangor"|"ME"|"USA"|"04401"|"01-0523282"|"207-942-1600"|"Y"|""
"01-0242095"|"ROBERT W TRAIP TRUST"|"1100092"|"SMITH & ASSOCIATES CPAS"|"50 FOREST FALLS DR STE 3"|"YARMOUTH"|"ME"|"USA"|"04096-6937"|""|"207-846-8881"|""|""
"01-0267159"|"NATIONAL SOCIETY OF THE COLONIAL DAMES IN THE STATE OF MAINE"|"1100093"|"WILLIAM T. RACINE, CPA"|"859 WASHINGTON STREET"|"BATH"|"ME"|"USA"|"04530"|"01-0425282"|"207-443-5716"|"Y"|""
"01-0286579"|"WILTON FREE PUBLIC LIBRARY"|"1100096"|"NICHOLSON, MICHAUD & COMPANY"|"76 SILVER STREET"|"WATERVILLE"|"ME"|"USA"|"04901"|"01-0511973"|"207-872-7077"|"Y"|""
"01-0367357"|"AMERICAN CIVIL LIBERTIES UNION OF MAINE FOUNDATION"|"1100097"|"SMITH & ASSOCIATES CPAS"|"500 US ROUTE 1 STE 203"|"YARMOUTH"|"ME"|"USA"|"04096-6937"|""|"207-846-8881"|"Y"|""
"01-0403485"|"Community Television Network"|"1100098"|""|""|""|""|""|""|""|""|""|""
"01-0412267"|"THE BANGOR AREA HOMELESS SHELTER"|"1100100"|"BRANTNER, THIBODEAU & ASSOC."|"674 MT. HOPE AVENUE SUITE 1"|"BANGOR"|"ME"|"USA"|"04401"|"01-0535888"|"207-947-3325"|"Y"|""
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY MAINE"|"1100101"|"CUMMINGS LAMONT & MCNAMEE PA"|"305 LAFAYETTE CENTER"|"KENNEBUNK"|"MA"|"USA"|"04043"|"01-0372413"|"207-985-3339"|"Y"|""
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1103767"|"Macpage LLC"|"One Market Square"|"Augusta"|"ME"|"USA"|"04330"|""|"207-774-5701"|"Y"|""
"01-0285920"|"East Grand Health Center Inc"|"1103768"|"RON L BEAULIEU & CO CPAs"|"41 BATES STREET"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0442893"|"207-775-1717"|"Y"|""
"01-0317103"|"SeniorsPlus"|"1103769"|"Macpage LLC"|"One Market Square"|"Augusta"|"ME"|"USA"|"04330"|""|"207-774-5701"|"Y"|""
"01-0332058"|"Hancock County Auditorium Associates"|"1103770"|"Hue Inc"|"10 State St"|"Ellsworth"|"ME"|"USA"|"04605"|""|"207-460-9963"|"N"|""
"01-0352658"|"SAFE VOICES"|"1103771"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0586454"|"Full Spectrum Farms, Inc"|"1103773"|"Brooks CPA, PLLC"|"PO Box 1483"|"Whittier"|"NC"|"USA"|"28789"|"57-1153247"|""|"Y"|""
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"1103775"|"Schulthers & Panettien LLP"|"210 Marcus Boulevard"|"Hauppauge"|"NY"|"USA"|"11788-3740"|""|"631-273-4778"|"Y"|""
"01-0824858"|"Animal Care Trust"|"1103776"|""|""|""|""|""|""|""|""|""|""
"02-0110903"|"American Legion Frank E. Booma Post #6"|"1103777"|""|"37 Nute Road"|"Madbury"|"NH"|"USA"|"03823"|""|"603-343-2423"|"Y"|""
"02-0214073"|"AMERICAN LEGION ROBERT G. DURGIN POST #6"|"1106145"|"Fiducial Business Centers, INC."|"10100 Old Columbia Rd."|"Columbia"|"MD"|"USA"|"21046"|""|"410-910-5885"|""|""
"01-0211565"|"WAYNFLETE SCHOOL"|"1106172"|"ALBIN RANDALL & BENNETT"|"PO BOX 445 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|"01-0448006"|"207-772-1981"|"Y"|""
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1106173"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0467073"|"St Croix Regional Family Health Center"|"1106174"|"RON L BEAULIEU & CO CPAs"|"41 BATES STREET"|"PORTLAND"|"ME"|"USA"|"04103"|"01-0442893"|"207-775-1717"|"Y"|""
"01-0618964"|"OASIS CARE INC"|"1106175"|"BIANCHIKASAVAN & POPE LLP"|"450 LINCOLN AVENUE SUITE 200"|"SALINAS"|"CA"|"USA"|"93901"|"94-1541507"|"831-757-5311"|"Y"|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1106176"|"CAREW & WELLS PLLC"|"3 NORTH SPRING ST SUITE 100"|"CONCORD"|"NH"|"USA"|"03301"|""|"603-224-3950"|""|""
"01-0288275"|"MAINE MARINE TRADE ASSOCIATION"|"1106906"|"Simensky, Engstrom & Associates, CPA's"|"P.O. Box 760"|"Saco"|"ME"|"USA"|"04072"|"01-0353028"|"207-284-5943"|""|""
"01-0479776"|"Maine Education Association Benefits Trust"|"1106907"|"Macpage LLC"|"One Market Square"|"Augusta"|"ME"|"USA"|"04330"|""|"207-774-5701"|"Y"|""
"01-0542376"|"CHALLENGER LEARNING CENTER OF MAINE"|"1106908"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|"207-947-4575"|""|""
"01-0554275"|"CCCP COMMUNITY TRUST"|"1106909"|"CHERRY BEKAERT LLP"|"1111 METROPOLITAN AVENUE, SUITE 1000"|"CHARLOTTE"|"NC"|"USA"|"28204"|"56-0574444"|"704-377-1678"|"Y"|""
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"1107354"|""|""|""|""|""|""|""|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"1107355"|"Brantner Thibodeau & Assoc"|"674 Mt Hope Avenue Suite 1"|"Bangor"|"ME"|"USA"|"04401"|""|"207-947-3325"|"Y"|""
"01-0263385"|"Thomas College"|"1107356"|"Macpage LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0323280"|"Penguis Mental Health Association"|"1107357"|"Gibson LeClair, LLC"|"150 Capitol Street, Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|"Y"|""
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"1107358"|"RUNYON KERSTEEN OUELLETTE"|"13 WASHINGTON STREET SUITE 3"|"WATERVILLE"|"ME"|"USA"|"04901"|"01-0440155"|"207-877-9397"|"Y"|""
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRAI"|"1107359"|"CHARLES A. CALLIGAN, CPA, P.A"|"P. O. BOX 599"|"MANCHESTER"|"ME"|"USA"|"04351"|"01-0517653"|"207-622-8775"|"Y"|""
"01-0513301"|"CACER COMMUNITY CENTER"|"1107360"|"Macpage LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0613583"|"Learning Alternatives, Inc."|"1107361"|"WELSH AND ASSOCIATES"|"277 MAIN ST PO BOX 945"|"GREENFIELD"|"MA"|"USA"|"01302"|"04-3031697"|"413-772-2144"|"Y"|""
"01-0783081"|"Chinese American Cooperation Council"|"1107362"|""|""|""|""|""|""|""|""|""|""
"01-0228262"|"Northeast Hearing & Speech Center Inc"|"1104832"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0247002"|"GEORGE STEVENS ACADEMY"|"1104833"|"HORTON MCFARLAND & VEYSEY LLC"|"PO BOX 543"|"ELLSWORTH"|"ME"|"USA"|"04605"|"01-0219197"|"207-667-5529"|"Y"|""
"01-0339969"|"Maine Society of CPA's"|"1104834"|""|""|""|""|""|""|""|""|""|""
"01-0374565"|"WINTER FOUNDATION"|"1104835"|"AUSTIN ASSOCIATES PA CPA'S"|"PO BOX 3400"|"AUBURN"|"ME"|"USA"|"04212-3400"|"01-0371550"|"207-783-9111"|"Y"|""
"01-0510768"|"JHA Properties Inc"|"1104837"|"BAKER NEWMAN & NOYES"|"PO BOX 507"|"PORTLAND"|"ME"|"USA"|"04112"|"01-0494526"|"207-879-2100"|""|""
"01-0567964"|"Califomia Tamil Academy"|"1104838"|"Jon E Fieid EA"|"2100 S Bascom Ave Suite 3"|"Campbell"|"CA"|"USA"|"95008"|""|"408-377-9703"|"Y"|""
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"1104840"|"ROTHSTEIN KASS"|"101 MONTGOMERY ST 22ND FLOOR"|"SAN FRANCISCO"|"CA"|"USA"|"94104"|"22-2131009"|"415-788-6666"|"Y"|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"1107363"|"CHARLENE T VALLEE CPA PLLC"|"30 SOUTH MAIN STREET SUITE 207"|"CONCORD"|"NH"|"USA"|"03301"|""|"603-856-8467"|"Y"|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"1108452"|"WITHUMSMITH+BROWN, PC"|"3040 ROUTE 22 W STE 110"|"SOMERVILLE"|"NJ"|"USA"|"08876"|"22-2027092"|"908-526-6363"|"Y"|""
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1108453"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT"|"1108454"|"CARL C. LITTLE CPA"|"21 MAIN ST. , SUITE #1"|"JAFFREY"|"NH"|"USA"|"03452"|"04-3378250"|"603-532-7991"|"Y"|""
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1108440"|""|""|""|""|""|""|""|""|""|""
"01-0223482"|"Millinocket Regional Hospital"|"1108441"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1108442"|"CLARK FRIEL AND JOYCE PA"|"128 AUBURN ST"|"PORTLAND"|"ME"|"USA"|"04103"|""|"207-797-2746"|"Y"|""
"01-0310087"|"Hancock County Planning Commission"|"1108443"|"Foster & Company LLP CPAs"|"78 Main Street PO Box C"|"Bucksport"|"ME"|"USA"|"04416"|""|"207-469-7364"|"Y"|""
"01-0483192"|"FAMILIES AND CHILDREN TOGETHER"|"1108445"|"THE ACCOUNTING COACH"|"PO BOX 325"|"BREWER"|"ME"|"USA"|"04412-0325"|""|"207-825-1088"|"Y"|""
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"1108447"|"ACCESSIBLE ACCOUNTANTS"|"753 STILLWATER AVE"|"BANGOR"|"ME"|"USA"|"04401-3633"|""|"207-963-2341"|"Y"|""
"01-0553077"|"LINKS OF HOPE INC"|"1108448"|"CARLE JOHNS JR CPA PA"|"5425 VILLAGE DR STE 103"|"VIERA"|"FL"|"USA"|"32955-6532"|""|"321-890-1384"|"Y"|""
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I at Owings Mills I Inc CHAI"|"1108450"|"COHNREZNICK LLP"|"500 EAST PRATT STREET SUITE 200"|"BALTIMORE"|"MD"|"USA"|"21202-3100"|""|"410-783-4900"|"Y"|""
"01-0846888"|"RESTORATION CENTER INC"|"1108451"|"TAX OWLS"|"235 W 7TH ST SUITE 4"|"JUNCTION CITY"|"KS"|"USA"|"66441"|"48-1130619"|"785-238-0637"|"Y"|""
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"1111240"|"Macpage LLC"|"One Market Square"|"Augusta"|"ME"|"USA"|"04330"|""|"207-774-5701"|"Y"|""
"01-0377246"|"New Hope for Women, Inc."|"1111241"|"Gibson LeClair, LLC"|"150 Capitol Street, Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0563134"|"MANSE SA ALHAMBRA HOUSE INC"|"1111242"|"AFS TAXSAVERS INC"|"37895 Ann Arbor Road"|"Livonia"|"MI"|"USA"|"48150"|""|"734-464-3660"|"Y"|""
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"1109787"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0331180"|"DOWNEAST HORIZONS INC"|"1109788"|"THE ACCOUNTING COACH"|"PO BOX 325"|"BREWER"|"ME"|"USA"|"04412-0325"|""|"207-825-1088"|"Y"|""
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1109789"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0373396"|"The Park Danforth"|"1109790"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1109791"|"ALBIN RANDALL & BENNETT"|"PO BOX 445 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|"01-0448006"|"207-772-1981"|"Y"|""
"01-0438695"|"MAINE HOUSING AND BUILDING MATERIALS EXCHANGE"|"1109792"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0612697"|"Farmington Youth Basketball Association"|"1109794"|"Haugen Binion & Co CPAs LLC"|"11995 County Road 11 Suite 230"|"Burnsville"|"MN"|"USA"|"55337-5102"|""|"952-808-8798"|"Y"|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1109795"|"EKS&H LLLP"|"7979 E TUFTS AVENUE SUITE 400"|"DENVER"|"CO"|"USA"|"80237-2521"|"46-1497033"|"303-740-9400"|"Y"|""
"01-6011501"|"UNIVERSITY OF MAINE FOUNDATION"|"1109796"|"Brantner Thibodeau & Assoc"|"674 Mt Hope Avenue Suite 1"|"Bangor"|"ME"|"USA"|"04401"|""|"207-947-3325"|"Y"|""
"01-0061300"|"Fraternal Order of Eagles #1457"|"1111234"|"John B Jordan, CPA, PA"|"P O Box 607"|"Skowhegan"|"ME"|"USA"|"04976"|"01-0494581"|"207-474-6610"|"Y"|""
"01-0104905"|"LAUREL HILL CEMETERY ASSOCIATION"|"1111235"|"Simensky, Engstrom & Associates, CPA's"|"P. O. Box 760"|"Saco"|"ME"|"USA"|"04072"|"01-0353028"|"207-284-5943"|"Y"|""
"01-0211810"|"UNIVERSITY OF NEW ENGLAND"|"1111236"|"CBIZ TOFIAS"|"500 BOYLSTON STREET"|"BOSTON"|"MA"|"USA"|"02116"|"26-3753134"|"617-761-0600"|"Y"|""
"01-0222130"|"FAIRVIEW HOSPITAL, INC"|"1111238"|""|""|""|""|""|""|""|""|""|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"1111239"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0576704"|"THE FUND FOR PUBLIC ADVOCACY INC"|"1111243"|"MCGLADREY LLP"|"1185 AVENUE OF THE AMERICAS"|"NEW YORK"|"NY"|"USA"|"10036-2602"|"42-0714325"|"212-372-1000"|"Y"|""
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"1111244"|"BERGER LEWIS ACCOUNTANCY CORP"|"740 FRONT STREET SUITE 365"|"SANTA CRUZ"|"CA"|"USA"|"95060-4550"|"94-2763139"|"831-423-6500"|"Y"|""
"01-0701608"|"PARTNERSHIP ACADEMY"|"1111245"|"CLIFTONLARSONALLEN LLP"|"220 SOUTH SIXTH STREET SUITE 300"|"MINNEAPOLIS"|"MN"|"USA"|"55402"|"41-0746749"|"612-376-4500"|"Y"|""
"01-0748214"|"ARBOR BAY SCHOOL"|"1111246"|"Polly Scatena Vasheresse & May CPAs"|"655 Mariners Island Blvd Suite 304"|"San Mateo"|"CA"|"USA"|"94404"|""|"650-578-1200"|"Y"|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"1111247"|"GOMEZ & COMPANY"|"5177 Richmond Ave Ste 1100"|"Houston"|"TX"|"USA"|"77056"|""|"713-666-5900"|"Y"|""
"01-0780934"|"LAKE COUNTY INT CHARTER SCHOOL"|"1111248"|"RENA GROVE EA"|"PO BOX 233"|"LAKEPORT"|"CA"|"USA"|"95453"|"27-3160945"|"707-263-8657"|"Y"|""
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"1111250"|"Sorority Solutions, Inc."|"5050 Laguna Blvd, Suite 112 - PMB 323"|"Elk Grove"|"CA"|"USA"|"95758"|"26-2848481"|"916-683-8332"|"N"|""
"01-6010406"|"AHAVAS ACHIM SOCIETY OF BROTHERLY LOVE"|"1111251"|"Brantner Thibodeau & Assoc"|"674 Mt Hope Avenue Suite 1"|"Bangor"|"ME"|"USA"|"04401"|""|"207-947-3325"|"Y"|""
"01-0358141"|"CARING UNLIMITED"|"1112683"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"MA"|"USA"|"04105"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0211532"|"KENTS HILL SCHOOL"|"1113283"|"PFBFCPAS"|"46 FIRSTPARK DRIVE"|"OAKLAND"|"ME"|"USA"|"04963-5362"|""|"207-873-1603"|"Y"|""
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"1116228"|"J. F. Woollacott, CPA"|"P. O. Box 583"|"Brunswick"|"ME"|"USA"|"04011"|""|"207-729-7522"|""|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1116229"|""|""|""|""|""|""|""|""|"N"|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS"|"1116230"|""|""|""|""|""|""|""|""|""|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1117565"|"TAX-PRO INC"|"132 E MAIN ST"|"DOVER FOXCROFT"|"ME"|"USA"|"04426-1305"|"01-0450701"|"207-564-8500"|""|""
"01-0818965"|"DeMedical Corporation"|"1117566"|"J. Miller & Associates LLC"|"1221 Locust Street"|"Philadelphia"|"PA"|"USA"|"19107"|""|"215-600-1701"|"Y"|""
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1117598"|"ROBERT WM WHEELER CPA INC"|"2800 28TH ST STE 208"|"SANTA MONICA"|"CA"|"USA"|"90405-6203"|""|"310-450-8875"|"Y"|""
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION, INC."|"1117667"|"VITO COURTNEY & ASSOCIATES"|"PO BOX 246"|"MONMOUTH"|"ME"|"USA"|"04259"|""|"207-377-2794"|""|""
"01-0482508"|"THE NEXT STEP DOMESTIC VIOLENCE PROJECT"|"1117668"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|""|""|""
"01-0530420"|"Jewish Community Alliance of Southern Maine"|"1117670"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1117671"|"CLIFTONLARSONALLEN LLP"|"1715 NORTH WESTSHORE BLVD SUITE 950"|"TAMPA"|"FL"|"USA"|"33607"|"41-0746749"|"813-384-2700"|"Y"|""
"01-0880770"|"Community Foundation of Harfo"|"1117672"|"Leo J Knighton CPA"|"900A South Main Street Suite 101"|"Bel Air"|"MD"|"USA"|"21014"|"74-3225039"|"411-893-7652"|"Y"|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"1117673"|"MOODY FAMIGLIETTI & ANDRONICO LLP"|"1 HIGHWOOD DRIVE"|"TEWKSBURY"|"MA"|"USA"|"01876"|"04-3077056"|"978-557-5300"|"Y"|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1117674"|"DAVID J. SHIVELY, CPA"|"607 COURT STREET"|"FULTON"|"MO"|"USA"|"65251-1924"|"43-1174119"|"573-642-6803"|"Y"|""
"01-0211548"|"Redington Memorial Hospital Association"|"1113284"|""|""|""|""|""|""|""|""|""|""
"01-0212438"|"Maine Central Institute"|"1113285"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"1113286"|"Chester M. Kearney, PA"|"P. O. Box 1550"|"Presque Isle"|"ME"|"USA"|"04769"|"01-0411241"|"207-764-3171"|""|""
"01-0355649"|"St John Valley Associates Inc"|"1113287"|"Easy Office Inc - dba Jitasa"|"1750 W Front St Suite 200"|"Boise"|"ID"|"USA"|"83702"|"26-2176601"|"208-287-4777"|"Y"|""
"01-0500860"|"Amistad. Inc."|"1113289"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"MA"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0726348"|"SOUTHWEST WASHINGTON WORKFORCE DEVELOPMENT COUNCIL"|"1113290"|"JOHNSON STONE & PAGANO PS"|"1501 REGENTS BLVD SUITE 100"|"FIRCREST"|"WA"|"USA"|"98466"|"91-1623649"|"253-566-7070"|"Y"|""
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"1114633"|"FEELEY & DRISCOLL PC"|"200 PORTLAND STREET"|"BOSTON"|"MA"|"USA"|"02114"|"04-2684828"|"617-742-7788"|"Y"|""
"01-0405274"|"Home Counselors Inc"|"1114634"|"RHR Smith and Company CPAs"|"3 Old Orchard Rd"|"Buxton"|"ME"|"USA"|"04093"|""|"207-929-4606"|"Y"|""
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1114635"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0509578"|"WESTBROOK YOUTH CENTER INC"|"1114636"|"Keirstead & Fox PA"|"2 Church Street"|"Westbrook"|"ME"|"USA"|"04092"|"01-0433621"|"207-854-1811"|"Y"|""
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"1114637"|"KEEFE MCCULLOUGH & CO LLP CPA'S"|"6550 N FEDERAL HIGHWAY SUITE 410"|"FT LAUDERDALE"|"FL"|"USA"|"33308"|"59-1363792"|"954-771-0896"|"Y"|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"1114638"|"PARENTEBEARD LLC"|"20 STANWIX ST SUITE 800"|"PITTSBURGH"|"PA"|"USA"|"15222"|"23-2932984"|"412-697-6400"|"Y"|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"1114639"|"Hession & Pare, P. C."|"62 Stark Street"|"Manchester"|"NH"|"USA"|"03101-1970"|"02-0428003"|"603-669-5477"|""|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1115343"|"TAX-PRO INC"|"132 E Main St"|"Dover Foxcroft"|"ME"|"USA"|"04426-1305"|"01-0450701"|"207-564-8500"|""|""
"01-0874029"|"POLARIS CHARTER ACADEMY"|"1115344"|"OSTROW REISIN BERK & ABRAMS LTD"|"455 N CITYFRONT PLAZA DRIVE SUITE 1"|"CHICAGO"|"IL"|"USA"|"60611-5313"|"36-2938874"|"312-670-7444"|"Y"|""
"01-0198980"|"Northeast Harbor Fleet"|"1115654"|"Horton, McFarlaga & VeySey"|"P. O. Box 543"|"Ellsworth"|"ME"|"USA"|"04605"|"01-0219197"|"207-667-5529"|"Y"|""
"01-0211481"|"BANGOR CHILDREN'S HOME"|"1115655"|"FOSTER & COMPANY LLP CPA'S"|"78 MAIN STREET PO BOX C"|"BUCKSPORT"|"ME"|"USA"|"04416"|"27-3375939"|"207-469-7364"|"Y"|""
