"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_COMP_ORG"|"TOTAL_COMP_RELATED_ORG"|"TOTAL_COMP_OTHER"|"TOTAL_PERSONS_100000"|"FORMER_1A_CBX"|"ANYBODY_150000_CBX"|"ANYBODY_COMP_UNRELATED_CBX"
"01-0389226"|"TAMC TITLE CORPORATION"|"1279530"|""|"634028.0000"|"78387.0000"|"0"|"Y"|"Y"|"N"
"01-0484310"|"MAINE INITIATIVESINC"|"1279531"|"63576.0000"|""|"12341.0000"|""|"N"|"N"|"N"
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1279533"|"68025.0000"|"0.0000"|"0.0000"|""|""|""|""
"01-0187940"|"ROCKLAND CEMETERY ASSOCIATION"|"1279951"|""|""|""|"0"|"N"|"N"|"N"
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1279952"|"107511.0000"|"0.0000"|"14191.0000"|""|"N"|"N"|"N"
"01-0449907"|"Safe Abortions For Everyone"|"1279953"|""|""|""|"0"|"N"|"N"|"N"
"01-0456644"|"MAINE YANKEE ATOMIC POWER COMPANY EMPLOYEE WELFARE TRUST"|"1279954"|"2196.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"1279955"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0503126"|"Maine Philanthropy Center"|"1279956"|"83726.0000"|"0.0000"|"12298.0000"|""|"N"|"N"|"N"
"01-0520715"|"CARLISLE CHARITABLE FOUNDATION (FORMERLY EQUEST FOUNDATION)"|"1279957"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0541597"|"Maine Traditional Music Association"|"1279958"|"20815.0000"|""|""|""|"N"|"N"|"N"
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1279959"|""|""|""|"0"|"N"|"N"|"N"
"01-0713126"|"NORTH RIVER CARE INC"|"1279960"|"41538.0000"|""|""|""|"N"|"N"|"N"
"01-0972999"|"LEGACY CONNECTIONS"|"1279962"|"120000.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0092600"|"HOPE CEMETERY CORPORATION"|"1282360"|"30663.0000"|""|""|""|"N"|"N"|"N"
"01-0262323"|"Northern Maine General"|"1282363"|"114853.0000"|"0.0000"|"36236.0000"|"1"|"N"|"Y"|"N"
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"1282368"|""|""|""|""|"N"|"N"|"N"
"01-0525615"|"Maine Winter Sports Center"|"1282371"|"143867.0000"|""|""|"1"|"N"|"N"|"N"
"01-0562891"|"Atlantic Cape Family Support Organization, Inc."|"1282372"|"62020.0000"|""|""|"0"|"N"|"N"|"N"
"01-0566395"|"BUILDERS BEYOND BORDERS, INC."|"1282373"|"90500.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0710619"|"THE WESTWOOD MONTESSORI SCHOOL, INC."|"1282375"|"85342.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1282376"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"1282377"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"1282380"|"131491.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0239801"|"POPE MEMORIAL SPCA OF CONCORD-MERRIMACK COUNTY"|"1282383"|"36042.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1284234"|"42842.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0215911"|"Mid Coast Hospital"|"1284519"|"2069351.0000"|"544153.0000"|"511102.0000"|"60"|"N"|"Y"|"N"
"01-0328442"|"Eastern Maine Homecare"|"1284520"|"118352.0000"|"526864.0000"|"77563.0000"|"1"|"N"|"Y"|"N"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1284521"|"0.0000"|"484717.0000"|"651134.0000"|"0"|"Y"|"Y"|"N"
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1284606"|"46894.0000"|"0.0000"|"1407.0000"|"0"|"N"|"N"|"N"
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"1284607"|""|""|""|""|"N"|"N"|"N"
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1284608"|"65223.0000"|""|"1800.0000"|"0"|"N"|"N"|"N"
"01-0598889"|"A LITTLE HOPE INC"|"1284609"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0633520"|"PINK RIBBONS PROJECT"|"1284610"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0768932"|"BROKEN WALLS INTERNATIONAL INC"|"1284611"|""|""|""|""|"N"|"N"|"N"
"01-0804043"|"SALMON OF AMERICAS, INC."|"1284612"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1284613"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|""
"01-0371234"|"ELLSWORTH AREA CHAMBER OF COMMERCE"|"1285381"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0601606"|"American Int'l School of Bamako Foundation"|"1285383"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0733041"|"SARASOTA CREW, INC"|"1285384"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0756141"|"CHRISTIAN YOUTH THEATER DENVER, INC"|"1286018"|"13604.0000"|"0.0000"|"13604.0000"|"0"|""|""|""
"01-0547055"|"Marine Community Action Association"|"1286044"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1286045"|"0.0000"|"2049054.0000"|"152906.0000"|"0"|"N"|"Y"|"N"
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"1286046"|"49564.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0186375"|"YORK HARBOR READING ROOM"|"1286244"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1286245"|"48075.0000"|"0.0000"|"18495.0000"|"0"|"N"|"N"|"N"
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1286246"|"52410.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC"|"1286247"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0472430"|"ROYAL RIVER CONSERVATION TRUST"|"1286248"|"47000.0000"|""|"5472.0000"|""|"N"|"N"|"N"
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1286249"|""|""|""|"0"|"N"|"N"|"N"
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1286250"|"57053.0000"|""|""|"0"|"N"|"N"|"N"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1286251"|"55833.0000"|""|""|""|"N"|"N"|"N"
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"1286253"|"63680.0000"|""|"58659.0000"|""|"N"|"N"|"N"
"01-0566082"|"OROMO CULTURAL CENTER"|"1286254"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0595647"|"K-9 PLACEMENT AND ASSISTANCE LEAGUE INC"|"1286256"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1286257"|"53125.0000"|"0.0000"|"708.0000"|"0"|"N"|"N"|"N"
"01-0643676"|"International Cultural Exchange Org Inc"|"1286258"|""|""|""|""|"N"|"N"|"N"
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1286259"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1286260"|"0.0000"|"740440.0000"|"156761.0000"|"0"|"N"|"Y"|"N"
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1286261"|""|""|""|""|"N"|"N"|"N"
"01-0781452"|"NASHVILLE RBI, INC."|"1286262"|"50955.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1286263"|""|""|""|""|"N"|"N"|"N"
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1286264"|""|""|""|"0"|"N"|"N"|"N"
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1286265"|"77393.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1286266"|"75765.0000"|""|""|""|"N"|"N"|"N"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1286267"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1286268"|""|""|""|""|"N"|"N"|"Y"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1286269"|""|""|""|""|"N"|"N"|"N"
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"1289036"|"44732.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0245261"|"ERSKINE ACADEMY"|"1289037"|"0.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0351077"|"Maine Cancer Foundation"|"1289038"|"75960.0000"|"0.0000"|"20874.0000"|"0"|"N"|"N"|"N"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"1289039"|"0.0000"|"5023.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0388637"|"New England Baptist Bible College"|"1289040"|""|""|""|""|"N"|"N"|"N"
"01-0403876"|"NEWBURGH SENIORS' HOUSING CORPORATION- PERSISTENCE"|"1289041"|"0.0000"|"2511.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0411761"|"AREA IV MENTAL HEALTH SERVICES COALITION"|"1289042"|"91918.0000"|"0.0000"|"6954.0000"|"0"|"N"|"N"|"N"
"01-0421229"|"THE HOUSING FOUNDATION-HAMPDEN"|"1289043"|"0.0000"|"3767.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0422035"|"TEDFORD HOUSING"|"1289044"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0467869"|"MAINE AOUACULTURE INNOVATION CENTER"|"1289045"|"12000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0488464"|"GREAT POND MOUNTAIN CONSERVATION TRUST"|"1289046"|"28800.0000"|""|""|"0"|"N"|"N"|"N"
"01-0516247"|"CARLETON PROJECT"|"1289048"|"115528.0000"|""|""|"0"|"N"|"N"|"N"
"01-0538683"|"EMC AFFORDABLE HOUSING PRESERVATION CORP"|"1289049"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0589882"|"JARED C. BRUCE ACADEMY"|"1289050"|"117026.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"1289051"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"1289053"|"19920.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"1289055"|""|""|""|"0"|"N"|"N"|"N"
"01-6040875"|"MELVIN SIMMONS TRUST KENNEBEC SAVINGS BANK TRUSTEE"|"1289056"|"7540.0000"|""|""|"0"|"N"|"N"|"N"
"02-0241839"|"NEW HAMPSHIRE A.F.L. - C.I.O."|"1289059"|"114099.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"1298332"|"4764950.0000"|"687602.0000"|"555240.0000"|"77"|"Y"|"Y"|"N"
"01-0145135"|"PROUTS NECK COUNTRY CLUB"|"1298386"|""|""|""|"0"|"N"|"N"|"N"
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"1298388"|"711014.0000"|"2057155.0000"|"328966.0000"|"6"|"N"|"Y"|"N"
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1298389"|"112645.0000"|"458577.0000"|"25509.0000"|"1"|"Y"|"Y"|"N"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1298390"|"0.0000"|"390123.0000"|"29039.0000"|"0"|"N"|"Y"|"N"
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1298695"|"14274.0000"|""|""|"0"|"N"|"N"|"N"
"01-0145138"|"PROUTS NECK YACHT CLUB"|"1298696"|"14274.0000"|""|""|"0"|"N"|"N"|"N"
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1298697"|"90967.0000"|""|"22574.0000"|"0"|"N"|"N"|"N"
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1298698"|"8708.0000"|""|""|"0"|"N"|"N"|"N"
"01-0557352"|"CHI LDREN S FELLOASHI P CF I NDI A, INC."|"1298699"|"46000.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1298703"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"1298704"|"66111.0000"|""|""|"0"|"N"|"N"|"N"
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"1299772"|"117431.0000"|"0.0000"|"46632.0000"|"1"|"N"|"Y"|"N"
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"1299773"|"0.0000"|"152730.0000"|"26750.0000"|"0"|"N"|"Y"|"N"
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"1299775"|"127200.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"1299776"|"922618.0000"|"0.0000"|"29911.0000"|"5"|"N"|"Y"|"N"
"01-0792334"|"GAMA INTERNATIONAL"|"1299778"|"764567.0000"|"0.0000"|"77824.0000"|""|"Y"|"Y"|"N"
"01-0793127"|"Happily Ever After Educational Programs, Inc."|"1299779"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1299780"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1299781"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6015247"|"NAPLES PUBLIC LIBRARY"|"1299782"|"30000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0136438"|"Fraternal Order of Eagles # 1464"|"1299783"|"3273.0000"|""|""|"0"|"N"|"N"|"N"
"01-0422885"|"Alternative Health Services"|"1300877"|"0.0000"|"784734.0000"|"32000.0000"|"0"|"N"|"Y"|"N"
"01-6012127"|"Bridgton Scholarship Foundation"|"1301046"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1301355"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0794834"|"International Society for Autism Research"|"1301397"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0344605"|"WATERVILLE AREA BOYS & GIRLS CLUB"|"1301614"|"0.0000"|"164592.0000"|"28230.0000"|""|"N"|"N"|"N"
"01-0283465"|"WATERVILLE AREA YMCA"|"1301664"|"0.0000"|"164592.0000"|"28230.0000"|""|"N"|"N"|"N"
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"1301760"|"159063.0000"|"0.0000"|"8592.0000"|"0"|"N"|"N"|"N"
"01-6004404"|"United Way of Kennebec Valley"|"1301796"|"88142.0000"|"0.0000"|"17562.0000"|"0"|"N"|"N"|"N"
"01-0659863"|"RAW INSPIRATION, INC."|"1302298"|"27315.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"1302627"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"1302664"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0229869"|"DUBLIN SCHOOL INC"|"1302800"|"238149.0000"|""|"65551.0000"|"1"|"N"|"Y"|"N"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"1303996"|"128095.0000"|"0.0000"|"0.0000"|"1"|"N"|"N"|"N"
"01-0382676"|"Employees of Municipal and Other Public Employers c"|"1303997"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0567777"|"Austin Drive Community Development, Inc."|"1303998"|"41600.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1304001"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0974882"|"Faith & Dreams Academy Inc"|"1304002"|"63462.0000"|""|""|"0"|"N"|"N"|"N"
"01-0317317"|"FRATERNAL ORDER OF EAGLES AERIE NO. 3177"|"1304394"|"13539.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"1305746"|"0.0000"|"2049054.0000"|"152906.0000"|"0"|"N"|"Y"|"N"
"01-0246804"|"VNA Home Health & Hospice"|"1305777"|"94125.0000"|"202118.0000"|"45809.0000"|""|"N"|"Y"|"N"
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1305778"|"100963.0000"|""|""|""|"N"|"N"|"N"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1305780"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0622507"|"AMERICA IN BLOOM"|"1305781"|"0.0000"|"170000.0000"|"0.0000"|"0"|"N"|"Y"|"N"
"01-0650805"|"KOALTO DIAMOND"|"1305782"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1305783"|"0.0000"|"1932153.0000"|"9800.0000"|"0"|"N"|"Y"|"N"
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1305785"|""|""|""|""|"N"|"N"|"N"
"01-0329208"|"AMERICAN VETERANS WWII, POST NUMBEP"|"1306610"|""|""|""|""|"N"|"N"|"N"
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"1306611"|""|""|""|""|"N"|"N"|"N"
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"1306612"|""|"460423.0000"|"71561.0000"|"0"|"N"|"N"|"N"
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"1307252"|"2621554.0000"|"0.0000"|"310193.0000"|"41"|"N"|"Y"|"N"
"01-0481696"|"BIRCH BAY RETIREMENT VILLAGE"|"1307253"|"62107.0000"|"496113.0000"|"101311.0000"|"0"|"N"|"Y"|"Y"
"01-0228578"|"SPRINGVALE SOCIAL CLUB"|"1307891"|"14983.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0103680"|"American Guernsey Association"|"1307893"|"51500.0000"|"0.0000"|"870.0000"|""|"N"|"N"|"N"
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"1309102"|"92903.0000"|"0.0000"|"37612.0000"|"0"|"N"|"N"|"N"
"01-6029208"|"American Legion Post 153"|"1309290"|""|""|""|""|"N"|"N"|"N"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1309400"|"1181031.0000"|"1362278.0000"|"263897.0000"|"18"|"Y"|"Y"|"N"
"01-0179500"|"THE WEBBER HOSPITAL ASSOC"|"1309713"|"2029829.0000"|"2037067.0000"|"458076.0000"|"27"|"Y"|"Y"|"N"
"01-0211501"|"Eastern Maine Medical Center"|"1309714"|"7226241.0000"|"1885124.0000"|"1346743.0000"|"383"|"Y"|"Y"|"N"
"01-0765907"|"GREAT RIVER SHAKESPEARE FESTIVAL"|"1309716"|"16957.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"1309781"|"172552.0000"|"0.0000"|"30290.0000"|"0"|"N"|"N"|"Y"
"01-0387300"|"VILE ARBORETUM"|"1309782"|"54800.0000"|""|""|"0"|"N"|"N"|"N"
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1309783"|"71259.0000"|"0.0000"|"2106.0000"|"0"|"N"|"N"|"N"
"01-0495219"|"BARAN PLACE"|"1309784"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"1309785"|""|""|""|"0"|"N"|"N"|"N"
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"1309786"|"8705.0000"|""|""|"0"|"N"|"N"|"N"
"01-0351501"|"Community Partners Inc"|"1311170"|"68702.0000"|"0.0000"|"10259.0000"|"0"|"N"|"N"|"N"
"01-0406611"|"PLEASANT STREET HOUSING INC"|"1311171"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0244311"|"EXETER DAY SCHOOL"|"1311176"|"78496.0000"|""|""|""|"N"|"N"|"N"
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"1311998"|"273990.0000"|"347706.0000"|"75621.0000"|""|"N"|"Y"|"N"
"01-0473601"|"Washington Library Association"|"1312736"|""|""|""|""|"N"|"N"|"N"
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1312737"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0216010"|"Veterans of Foreign Wars #1698"|"1312738"|"4200.0000"|""|""|""|"N"|"N"|"N"
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1313329"|"209444.0000"|"0.0000"|"10423.0000"|""|"N"|"N"|"N"
"01-0536008"|"Federation of State Conservation Leagues Maine Conservation Voters"|"1313330"|"63920.0000"|""|"8399.0000"|""|"N"|"N"|"N"
"01-0165110"|"MAINE TOURISM ASSOCIATION"|"1313589"|"91627.0000"|"0.0000"|"3983.0000"|"0"|"N"|"N"|"N"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"1313839"|"35000.0000"|""|""|""|"N"|"N"|"N"
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"1313840"|"69187.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0683413"|"THE COUNCIL OF URBAN PROFESSIONALS INSTITUTE"|"1313841"|""|""|""|""|"N"|"N"|"N"
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1313842"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1313843"|"2244316.0000"|"1406961.0000"|"392290.0000"|"48"|"N"|"Y"|"N"
"01-0851113"|"LIFELINX CORPORATION"|"1313844"|""|""|""|""|"N"|"N"|"N"
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"1313845"|""|""|""|""|"N"|"N"|"N"
"02-0214113"|"AMERICAN LEGION POST #69"|"1313846"|"59689.0000"|""|""|""|"N"|"N"|"N"
"01-0357314"|"MERCY ENDOWMENT FOUNDATION"|"1314814"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"1314815"|"73085.0000"|""|"13164.0000"|"0"|"N"|"N"|"N"
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1314816"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0726924"|"LOAVES & FISHES FOOD PANTRY INC"|"1314817"|"99873.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"1315453"|"2174674.0000"|"626856.0000"|"287083.0000"|""|"Y"|"Y"|"N"
"01-0269009"|"GREATER PORTLAND BOARD OF REALTORS"|"1315477"|"64854.0000"|""|""|""|"N"|"N"|"N"
"01-0578709"|"WOMEN'S ENEWS"|"1315478"|"73752.0000"|"0.0000"|"5009.0000"|"0"|"N"|"N"|"N"
"01-0434215"|"MMC REALTY CORP"|"1316216"|""|"2689894.0000"|"397362.0000"|""|"N"|"Y"|"N"
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1316237"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0759717"|"THE LAZARUS PROJECT Inc"|"1316238"|"77500.0000"|""|""|"0"|"N"|"N"|"N"
"01-0803117"|"ATRIUS HEALTH INC"|"1316239"|"2131875.0000"|"4132283.0000"|"1323453.0000"|""|"N"|"Y"|"N"
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"1316720"|"127500.0000"|"0.0000"|"17350.0000"|"1"|"N"|"N"|"N"
"01-0022415"|"Kennebec Valley Chamber of Commerce"|"1317043"|"110554.0000"|"0.0000"|"13409.0000"|"1"|"N"|"N"|"N"
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"1317044"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0951115"|"ALASKA LONGLINE FISHERMENS ASSOCIATION"|"1317045"|"800.0000"|""|""|""|"N"|"N"|"N"
"01-0095414"|"INDEPENDENT ORDER OF ODD FELLOWS GRAND LODGE OF MAINE"|"1317251"|"44500.0000"|""|""|""|"N"|"N"|"N"
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1317536"|"292098.0000"|""|""|"2"|"N"|"Y"|"N"
"01-0401717"|"The Ark"|"1317537"|""|""|""|""|"N"|"N"|"N"
"01-0740113"|"KHMER ARTS ACADEMY"|"1317538"|"54235.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6015613"|"Orrs Bailey Yacht Club"|"1317539"|""|""|""|"0"|"N"|"N"|"N"
"01-0697213"|"HELPING HANDS OUTREACH"|"1317804"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0539222"|"MaineStream Finance"|"1317944"|"0.0000"|"245720.0000"|"20841.0000"|"0"|"N"|"N"|"N"
