"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CASH_BOY"|"CASH_EOY"|"SAVINGS_BOY"|"SAVINGS_EOY"|"PLEDGES_GRANTS_BOY"|"PLEDGES_GRANTS_EOY"|"ACCOUNTS_RECEIVABLE_BOY"|"ACCOUNTS_RECEIVABLE_EOY"|"QUALIFIED_RECEIVABLE_BOY"|"QUALIFIED_RECEIVABLE_EOY"|"DISQUALIFIED_RECEIVABLE_BOY"|"DISQUALIFIED_RECEIVABLE_EOY"|"LOANS_RECEIVABLE_BOY"|"LOANS_RECEIVABLE_EOY"|"INVENTORY_BOY"|"INVENTORY_EOY"|"PREPAID_BOY"|"PREPAID_EOY"|"LBE_BASE"|"LESS_DEPRECIATION"|"LBE_BOY"|"LBE_EOY"|"PUBLIC_SECURITIES_BOY"|"PUBLIC_SECURITIES_EOY"|"OTHER_SECURITIES_BOY"|"OTHER_SECURITIES_EOY"|"INVEST_PROGRAMS_BOY"|"INVEST_PROGRAMS_EOY"|"INTANG_ASSETS_BOY"|"INTANG_ASSETS_EOY"|"OTHER_ASSETS_BOY"|"OTHER_ASSETS_EOY"|"ASSETS_TOTAL_BOY"|"ASSETS_TOTAL_EOY"|"ACCOUNTS_PAYABLE_BOY"|"ACCOUNTS_PAYABLE_EOY"|"GRANTS_PAYABLE_BOY"|"GRANTS_PAYABLE_EOY"|"DEFERRED_REVENUE_BOY"|"DEFERRED_REVENUE_EOY"|"TAX_EXEMPT_BONDS_BOY"|"TAX_EXEMPT_BONDS_EOY"|"ESCROW_LIABILITY_BOY"|"ESCROW_LIABILITY_EOY"|"PAYABLE_OFFICERS_BOY"|"PAYABLE_OFFICERS_EOY"|"SECURED_NOTES_PAYABLE_BOY"|"SECURED_NOTES_PAYABLE_EOY"|"UNSECURED_NOTES_PAYABLE_BOY"|"UNSECURED_NOTES_PAYABLE_EOY"|"LIABILITY_OTHER_BOY"|"LIABILITY_OTHER_EOY"|"LIABILITY_TOTAL_BOY"|"LIABILITY_TOTAL_EOY"|"UNRESTRICTED_BOY"|"UNRESTRICTED_EOY"|"TEMP_RESTRICTED_BOY"|"TEMP_RESTRICTED_EOY"|"PERM_RESTRICTED_BOY"|"PERM_RESTRICTED_EOY"|"CAPITAL_BOY"|"CAPITAL_EOY"|"PAID_IN_BOY"|"PAID_IN_EOY"|"RETAINED_BOY"|"RETAINED_EOY"|"NET_TOTAL_BOY"|"NET_TOTAL_EOY"|"BALANCES_BOY"|"BALANCES_EOY"
"01-0733041"|"SARASOTA CREW, INC"|"1285384"|"52771.0000"|"55596.0000"|"26501.0000"|"123926.0000"|""|""|"4816.0000"|"14170.0000"|""|""|""|""|""|""|"8785.0000"|"4255.0000"|"9488.0000"|"9836.0000"|"786716.0000"|"350996.0000"|"294916.0000"|"435720.0000"|""|""|""|""|""|""|""|""|"590.0000"|"590.0000"|"397867.0000"|"644093.0000"|""|"90.0000"|""|""|""|"39343.0000"|""|""|""|""|""|""|"78810.0000"|"130559.0000"|"63000.0000"|"40000.0000"|""|""|"141810.0000"|"209992.0000"|"229556.0000"|"386861.0000"|"26501.0000"|"47240.0000"|""|""|""|""|""|""|""|""|"256057.0000"|"434101.0000"|"397867.0000"|"644093.0000"
"01-0756141"|"CHRISTIAN YOUTH THEATER DENVER, INC"|"1286018"|"15687.0000"|"17130.0000"|""|"5252.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"550.0000"|"500.0000"|"16237.0000"|"22892.0000"|"2975.0000"|"3314.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2975.0000"|"3314.0000"|"12048.0000"|"14316.0000"|"1214.0000"|"5262.0000"|""|""|""|""|""|""|""|""|"13262.0000"|"19578.0000"|"16237.0000"|"22892.0000"
"01-0186375"|"YORK HARBOR READING ROOM"|"1286244"|"32191.0000"|"69252.0000"|"73237.0000"|"190168.0000"|""|""|"1421.0000"|"5982.0000"|""|""|""|""|""|""|"8302.0000"|"8569.0000"|"7749.0000"|"0.0000"|"1864618.0000"|"724630.0000"|"1174178.0000"|"1139988.0000"|"107369.0000"|"0.0000"|""|""|""|""|""|""|""|""|"1404447.0000"|"1413959.0000"|"911.0000"|"4371.0000"|""|""|"71800.0000"|"67850.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"72711.0000"|"72221.0000"|""|""|""|""|""|""|"53600.0000"|"53600.0000"|"285392.0000"|"293386.0000"|"992744.0000"|"994752.0000"|"1331736.0000"|"1341738.0000"|"1404447.0000"|"1413959.0000"
"01-0547055"|"Marine Community Action Association"|"1286044"|"90004.0000"|"144579.0000"|""|""|""|""|"145694.0000"|"4564.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"235698.0000"|"149143.0000"|"72350.0000"|"10506.0000"|""|""|"16292.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"88642.0000"|"10506.0000"|"147056.0000"|"138637.0000"|""|""|""|""|""|""|""|""|""|""|"147056.0000"|"138637.0000"|"235698.0000"|"149143.0000"
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1286045"|"21701.0000"|"97869.0000"|"126007.0000"|"189630.0000"|""|"0.0000"|"68934.0000"|"17073.0000"|""|""|""|""|""|""|""|""|"4835.0000"|"5045.0000"|"19396403.0000"|"4291580.0000"|"15309606.0000"|"15104823.0000"|""|""|""|""|""|""|""|""|"654445.0000"|"764669.0000"|"16185528.0000"|"16179109.0000"|"220444.0000"|"233205.0000"|""|""|"2404.0000"|"3094.0000"|""|""|"101759.0000"|"122071.0000"|""|""|"13561412.0000"|"13170226.0000"|""|""|"274051.0000"|"292892.0000"|"14160070.0000"|"13821488.0000"|"2025458.0000"|"2357621.0000"|""|""|""|""|""|""|""|""|""|""|"2025458.0000"|"2357621.0000"|"16185528.0000"|"16179109.0000"
"01-0818635"|"KINGS ACADEMY CHRISTIAN SCHOOL INC"|"1286046"|"37741.0000"|"100028.0000"|"1529.0000"|""|""|""|"123558.0000"|"167955.0000"|""|""|""|""|""|""|""|""|"1084.0000"|""|"17062.0000"|"15810.0000"|"2655.0000"|"1252.0000"|""|""|""|""|""|""|""|""|"181.0000"|"180.0000"|"166748.0000"|"269415.0000"|"9255.0000"|"15710.0000"|""|""|"131494.0000"|"60510.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"140749.0000"|"76220.0000"|"-105495.0000"|"132685.0000"|"131494.0000"|"60510.0000"|""|""|""|""|""|""|""|""|"25999.0000"|"193195.0000"|"166748.0000"|"269415.0000"
"01-0215911"|"Mid Coast Hospital"|"1284519"|"4715779.0000"|"3161304.0000"|"14996767.0000"|"13507857.0000"|""|""|"8689651.0000"|"11940926.0000"|""|""|""|""|""|""|"2116406.0000"|"2026841.0000"|"3881385.0000"|"2456698.0000"|"106112408.0000"|"50075122.0000"|"57932719.0000"|"56037286.0000"|"32321195.0000"|"37940259.0000"|""|""|""|""|"344351.0000"|"327155.0000"|"14682949.0000"|"20390535.0000"|"139681202.0000"|"147788861.0000"|"11130536.0000"|"13125853.0000"|""|""|""|""|"32877247.0000"|"31789380.0000"|""|""|""|""|""|""|""|""|"4788356.0000"|"5731408.0000"|"48796139.0000"|"50646641.0000"|"76895478.0000"|"80970585.0000"|"6460695.0000"|"8569246.0000"|"7528890.0000"|"7602389.0000"|""|""|""|""|""|""|"90885063.0000"|"97142220.0000"|"139681202.0000"|"147788861.0000"
"01-0328442"|"Eastern Maine Homecare"|"1284520"|""|""|"489305.0000"|"357505.0000"|"1064433.0000"|"612797.0000"|"1555574.0000"|"1672184.0000"|""|""|""|""|""|""|""|""|"85544.0000"|"217152.0000"|"3345897.0000"|"2333460.0000"|"254334.0000"|"1012437.0000"|""|""|""|""|""|""|""|""|"2919690.0000"|"3260423.0000"|"6368880.0000"|"7132498.0000"|"871986.0000"|"1378962.0000"|""|""|"1309263.0000"|"1405121.0000"|""|""|""|""|""|""|"43548.0000"|"8398.0000"|""|""|"212134.0000"|"209144.0000"|"2436931.0000"|"3001625.0000"|"3319015.0000"|"3690021.0000"|"495665.0000"|"308568.0000"|"117269.0000"|"132284.0000"|""|""|""|""|""|""|"3931949.0000"|"4130873.0000"|"6368880.0000"|"7132498.0000"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1286245"|""|"-1.0000"|"225491.0000"|"267826.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"5606.0000"|"18719.0000"|"509822.0000"|"110134.0000"|"411238.0000"|"399688.0000"|"3881446.0000"|"3819067.0000"|"40088.0000"|"40345.0000"|""|""|""|""|""|""|"4563869.0000"|"4545644.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"72.0000"|"322.0000"|"72.0000"|"322.0000"|"631843.0000"|"675472.0000"|"3931954.0000"|"3869850.0000"|""|""|""|""|""|""|""|""|"4563797.0000"|"4545322.0000"|"4563869.0000"|"4545644.0000"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1286251"|""|"68483.0000"|""|""|"51993.0000"|"60000.0000"|"3833.0000"|"5240.0000"|""|""|""|""|""|""|""|""|""|""|"3400.0000"|"3146.0000"|"546.0000"|"254.0000"|""|""|""|""|""|""|""|""|""|""|"56372.0000"|"133977.0000"|"37596.0000"|"27602.0000"|""|""|""|"60000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"37596.0000"|"87602.0000"|"-33217.0000"|"10314.0000"|"51993.0000"|"36061.0000"|""|""|""|""|""|""|""|""|"18776.0000"|"46375.0000"|"56372.0000"|"133977.0000"
"01-0561554"|"THE SHEPHERD'S CROOK MINISTRIES INC"|"1286253"|"39164.0000"|"29583.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7218.0000"|"6546.0000"|"477.0000"|"672.0000"|""|""|""|""|""|""|""|""|""|""|"39641.0000"|"30255.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"39641.0000"|"30255.0000"|""|""|""|""|""|""|""|""|""|""|"39641.0000"|"30255.0000"|"39641.0000"|"30255.0000"
"01-0566082"|"OROMO CULTURAL CENTER"|"1286254"|"49507.0000"|"352373.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"49507.0000"|"352373.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"0.0000"|"0.0000"|""|""|"0.0000"|"0.0000"|"49507.0000"|"352373.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"49507.0000"|"352373.0000"|"49507.0000"|"352373.0000"
"01-0595647"|"K-9 PLACEMENT AND ASSISTANCE LEAGUE INC"|"1286256"|"25656.0000"|"6465.0000"|"0.0000"|"0.0000"|"0.0000"|"3310.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1581.0000"|"1607.0000"|""|""|"0.0000"|""|"373935.0000"|"362232.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"2792.0000"|"2507.0000"|"403964.0000"|"376121.0000"|"7772.0000"|"9453.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"7772.0000"|"9453.0000"|"394636.0000"|"365112.0000"|"1556.0000"|"1556.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"396192.0000"|"366668.0000"|"403964.0000"|"376121.0000"
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1286257"|""|"7.0000"|"63637.0000"|"130094.0000"|""|"146613.0000"|""|""|""|""|""|""|""|""|""|""|"1255.0000"|"6000.0000"|"16444.0000"|"315.0000"|"19484.0000"|"16129.0000"|""|""|""|""|""|""|""|""|"0.0000"|"350.0000"|"84376.0000"|"299193.0000"|"158552.0000"|"170746.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"43500.0000"|"26000.0000"|""|""|"202052.0000"|"196746.0000"|"-172370.0000"|"20497.0000"|"54694.0000"|"81950.0000"|""|""|""|""|""|""|""|""|"-117676.0000"|"102447.0000"|"84376.0000"|"299193.0000"
"01-0211784"|"CAMP FIRE HITINOWA COUNCIL INC"|"1286246"|"24099.0000"|"26531.0000"|"20640.0000"|"50065.0000"|""|""|"24663.0000"|"31267.0000"|""|""|""|""|""|""|""|""|"11944.0000"|"13584.0000"|"1296042.0000"|"612586.0000"|"697540.0000"|"683456.0000"|""|""|""|""|""|""|"2222.0000"|"1270.0000"|""|""|"781108.0000"|"806173.0000"|"8791.0000"|"14664.0000"|""|""|"15204.0000"|"17615.0000"|""|""|""|""|""|""|"345816.0000"|"332626.0000"|""|""|"41915.0000"|"59630.0000"|"411726.0000"|"424535.0000"|"366863.0000"|"374433.0000"|"2069.0000"|"6755.0000"|"450.0000"|"450.0000"|""|""|""|""|""|""|"369382.0000"|"381638.0000"|"781108.0000"|"806173.0000"
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC"|"1286247"|"78809.0000"|"24260.0000"|""|""|""|""|"262728.0000"|"258936.0000"|""|""|""|""|""|""|"58777.0000"|"66703.0000"|"50798.0000"|"71366.0000"|"2693471.0000"|"1606658.0000"|"979085.0000"|"1086813.0000"|""|""|"4799.0000"|"4865.0000"|""|""|""|""|""|""|"1434996.0000"|"1512943.0000"|"33991.0000"|"46632.0000"|""|""|""|""|""|""|""|""|""|""|"1111221.0000"|"1128056.0000"|""|""|"500.0000"|"0.0000"|"1145712.0000"|"1174688.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"289284.0000"|"338255.0000"|"289284.0000"|"338255.0000"|"1434996.0000"|"1512943.0000"
"01-0472430"|"ROYAL RIVER CONSERVATION TRUST"|"1286248"|"51656.0000"|"57954.0000"|"263408.0000"|"244742.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2115962.0000"|""|"2115962.0000"|"2115962.0000"|"39217.0000"|"44434.0000"|""|""|""|""|""|""|"499055.0000"|"499055.0000"|"2969298.0000"|"2962147.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"127209.0000"|"178881.0000"|"227072.0000"|"168249.0000"|"2615017.0000"|"2615017.0000"|""|""|""|""|""|""|"2969298.0000"|"2962147.0000"|"2969298.0000"|"2962147.0000"
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1286249"|"16441.0000"|"14581.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"383836.0000"|"131911.0000"|"242692.0000"|"251925.0000"|"587770.0000"|"565831.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"8600.0000"|"8600.0000"|"855503.0000"|"840937.0000"|"4421.0000"|"5083.0000"|""|""|""|""|""|""|""|""|"2550.0000"|"4250.0000"|""|""|""|""|""|""|"6971.0000"|"9333.0000"|""|""|""|""|""|""|"21765.0000"|"21765.0000"|""|""|"826767.0000"|"809839.0000"|"848532.0000"|"831604.0000"|"855503.0000"|"840937.0000"
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1286250"|"36474.0000"|"92316.0000"|""|"0.0000"|""|"0.0000"|"4739.0000"|"2913.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"1082628.0000"|"505136.0000"|"611850.0000"|"577492.0000"|"223328.0000"|"216149.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"876391.0000"|"888870.0000"|"2335.0000"|"4746.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2335.0000"|"4746.0000"|"874056.0000"|"884124.0000"|""|""|""|""|""|""|""|""|""|""|"874056.0000"|"884124.0000"|"876391.0000"|"888870.0000"
"01-0643676"|"International Cultural Exchange Org Inc"|"1286258"|"254773.0000"|"267659.0000"|""|""|""|""|"174066.0000"|"205705.0000"|""|""|""|""|""|"508.0000"|""|""|"160970.0000"|""|"68428.0000"|"2088.0000"|"66340.0000"|"66340.0000"|""|""|""|""|""|""|""|""|""|""|"656149.0000"|"540212.0000"|"29466.0000"|"-16503.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"-160000.0000"|""|""|"29466.0000"|"-176503.0000"|"626683.0000"|"716715.0000"|""|""|""|""|""|""|""|""|""|""|"626683.0000"|"716715.0000"|"656149.0000"|"540212.0000"
"01-0801476"|"AFRICAN GENESIS CORRECTIVE HISTORY"|"1286264"|"130012.0000"|"141324.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"130012.0000"|"141324.0000"|"7865.0000"|"7865.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7865.0000"|"7865.0000"|"122147.0000"|"133459.0000"|""|""|""|""|""|""|""|""|""|""|"122147.0000"|"133459.0000"|"130012.0000"|"141324.0000"
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1286265"|"100.0000"|"100.0000"|"650719.0000"|"722863.0000"|""|""|"43707.0000"|"75239.0000"|""|""|""|""|""|""|""|""|"46974.0000"|"41456.0000"|"45152.0000"|"30625.0000"|"8131.0000"|"14527.0000"|""|""|""|""|""|""|""|""|""|""|"749631.0000"|"854185.0000"|"86706.0000"|"62262.0000"|""|""|"149882.0000"|"181171.0000"|""|""|""|""|""|""|""|""|""|""|"75571.0000"|"66128.0000"|"312159.0000"|"309561.0000"|"437472.0000"|"544624.0000"|""|""|""|""|""|""|""|""|""|""|"437472.0000"|"544624.0000"|"749631.0000"|"854185.0000"
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1286266"|"17540.0000"|"939.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6479.0000"|"242.0000"|"6403.0000"|"6237.0000"|""|""|""|""|""|""|""|""|""|""|"23943.0000"|"7176.0000"|"2003.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"24080.0000"|"16940.0000"|""|""|"26083.0000"|"16940.0000"|"-2140.0000"|"-9764.0000"|""|""|""|""|""|""|""|""|""|""|"-2140.0000"|"-9764.0000"|"23943.0000"|"7176.0000"
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1286267"|"18529.0000"|"23487.0000"|"26.0000"|"25.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"18555.0000"|"23512.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"18555.0000"|"23512.0000"|""|""|""|""|""|""|""|""|""|""|"18555.0000"|"23512.0000"|"18555.0000"|"23512.0000"
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1286268"|"80405.0000"|"143827.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7095.0000"|""|""|""|""|""|""|""|""|""|""|"1951324.0000"|"1806008.0000"|""|""|"2031729.0000"|"1956930.0000"|"775948.0000"|"385289.0000"|""|""|""|""|""|""|""|""|"85933.0000"|"140893.0000"|""|""|"2179733.0000"|"2179733.0000"|""|""|"3041614.0000"|"2705915.0000"|"-1009885.0000"|"-748985.0000"|""|""|""|""|""|""|""|""|""|""|"-1009885.0000"|"-748985.0000"|"2031729.0000"|"1956930.0000"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1286269"|""|""|"146366.0000"|"141526.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"681148.0000"|"599817.0000"|""|""|""|""|""|""|""|""|"827514.0000"|"741343.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"827514.0000"|"741343.0000"|""|""|""|""|""|""|""|""|""|""|"827514.0000"|"741343.0000"|"827514.0000"|"741343.0000"
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1286259"|"18702.0000"|"38556.0000"|""|""|""|""|"91090.0000"|"66265.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"109792.0000"|"104821.0000"|"108675.0000"|"106886.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"108675.0000"|"106886.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1117.0000"|"-2065.0000"|"1117.0000"|"-2065.0000"|"109792.0000"|"104821.0000"
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1286260"|"0.0000"|"0.0000"|"743782.0000"|"446591.0000"|"0.0000"|"0.0000"|"1060993.0000"|"8773.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1300000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1775.0000"|"1804775.0000"|"1757139.0000"|"700.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"11350.0000"|"17561.0000"|"12050.0000"|"17561.0000"|"1792725.0000"|"1739578.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"1792725.0000"|"1739578.0000"|"1804775.0000"|"1757139.0000"
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1286261"|"53855.0000"|"18248.0000"|""|""|""|""|"4536.0000"|"6011.0000"|""|""|""|""|""|""|""|""|""|""|"917102.0000"|"247315.0000"|"712700.0000"|"669787.0000"|""|"30267.0000"|""|""|""|""|"481.0000"|"282.0000"|""|"200.0000"|"771572.0000"|"724795.0000"|"272.0000"|""|""|""|""|""|""|""|""|""|""|""|"477746.0000"|"455410.0000"|""|""|"650.0000"|"650.0000"|"478668.0000"|"456060.0000"|"292904.0000"|"268735.0000"|""|""|""|""|""|""|""|""|""|""|"292904.0000"|"268735.0000"|"771572.0000"|"724795.0000"
"01-0781452"|"NASHVILLE RBI, INC."|"1286262"|"-3036.0000"|"17419.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"35445.0000"|"33651.0000"|"3890.0000"|"1794.0000"|""|""|""|""|""|""|""|""|""|""|"854.0000"|"19213.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|"854.0000"|"19213.0000"|"854.0000"|"19213.0000"|"854.0000"|"19213.0000"
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1286263"|""|""|"269061.0000"|"555125.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"269061.0000"|"555125.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|"269061.0000"|"555125.0000"|""|""|""|""|""|""|""|""|"269061.0000"|"555125.0000"|"269061.0000"|"555125.0000"
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"1289036"|"42501.0000"|"57353.0000"|"19786.0000"|"6431.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1595397.0000"|"359894.0000"|"1253088.0000"|"1235503.0000"|"724697.0000"|"742736.0000"|""|""|""|""|""|""|""|""|"2040072.0000"|"2042023.0000"|"1451.0000"|"11313.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1451.0000"|"11313.0000"|"2038621.0000"|"2030710.0000"|""|""|""|""|""|""|""|""|""|""|"2038621.0000"|"2030710.0000"|"2040072.0000"|"2042023.0000"
"01-0245261"|"ERSKINE ACADEMY"|"1289037"|"2468446.0000"|"2974209.0000"|""|""|""|""|"27810.0000"|"34790.0000"|""|""|""|""|""|""|"1252.0000"|"1434.0000"|"79180.0000"|"2721.0000"|"8276316.0000"|"4200262.0000"|"4226331.0000"|"4076054.0000"|"1719867.0000"|"1893260.0000"|""|""|""|""|""|""|"64736.0000"|"60971.0000"|"8587622.0000"|"9043439.0000"|"8308.0000"|"23344.0000"|""|""|"20954.0000"|"57975.0000"|""|""|""|""|""|""|"870285.0000"|"822056.0000"|""|""|"670759.0000"|"637867.0000"|"1570306.0000"|"1541242.0000"|"5283039.0000"|"5540907.0000"|"1231410.0000"|"1375893.0000"|"502867.0000"|"585397.0000"|""|""|""|""|""|""|"7017316.0000"|"7502197.0000"|"8587622.0000"|"9043439.0000"
"01-0351077"|"Maine Cancer Foundation"|"1289038"|"244409.0000"|"568731.0000"|"318777.0000"|"295240.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"126207.0000"|"118824.0000"|"98806.0000"|"47720.0000"|"64150.0000"|"51086.0000"|"2187547.0000"|"2512523.0000"|""|""|""|""|""|""|"715206.0000"|"747301.0000"|"3656296.0000"|"4293705.0000"|"25759.0000"|"36905.0000"|"130019.0000"|"458385.0000"|"510614.0000"|"536583.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"666392.0000"|"1031873.0000"|"2290532.0000"|"2530420.0000"|""|""|"699372.0000"|"731412.0000"|""|""|""|""|""|""|"2989904.0000"|"3261832.0000"|"3656296.0000"|"4293705.0000"
"01-0367546"|"THE HOUSING FOUNDATION-DISP"|"1289039"|"362609.0000"|"2658048.0000"|""|""|""|""|"2749.0000"|"363.0000"|""|""|""|""|""|""|""|""|"1670.0000"|"1859.0000"|"2248550.0000"|"1945099.0000"|"339657.0000"|"303451.0000"|""|""|""|""|""|""|"62082.0000"|"264638.0000"|""|""|"768767.0000"|"3228359.0000"|"56462.0000"|"45482.0000"|""|""|""|""|""|""|""|""|""|""|"1096555.0000"|"3592973.0000"|""|""|"9941.0000"|"10315.0000"|"1162958.0000"|"3648770.0000"|"-394191.0000"|"-420411.0000"|""|""|""|""|""|""|""|""|""|""|"-394191.0000"|"-420411.0000"|"768767.0000"|"3228359.0000"
