"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"GRANTS_ORGS_US"|"GRANTS_INDIVIDUALS_US"|"GRANTS_ORGS_NON_US"|"BENEFITS_TOTAL"|"COMPENSATION_CURRENT"|"COMPENSATION_DISQUALIFIED"|"WAGES_TOTAL"|"PENSION_TOTAL"|"EMPLOYEE_BENEFITS_TOTAL"|"PAYROLL_TAX_TOTAL"|"FEES_MANAGEMENT"|"FEES_LEGAL"|"ACCOUNTING_FEES_TOTAL"|"FEES_LOBBYING"|"FUNDRAISING_TOTAL"|"FEES_INVESTMENTS"|"FEES_OTHER"|"ADS_PROMO"|"OFFICE"|"INFO_TECH"|"EXP_ROYALTIES"|"OCCUPANCY_TOTAL"|"TRAVEL_TOTAL"|"ENTERTAIN_OFFICIALS"|"MEETINGS_TOTAL"|"INTEREST_TOTAL"|"PAYMENTS"|"DEPRECIATION_TOTAL"|"INSURANCE"|"EXPENSE_A_TOTAL"|"EXPENSE_B_TOTAL"|"EXPENSE_C_TOTAL"|"EXPENSE_D_TOTAL"|"EXPENSE_E_TOTAL"|"EXPENSES_TOTAL"|"TOTAL_PROGRAM_SERVICES"|"TOTAL_MANAGEMENT"|"TOTAL_FUNDRAISING"|"REPORT_COSTS_CBX"|"JOINT_TOTAL"|"JOINT_SERVICES"|"JOINT_GENERAL"|"JOINT_FUNDRAISING"|"ALL_OTHER_EXPENSES"|"EXPENSE_A_DESC"|"EXPENSE_B_DESC"|"EXPENSE_C_DESC"|"EXPENSE_D_DESC"
"01-0589882"|"JARED C. BRUCE ACADEMY"|"1289050"|""|""|""|""|"125500.0000"|"0.0000"|"629332.0000"|""|""|"70658.0000"|""|""|"18507.0000"|""|""|""|"26481.0000"|""|"23044.0000"|""|""|"236485.0000"|""|""|""|"24801.0000"|""|"11288.0000"|"26019.0000"|"98891.0000"|"95616.0000"|"24494.0000"|"8045.0000"|""|"1433375.0000"|"996508.0000"|"394972.0000"|"41895.0000"|""|""|""|""|""|"14214.0000"|"FOOD PROGRAM EXPENSE"|"REPAIRS AND MAINTENCE"|"TRANSPORTATION EXPENSES"|"OTHER EXPENSES"
"01-0706379"|"WESTBY HOUSING ASSOCIATES INC"|"1289051"|""|""|""|""|""|""|""|""|""|""|"89688.0000"|""|"39128.0000"|""|""|""|"330689.0000"|"6334.0000"|"31490.0000"|""|""|"180290.0000"|""|""|""|"378584.0000"|""|"232111.0000"|"56993.0000"|"130373.0000"|"37577.0000"|"24444.0000"|"304.0000"|""|"1538005.0000"|"1342680.0000"|"195325.0000"|"0.0000"|""|""|""|""|""|""|"REPAIRS AND MAINTENCE"|"MISCELLANEOUS"|"REAL ESTATE TAXES"|"MISC TAXES, LICENSE, ET"
"01-0853738"|"HUAXIA CHINESE SCHOOL AT BRIDGEWATER"|"1289053"|""|""|""|""|"19920.0000"|""|"132235.0000"|""|""|"15485.0000"|"2160.0000"|""|"2893.0000"|""|""|""|""|"20.0000"|"1810.0000"|""|""|"36295.0000"|""|""|""|""|""|"1189.0000"|"5365.0000"|"12842.0000"|"8051.0000"|"7790.0000"|"5483.0000"|""|"262842.0000"|"260662.0000"|"2180.0000"|"0.0000"|""|""|""|""|""|"11304.0000"|"STUDENT TEXTBOOKS"|"STUDENT ACTIVITIES EXPE"|"TEACHERS & STAFF GIFT E"|"MEALS & ENTERTAINMENT"
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1298389"|""|""|""|""|""|""|"2515995.0000"|"10033.0000"|"416366.0000"|"399974.0000"|"853950.0000"|"3659.0000"|""|""|""|""|"36865.0000"|"1425.0000"|"23240.0000"|""|""|"73899.0000"|"25087.0000"|""|"2841.0000"|""|""|"12526.0000"|"80996.0000"|"22340.0000"|"19690.0000"|"8473.0000"|"4864.0000"|""|"4584192.0000"|"2699161.0000"|"1885031.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-6019477"|"GARD W TWADDLE NURSES ENDOWMENT"|"1289055"|"57125.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"6705.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"63830.0000"|"57125.0000"|"6705.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1298695"|"8560.0000"|"0.0000"|"0.0000"|"0.0000"|"14274.0000"|"0.0000"|"99327.0000"|"0.0000"|"2092.0000"|"4924.0000"|"0.0000"|"14546.0000"|"10574.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"2160.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4093.0000"|"9798.0000"|"12310.0000"|"15952.0000"|"34784.0000"|""|"248739.0000"|"190313.0000"|"58426.0000"|"0.0000"|""|""|""|""|""|"15345.0000"|"PROPERTY TAXES"|"REPAIRS AND MAINTENCE"|"POLICE VEHICLE EXPENSE"|"ROAD MAINTENCE"
"01-0145138"|"PROUTS NECK YACHT CLUB"|"1298696"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"14274.0000"|"0.0000"|"72970.0000"|"0.0000"|"2092.0000"|"8024.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5116.0000"|"0.0000"|"3224.0000"|"2161.0000"|"0.0000"|"0.0000"|"486.0000"|"0.0000"|"0.0000"|"205.0000"|"0.0000"|"23510.0000"|"26319.0000"|"4436.0000"|"8043.0000"|"20825.0000"|"22141.0000"|""|"219830.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"6004.0000"|"REAL ESTATE TAX"|"SUPPLIES & FUEL"|"MAINTENCE"|"OPERATIONS EXP"
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1298697"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"114093.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"6959.0000"|"0.0000"|"132663.0000"|"10500.0000"|"0.0000"|"0.0000"|"0.0000"|"185268.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3700.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"584.0000"|"7340.0000"|""|""|""|""|""|"461107.0000"|"398495.0000"|"62612.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1298698"|""|""|""|"400717.0000"|"8708.0000"|""|""|""|""|""|""|""|"16000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33000.0000"|""|"23800.0000"|"109882.0000"|""|"595397.0000"|""|""|""|""|""|""|""|""|"3290.0000"|"FEDERAL .EXCISE .TAXES"|"ACTUARIAL.EXPENSBS"|"INSTMENT EXPENSES"|"ADMIN EXPENSES"
"01-0557352"|"CHI LDREN S FELLOASHI P CF I NDI A, INC."|"1298699"|""|""|""|""|"46000.0000"|""|""|""|""|""|""|""|"900.0000"|""|""|""|""|""|"1200.0000"|""|""|""|"226588.0000"|""|""|""|""|""|""|"2500.0000"|"420.0000"|"500.0000"|"1200.0000"|""|"279308.0000"|"279308.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"TELE/E-MAIL"|"JTI LI Tl ES"|"MSC./BANK CHGS"|"Rent"
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1298703"|"283543.0000"|""|""|""|""|""|""|""|""|""|""|""|"4000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"29.0000"|""|""|""|""|"287572.0000"|"283543.0000"|"4029.0000"|"0.0000"|""|""|""|""|""|""|"INV. CUSTODY FEES"|""|""|""
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"1298704"|""|"2000.0000"|""|""|"66111.0000"|""|"104884.0000"|""|""|"16497.0000"|""|""|"5371.0000"|""|""|""|"250.0000"|"353.0000"|"13131.0000"|"2840.0000"|""|"19549.0000"|""|""|"740.0000"|"12503.0000"|""|"14170.0000"|"5206.0000"|"33823.0000"|"17216.0000"|"14247.0000"|"5347.0000"|""|"351967.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"17729.0000"|"COCHECO ARTS FESTIVAL"|"APPLE HARVEST DAY & RACE"|"ANNUAL DINNER & MEETING"|"FESTIVAL OF TREES"
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"1302627"|"14650.0000"|""|""|""|""|""|""|""|""|""|"204359.0000"|"17735.0000"|"3250.0000"|""|""|"245.0000"|""|""|"26403.0000"|"1504.0000"|""|""|"2456.0000"|""|"107883.0000"|""|""|""|"6209.0000"|"152939.0000"|"17850.0000"|"13286.0000"|"9373.0000"|""|"583957.0000"|"548469.0000"|"35488.0000"|"0.0000"|""|""|""|""|""|"5815.0000"|""|""|""|""
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"1302664"|""|""|""|""|"15380.0000"|"0.0000"|"54737.0000"|""|""|"5132.0000"|""|""|"1300.0000"|""|""|""|"582.0000"|"3435.0000"|"727.0000"|""|""|""|"12301.0000"|""|""|""|""|""|"5783.0000"|"48417.0000"|"6261.0000"|"3564.0000"|"3456.0000"|""|"176289.0000"|"109522.0000"|"61729.0000"|"5038.0000"|""|""|""|""|""|"15214.0000"|"Instructor Fees"|"Dues, Filing Fees, Permits"|"Training Instructors"|"I Program Supplies"
"01-6004404"|"United Way of Kennebec Valley"|"1301796"|"790901.0000"|"8810.0000"|""|""|"105704.0000"|""|"103379.0000"|"6642.0000"|"24399.0000"|"14554.0000"|""|""|"9000.0000"|""|""|""|"9620.0000"|"34395.0000"|"6085.0000"|""|""|"33298.0000"|""|""|"11378.0000"|""|""|"3130.0000"|"4413.0000"|"140758.0000"|"74230.0000"|"53918.0000"|"12900.0000"|""|"1461025.0000"|"1252307.0000"|"117970.0000"|"90748.0000"|""|""|""|""|""|"13511.0000"|"Specific designation"|"Uncillectible pledges"|"Day of Caring/Warm. Ctr"|"Other pymts. to affilia"
"01-0974882"|"Faith & Dreams Academy Inc"|"1304002"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"63462.0000"|"0.0000"|"471516.0000"|"0.0000"|"50560.0000"|"43397.0000"|"0.0000"|"0.0000"|"8869.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"18316.0000"|"6383.0000"|"0.0000"|"116201.0000"|"37784.0000"|"0.0000"|"8670.0000"|"0.0000"|"0.0000"|"0.0000"|"894.0000"|"9686.0000"|"11712.0000"|"20738.0000"|"64197.0000"|""|"951739.0000"|"684514.0000"|"267225.0000"|"0.0000"|""|""|""|""|""|"19354.0000"|"Miscellaneous Expenses"|"School Program/Classroom Costs"|"Field Trips, 0 utings"|"Food,Lunches & Snacks"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"1303996"|""|""|""|""|"128095.0000"|"75309.0000"|""|"7481.0000"|""|"15230.0000"|""|""|"5606.0000"|"48038.0000"|""|""|""|""|"9748.0000"|""|""|"13459.0000"|"3528.0000"|""|"72016.0000"|""|""|"83.0000"|""|"40525.0000"|"32811.0000"|"20647.0000"|"6513.0000"|""|"482689.0000"|"367624.0000"|"115065.0000"|"0.0000"|""|""|""|""|""|"3600.0000"|"PRINTING"|"UTILITIES"|"INSURANCE"|"WEBSITE"
"01-0382676"|"Employees of Municipal and Other Public Employers c"|"1303997"|"0.0000"|"0.0000"|"0.0000"|"114292074.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"65469.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"259001.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"33729.0000"|"0.0000"|"0.0000"|"0.0000"|"28910.0000"|"3190847.0000"|"2683722.0000"|"4892.0000"|"171110.0000"|""|"120729754.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"0.0000"|"Claims Service Fees"|"Plan Management Fees"|"PJa'H Admin Fee Reserve Adj. _"|"Other Expenses"
"01-0567777"|"Austin Drive Community Development, Inc."|"1303998"|""|""|""|""|"34422.0000"|""|""|""|""|"7748.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"13226.0000"|"0.0000"|"2030.0000"|"100.0000"|"0.0000"|"0.0000"|"2589.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"2002.0000"|"285.0000"|"5723.0000"|"1662.0000"|""|"69952.0000"|"42862.0000"|"27090.0000"|""|""|""|""|""|""|"165.0000"|"Food"|"Monthly Bank Fees and Overdraft/Return"|"Travel Club - Seniors"|"Supplies & Materials"
"01-0645457"|"EL PORTAL DE BELEN FOUNDATION"|"1304001"|""|""|"141420.0000"|""|""|""|""|""|"6780.0000"|""|""|""|"3200.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2800.0000"|"175.0000"|"110.0000"|""|""|"154485.0000"|"141420.0000"|"13065.0000"|"0.0000"|""|""|""|""|""|""|"MISCELLANEOUS EXPENSE"|"TRANSACTION FEES"|"FILING FEES"|""
"01-0246804"|"VNA Home Health & Hospice"|"1305777"|""|""|""|""|"112122.0000"|""|"7723847.0000"|"341125.0000"|"967204.0000"|"625438.0000"|""|"8196.0000"|"45000.0000"|""|""|""|"456099.0000"|"9901.0000"|""|""|""|"333854.0000"|"314994.0000"|""|"20586.0000"|""|""|"148161.0000"|"12690.0000"|"682266.0000"|"377798.0000"|"130655.0000"|"110551.0000"|""|"12490972.0000"|"10587479.0000"|"1903493.0000"|"0.0000"|""|""|""|""|""|"70485.0000"|"Program Supplies"|"Equipment Rental"|"Telephone"|"Other Expenses"
"01-0719207"|"FIRST MEDICAL INSURANCE COMPANY (RRG)"|"1305783"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"84375.0000"|"4943.0000"|"27400.0000"|"0.0000"|"0.0000"|"227163.0000"|"31789.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"824.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3290940.0000"|"1811139.0000"|"402365.0000"|"4744.0000"|""|"5885682.0000"|"5504444.0000"|"381238.0000"|"0.0000"|""|""|""|""|""|""|"LOSSES & LOSS ADJUSTMENT"|"PROVISION FOR IBNR"|"POLICY ACQUIS & UNDERWRITING"|"GENERAL & ADMINISTRATIVE"
"01-0317317"|"FRATERNAL ORDER OF EAGLES AERIE NO. 3177"|"1304394"|""|""|""|""|"13539.0000"|"0.0000"|""|""|"142790.0000"|"15932.0000"|""|"260.0000"|"2150.0000"|""|""|""|""|"16236.0000"|"12649.0000"|""|""|""|""|""|"4873.0000"|"7905.0000"|""|"80907.0000"|"30705.0000"|"648521.0000"|"176035.0000"|"75262.0000"|"59630.0000"|""|"1489529.0000"|"1466621.0000"|"9369.0000"|"0.0000"|""|""|""|""|""|"202135.0000"|"PAYOUTS OF WINNINGS"|"SUPPLIES- SOCIAL ROOM"|"MAINTENCE & REPAIRS"|"MUSIC & ENTERTAINMENT"
"02-0229869"|"DUBLIN SCHOOL INC"|"1302800"|""|""|""|""|""|""|"2706666.0000"|""|"633340.0000"|"192051.0000"|""|""|""|""|""|"8806.0000"|"73309.0000"|"15640.0000"|"164654.0000"|""|""|"478814.0000"|"114637.0000"|""|"49821.0000"|"7235.0000"|""|"402493.0000"|"11466.0000"|"239160.0000"|"224272.0000"|"98416.0000"|"70700.0000"|""|"5595900.0000"|"4169426.0000"|"1162417.0000"|"264057.0000"|""|""|""|""|""|"104420.0000"|"SUPPLIES"|"FOOD"|"MISCELLANEOUS"|"EXTRACURRICULAR ACTIVITIE"
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1305778"|"187636.0000"|""|""|""|"100963.0000"|""|"286450.0000"|""|"613.0000"|"27249.0000"|""|"3794.0000"|"9563.0000"|""|""|""|"24747.0000"|"40897.0000"|"9242.0000"|""|""|""|"7686.0000"|""|""|""|""|""|"34698.0000"|"109856.0000"|"124312.0000"|"161305.0000"|"20426.0000"|""|"1149437.0000"|"1149437.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"UTILITIES"|"SUPPLIES"|"REPAIR&MAINTENCE"|"BANK/TRANSACTION FEES"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1305780"|""|""|""|""|""|""|"106051.0000"|""|"28029.0000"|"9865.0000"|"211045.0000"|"16711.0000"|"7900.0000"|""|""|""|"14754.0000"|""|"10628.0000"|"8375.0000"|""|""|"17673.0000"|""|""|""|""|"77400.0000"|"10886.0000"|"161646.0000"|"23225.0000"|"15203.0000"|"14904.0000"|""|"741290.0000"|"450491.0000"|"290799.0000"|"0.0000"|""|""|""|""|""|"6995.0000"|"DATA SERVICES"|"BAD DEBT"|"COMMUNICATIONS"|"EQUIPMENT RELATED EXPEN"
"01-0622507"|"AMERICA IN BLOOM"|"1305781"|""|""|""|""|""|""|""|""|""|""|""|"284.0000"|"3239.0000"|""|""|""|""|"7234.0000"|"9168.0000"|""|""|""|"12200.0000"|""|"25538.0000"|""|""|""|"1597.0000"|"36590.0000"|"20176.0000"|"12000.0000"|"8595.0000"|""|"159034.0000"|"159034.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"22413.0000"|"JUDGING"|"EDUCATION AND COMMUNICA"|"ADMINISTRATIVE"|"TRANSPORTATION"
"01-0650805"|"KOALTO DIAMOND"|"1305782"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8825.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"8825.0000"|"0.0000"|"8825.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-6012127"|"Bridgton Scholarship Foundation"|"1301046"|"0.0000"|"17223.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4388.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"35.0000"|"30.0000"|"0.0000"|"0.0000"|""|"21676.0000"|"17223.0000"|"4453.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"Annual Report"|"Safe Box"|""|""
"01-0794834"|"International Society for Autism Research"|"1301397"|"25000.0000"|"36500.0000"|"11000.0000"|""|""|""|""|""|""|""|"147946.0000"|""|""|""|""|""|"41248.0000"|""|"2296.0000"|"20581.0000"|""|""|"5350.0000"|""|"457855.0000"|""|""|""|"4031.0000"|"38287.0000"|"29431.0000"|"23687.0000"|"7402.0000"|""|"862863.0000"|"780852.0000"|"82011.0000"|"0.0000"|""|""|""|""|""|"12249.0000"|"Website"|"Journal subscription"|"Bank and credit card fe"|"Board and committee exp"
"01-0344605"|"WATERVILLE AREA BOYS & GIRLS CLUB"|"1301614"|""|"90092.0000"|""|""|""|""|"401210.0000"|""|"35586.0000"|"30633.0000"|""|""|"4182.0000"|""|""|""|"10940.0000"|""|"22574.0000"|""|""|"49825.0000"|"4732.0000"|""|"1764.0000"|""|""|""|""|"86547.0000"|"16788.0000"|"9244.0000"|"1581.0000"|""|"765698.0000"|"765698.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"SUPPLIES"|"INDIAN TION PROGRAM E"|"MISCELLANEOUS"|"TRAINING"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"1305746"|""|""|""|""|""|""|"666125.0000"|""|"49494.0000"|"57273.0000"|"207192.0000"|"7916.0000"|"13456.0000"|""|""|""|"35020.0000"|"41968.0000"|"49890.0000"|"43557.0000"|""|""|""|""|""|"540070.0000"|""|"640593.0000"|"50853.0000"|"925431.0000"|"261420.0000"|"231968.0000"|"178086.0000"|""|"4122908.0000"|"3378412.0000"|"744496.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1305785"|""|""|""|""|"34815.0000"|""|"2998.0000"|""|"5183.0000"|"3143.0000"|"3188.0000"|""|"275.0000"|""|""|""|"2320.0000"|"8494.0000"|"9921.0000"|""|""|"16770.0000"|"650.0000"|""|"1093.0000"|"3568.0000"|""|""|"2805.0000"|"14571.0000"|"766.0000"|"5658.0000"|"15635.0000"|""|"146576.0000"|"119670.0000"|"26906.0000"|""|""|""|""|""|""|"14723.0000"|"Anual Meeting"|"Task Force Luncheon"|"Membership Disrectory"|"Promotional Events"
"01-0329208"|"AMERICAN VETERANS WWII, POST NUMBEP"|"1306610"|""|"8440.0000"|""|"4224.0000"|""|""|"48097.0000"|""|""|"5219.0000"|""|""|"4731.0000"|""|""|""|""|"567.0000"|"1649.0000"|""|""|"27143.0000"|""|""|""|""|"3143.0000"|"16578.0000"|"7585.0000"|"393.0000"|"96.0000"|"1944.0000"|"2453.0000"|""|"134651.0000"|"127878.0000"|"6773.0000"|""|""|""|""|""|""|"2389.0000"|"POSTAGE"|"BANK FEES"|"EQUIPMENT REPAIR"|"TAX AND LICENSES"
"01-0448905"|"YOUNG PRESIDENTS ORGANIZATION INC"|"1306611"|""|""|""|""|""|""|""|""|""|""|""|""|"2531.0000"|""|""|""|"4616.0000"|""|""|""|""|""|""|""|"451213.0000"|""|""|""|""|"66734.0000"|"26000.0000"|"12350.0000"|"9723.0000"|""|"618284.0000"|"533052.0000"|"85232.0000"|"0.0000"|""|""|""|""|""|"45117.0000"|"ADMINISTRATION"|"GLOBAL LEADERSHIP CONF"|"FORUM RESOURCE PROGRAMS"|"CHAIRMANS OFFICE-MEETINGS"
"01-0784004"|"LOCAL 348-S REALTY HOLDING CORPORATION"|"1306612"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"140412.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"63483.0000"|"0.0000"|""|""|""|""|""|"203895.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0241055"|"MAINE PRINCIPALS' ASSOCIATION"|"1299772"|""|""|""|""|"143109.0000"|"0.0000"|"372024.0000"|"85789.0000"|"110680.0000"|"6856.0000"|""|""|""|""|""|""|"65916.0000"|""|"4395.0000"|""|""|"32700.0000"|""|""|"244987.0000"|"19619.0000"|""|"49124.0000"|"33376.0000"|"797587.0000"|"42791.0000"|"41740.0000"|"36309.0000"|""|"2173265.0000"|"1819227.0000"|"354038.0000"|"0.0000"|""|""|""|""|""|"86263.0000"|"SCHOOL ACTIVITIES"|"MENTORING"|"COMMITTEES"|"REPAIR & MAINTENANCE"
"01-0288347"|"MAINE AUTOMOBILE DEALERS ASSOCIATION, INC. INSURANCE TRUST"|"1299773"|""|""|""|"20606899.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"29677.0000"|"31684.0000"|""|""|""|""|""|"9861.0000"|""|""|"15900.0000"|"18172.0000"|""|""|""|""|""|""|"1818065.0000"|"273600.0000"|"234904.0000"|"149752.0000"|""|"23557980.0000"|"23393644.0000"|"164336.0000"|"0.0000"|""|""|""|""|""|"369466.0000"|"CLAIMS PROCESSING"|"DIRIGO HEALTH ASSESSMENT"|"ME GUARANTEE REINSURANCE"|"REINSURANCE"
"01-0595845"|"USA SOUTH ATHLETIC CONFERENCE, INC."|"1299775"|""|""|""|""|"127200.0000"|""|"7568.0000"|"7277.0000"|"11667.0000"|"10122.0000"|""|""|"2244.0000"|""|""|""|""|"11582.0000"|"2230.0000"|"6600.0000"|""|""|"28000.0000"|""|"15208.0000"|""|""|""|"1966.0000"|"128933.0000"|"22531.0000"|"11861.0000"|"6190.0000"|""|"411619.0000"|"277938.0000"|"125479.0000"|"8202.0000"|""|""|""|""|""|"10440.0000"|"CONTRACT LABOR - OFFICI"|"TOURMENT EXPENSES"|"AWARDS AND PLAQUES"|"MISCELLANEOUS"
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"1299776"|""|""|""|""|"320751.0000"|""|"650304.0000"|"26012.0000"|"18093.0000"|"49883.0000"|""|"365.0000"|"16650.0000"|""|""|""|"147292.0000"|""|"45239.0000"|"2965.0000"|""|"179581.0000"|"46145.0000"|""|"87996.0000"|""|""|"3581.0000"|"4690.0000"|""|""|""|""|""|"1599547.0000"|"1319316.0000"|"280231.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0792334"|"GAMA INTERNATIONAL"|"1299778"|""|""|""|""|"740817.0000"|""|"1032265.0000"|"47845.0000"|"128405.0000"|"118269.0000"|""|"9297.0000"|"21814.0000"|""|""|""|"191844.0000"|"134050.0000"|"498327.0000"|"29402.0000"|"98101.0000"|"181377.0000"|"369142.0000"|""|"946645.0000"|"1207.0000"|""|"147932.0000"|"22703.0000"|"66672.0000"|"30261.0000"|"19697.0000"|""|""|"4836072.0000"|""|""|""|""|""|""|""|""|""|"PUBLICATIONS"|"TAXES"|"OTHEREXPENSE"|""
"01-0793127"|"Happily Ever After Educational Programs, Inc."|"1299779"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"703.0000"|"263.0000"|"160.0000"|"0.0000"|"0.0000"|"817.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"914.0000"|"391.0000"|"983.0000"|""|""|"4231.0000"|"3968.0000"|"263.0000"|"0.0000"|""|""|""|""|""|""|"Presentation supplies & materials"|"Office Equipment"|"Curriculum Reproduction Project"|""
"01-0803356"|"STEWART COUNTY ANIMAL MANAGEMENT PROGRAM"|"1299780"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"110.0000"|"399.0000"|""|""|""|""|""|""|""|""|""|""|"23246.0000"|"648.0000"|"119.0000"|"25.0000"|""|"24547.0000"|"24547.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"VET BILLS"|"EDUCATION FOR SCHOOLS"|"LAND TAX"|"DUES"
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1299781"|""|"171086.0000"|""|""|""|""|""|""|""|""|""|""|"795.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"22672.0000"|"597.0000"|"78.0000"|"57.0000"|""|"195320.0000"|"171683.0000"|"23637.0000"|"0.0000"|""|""|""|""|""|"35.0000"|"INVESTMENT ADVISORY FEE"|"OFFICE EXPENSES"|"PO BOX RENTAL"|"INSURANCE, FIDELITY BON"
