"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"PROVIDE_DESCRIPTION"|"NEEDS_ASSESSMENT"|"PATIENT_EDUCATION"|"COMMUNITY_INFORMATION"|"COMMUNITY_ACIVITIES"|"OTHER_INFORMATION"|"AFFILIATED_SYSTEM"|"IDENTIFY_STATES"|"SUPPLEMENTAL_INFORMATION"|"FRG_DESCR"
"01-0372148"|"THE AROOSTOOK MEDICAL CENTER"|"1349133"|"Part V, Line 13g - Other Means Hospital Facility Publicized the Policy Visit patient rooms for self-pay admissions and offer the Applications Part V, Line 7 - Explanation of Needs Not Addressed and Reasons Why Because the Needs Assessment examines both broad and specific health needs for the entire region and a substantial number of opportunities were identified, a regional approach is needed to achieve the best results As such, The Aroostook Medical Center continues to work with community partners to address the needs identified in the Needs Assessment, and the priorities in the Needs Assessment are considered when the organization develops operational plans for the year Part V, Line 6i - Describe Other Needs Identified 6a The Aroostook Medical Center regularly utilizes the information in the Needs Assessment to identify and prioritize community health improvement and other activities 6b Initiatives driven in part or in full by the Needs Assessment included continued engagement with Healthy Aroostook to provide education, participation in a youth obesity collaborative, development of a senior health program, coordination of workforce development initiatives intended to ensure the long- term strength of the local healthcare workforce, implementing a program to provide scales to eligible congestive heart failure patients in order to reduce problems that could lead to hospitalization, and coordination of a bath salts awareness night with a local service organization"|"Part VI - Needs Assessment EMHS, THE PARENT COMPANY OF THE AROOSTOOK MEDICAL CENTER, ROUTINELY CONDUCTS A COMMUNITY HEALTH NEEDS ASSESSMENT (HEREAFTER NEEDS ASSESSMENT) ACROSS THE SERVICE AREA OF ALL OF ITS MEMBER HOSPITALS THE MOST RECENT ASSESSMENT, PUBLISHED IN 2011, WAS CONDUCTED UNDER A CONTRACT WITH THE UNIVERSITY OF NEW ENGLAND CENTER FOR HEALTH PLANNING, POLICY AND RESEARCH (CHPPR) AND THE UNIVERSITY OF SOUTHERN MAINE'S MUSKIE SCHOOL FOR PUBLIC HEALTH USING A METHODOLOGY DEVELOPED BY CHPPR OVER DECADES OF WORK, THE ASSESSMENT INTEGRATES PRIMARY DATA FROM A TELEPHONE SURVEY TO HEADS OF HOUSEHOLDS WITH SECONDARY DATA RETRIEVED FROM STATE DATABASES (ED USAGE, MORTALITY, CANCER REGISTRY, ETC ) THAT DATA IS REVIEWED IN THE CONTEXT OF MULTIPLE HEALTH RELATED DOMAINS TO DEVELOP A COMPOSITE VIEW OF HEALTH STATUS, BEHAVIORAL RISKS, AND BARRIERS TO ACCESS AND CARE RESULTS ARE COMPARED TO NATIONAL AND STATE BENCHMARKS TO PRODUCE PRIORITIES AND RECOMMENDATIONS AS PREPARED BY THE CONSULTANTS"|"Part VI - Patient Education of Eligibility for Assistance FINANCIAL ASSISTANCE OR FREE CARE IS AVAILABLE ONLY FOR MEDICALLY NECESSARY SERVICES POSTERS ARE DISPLAYED IN PATIENT CARE AREAS, INFORMATION AND FORMS ARE AVAILABLE ONLINE ON THE HOSPITAL WEBSITE, AND PATIENT BILLING REPRESENTATIVES ARE ALSO AVAILABLE TO TAKE CALLS AND TO ANSWER QUESTIONS"|"Part VI - Community Information THE AROOSTOOK MEDICAL CENTER'S (TAMC) PRIMARY SERVICE AREA SERVES 27,000 PEOPLE AND INCLUDES 21 TOWNS AND 1 CITY IN CENTRAL AROOSTOOK COUNTY THE NORTHERNMOST COUNTY IN MAINE AND THE LARGEST, AROOSTOOK COUNTY (POP 71,870)SPANS 6,671 SQUARE MILES AND INCLUDES 2 CITIES, 54 TOWNS, 11 PLANTATIONS AND 108 UNORGANIZED TOWNSHIPS U S CENSUS BUREAU DATA FROM 2010 REVEALS THE FOLLOWING AROOSTOOK COUNTY DATA - THE MEDIAN AGE OF AROOSTOOK COUNTY IS 453 YEARS WITH 19% OF THE POPULATION 65 YEARS OF AGE OR OLDER, AROOSTOOK COUNTY HAS A HIGHER PERCENTAGE OF OLDER ADULTS THAN THE STATE OF MAINE (159%) AND THE UNITED STATES(133%) MAINE IS THE OLDEST STATE IN THE US-OVER 95% OF AROOSTOOK COUNTY IS WHITE, WHICH IS COMPARABLE WITH MAINE OVERALL THE NEXT LARGEST RACIAL/ETHNIC GROUP IN AROOSTOOK COUNTY IS NATIVE AMERICAN (2 6%), WHICH IS MORE PROMINENT THAN IN MAINE OVERALL (14%)-NEARLY 84% OF INDIVIDUALS 25 YEARS OF AGE AND OVER IN AROOSTOOK COUNTY HAVE AT LEAST A HIGH SCHOOL DIPLOMA OR EQUIVALENT AND 164% HAVE A BACHELOR'S DEGREE OR HIGHER THIS IS LOWER THAN STATE (HIGH SCHOOL 90 2%, BACHELOR'S DEGREE 271%) AND NATIONAL AVERAGES (HIGH SCHOOL 85 4%, BACHELOR'S DEGREE 28 2%) - THE MEDIAN HOUSEHOLD INCOME IN AROOSTOOK COUNTY ($37,138)IS CONSIDERABLY LESS THAN STATE ($47,898)AND NATIONAL($52,762)FIGURES"|""|""|"Part VI - Affilated Health Care System Roles and Promotion Part VI - Affilated Health Care System Roles and Promotion TAMC USES NEEDS ASSESSMENT DATA TO COLLABORATE WITH LOCAL HOSPITALS AND OTHER EMHS MEMBER HOSPITALS TO IDENTIFY AND IMPLEMENT SOLUTIONS TO HEALTH ISSUES INCLUDING CARDIOVASCULAR DISEASE, DIABETES, YOUTH OBESITY, SUBSTANCE ABUSE, AND MORE TAMC COORDINATES EMHS' COMMUNITY HEALTH IMPROVEMENT INITIATIVES IN AROOSTOOK COUNTY"|"ME"|"Part VI - Explanation Of How Organization Furthers Its Exempt Purpose TAMC has strong ties to the Maine Winter Sports Center, an organization committed to making skiing a way of life in Northern Maine Through direct financial and logistical support, TAMC has made it possible for youth and adults to use local facilities at a discounted rate Many of the programs supported by TAMC are ofered at no cost TAMC provided over 1600 free flu shots to adults in Aroostook County in 2012, including many who live with chronic diseases, at clinics in Presque Isle, Caribou, Fort Fairfield, Mars Hill, and Ashland Press releases and other promotional materials for these vaccination clinics encouraged people with chronic diseases to get vaccinated In response to the high volume of influenza cases seen at the hospital this winter, TAMC held a special flu shot clinic in January to allow adults to get vaccinated for free Through free flu vaccination, TAMC is helping chronic disease sufferers and others stay healthy Using the data in the EMHS Community Health Needs Assessment, TAMC collaborates with other hospitals in the EMHS system and with other community organizations on solutions to significant community healthcare problems, including cardiovascular disease, chronic disease self-management, diabetes, youth obesity, sedentary lifestyle and access to primary care providers"|""
"01-6023748"|"Penquis CAP Inc"|"1349134"|""|""|""|""|""|""|""|""|""|""
"01-0043285"|"ANDROSCOGGIN COUNTY CHAMBER OF COMMERCE"|"1349302"|""|""|""|""|""|""|""|""|""|""
"01-0211476"|"THE CHAPMAN HOUSE"|"1349303"|""|""|""|""|""|""|""|""|""|""
"01-0211486"|"MT DESERT ISLAND YMCA"|"1349304"|""|""|""|""|""|""|""|""|""|""
"01-0238760"|"BRICK STORE MUSEUM INC"|"1349306"|""|""|""|""|""|""|""|""|""|""
"01-0345195"|"SACOPEE RESCUE UNIT INC"|"1349307"|""|""|""|""|""|""|""|""|""|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"1349308"|""|""|""|""|""|""|""|""|""|""
"01-0365454"|"YORK COUNTY FISH & GAME ASSOCIATION INC"|"1349309"|""|""|""|""|""|""|""|""|""|""
"01-0372086"|"ST FRANCIS COMMUNITY"|"1349310"|""|""|""|""|""|""|""|""|""|""
"01-0415961"|"Veterans For Peace Inc"|"1349311"|""|""|""|""|""|""|""|""|""|""
"01-0463255"|"Maine Sheriffs' Association"|"1349313"|""|""|""|""|""|""|""|""|""|""
"01-0488477"|"RIVERVIEW FOUNDATION"|"1349314"|""|""|""|""|""|""|""|""|""|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"1349315"|""|""|""|""|""|""|""|""|""|""
"01-0547255"|"UAW Local 3999 BIW Dental Benefit Trust Fund"|"1349317"|""|""|""|""|""|""|""|""|""|""
"01-0571960"|"UECDF CORPORATION"|"1349319"|""|""|""|""|""|""|""|""|""|""
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"1349320"|""|""|""|""|""|""|""|""|""|""
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1349321"|""|""|""|""|""|""|""|""|""|""
"01-0608595"|"AMERICAN CARIBBEAN EXPERIENCE INC"|"1349322"|""|""|""|""|""|""|""|""|""|""
"01-0665790"|"COUNCIL OF STATE HISTORICAL RECORDS COORDINATORS INC"|"1349323"|""|""|""|""|""|""|""|""|""|""
"01-0681650"|"VIRGINIA STATE UNIVERSITY REAL ESTATE FOUNDATION"|"1349324"|""|""|""|""|""|""|""|""|""|""
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1349325"|""|""|""|""|""|""|""|""|""|""
"01-0729151"|"HEALTHPLUS PARTNERS INC"|"1349326"|""|""|""|""|""|""|""|""|""|""
"01-0735690"|"TEXAS CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"1349327"|""|""|""|""|""|""|""|""|""|""
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1349328"|""|""|""|""|""|""|""|""|""|""
"01-0867393"|"CR JRS CHIP"|"1349329"|""|""|""|""|""|""|""|""|""|""
"01-0893778"|"WILLMAR AREA MULTICULTURAL MARKET"|"1349330"|""|""|""|""|""|""|""|""|""|""
"01-0906593"|"MANAGEMENT SERVICES INC"|"1349331"|""|""|""|""|""|""|""|""|""|""
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"1349332"|""|""|""|""|""|""|""|""|""|""
"01-0969325"|"SUNCOAST SOCCER INC"|"1349333"|""|""|""|""|""|""|""|""|""|""
"01-0974476"|"Charter Board Partners"|"1349334"|""|""|""|""|""|""|""|""|""|""
"01-0201854"|"AMERICAN LEGION POST # 40"|"1353471"|""|""|""|""|""|""|""|""|""|""
"01-0242095"|"ROBERT W TRAIP TRUST"|"1353473"|""|""|""|""|""|""|""|""|""|""
"01-0369660"|"Work First Inc"|"1353475"|""|""|""|""|""|""|""|""|""|""
"01-0407276"|"Sunrise Opportunities"|"1353476"|""|""|""|""|""|""|""|""|""|""
"01-0467754"|"The Camden Children's House Montesson School"|"1353477"|""|""|""|""|""|""|""|""|""|""
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1353478"|""|""|""|""|""|""|""|""|""|""
"01-0527277"|"Maine Indoor Air Quality Council"|"1353479"|""|""|""|""|""|""|""|""|""|""
"01-0586454"|"FULL SPECTRUM FARMS INC"|"1353481"|""|""|""|""|""|""|""|""|""|""
"01-0725238"|"LEAD MARYLAND FOUNDATION INC"|"1353482"|""|""|""|""|""|""|""|""|""|""
"01-0964525"|"Tanque Verde Soccer Club Inc"|"1353485"|""|""|""|""|""|""|""|""|""|""
"02-0170390"|"CLUB NATIONAL, INC"|"1353487"|""|""|""|""|""|""|""|""|""|""
"02-0222248"|"YMCA OF GREATER MANCHESTER"|"1353488"|""|""|""|""|""|""|""|""|""|""
"01-0918435"|"Basel Action Network"|"1356058"|""|""|""|""|""|""|""|""|""|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1356059"|""|""|""|""|""|""|""|""|""|""
"01-0532835"|"SAFE PASSAGE"|"1356939"|""|""|""|""|""|""|""|""|""|""
"01-0594994"|"COOPERATIVE HEALTHCARE SERVICES INC"|"1356940"|""|""|""|""|""|""|""|""|""|""
"01-0883062"|"CHICAGO COMMUNITY LAND TRUST"|"1357416"|""|""|""|""|""|""|""|""|""|""
"01-0140290"|"PINE GROVE CEMETERY CORPORATION"|"1358212"|""|""|""|""|""|""|""|""|""|""
"01-0196194"|"MAINE STATE CREDIT UNION"|"1358213"|""|""|""|""|""|""|""|""|""|""
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1358214"|""|""|""|""|""|""|""|""|""|""
"01-0730325"|"THE MOUNT KENYA ACADEMY FOUNDATION, INC."|"1358802"|""|""|""|""|""|""|""|""|""|""
"01-0357293"|"HERITAGE COURT INC"|"1361108"|""|""|""|""|""|""|""|""|""|""
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT CORPORATION"|"1361955"|""|""|""|""|""|""|""|""|""|""
"01-6021200"|"COASTAL HUMANE SOCIETY, INC."|"1361956"|""|""|""|""|""|""|""|""|""|""
"01-0247002"|"GEORGE STEVENS ACADEMY"|"1362073"|""|""|""|""|""|""|""|""|""|""
"01-0509802"|"CAFE INC"|"1362074"|""|""|""|""|""|""|""|""|""|""
"01-0702102"|"UNIVEST FOUNDATION"|"1362075"|""|""|""|""|""|""|""|""|""|""
"01-0315732"|"Midcoast Maine Community Action"|"1362275"|""|""|""|""|""|""|""|""|""|""
"01-0409063"|"Maine Education Credit Union"|"1362276"|""|""|""|""|""|""|""|""|""|""
"01-0496860"|"PORTLAND OPERA REPERTORY THEATRE"|"1362277"|""|""|""|""|""|""|""|""|""|""
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1362323"|""|""|""|""|""|""|""|""|""|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"1362324"|""|""|""|""|""|""|""|""|""|""
"01-0488538"|"Maine Association of Nonprofits"|"1362325"|""|""|""|""|""|""|""|""|""|""
"01-0570543"|"EAST ARKANSAS ENTERPRISE COMMUNITY"|"1362326"|""|""|""|""|""|""|""|""|""|""
"01-0637743"|"MOST VALUABLE KIDS INC"|"1362327"|""|""|""|""|""|""|""|""|""|""
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1362328"|""|""|""|""|""|""|""|""|""|""
"01-0360872"|"SPECIAL CHILDREN'S FRIENDS"|"1363034"|""|""|""|""|""|""|""|""|""|""
"01-0554061"|"MOUNT EPHRAIM SENIOR HOUSING INITIATIVE"|"1363035"|""|""|""|""|""|""|""|""|""|""
"01-0709661"|"UNIVERSAL SCHOOL"|"1363036"|""|""|""|""|""|""|""|""|""|""
"01-6023974"|"Washington County Association for Retarded Citizens"|"1363038"|""|""|""|""|""|""|""|""|""|""
"01-0506743"|"SANDCASTLE CLINICAL AND EDUCATIONAL SERVICES"|"1363610"|""|""|""|""|""|""|""|""|""|""
"01-0457589"|"MAINE RESOURCE RECOVERY ASSOCIATION"|"1363995"|""|""|""|""|""|""|""|""|""|""
"01-0514750"|"PENOBSCOT COMMUNITY HEALTH CENTER"|"1364308"|""|""|""|""|""|""|""|""|""|""
"01-0734062"|"AUTOMOTIVE INDUSTRY TRUST"|"1364311"|""|""|""|""|""|""|""|""|""|""
"01-0782751"|"NATIONWIDE CHILDREN'S HOSPITAL GROUP RETURN"|"1364312"|"PART I, LINE 6A WHILE NATIONWIDE CHILDREN'S HOSPITAL DOES NOT PREPARE AN INDIVIDUAL COMMUNITY BENEFIT REPORT, THEY ARE AN INTEGRAL PART OF COLLABORATION WITH OTHER GOVERNMENTAL AND NON-FOR-PROFIT ORGANIZATIONS MAKING COMMUNITY HEALTH NEEDS ASSESSMENTS AND CREATING OR IMPROVING PROGRAMS BASED ON THESE ASSESSMENT RESULTS SEE DISCUSSION OF THE FULL POTENTIAL REPORT IN SCHEDULE H, PART VI, LINE 2 IN 2013, NATIONWIDE CHILDREN'S HOSPITAL PREPARED A COMMUNITY BENEFIT REPORT PART I, LINE 7G NATIONWIDE CHILDREN'S HOSPITAL HAS NOT INCLUDED ANY COSTS ATTRIBUTABLE TO A PHYSICIAN'S CLINIC PART I, LINE 7, COLUMN (F) FOR PURPOSES OF LINES 7A, B, C, & D, THE CALCULATION OF TOTAL EXPENSE ONLY INCLUDES GROUP ENTITIES THAT PROVIDE PATIENT CARE THESE ENTITIES ARE NATIONWIDE CHILDREN'S HOSPITAL (NCH), NCH HOMECARE, CHILDREN'S RADIOLOGICAL INSTITUTE, PEDIATRIC PATHOLOGY ASSOCIATES, AND CHILDREN'S SURGICAL ASSOCIATES FOR PURPOSES OF LINES 7E, F, G, H, & I, THE CALCULATION CHILDREN'S HOSPITAL, AS ONLY THIS ENTITY INCURS COSTS TO THESE QUESTIONS PART I, LINE 7 THE COST TO CHARGE RATIO USED IN LINE 7 WAS DERIVED FROM WORKSHEET 2 PART II NATIONWIDE CHILDREN'S HOSPITAL (NCH) IMPACTS THE COMMUNITY IN MANY WAYS IN 2008, THE CITY OF COLUMBUS, NATIONWIDE CHILDREN'S HOSPITAL, COMMUNITY DEVELOPMENT FOR ALL PEOPLE, COLUMBUS PUBLIC HEALTH, COLUMBUS CITY SCHOOLS AND A NUMBER OF OTHER LOCAL PARTNERS CAME TOGETHER TO FORM HEALTHY NEIGHBORHOODS."|"PART VI, LINE 2 - NEEDS ASSESSMENT IN RECENT YEARS, NATIONWIDE CHILDREN'S HOSPITAL (NCH), IN COLLABORATION WITH 20 COMMUNITY PARTNERS, PUBLISHED THE FULL POTENTIAL REPORT, AS A WAY TO REPORT ON THE HEALTH STATUS OF FRANKLIN COUNTY CHILDREN AND AS A WAY TO GENERATE ACTION AROUND KEY HEALTH INDICATORS TO HELP CHILDREN REACH THEIR FULL POTENTIAL THIS REPORT IDENTIFIED 10 CRITICAL INDICATORS CORRESPONDNG TO THE MOST SIGNIFICANT PREVENTABLE HEALTH THREATS IMPACTING THE COMMUNITY'S CHILDREN THE INDICATORS IDENTIFIED INCLUDE 1) ASTHMA, 2) UNINTENTIONAL INJURIES, 3) ADOLESCENT SUICIDE, 4) ADOLESCENT HOMICIDE, 5) TEEN SMOKING, 6) TEEN PREGNANCY, 7) ACCESS TO HEALTH CARE, 8) INFANT MORTALITY/PRETERM BIRTH, 9) IMMUNIZATION, AND 10) OBESITY THE 2010-2011 FULL POTENTIAL COLLABORATIVE CHILDREN'S HEALTH REPORT REVISITS ALL 10 OF THE PUBLIC HEALTH INDICATORS FROM THE INITIAL REPORT, EXAMINING CURRENT DATA, GAINING FRESH INSIGHTS FROM LOCAL EXPERTS, PROVIDING UPDATES ON SOME OF THE CHILDREN AND FAMILIES FIRST MET TWO YEARS AGO IN THE INITIAL REPORT, AND INTRODUCING NEW FACES TO SOME OF THESE VITAL ISSUES NEW TO THE 2010 REPORT IS A PROGRESS REPORT CARD THIS SNAPSHOT OF THE FINDINGS SUMMARIZES THE RESULTS AND ASSIGNS TWO LIGHTS TO EACH INDICATOR ONE LIGHT SHOWS HOW THE COMMUNITY WAS DOING IN THE ORIGINAL REPORT AND THE OTHER LIGHT SHOWS WHETHER THERE'S BEEN ANY IMPROVEMENT SINCE THEN IN 2012."|"PART VI, LINE 3 - PATIENT EDUCATION OF ELIGIBILITY FOR ASSISTANCE NATIONWIDE CHILDREN'S HOSPITAL INFORMS AND EDUCATES PATIENTS, AND PERSONS WHO MAY BE BILLED FOR PATIENT CARE, ABOUT THEIR ELIGIBILITY FOR ASSISTANCE IN A VARIETY OF WAYS SIGNAGE REGARDING SUCH ELIGIBILITY IS LOCATED THROUGHOUT THE HOSPITAL, INCLUDING MAJOR POINTS OF PATIENT ENTRY SUCH AS ADMISSIONS AREAS, CLINIC REGISTRATION DESKS, THE EMERGENCY DEPARTMENT AND URGENT CARE ADDITIONALLY, FINANCIAL COUNSELORS VISIT PATIENTS WITHOUT INSURANCE DURING THEIR STAY BILLING STATEMENTS CONTAIN PRINTED INFORMATION REGARDING VARIOUS TYPES OF ASSISTANCE THAT IS AVAILABLE, AUTOMATED TELEPHONE CALLS OFFERING FINANCIAL ASSISTANCE ARE ALSO MADE, AND THE POLICY IS MADE AVAILABLE ON OUR WEBSITE"|"PART VI, LINE 4 - COMMUNITY INFORMATION NATIONWIDE CHILDREN'S HOSPITAL IS LOCATED IN COLUMBUS, OHIO, WHICH IS GEOGRAPHICALLY CENTRAL IN THE STATE OF OHIO WHILE THE MAJORITY OF PATIENTS SERVED RESIDE IN FRANKLIN COUNTY, NCH PROVIDES CARE TO PATIENTS REPRESENTING EACH OF OHIO'S 88 COUNTIES, IN ADDITION TO ALL 50 STATES AND 28 FOREIGN COUNTRIES THE MEDIAN HOUSEHOLD INCOME IN COLUMBUS IS $50045 AND 17 4% OF FAMILIES ARE BELOW THE POVERTY LEVEL APPROXIMATELY 12% OF THE POPULATION OF OHIO IS UNINSURED"|""|"PART VI, LINE 5 - PROMOTION OF COMMUNITY HEALTH AS DESCRIBED NATIONWIDE CHILDREN'S HOSPITAL (NCH) PUBLISHED A FULL POTENTIAL REPORT IN COLLABORATION WITH 20 COMMUNITY PARTNERS, AS A WAY TO REPORT ON THE HEALTH STATUS OF FRANKLIN COUNTY CHILDREN ACTION IS BEING TAKEN AROUND ALL 10 OF THE PUBLIC HEALTH INDICATORS IDENTIFIED AS KEY BAROMETERS OF CHILDREN'S HEALTH OF THE 10 INDICATORS EXAMINED, A MORE IN-DEPTH LOOK WAS TAKEN RELATED TO CERTAIN INDICATORS ONE AREA, PEDIATRIC OBESITY, REMAINS A LOCAL EMERGENCY, WITH BMI SCREENINGS REVEALING THAT 47 PERCENT OF FIFTH GRADERS IN COLUMBUS CITY SCHOOLS ARE OVERWEIGHT OR OBESE THE GOOD NEWS IS THAT THE COMMUNITY IS TAKING ACTION IN 2010, WITH THE SUPPORT OF MANY FULL POTENTIAL PARTNERS, WITH NCH BEING A KEY PARTNER, THE HEALTHY CHOICES FOR HEALTHY CHILDREN ACT WAS PASSED IN THE STATE OF OHIO THIS LANDMARK LEGISLATION WILL INCREASE FITNESS AND NUTRITION IN SCHOOLS THROUGHOUT THE STATE NCH HAS ALSO TAKEN A LEADERSHIP POSITION ELIMINATING SUGAR-SWEETENED BEVERAGES FOR SALE OR PROVIDED WITH PATIENT MEALS ON ITS CAMPUS OTHER WAYS NCH SPECIFICALLY ADDRESSES THIS INDICATORS IS THROUGH MEDICAL SERVICES, COMMUNITY PROGRAMS, POLICY INITIATIVES AND EMPLOYEE WELLNESS PROGRAMS NCH'S CENTER FOR HEALTHY WEIGHT AND NUTRITION OFFERS FAMILIES A COMPREHENSIVE APPROACH TO WEIGHT MANAGEMENT THE CENTER HAS PROGRAMS FOR BOTH THE PREVENTION AND TREATMENT OF OVERWEIGHT CHILDREN"|"PART VI, LINE 6 - AFFILIATED HEALTH CARE SYSTEM ROLES NATIONWIDE CHILDREN'S HOSPITAL, INC EXCLUSIVELY CONTROLS THE ACTIVATES OF ITS SUBSIDIARIES IN CENTRAL OHIO INCLUDING 1) NATIONWIDE CHILDREN'S HOSPITAL (NCH) IS A 427 INPATIENT BED NOT-FOR-PROFIT TERTIARY CARE HOSPITAL PROVIDING, INPATIENT, OUTPATIENT, AND EMERGENCY CARE SERVICES IN ADDITION, THE HOSPITAL LEASES 92 NEONATAL INTENSIVE AND SPECIAL CARE NURSERY BEDS LOCATED AT FIVE OTHER AREA HOSPITALS SUBSIDIARIES OF THE HOSPITAL INCLUDE THE FOLLOWING ENTITIES A) CHILDREN'S RADIOLOGICAL INSTITUTE (CRI) IS A NOT-FOR-PROFIT PROFESSIONAL PRACTICE PLAN OWNED BY THE HOSPITAL, WHICH PROVIDES RADIOLOGICAL SERVICES AT THE HOSPITAL B) NCH HOMECARE (HOMECARE SERVICES) IS A NOT-FOR-PROFIT HOME HEALTH COMPANY OWNED BY THE HOSPITAL AND PROVIDES INTERMITTENT AND PRIVATE-DUTY NURSING, SKILLED THERAPY, INFUSION THERAPY, DURABLE MEDICAL EQUIPMENT, HOSPICE, AND PALLIATIVE CARE SERVICES C) PEDIATRIC PATHOLOGY ASSOCIATES OF COLUMBUS (PPAC) IS A NOT-FOR-PROFIT PROFESSIONAL PRACTICE PLAN OWNED BY THE HOSPITAL, WHICH PROVIDES PATHOLOGICAL SERVICES AT THE HOSPITAL D) CHILDREN'S SURGICAL ASSOCIATES (CSA) IS A NOT-FOR-PROFIT PROFESSIONAL PRACTICE PLAN OWNED BY THE HOSPITAL, WHICH PROVIDES SURGICAL SERVICES AT THE HOSPITAL E) PEDIATRIC ACADEMIC ASSOCIATES (PAA) IS A NOT-FOR-PROFIT PRACTICE OF WHICH THE HOSPITAL OWNS 51% THE PAA IS A GROUP OF APPROXIMATELY 290 MEDICAL, PEDIATRIC SUB-SPECIALISTS."|""|""|"PART V, SECTION B, LINE 18e THE HOSPITAL'S FINANCIAL ASSISTANCE POLICY IS COMMUNICATED TO PATIENTS IN THE FOLLOWING WAYS SIGNAGE LOCATED THROUGHOUT THE HOSPITAL, LETTERS SENT TO PATIENTS AND/OR PARENTS, AUTOMATED TELEPHONE CALLS, AND THE POLICY IS AVAILABLE ON THE ORGANIZATION'S WEBSITE PART V, SECTION B, LINE 20d THE HOSPITAL DETERMINED THE MAXIMUM AMOUNT THAT CAN BE CHARGED TO FAP-ELIGIBLE INDIVIDUALS BY USING ITS AVERAGE COMMERCIAL INSURANCE RATES AND ADDING AN ADDITIONAL DISCOUNT OF APPROXIMATELY 5% THIS MAXIMUM AMOUNT APPLIES TO INDIVIDUALS WITH INCOME LEVELS THAT FALL BETWEEN 301% AND 400% OF THE FEDERAL POVERTY LIMITS, AND APPLIES TO ALL PATIENTS OF THE HOSPITAL, REGARDLESS OF WHETHER THEY ARE PROVIDED EMERGENCY OR OTHER MEDICAL NECESSARY SERVICES"
